loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
4,0,-0.07608113,-0.7879472,0.4545369,-1.397255,-4.642492,-2.986186,0.3474162,1.220625,0.4885027,-1.4518,0.0289058,-0.7070349,0.5344931,-0.1004928,-0.6704077,-3.591957,-0.5228456,0.3283664,1.424083,0.3835917,-0.1102208,0.7891505,0.08399254,-1.031105,0.5563222,-0.1131399,0.4847445,1.510246,0.2564149,0.07096439,1.120914,0.405912,289.9732,267.2348,348.0945,False
4,0.01111111,-0.09313152,-0.7805914,0.4469913,-1.400747,-4.633209,-2.986144,0.3451637,1.219701,0.48738,-1.452115,-0.02901543,-0.6706132,0.473933,-0.1145352,-0.6735294,-3.588704,-0.5189907,0.3267709,1.423509,0.3828838,-0.1049643,0.7539956,0.08172718,-1.031028,0.5655512,-0.1167482,0.4840484,1.510248,0.2569938,0.06863715,1.119876,0.4012175,290.1602,256.5773,358.5936,False
4,0.02222222,-0.1048111,-0.775422,0.4309669,-1.403892,-4.623979,-2.98625,0.3429387,1.218999,0.4859774,-1.452184,-0.005926122,-0.6492357,0.4495159,-0.1199661,-0.6769223,-3.583724,-0.5161473,0.3251575,1.422922,0.3821328,-0.09540677,0.7284475,0.073117,-1.031398,0.5734118,-0.1201112,0.4833643,1.510218,0.2574687,0.06684476,1.117787,0.3959084,290.8062,254.5545,359.8099,False
4,0.03333334,-0.131448,-0.7490531,0.4072392,-1.406383,-4.615901,-2.985244,0.3409839,1.218238,0.4848211,-1.451731,0.0416466,-0.6245371,0.4272375,-0.09664775,-0.6791795,-3.578443,-0.5141438,0.3238364,1.422343,0.3813462,-0.07203728,0.6975704,0.06648818,-1.031695,0.5814558,-0.1241374,0.4826545,1.510204,0.2579665,0.06559593,1.114929,0.3902384,291.5498,254.7951,358.3971,False
4,0.04444445,-0.141068,-0.7214741,0.3921075,-1.409492,-4.608343,-2.984542,0.3390268,1.217448,0.4837985,-1.45201,-0.02584921,-0.612782,0.4219444,-0.09245059,-0.6821858,-3.572984,-0.5118745,0.3223702,1.421689,0.3804977,-0.05706501,0.6709225,0.07378036,-1.031457,0.5891744,-0.1280056,0.4820095,1.510173,0.2584367,0.06501456,1.113096,0.3867738,292.661,248.7145,4.720694,False
4,0.05555556,-0.1602827,-0.6875768,0.3747267,-1.411993,-4.601263,-2.983239,0.3371864,1.216733,0.4827054,-1.451316,0.06380615,-0.5968652,0.448639,-0.07971868,-0.6854625,-3.565258,-0.5117341,0.3210289,1.42109,0.3796899,-0.03776824,0.6367959,0.08953939,-1.030685,0.5961158,-0.1318235,0.4812899,1.510064,0.2589154,0.0645585,1.11267,0.3852961,293.1519,247.6036,6.514632,False
4,0.06666667,-0.1730937,-0.664201,0.366009,-1.415014,-4.59427,-2.981947,0.3351758,1.216259,0.4816103,-1.451829,-0.04722517,-0.5851924,0.4763774,-0.06481947,-0.6886471,-3.556658,-0.5122684,0.3197907,1.420433,0.3788064,-0.02805567,0.6090729,0.1064704,-1.029656,0.6034489,-0.1355504,0.4806178,1.510153,0.2593367,0.06360062,1.112447,0.3841493,292.9719,249.98,4.492699,False
4,0.07777778,-0.192309,-0.6334733,0.3518494,-1.417397,-4.587765,-2.980108,0.3334138,1.215649,0.4806197,-1.451572,0.02394979,-0.557543,0.4988625,-0.05320494,-0.6919585,-3.548015,-0.5136583,0.3187489,1.419898,0.3780456,-0.02696359,0.57178,0.1095924,-1.029047,0.6097029,-0.1385342,0.4801708,1.510104,0.2595589,0.06237467,1.112277,0.3830039,292.9364,250.5282,4.295551,False
4,0.08888889,-0.2285599,-0.6038499,0.3345003,-1.419997,-4.58154,-2.977235,0.3317629,1.215035,0.4795899,-1.451757,-0.01697113,-0.5222757,0.4776894,-0.05227287,-0.6943069,-3.542336,-0.5136548,0.3178472,1.419361,0.3773007,-0.02275982,0.5452203,0.09565192,-1.029434,0.6166777,-0.1422828,0.479701,1.509871,0.2594082,0.06082657,1.112197,0.3815981,292.8929,250.568,4.549104,False
4,0.1,-0.2509678,-0.581581,0.3289264,-1.422504,-4.575115,-2.974689,0.3300077,1.214467,0.4786019,-1.451507,0.02316295,-0.4793572,0.4160743,-0.0471334,-0.695582,-3.538865,-0.5125405,0.3171412,1.418983,0.3767149,-0.0187183,0.4973267,0.06890878,-1.030096,0.6213076,-0.1445891,0.4793704,1.509799,0.2595026,0.05902264,1.112167,0.3793898,292.6971,251.5313,3.51251,False
