loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,qE,qDotE,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
3,0,-0.01649368,-0.8492282,0.4428819,4.691078,1.521731,-2.785353,0.3467363,1.202136,0.4332623,-1.217109,-0.03290712,12.49337,14.09899,-0.6338502,0.4328695,0.1140425,-0.6356134,-3.520164,-0.4905215,0.3337972,1.413601,0.3750343,-0.2800077,0.5537548,0.1514714,-1.013468,0.6427038,-0.2037992,0.5134174,1.492529,0.2503784,0.04698328,1.107516,0.3908265,291.5269,305.6067,325.3123,True
3,0.01111111,-0.04315773,-0.848253,0.436545,4.689902,1.532253,-2.783721,0.3447077,1.201932,0.4317827,-1.216694,0.03838985,12.54642,14.07757,-0.6295088,0.4254054,0.1225207,-0.6362649,-3.512228,-0.4900216,0.3325149,1.413461,0.3738766,-0.2853898,0.5484444,0.1451174,-1.013365,0.6500601,-0.2043071,0.5130413,1.49266,0.2508268,0.0462655,1.10741,0.3832488,289.0534,292.3231,337.0839,True
3,0.02222222,-0.05490396,-0.8387119,0.4322672,4.688701,1.54234,-2.782467,0.3426691,1.201817,0.4303138,-1.216309,0.0349088,12.57294,14.07757,-0.6252703,0.41903,0.118217,-0.63732,-3.504671,-0.4891673,0.3312646,1.413207,0.3726649,-0.2865845,0.5324562,0.130182,-1.013589,0.6561076,-0.2042328,0.5125962,1.492589,0.2509799,0.04508439,1.107886,0.3749569,288.9147,287.5137,339.9265,True
3,0.03333334,-0.07412016,-0.825996,0.4269302,4.687479,1.551996,-2.780761,0.3406599,1.201779,0.4288504,-1.216086,0.02033864,12.57294,14.07757,-0.6274659,0.4318157,0.1139926,-0.6387832,-3.496084,-0.4890592,0.3299952,1.413124,0.3714592,-0.2738384,0.5314049,0.1258086,-1.013545,0.6631648,-0.2053465,0.5121896,1.49264,0.2511606,0.0434419,1.107922,0.3653263,289.3922,289.0708,335.6265,True
3,0.04444445,-0.09652182,-0.8122233,0.4226603,4.686211,1.561661,-2.778783,0.3384738,1.201721,0.4273636,-1.216655,-0.05199786,12.59947,14.09899,-0.6222116,0.4478127,0.1107887,-0.6403741,-3.486913,-0.4895939,0.3288155,1.41302,0.3702457,-0.2833145,0.5164493,0.1375596,-1.012982,0.6690927,-0.2051244,0.5116879,1.492695,0.2512965,0.04166523,1.107781,0.3555112,289.4695,287.8005,334.2234,True
3,0.05555556,-0.1221327,-0.8080796,0.4067307,4.685484,-4.711783,-2.776252,0.3364059,1.201787,0.4258387,-1.216463,0.01806911,12.59947,14.03471,-0.6285416,0.4350026,0.1161489,-0.6410559,-3.47924,-0.4883998,0.3275236,1.413076,0.3690882,-0.2981417,0.5314004,0.145165,-1.012557,0.677691,-0.2060032,0.5113324,1.492575,0.2512033,0.0400736,1.107761,0.3465732,289.6512,285.9819,333.7533,True
3,0.06666667,-0.1552124,-0.8018378,0.3897191,4.685045,-4.70239,-2.773249,0.334311,1.201888,0.4243731,-1.216363,0.009081553,12.54642,13.84187,-0.631619,0.4370961,0.13322,-0.6415454,-3.470513,-0.488399,0.3263606,1.41304,0.3678296,-0.2940128,0.5079656,0.1291231,-1.012713,0.6831719,-0.2057926,0.5110662,1.49255,0.2512326,0.03875324,1.107744,0.3389026,289.9595,285.0171,332.9146,True
3,0.07777778,-0.1797751,-0.7923393,0.3822693,4.684437,-4.693002,-2.770003,0.3322124,1.201824,0.4228897,-1.216024,0.03112203,12.46684,13.56331,-0.6315395,0.4423963,0.1470934,-0.6419758,-3.461243,-0.4887353,0.3251328,1.413023,0.3666172,-0.2918149,0.4856177,0.1322549,-1.012365,0.689064,-0.2060213,0.5105294,1.492503,0.251132,0.03754915,1.107772,0.3327183,290.238,284.2336,332.468,True
3,0.08888889,-0.2171163,-0.7796907,0.3705774,4.683889,-4.683904,-2.76602,0.3300315,1.20194,0.4214923,-1.215755,0.02447914,12.36074,13.22048,-0.6185828,0.43494,0.1661569,-0.6419928,-3.452714,-0.4892544,0.3240694,1.413011,0.3656125,-0.2822677,0.4665116,0.1225631,-1.012495,0.6954442,-0.2067953,0.5101945,1.49245,0.2511392,0.03641456,1.107864,0.3279186,290.5175,283.6221,332.3594,True
3,0.1,-0.2586783,-0.7670435,0.3663385,4.683246,-4.674791,-2.761701,0.3277174,1.202056,0.4200194,-1.215762,-0.0005697056,12.28117,12.9205,-0.5938978,0.4040939,0.1808521,-0.6414042,-3.44543,-0.4892493,0.3230838,1.413162,0.3644435,-0.2865527,0.4441298,0.1183312,-1.012054,0.7004441,-0.2061984,0.5100419,1.492484,0.25106,0.03523102,1.107985,0.3241873,290.807,283.2687,332.3445,True
3,0.1111111,-0.29601,-0.7533157,0.3589001,4.682673,-4.665983,-2.756947,0.3255113,1.202302,0.4186633,-1.215316,0.04098008,12.22811,12.70623,-0.5734584,0.3689776,0.1945026,-0.64052,-3.438809,-0.4888144,0.3220828,1.413282,0.3632231,-0.2930397,0.4345471,0.1087985,-1.011977,0.7060452,-0.2055263,0.5097058,1.492628,0.2512791,0.03394305,1.108101,0.3211209,291.0959,283.0657,332.4196,True
3,0.1222222,-0.3152384,-0.74274,0.352494,4.68231,-4.65723,-2.752478,0.3235537,1.202554,0.4171541,-1.215256,0.005339401,12.20159,12.53482,-0.5466857,0.3423964,0.2049258,-0.6395752,-3.432255,-0.4887609,0.3212442,1.413472,0.3620913,-0.297361,0.4164361,0.1013631,-1.01187,0.7108485,-0.2045784,0.5094755,1.492635,0.2511566,0.03299924,1.108123,0.3180234,292.0195,283.65,331.461,True
3,0.1333333,-0.3376599,-0.7300446,0.3450252,4.68195,-4.64873,-2.74771,0.3213977,1.202759,0.4157085,-1.21516,0.009061069,12.20159,12.49196,-0.5327868,0.3264513,0.2058638,-0.6390074,-3.425769,-0.4885042,0.3202776,1.413605,0.3607788,-0.2942478,0.4100395,0.09389115,-1.011719,0.7160704,-0.2040341,0.5092301,1.4927,0.2511289,0.03215495,1.108281,0.3152484,292.5042,281.699,333.466,True
3,0.1444445,-0.3664775,-0.7131169,0.336505,4.681489,-4.64025,-2.742434,0.3191153,1.203054,0.4141462,-1.215766,-0.05529767,12.25464,12.57767,-0.5145916,0.2988029,0.2088782,-0.6381168,-3.419994,-0.4878,0.3192712,1.413761,0.359539,-0.2858215,0.3983374,0.08208773,-1.012035,0.7209339,-0.203674,0.5090029,1.492732,0.2509975,0.03084408,1.108584,0.3121995,292.9718,281.9044,333.0589,True
3,0.1555556,-0.3953092,-0.6972557,0.3258453,4.681304,-4.63218,-2.736771,0.3170373,1.203389,0.4126401,-1.215829,-0.004998873,12.30769,12.64195,-0.5037395,0.2636596,0.2236582,-0.6363426,-3.414947,-0.4865838,0.3183871,1.413954,0.3583937,-0.2848473,0.3813489,0.06715285,-1.012605,0.7257691,-0.2033193,0.5087754,1.492493,0.2505956,0.02885889,1.108767,0.3074536,293.5055,284.4068,329.4846,True
3,0.1666667,-0.4230721,-0.6781862,0.3162361,4.681048,-4.6245,-2.730956,0.3148934,1.203781,0.4112172,-1.215603,0.02084519,12.33422,12.62053,-0.4983259,0.2700455,0.2374803,-0.6351554,-3.407609,-0.4871057,0.3175814,1.414168,0.3572805,-0.2956322,0.3441275,0.04696619,-1.013383,0.7293398,-0.2017688,0.5085776,1.492472,0.2502546,0.0270265,1.109156,0.301499,293.7867,283.9248,328.655,True
3,0.1777778,-0.4465987,-0.6580296,0.309803,4.68084,-4.617003,-2.724786,0.3128618,1.204204,0.409694,-1.215474,0.0118597,12.30769,12.47054,-0.4855593,0.2754091,0.2373962,-0.634374,-3.40062,-0.4876996,0.3167706,1.414397,0.3561218,-0.2987989,0.3398477,0.05019253,-1.013314,0.7335799,-0.2006266,0.5081413,1.492436,0.2500408,0.02531938,1.109974,0.2949526,293.8805,282.5334,328.5886,True
3,0.1888889,-0.4818464,-0.6272498,0.3044022,4.680502,-4.610265,-2.718006,0.3107333,1.204572,0.4079983,-1.215606,-0.01196635,12.20159,12.1277,-0.4641175,0.2796947,0.2574842,-0.6327788,-3.393063,-0.4893673,0.3159371,1.414772,0.3550584,-0.2944151,0.3484022,0.06080525,-1.013408,0.7391781,-0.2007427,0.5079267,1.492375,0.2497892,0.0238797,1.111397,0.2884024,293.849,281.2314,328.3889,True
3,0.2,-0.5096279,-0.5921662,0.3053915,4.679543,-4.603751,-2.7112,0.3085299,1.205091,0.4064467,-1.215566,0.003950934,12.12201,11.69916,-0.4520621,0.2849848,0.3053403,-0.6300645,-3.383971,-0.4920403,0.3150495,1.415181,0.3539743,-0.2846252,0.3345945,0.07775518,-1.012901,0.7439805,-0.2008764,0.5077841,1.492501,0.2494485,0.02257347,1.11346,0.2823306,293.6429,280.2449,327.994,True
