loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,qE,qDotE,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
0,0,0.5758197,-0.01035256,0.4749784,-1.510031,1.524545,-2.481206,0.3585383,1.24441,0.4745657,-0.8876838,0.066494,15.57029,13.13477,-0.2635923,0.1608385,-0.3761669,-0.4065726,-3.678823,-0.5299853,0.4047939,1.43821,0.4177549,0.0681791,0.3419414,0.189263,-1.10858,0.2801183,-0.1114277,0.5453247,1.491928,0.2533991,0.04124495,1.129068,0.4075104,295.2128,276.2977,343.0265,True
0,0.01111111,0.5587583,-0.008278806,0.4654225,-1.513824,1.527665,-2.487137,0.3582434,1.243405,0.4740441,-0.8884364,-0.06902253,17.18833,12.79194,-0.2579408,0.1618453,-0.3261377,-0.4093667,-3.677431,-0.5287304,0.4037797,1.43782,0.4177022,0.07344469,0.3440908,0.182821,-1.107214,0.2849162,-0.1145708,0.544737,1.492001,0.2537301,0.04176892,1.127528,0.4060738,295.1889,276.8896,342.4886,True
0,0.02222222,0.5129016,-0.01056738,0.4324768,-1.516585,1.530003,-2.491312,0.3578596,1.242518,0.4731047,-0.888887,-0.04029035,18.54111,12.57767,-0.2576759,0.1798895,-0.2781752,-0.4118659,-3.673646,-0.5294026,0.4028522,1.437383,0.4175215,0.07861879,0.3100013,0.1667916,-1.106175,0.2875518,-0.1167937,0.5442228,1.492148,0.2540147,0.04229011,1.125552,0.4041287,295.4261,277.3157,341.9498,True
0,0.03333334,0.4478937,-0.02881406,0.3995513,-1.51869,1.531907,-2.494001,0.357351,1.243257,0.4754725,-0.8892737,-0.03485548,19.65517,12.47054,-0.2747851,0.2245738,-0.270545,-0.4163426,-3.668953,-0.5301163,0.4018723,1.436973,0.4174175,0.07863235,0.3089423,0.1678578,-1.104671,0.2916145,-0.119508,0.5436739,1.492295,0.2544031,0.04285689,1.123179,0.4017149,295.7998,277.4927,341.4868,True
0,0.04444445,0.3871305,-0.03857516,0.3666545,-1.520557,1.534304,-2.496376,0.3568853,1.242521,0.4747436,-0.887883,0.127615,20.1061,12.38483,-0.2845035,0.2618376,-0.275762,-0.4212743,-3.664535,-0.5307059,0.4009794,1.436654,0.4173355,0.08173899,0.3025691,0.1593141,-1.103509,0.2956476,-0.1222268,0.5432303,1.492362,0.2546651,0.04343819,1.120479,0.3990224,296.2686,277.4401,341.0564,True
0,0.05555556,0.3434389,-0.03122608,0.3517859,-1.52324,1.53657,-2.499218,0.356275,1.241596,0.4739914,-0.8866467,0.1121705,19.8939,12.27769,-0.2823246,0.2607762,-0.2683197,-0.4250895,-3.66192,-0.5300503,0.4001127,1.4363,0.4173002,0.07849392,0.2866076,0.1540197,-1.102277,0.2990659,-0.1245297,0.5426977,1.492392,0.2549806,0.04394261,1.117696,0.3963875,297.0692,276.9126,340.657,True
0,0.06666667,0.2794783,-0.01537131,0.3337207,-1.525924,1.53808,-2.500108,0.3557207,1.241056,0.4733727,-0.8866872,-0.004194654,19.44297,12.21341,-0.2660824,0.2384036,-0.2375715,-0.4274507,-3.660139,-0.5293312,0.3994038,1.436082,0.4172878,0.07086536,0.2578448,0.1359809,-1.101646,0.3012192,-0.1260192,0.5422283,1.492495,0.255173,0.04429564,1.115359,0.3945417,298.0564,276.1348,340.2919,True
0,0.07777778,0.2357755,-0.003735062,0.3230957,-1.528763,1.539778,-2.501463,0.3550894,1.240342,0.4726865,-0.8876902,-0.09115569,18.85942,12.25627,-0.2243432,0.194816,-0.2251149,-0.4295807,-3.661072,-0.5273237,0.3987864,1.4359,0.4173138,0.06541207,0.2301646,0.1232511,-1.100847,0.3034432,-0.1275236,0.541713,1.492655,0.2554581,0.04411775,1.114055,0.3939135,298.1733,275.1288,341.4586,True
0,0.08888889,0.1782052,0.01212226,0.3039557,-1.53131,1.540818,-2.501287,0.3543824,1.240016,0.472142,-0.8863767,0.1211844,18.19629,12.3634,-0.1954972,0.1650592,-0.2242796,-0.432165,-3.662399,-0.5249053,0.3981521,1.435699,0.4172962,0.06534088,0.2163177,0.1147235,-1.100148,0.3057739,-0.129431,0.541253,1.492806,0.2556391,0.04407085,1.113492,0.3937175,298.3128,275.9667,340.9841,True
0,0.1,0.1014242,0.02254887,0.2592979,-1.532797,1.541163,-2.499914,0.353637,1.239982,0.471848,-0.8871821,-0.07442285,17.50663,12.53482,-0.1547111,0.09483248,-0.2065218,-0.4328436,-3.667139,-0.5203614,0.3976002,1.43564,0.4172425,0.06301552,0.1939633,0.09451616,-1.099827,0.3076725,-0.1308816,0.54075,1.492924,0.2557399,0.04376696,1.113244,0.3934251,298.1732,276.9931,340.4388,True
