loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
3,0,-0.1271706,-0.1233867,0.1483037,-1.24933,3.410565,2.946463,-1.692425,0.1428636,0,0,-0.2753057,0.5008997,-0.1688224,-0.7524554,4.074414,-0.5103109,-0.07507242,0.263186,0.4442477,-0.6288261,2.119838,-0.3426998,0.2191618,1.126631,0.6875898,302.1769,322.8863,11.15805
3,0.01111111,-0.1772912,-0.1509809,0.1504383,-1.251516,3.412852,2.949251,-1.693269,-0.07814757,0,0,-0.2158967,0.4636682,-0.1971468,-0.7570413,4.077076,-0.5117109,-0.06983411,0.2642823,0.4282419,-0.6258391,2.127095,-0.3477939,0.2188662,1.126585,0.6900196,301.9964,323.0345,11.40974
3,0.02222222,-0.2093107,-0.1711127,0.1557973,-1.25395,3.415011,2.951844,-1.692758,0.04785951,0,0,-0.2020254,0.4252588,-0.1878354,-0.7603506,4.08029,-0.5120854,-0.05282579,0.2588634,0.4270675,-0.622304,2.134295,-0.3536236,0.2183626,1.126611,0.6923447,301.7549,323.1466,11.68171
3,0.03333334,-0.2168744,-0.1965483,0.1677314,-1.256757,3.417692,2.953702,-1.692456,0.02743387,0,0,-0.1966389,0.3644453,-0.1689678,-0.7624736,4.082215,-0.5113325,-0.0316183,0.2481263,0.4205168,-0.6189842,2.14096,-0.3594165,0.2174661,1.126654,0.6943806,301.5276,323.1863,11.82844
3,0.04444445,-0.2126784,-0.2071238,0.1763803,-1.259389,3.419963,2.955142,-1.6931,-0.05878543,0,0,-0.193419,0.3132589,-0.1574956,-0.7646537,4.083735,-0.5103786,-0.01694841,0.2417996,0.383117,-0.6171945,2.146763,-0.3642696,0.2160998,1.1267,0.6962284,301.3376,323.1601,11.77834
3,0.05555556,-0.2063758,-0.2176426,0.1903699,-1.262468,3.42229,2.956444,-1.694126,-0.09302922,0,0,-0.199853,0.2685157,-0.1555125,-0.766747,4.084271,-0.5082979,-0.01707654,0.2279882,0.3734763,-0.614371,2.152465,-0.3687269,0.2143144,1.126769,0.6979017,301.1354,323.0884,11.58805
3,0.06666667,-0.2000225,-0.2090333,0.1999042,-1.265283,3.423854,2.957987,-1.695045,-0.08306914,0,0,-0.2245619,0.2580099,-0.1809303,-0.7704525,4.085619,-0.5059785,-0.01403148,0.1960052,0.3786541,-0.6106538,2.157123,-0.3724564,0.212196,1.126834,0.6993861,300.8867,322.9537,11.35682
3,0.07777778,-0.1968257,-0.2047666,0.2009442,-1.267919,3.425601,2.959552,-1.695424,-0.03388718,0,0,-0.2362694,0.3219844,-0.1901459,-0.7754177,4.091059,-0.5068054,0.01463664,0.1841442,0.3731341,-0.6075677,2.162419,-0.3779792,0.2098803,1.126819,0.7007344,300.6061,322.7579,11.1066
3,0.08888889,-0.1946256,-0.2166577,0.184026,-1.269763,3.428235,2.960953,-1.695555,-0.01174144,0,0,-0.2212058,0.3357294,-0.1720916,-0.778492,4.095352,-0.507889,0.00383319,0.1714903,0.3582187,-0.6050436,2.167325,-0.3816267,0.2075159,1.126692,0.7019684,300.3629,322.6234,10.77336
3,0.1,-0.1966499,-0.2456954,0.1566085,-1.271189,3.432014,2.962069,-1.695574,-0.001615024,0,0,-0.1743049,0.3015382,-0.1630159,-0.7808415,4.097025,-0.5087791,-0.0208066,0.179222,0.3232198,-0.603655,2.172594,-0.384851,0.2052696,1.126492,0.7030297,300.2156,322.5662,10.39472
