loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
1,0,-0.1114715,-0.517709,0.4117024,-1.166633,3.557755,-3.006258,-1.270715,-0.01640568,0,0,-0.491138,0.6427858,-0.2246186,-0.5914924,3.963859,-0.4703321,-0.1656431,0.4505914,0.3921553,-0.6809234,1.872679,-0.2087359,0.2180977,1.127119,0.6723017,306.8761,313.8877,16.36079
1,0.01111111,-0.1156667,-0.5200121,0.3935992,-1.16956,3.564675,-3.007563,-1.270469,0.02262195,0,0,-0.4852959,0.6030159,-0.1513468,-0.5932623,3.972964,-0.4727867,-0.1678319,0.4527556,0.3783259,-0.6782597,1.881965,-0.2140958,0.2153909,1.126036,0.6747077,307.3009,313.03,17.03181
1,0.02222222,-0.1273231,-0.5201761,0.3775797,-1.172369,3.571374,-3.008442,-1.270219,0.02277123,0,0,-0.484225,0.5613973,-0.1377095,-0.5966397,3.97968,-0.4729795,-0.1721285,0.4527937,0.3719547,-0.6755188,1.891197,-0.2192301,0.2123336,1.124553,0.6768351,307.4446,312.6693,16.96366
1,0.03333334,-0.1358452,-0.5095819,0.372137,-1.175761,3.577662,-3.009061,-1.270585,-0.03356129,0,0,-0.4963349,0.544578,-0.1803115,-0.602251,3.985679,-0.4719859,-0.1850312,0.4465165,0.3549672,-0.6732594,1.900098,-0.2237902,0.2102071,1.123429,0.6780953,308.6273,311.9108,17.59601
1,0.04444445,-0.1294661,-0.5042242,0.3731946,-1.179483,3.584057,-3.01024,-1.270416,0.01585823,0,0,-0.5007971,0.5297716,-0.2005879,-0.607361,3.991971,-0.4714448,-0.2086106,0.4189701,0.3571946,-0.6700907,1.907705,-0.2267522,0.2091426,1.123055,0.6789306,309.4883,311.7367,17.92736
1,0.05555556,-0.114537,-0.5148432,0.3744054,-1.182861,3.591192,-3.012168,-1.270415,-6.149096E-05,0,0,-0.4902183,0.5009812,-0.2008055,-0.6114202,3.997535,-0.4708674,-0.2321171,0.415932,0.3477289,-0.6675927,1.916222,-0.23007,0.2086379,1.122889,0.679832,309.9021,312.3643,17.79335
1,0.06666667,-0.0953296,-0.5308146,0.371446,-1.186356,3.598732,-3.014438,-1.271047,-0.05771197,0,0,-0.4752854,0.47213,-0.19041,-0.6149164,4.002933,-0.4705087,-0.2428394,0.4288224,0.3190404,-0.6662425,1.925596,-0.2344804,0.208188,1.122776,0.6811145,310.1475,313.1519,17.5249
1,0.07777778,-0.08675713,-0.5340997,0.3597852,-1.189256,3.605767,-3.016391,-1.271642,-0.05390803,0,0,-0.4656372,0.4645993,-0.1809359,-0.6186816,4.009248,-0.4707523,-0.237652,0.4213476,0.3008946,-0.6645455,1.933679,-0.2383787,0.2076029,1.122657,0.6825092,310.4559,313.8402,17.36898
1,0.08888889,-0.08248707,-0.5107744,0.3457696,-1.192304,3.611271,-3.017583,-1.271886,-0.02187289,0,0,-0.4633489,0.4751744,-0.1649254,-0.6223301,4.016915,-0.4719891,-0.2302732,0.4096054,0.2944518,-0.6625849,1.941555,-0.2426078,0.2068002,1.122525,0.6838267,310.8139,314.1706,17.54674
1,0.1,-0.08778563,-0.4705383,0.3198139,-1.194452,3.615701,-3.018132,-1.271743,0.01323427,0,0,-0.4598358,0.5059319,-0.1360414,-0.6259291,4.026724,-0.4749995,-0.21234,0.3999406,0.2741004,-0.6612735,1.949158,-0.2467637,0.2058031,1.122378,0.6850364,311.2126,314.1273,18.03638
