ref,t,emg1,emg2,emg1raw,emg2raw,aDotS,bDotS,gDotS,aS,bS,gS,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH
0,0,97,213,500,493,0.2929472,-0.143557,-0.1737456,-1.383151,-3.083782,-1.635853,0.06433566,0.01779796,0.09556121,-0.9953176,-2.630999,1.655913
0,0.01111111,96,220,499,493,0.2965304,-0.1361148,-0.1728631,-1.386707,-3.082593,-1.637658,0.06694864,0.01778475,0.0959554,-0.9960478,-2.630637,1.654611
0,0.02222222,96,220,499,493,0.3068844,-0.1354563,-0.1735584,-1.390547,-3.081242,-1.639608,0.08063398,0.02613967,0.1048446,-0.9973826,-2.630054,1.652814
0,0.03333334,96,220,499,493,0.3124339,-0.1283839,-0.171659,-1.394125,-3.080126,-1.641411,0.0842676,0.03905472,0.1180479,-0.9986476,-2.628908,1.650736
0,0.04444445,96,220,499,493,0.3141065,-0.1164815,-0.1697618,-1.397803,-3.079187,-1.643192,0.07486173,0.07337578,0.1515488,-1.000013,-2.626191,1.64752
0,0.05555556,96,220,499,493,0.325094,-0.09530298,-0.1719082,-1.40171,-3.078709,-1.6453,0.06886362,0.07781601,0.1448084,-1.000812,-2.625089,1.64571
0,0.06666667,89,214,497,498,0.3180978,-0.08042287,-0.1662983,-1.405122,-3.078238,-1.646948,0.07025051,0.07581778,0.1313598,-1.001872,-2.624169,1.644312
0,0.07777778,89,214,497,498,0.3128591,-0.06969944,-0.1661653,-1.408593,-3.077771,-1.648925,0.1035475,0.0787635,0.1031236,-1.004034,-2.624318,1.643856
0,0.08888889,89,214,497,498,0.3116877,-0.07547278,-0.167824,-1.412145,-3.076805,-1.650707,0.143785,0.08485106,0.09012235,-1.006861,-2.624383,1.642987
0,0.1,89,214,497,498,0.2965646,-0.08411623,-0.1716925,-1.415381,-3.075533,-1.652818,0.1735548,0.09798827,0.08158183,-1.009976,-2.624139,1.64199
0,0.1111111,86,203,496,499,0.2946312,-0.1061751,-0.1784765,-1.418732,-3.073732,-1.654855,0.1637339,0.1005601,0.07772188,-1.011743,-2.623335,1.640846
