ref,t,emg1,emg2,emg1raw,emg2raw,aDotS,bDotS,gDotS,aS,bS,gS,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH
0,0,141,125,496,497,0.1069287,0.1964403,0.09696086,-1.456869,-2.675375,-1.444559,0.1210299,-0.007961497,-0.06781235,-0.5709572,-2.853154,1.424553
0,0.01111111,123,125,496,497,0.1087867,0.2070769,0.09360875,-1.458244,-2.677593,-1.445685,0.1208915,0.002615988,-0.08276541,-0.5722201,-2.853094,1.423064
0,0.02222222,123,125,496,497,0.1063171,0.221935,0.09234849,-1.459414,-2.680487,-1.446629,0.1240956,-0.001642346,-0.08702336,-0.5732939,-2.853598,1.422033
0,0.03333334,123,125,496,497,0.1083866,0.2251778,0.0922925,-1.460888,-2.682898,-1.447787,0.1305446,-0.005837202,-0.08065739,-0.5741136,-2.85427,1.421008
0,0.04444445,123,125,496,497,0.1111034,0.2443749,0.08879744,-1.462166,-2.686028,-1.448745,0.1337702,-0.007932037,-0.07746773,-0.5748454,-2.854753,1.419843
0,0.05555556,123,125,496,497,0.1061,0.2740094,0.08311039,-1.463335,-2.689598,-1.449446,0.1443763,0.0006692261,-0.07648919,-0.5756817,-2.854416,1.417597
0,0.06666667,113,128,496,497,0.09837463,0.2866473,0.08515167,-1.464756,-2.693035,-1.449964,0.1550182,-0.003550842,-0.0818492,-0.5767033,-2.855175,1.416445
0,0.07777778,113,128,496,497,0.1001631,0.3015875,0.08388425,-1.466395,-2.696563,-1.450952,0.1583581,-0.02483456,-0.08177103,-0.5774916,-2.856948,1.416087
0,0.08888889,113,128,496,497,0.1028285,0.3217831,0.07612247,-1.467558,-2.700484,-1.452041,0.1595334,-0.03650881,-0.07320662,-0.5779954,-2.85841,1.415692
0,0.1,113,128,496,497,0.1126457,0.3538555,0.06704122,-1.468629,-2.705227,-1.453072,0.1597125,-0.05456631,-0.06140888,-0.5781505,-2.860472,1.415654
0,0.1111111,93,119,496,496,0.1133208,0.3676134,0.05831703,-1.46957,-2.709726,-1.454181,0.1597717,-0.06200856,-0.05924595,-0.5786501,-2.862006,1.415193
0,0.1222222,93,119,496,496,0.1299302,0.3871867,0.05892286,-1.470794,-2.714504,-1.455647,0.1661797,-0.07052532,-0.06776173,-0.5794618,-2.864126,1.414941
0,0.1333333,93,119,496,496,0.1416976,0.3853093,0.05773582,-1.471762,-2.718618,-1.457229,0.1682075,-0.06307819,-0.0752622,-0.5804349,-2.865046,1.414016
0,0.1444445,93,119,496,496,0.1449158,0.3865068,0.06194481,-1.473042,-2.72284,-1.458509,0.1691892,-0.05350848,-0.07957388,-0.5814053,-2.866114,1.412998
0,0.1555556,80,117,497,497,0.1600798,0.3740404,0.05876024,-1.474124,-2.726727,-1.460278,0.1669783,-0.04394968,-0.08280151,-0.5823332,-2.866885,1.411865
0,0.1666667,80,117,497,497,0.1600798,0.3740404,0.05876024,-1.474124,-2.726727,-1.460278,0.1669783,-0.04394968,-0.08280151,-0.5823332,-2.866885,1.411865
