loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,aDotE,bDotE,gDotE,aE,bE,gE,xE,yE,zE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand
0,0,-0.02382782,-1.082117,0.6061611,-1.365388,-4.424105,-2.866428,0.3787341,1.230576,0.4378347,-0.7519009,-0.2017596,-1.293185,-1.413513,-4.296404,1.57953,0.23316,1.125301,0.3957241,0.0005110533,0.0001933726,-0.0009764811,-0.007016897,-2.247719,0.6740828,2.767388,0.7739345,1.075074,0.001589214,0.0004126229,0.001065448,-0.01317945,-2.343001,-2.98487,2.71466,0.7773566,0.9582806,0.07850806,1.10305,0.2842259,293.3882,200.5223,47.68248
0,0.01111111,-0.09898213,-0.9665571,0.5670197,-1.368007,-4.413498,-2.85873,0.3759178,1.229657,0.4368963,-0.7860672,-0.1869371,-1.212188,-1.41585,-4.287776,1.581663,0.2299682,1.124782,0.3931985,0.0006951642,-0.001931593,9.217521E-05,-0.007024886,-2.271719,0.6981402,2.767403,0.7739924,1.07512,0.000532435,0.0004907572,0.001123649,-0.01315655,-2.346783,-2.981122,2.714633,0.7773807,0.9583136,0.07662682,1.102421,0.2800683,293.2411,201.9941,46.71251
0,0.02222222,-0.1344044,-0.8851461,0.5322325,-1.370314,-4.40368,-2.850523,0.3732758,1.228761,0.4360297,-0.8099229,-0.166934,-1.136005,-1.417923,-4.279304,1.58292,0.2268932,1.124236,0.3905768,0.001538646,0.0002889578,0.001172414,-0.00695671,-2.269019,0.695407,2.767405,0.7740117,1.075102,0.0004827236,0.001569396,-0.0009989862,-0.01312938,-2.354183,-2.973673,2.714625,0.7773192,0.9582776,0.0745592,1.102462,0.2764574,293.0872,203.5668,45.92445
0,0.03333334,-0.1822557,-0.7264285,0.4918807,-1.37231,-4.398902,-2.841522,0.3709916,1.228168,0.4351826,-0.8342478,-0.1478729,-0.9761066,-1.420427,-4.275269,1.585947,0.2240149,1.123929,0.3882275,0.0003701833,0.001249927,0.001157401,-0.006896522,-2.256944,0.6834388,2.767405,0.7739832,1.075026,-0.001715137,0.0006589674,-0.0008772609,-0.01312033,-2.351887,-2.975881,2.714625,0.7773169,0.9582859,0.07258696,1.102582,0.2734255,292.6299,204.7214,45.1801
0,0.04444445,-0.2110172,-0.6252644,0.4680717,-1.374919,-4.394129,-2.832762,0.3688213,1.227476,0.4344501,-0.8441767,-0.1449546,-0.8579147,-1.422992,-4.27065,1.588744,0.2213153,1.123809,0.3861299,0.0005870552,-0.0008692368,9.139672E-05,-0.006991331,-2.264281,0.6907654,2.767414,0.7740074,1.075014,0.001589051,0.0004195205,0.001063684,-0.01320608,-2.352847,-2.975017,2.71462,0.7773136,0.9583061,0.07064319,1.102925,0.2707364,291.9932,205.8727,44.18313
0,0.05555556,-0.3127041,-0.4709207,0.3885512,-1.376426,-4.394318,-2.823901,0.3669916,1.227109,0.4339263,-0.8358442,-0.1162717,-0.6462902,-1.423839,-4.269599,1.595369,0.2190171,1.124726,0.3852124,0.001445164,0.001351541,0.0001003968,-0.007016897,-2.249727,0.676191,2.767395,0.774107,1.075087,-0.001607904,-0.0004215341,0.002310896,-0.01325615,-2.349163,-2.978589,2.714623,0.7773116,0.958307,0.0686411,1.104099,0.2686578,291.1169,206.8206,43.11901
0,0.06666667,-0.3868117,-0.4146761,0.3304818,-1.376957,-4.389944,-2.817405,0.364823,1.226568,0.4332249,-0.7984121,-0.08039665,-0.5741121,-1.423908,-4.265508,1.601146,0.216488,1.125129,0.3834484,0.0004764938,0.0001771619,8.143597E-05,-0.007168164,-2.268139,0.6947468,2.767311,0.7740761,1.074986,-0.001671211,-0.0004121677,0.00123561,-0.01307452,-2.354582,-2.973124,2.714645,0.7773051,0.9583899,0.06692222,1.105634,0.2671258,290.3959,207.8283,42.04882
0,0.07777778,-0.498035,-0.3469763,0.2351121,-1.374359,-4.387899,-2.814214,0.3634917,1.226922,0.433121,-0.6688944,0.0003379583,-0.4834138,-1.421665,-4.263839,1.610008,0.214793,1.126402,0.3827324,-0.0004830469,-0.0009858774,6.896193E-05,-0.007176154,-2.276803,0.7034588,2.767288,0.7739496,1.075096,0.00165206,0.0004143894,0.002113926,-0.01307452,-2.354401,-2.973473,2.714682,0.7773242,0.9583778,0.06530625,1.108806,0.2668381,289.5331,208.7052,40.93265
0,0.08888889,-0.6015379,-0.2676417,0.1463333,-1.373027,-4.384225,-2.810722,0.3619415,1.226989,0.4328792,-0.5913709,0.03743917,-0.4381003,-1.419495,-4.263132,1.619537,0.2130388,1.127821,0.3824642,0.001545056,0.0002716804,-0.000965432,-0.007225689,-2.280431,0.7070804,2.767313,0.7739851,1.075125,0.0004731982,0.0005053033,4.395572E-05,-0.0129371,-2.360433,-2.967468,2.714667,0.77737,0.9583601,0.06372452,1.111498,0.2664934,288.8479,209.9005,39.76537
0,0.1,-0.634329,-0.1741178,0.09170879,-1.371096,-4.387846,-2.803174,0.361385,1.227535,0.4331546,-0.5961947,0.09213373,-0.2626864,-1.418145,-4.264012,1.627597,0.2117584,1.129814,0.3827183,0.001591576,-0.0007927049,0.003295843,-0.007076019,-2.302048,0.7286789,2.767304,0.7739512,1.07519,-0.001739304,-0.001474362,0.001226952,-0.01297386,-2.353531,-2.974273,2.714669,0.7773744,0.9583735,0.06244715,1.115039,0.2670202,288.0088,211.0973,38.77344
