loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,aDotE,bDotE,gDotE,aE,bE,gE,xE,yE,zE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand
6,0,0.4864467,-0.7729167,0.2795029,-1.307917,-4.098511,-2.871431,0.3287041,1.238618,0.5033317,-1.312109,0.1653473,-0.8395911,-1.35332,-3.97651,1.46711,0.1972175,1.129047,0.4272399,0.0005589345,-0.0008472667,-0.001034295,-0.006623282,-2.285128,0.711198,2.767503,0.7736288,1.075,0.0003690722,0.0004888375,8.665229E-05,-0.01315655,-2.346443,-2.98103,2.714999,0.777082,0.9579732,0.08416818,1.111281,0.2926225,297.1447,182.942,62.85328
6,0.01111111,0.4356612,-0.6778542,0.2196236,-1.307429,-4.091004,-2.86009,0.325421,1.237452,0.5013535,-1.275712,0.1895291,-0.7949827,-1.352495,-3.972196,1.462707,0.1936302,1.128142,0.4243197,0.0005424607,-0.0008455418,3.693985E-05,-0.006495982,-2.293439,0.7195257,2.767548,0.7737302,1.075025,-0.0007841205,-0.001572489,0.001205533,-0.0131656,-2.332577,-2.994817,2.715036,0.7770853,0.9579967,0.08120233,1.109852,0.290606,297.1293,185.0702,60.99348
6,0.02222222,0.3821289,-0.5958217,0.1952122,-1.306103,-4.085616,-2.84967,0.3224809,1.236776,0.4998035,-1.208231,0.2179036,-0.7177854,-1.353213,-3.967624,1.459071,0.1900187,1.127654,0.4219837,0.0005397057,-0.0008434439,3.555569E-05,-0.006532734,-2.290005,0.7161405,2.767538,0.7736906,1.07496,-0.0009081382,-0.00155364,-0.000913225,-0.01321088,-2.337029,-2.990356,2.715042,0.7770176,0.9579477,0.07816389,1.108514,0.2888374,296.9305,187.6062,58.78664
6,0.03333334,0.3021197,-0.5014209,0.14782,-1.304883,-4.081779,-2.840015,0.3198545,1.236073,0.4983625,-1.137111,0.2277673,-0.6250788,-1.352483,-3.965089,1.457468,0.1870232,1.12746,0.4198017,-0.0007397203,0.001173563,0.001086206,-0.006441121,-2.279833,0.7060266,2.76755,0.7737012,1.074956,-0.0007397368,0.001641034,-0.001968815,-0.01317466,-2.346841,-2.980574,2.715033,0.7770215,0.9579293,0.07591637,1.107502,0.2870661,296.2647,190.464,56.24141
6,0.04444445,0.2495594,-0.4336091,0.1182793,-1.303924,-4.077437,-2.830324,0.3173899,1.235698,0.4969683,-1.087583,0.2343433,-0.5672258,-1.352469,-3.962084,1.455395,0.1838304,1.127355,0.4176903,0.001501902,0.0003140636,5.774914E-05,-0.006468286,-2.304973,0.7310387,2.767416,0.7737932,1.075138,0.000225898,-0.0005723041,-0.0009802186,-0.01308358,-2.336762,-2.990635,2.715058,0.7770852,0.9579275,0.07355736,1.107276,0.2866294,295.132,193.4224,53.26837
6,0.05555556,0.1671874,-0.3365423,0.05542076,-1.301522,-4.075109,-2.822216,0.3157206,1.235574,0.4957302,-1.009982,0.2529557,-0.481675,-1.35064,-3.962145,1.456174,0.1816092,1.127973,0.4163442,0.0005441211,-0.0008487645,4.361486E-05,-0.00650557,-2.308283,0.7343637,2.767409,0.7738078,1.075155,-0.000494699,0.001607921,0.002277905,-0.01320608,-2.343463,-2.983926,2.71506,0.7770708,0.9579136,0.07178859,1.107802,0.2859752,294.4031,196.2573,50.51112
6,0.06666667,0.03626253,-0.2264463,-0.01860488,-1.299053,-4.075108,-2.814796,0.3144285,1.235548,0.4948668,-0.9208422,0.2644506,-0.3590878,-1.348328,-3.963561,1.459926,0.1794894,1.129117,0.4159687,0.0005522567,-0.0008421372,4.362616E-05,-0.006468286,-2.301096,0.7271106,2.767425,0.7738084,1.075102,0.0002962129,0.000486341,-0.0009794864,-0.01304736,-2.337962,-2.989363,2.715063,0.7770889,0.957904,0.06956007,1.108551,0.2856454,293.9136,198.7393,48.14516
6,0.07777778,-0.1572136,-0.1014056,-0.08089381,-1.296539,-4.075292,-2.808072,0.3132703,1.235609,0.49406,-0.8414384,0.2676015,-0.2716928,-1.345647,-3.966696,1.468337,0.1782826,1.13078,0.415745,-0.0004197261,-0.002006194,0.001094665,-0.006422479,-2.30567,0.7316843,2.767415,0.7738134,1.075105,-0.001902036,-0.0004230653,-0.0008571262,-0.01304257,-2.335054,-2.992177,2.715066,0.7771012,0.95789,0.06837466,1.110922,0.2858458,293.2908,201.0959,45.87238
6,0.08888889,-0.3036669,-0.001086075,-0.1167816,-1.293873,-4.078824,-2.805036,0.3128672,1.235947,0.4934103,-0.6840981,0.255696,-0.1259887,-1.343779,-3.96995,1.477026,0.1766492,1.132353,0.4154797,0.001398618,0.001396856,5.575578E-05,-0.006253102,-2.261391,0.6874924,2.767394,0.7737167,1.075048,0.0003597666,0.0004775962,9.096653E-05,-0.01317466,-2.335245,-2.99209,2.715046,0.7770146,0.9579463,0.06662801,1.113068,0.2859195,292.6179,203.7205,43.30415
6,0.1,-0.5197667,0.1388134,-0.1131116,-1.291257,-4.08895,-2.802812,0.3138896,1.236998,0.4940531,-0.5066757,0.2361583,0.1325385,-1.342969,-3.975632,1.491459,0.1763449,1.134887,0.4163234,-0.0004599897,-0.0009240076,-0.004233266,-0.006450176,-2.255496,0.6816545,2.767385,0.7737132,1.075048,0.0003558586,0.0004753523,8.874486E-05,-0.01312938,-2.33367,-2.993619,2.715039,0.777051,0.9579383,0.06560536,1.11731,0.2872703,291.631,206.5107,40.48443
