loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,aDotE,bDotE,gDotE,aE,bE,gE,xE,yE,zE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand
0,0,0.2927976,-1.074655,0.2690447,-1.44856,-4.377395,-2.979267,0.3586095,1.237472,0.4805672,-0.4554676,0.0001068115,-1.11556,-1.497874,-4.244759,1.53522,0.2289721,1.128462,0.4301512,0.0001150062,0.003267208,0.001005459,-0.006809703,-2.1947,0.620993,2.76755,0.7737019,1.074996,0.000134135,-0.001668039,-0.0009284617,-0.01337226,-2.323289,-3.004142,2.715175,0.7768853,0.9578824,0.08444073,1.105444,0.2942661,297.7565,202.7906,35.17434
0,0.01111111,0.2281475,-1.027527,0.2785426,-1.449557,-4.367471,-2.971779,0.35618,1.236458,0.4797218,-0.5220969,0.01340914,-1.07388,-1.499375,-4.234728,1.534102,0.22632,1.127526,0.427588,0.001462477,0.0001944975,0.002079421,-0.006853379,-2.191659,0.6180115,2.767479,0.7737148,1.075005,0.0003432049,-0.0006198096,0.001200357,-0.0134431,-2.325525,-3.001968,2.715173,0.7769037,0.957927,0.0830445,1.104394,0.2910897,297.7851,202.5352,35.34177
0,0.02222222,0.1366944,-0.9744734,0.2716913,-1.450199,-4.358453,-2.963939,0.3537573,1.2355,0.4787159,-0.581517,0.0306083,-1.018357,-1.500128,-4.225348,1.534774,0.223756,1.126876,0.4252274,0.0004327436,9.392487E-05,-6.564307E-05,-0.006905044,-2.180069,0.6064255,2.767464,0.7737002,1.075042,-0.000484162,0.002644381,0.001267678,-0.0134431,-2.335886,-2.991562,2.715166,0.7769347,0.9578968,0.08168224,1.10388,0.2878699,297.8838,202.5718,35.32879
0,0.03333334,0.05617681,-0.9231012,0.2548101,-1.450531,-4.34883,-2.957587,0.3514063,1.234713,0.4778969,-0.5996085,0.04531217,-0.9810323,-1.500305,-4.216618,1.535752,0.221248,1.126244,0.4228141,-0.001898817,0.002017103,-9.54153E-05,-0.006783604,-2.152093,0.5786237,2.767482,0.7736522,1.075026,0.0002209422,-0.0006058188,-0.0009239633,-0.01340316,-2.327324,-3.000216,2.715211,0.7769026,0.957829,0.08039175,1.103866,0.2847815,297.8391,202.998,34.91174
0,0.04444445,-0.01193888,-0.8625075,0.2388864,-1.450445,-4.340972,-2.950667,0.3494447,1.234014,0.4770629,-0.6144652,0.06474316,-0.9219825,-1.50052,-4.208761,1.537358,0.2191181,1.125908,0.4206371,-0.001599406,-0.001163192,0.0009731039,-0.006774549,-2.168871,0.5953198,2.767601,0.773634,1.07496,0.0001390695,-0.001668946,-0.0009244377,-0.01342553,-2.322139,-3.005349,2.715257,0.7768911,0.9577777,0.07909981,1.103805,0.2818202,297.6849,203.4716,34.35238
0,0.05555556,-0.01193888,-0.8625075,0.2388864,-1.450445,-4.340972,-2.950667,0.3494447,1.234014,0.4770629,-0.6144652,0.06474316,-0.9219825,-1.50052,-4.208761,1.537358,0.2191181,1.125908,0.4206371,-0.001599406,-0.001163192,0.0009731039,-0.006774549,-2.168871,0.5953198,2.767601,0.773634,1.07496,0.0001390695,-0.001668946,-0.0009244377,-0.01342553,-2.322139,-3.005349,2.715257,0.7768911,0.9577777,0.07909981,1.103805,0.2818202,297.6849,203.4716,34.35238
0,0.06666667,-0.1744764,-0.71354,0.2181294,-1.45139,-4.328116,-2.938733,0.3458756,1.232993,0.4755249,-0.5965357,0.05673385,-0.7752798,-1.501211,-4.195652,1.544124,0.2152337,1.125934,0.4168856,-0.0005194582,-0.001058093,-7.312704E-05,-0.006774549,-2.175498,0.6018829,2.767457,0.7737492,1.075057,-0.0007104336,0.000531348,0.0002156256,-0.01359757,-2.33135,-2.995992,2.715222,0.7767802,0.9578311,0.07686932,1.104807,0.2778262,296.2921,205.6971,31.82638
0,0.07777778,-0.2342876,-0.6587582,0.20758,-1.451653,-4.321238,-2.933516,0.3439939,1.232381,0.4748466,-0.5734715,0.05676818,-0.7314638,-1.501647,-4.189424,1.547928,0.2133067,1.126283,0.4158282,-0.0008305628,0.002122618,-7.451144E-05,-0.006703709,-2.161415,0.5878414,2.76745,0.7737629,1.075055,0.002482253,0.001365953,-0.001037855,-0.01353632,-2.332622,-2.994788,2.715214,0.7768924,0.9577944,0.07579246,1.105653,0.2760813,295.5851,206.8327,30.74292
0,0.08888889,-0.2342876,-0.6587582,0.20758,-1.451653,-4.321238,-2.933516,0.3439939,1.232381,0.4748466,-0.5734715,0.05676818,-0.7314638,-1.501647,-4.189424,1.547928,0.2133067,1.126283,0.4158282,-0.0008305628,0.002122618,-7.451144E-05,-0.006703709,-2.161415,0.5878414,2.76745,0.7737629,1.075055,0.002482253,0.001365953,-0.001037855,-0.01353632,-2.332622,-2.994788,2.715214,0.7768924,0.9577944,0.07579246,1.105653,0.2760813,295.5851,206.8327,30.74292
0,0.1,-0.3209055,-0.5841579,0.1714749,-1.450588,-4.316436,-2.929807,0.3427618,1.232183,0.4741757,-0.5201862,0.07438946,-0.6623691,-1.500651,-4.18519,1.554051,0.2120194,1.126899,0.4146442,0.001393763,0.001270274,-4.568826E-05,-0.006721818,-2.158873,0.5851591,2.767468,0.773656,1.075,0.002331908,-0.0007558044,-0.001042746,-0.01351394,-2.329501,-2.997992,2.715147,0.7768883,0.9577727,0.07501504,1.107245,0.2748547,295.1627,207.8687,30.02192
