loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,aDotE,bDotE,gDotE,aE,bE,gE,xE,yE,zE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand
1,0,0.1021691,-1.052044,0.1994919,-1.305912,-4.389742,-2.875193,0.3888367,1.241508,0.4305329,-1.060876,0.2334678,-1.115673,-1.358042,-4.270004,1.533388,0.2433617,1.132184,0.3895435,0.0004874421,0.0002350943,0.001140589,-0.006677078,-2.223517,0.6498454,2.767375,0.7738512,1.075218,-0.0005329715,0.0005667627,0.001170921,-0.01285881,-2.353996,-2.973488,2.714762,0.7772422,0.9582859,0.09508033,1.09958,0.2664178,289.295,189.4668,70.38096
1,0.01111111,-0.007650346,-1.010678,0.2195888,-1.306038,-4.381472,-2.862922,0.3846163,1.240594,0.4299502,-1.110143,0.2219414,-1.036012,-1.358143,-4.259582,1.534363,0.2382523,1.131873,0.3871834,-0.0007634717,0.002257269,6.117545E-05,-0.006650446,-2.206232,0.6326336,2.767378,0.7738342,1.075263,0.0002333482,-0.002684538,4.041742E-05,-0.01284016,-2.351608,-2.975847,2.714772,0.7771564,0.9582765,0.09156624,1.099384,0.2627928,288.9157,191.5809,67.8633
1,0.02222222,-0.007650346,-1.010678,0.2195888,-1.306038,-4.381472,-2.862922,0.3846163,1.240594,0.4299502,-1.110143,0.2219414,-1.036012,-1.358143,-4.259582,1.534363,0.2382523,1.131873,0.3871834,-0.0007634717,0.002257269,6.117545E-05,-0.006650446,-2.206232,0.6326336,2.767378,0.7738342,1.075263,0.0002333482,-0.002684538,4.041742E-05,-0.01284016,-2.351608,-2.975847,2.714772,0.7771564,0.9582765,0.09156624,1.099384,0.2627928,288.9157,191.5809,67.8633
1,0.03333334,-0.3420034,-0.9649163,0.3133165,-1.304146,-4.360197,-2.842653,0.3761655,1.239297,0.428566,-1.101085,0.230986,-1.020124,-1.359528,-4.236779,1.544951,0.2288215,1.132721,0.3817625,-0.0005394378,0.0001494548,-0.001002455,-0.006605172,-2.195787,0.622087,2.767366,0.7738632,1.075191,0.001656265,0.0004103009,0.002110752,-0.01290035,-2.355847,-2.971809,2.714742,0.7771831,0.9583151,0.08578242,1.102706,0.255035,288.9565,196.1999,63.04467
1,0.04444445,-0.5706394,-0.970544,0.2149093,-1.303189,-4.347957,-2.833878,0.3721162,1.23887,0.427774,-1.081958,0.221995,-1.041802,-1.353925,-4.225511,1.554962,0.2245383,1.133915,0.3788064,-0.0006408081,0.001209911,-0.001002063,-0.006605172,-2.191258,0.6175594,2.767364,0.77388,1.0752,-0.0006502217,0.0005823478,-0.0009557889,-0.01277518,-2.358515,-2.969042,2.714751,0.777171,0.9583139,0.0833489,1.105129,0.2508403,288.8278,198.4033,60.65383
1,0.05555556,-0.6738353,-0.9566271,0.2387526,-1.299632,-4.334916,-2.828736,0.3683053,1.239116,0.4267364,-0.9792225,0.2604384,-1.075096,-1.353439,-4.213751,1.56248,0.2203318,1.13488,0.3760655,0.0007096055,-0.00188989,6.552816E-05,-0.006905044,-2.22741,0.6536415,2.767225,0.7739146,1.075157,0.003430126,-0.001847233,-0.001205827,-0.01277944,-2.350057,-2.977517,2.714659,0.7772199,0.9582418,0.08111666,1.109284,0.2467438,288.209,200.4646,58.17665
1,0.06666667,-0.8880953,-0.929664,0.2088754,-1.298077,-4.322529,-2.823128,0.3645526,1.239254,0.4258523,-0.913832,0.2360905,-1.086649,-1.350593,-4.203031,1.576092,0.2166787,1.136982,0.3732438,0.0004051727,0.001291238,6.584267E-05,-0.006844324,-2.213753,0.640013,2.767215,0.773916,1.075188,-0.0005987778,0.0005752493,0.0001100475,-0.01286307,-2.357089,-2.970327,2.714663,0.7772069,0.9582353,0.07929622,1.114354,0.2417175,287.0198,202.1961,55.7605
1,0.07777778,-1.010851,-0.9162741,0.2654656,-1.296189,-4.315761,-2.813223,0.3616503,1.23985,0.4250574,-0.9281321,0.2438658,-0.9787983,-1.350419,-4.191096,1.588506,0.2133191,1.139509,0.3701687,-0.0004347251,-0.0009243314,-0.001007263,-0.006818757,-2.218447,0.6446908,2.767295,0.7739135,1.075199,0.0005228656,0.0004933686,0.001110241,-0.01290035,-2.358726,-2.968709,2.714665,0.7772119,0.9582692,0.07733414,1.119782,0.2371239,285.4783,203.1768,53.99102
1,0.08888889,-1.255609,-0.9165278,0.1858971,-1.295785,-4.308449,-2.80401,0.3580765,1.240638,0.4242365,-0.9331228,0.207139,-0.9023331,-1.344526,-4.180152,1.606277,0.2101866,1.142819,0.3673887,0.000106073,0.004477316,7.617779E-05,-0.006632336,-2.198126,0.6243445,2.767292,0.7739463,1.075189,0.0004758281,0.001569284,-0.00101449,-0.01281673,-2.363932,-2.963508,2.71466,0.7772257,0.958266,0.07496034,1.124906,0.2330153,284.1521,203.9788,52.5736
1,0.1,-1.448316,-0.8929427,0.2026821,-1.293221,-4.299094,-2.799668,0.354755,1.241796,0.4232929,-0.8340926,0.2039052,-0.8914607,-1.341914,-4.168963,1.625609,0.2071538,1.146224,0.3645635,0.001379014,0.002451583,-0.0009860522,-0.006888,-2.20156,0.6277659,2.76732,0.7738688,1.075122,0.0002709812,-0.0005454781,-0.002082382,-0.01277039,-2.363346,-2.964237,2.714683,0.7771361,0.9582839,0.07317498,1.131605,0.2281463,282.4386,201.6978,54.36718
