loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
0,0,-0.6636758,-0.3810045,0.09519879,-1.209221,-0.3497007,-1.481775,-0.5668505,0.06830055,-0.1643977,-0.3844678,-0.8198035,1.575674,-0.1852356,0.3392538,-0.05094255,-0.7968417,-2.381443,1.447009,-0.6710052,1.095935,-0.2919385,297.748,234.5978,341.9716
0,0.01111111,-0.6317436,-0.3692227,0.09191628,-1.209583,-0.3457305,-1.477122,-0.5005596,0.0785358,-0.1458421,-0.3855059,-0.8167707,1.576402,-0.1838738,0.3457749,-0.05594212,-0.798078,-2.37721,1.446777,-0.6714859,1.094417,-0.2936611,297.7398,233.8037,342.7816
0,0.02222222,-0.5647383,-0.3148175,0.08626521,-1.209801,-0.3433795,-1.473967,-0.4449905,0.09951341,-0.1399314,-0.3869504,-0.812091,1.575158,-0.1758518,0.3337627,-0.0563813,-0.7991545,-2.371833,1.444851,-0.6717054,1.092543,-0.2947471,297.6542,232.9305,343.5363
0,0.03333334,-0.4775849,-0.2186924,0.1007137,-1.211396,-0.344041,-1.471301,-0.3754697,0.1246646,-0.1256084,-0.3878889,-0.8060797,1.571357,-0.1724742,0.3142923,-0.05515889,-0.8001894,-2.368961,1.445203,-0.6719414,1.091414,-0.2962722,297.7058,232.3015,343.9807
0,0.04444445,-0.4160201,-0.1097886,0.1289726,-1.213981,-0.3460048,-1.467774,-0.3230248,0.1178687,-0.09847226,-0.3881893,-0.8041276,1.571555,-0.1622231,0.2759863,-0.06541163,-0.8018075,-2.365701,1.444806,-0.6719615,1.090158,-0.2973544,297.8023,232.2491,343.8374
0,0.05555556,-0.3874401,-0.02124955,0.1424284,-1.216301,-0.3485907,-1.463444,-0.3005614,0.1049061,-0.08276866,-0.3885632,-0.8022006,1.572332,-0.1539438,0.2390458,-0.07987575,-0.8034624,-2.363063,1.444299,-0.6721927,1.089066,-0.2988693,297.9685,232.3715,343.6096
0,0.06666667,-0.355751,0.1077177,0.1514212,-1.218583,-0.3536518,-1.458867,-0.2855684,0.07273865,-0.05852384,-0.3880231,-0.8040046,1.576807,-0.1412638,0.2118178,-0.08099618,-0.8045788,-2.362322,1.44554,-0.6720536,1.088487,-0.2996729,298.112,232.8491,343.2089
0,0.07777778,-0.2994215,0.1696309,0.1596251,-1.220731,-0.3568955,-1.456328,-0.2758922,0.03740108,-0.03106046,-0.3874026,-0.8067013,1.582254,-0.1379253,0.19216,-0.07443398,-0.8054358,-2.359878,1.445191,-0.6719964,1.088289,-0.3003993,298.1886,233.4814,342.8566
0,0.08888889,-0.2290671,0.1517354,0.1734923,-1.222929,-0.3574079,-1.45585,-0.2513191,0.02230281,-0.01645202,-0.3870654,-0.8073841,1.584811,-0.1343085,0.178973,-0.07075277,-0.806296,-2.358603,1.446085,-0.6719276,1.088001,-0.3011112,298.2353,234.0869,342.4825
0,0.1,-0.1511768,0.09864929,0.1758006,-1.224819,-0.3564098,-1.45706,-0.2139856,0.02420196,-0.01147627,-0.3868912,-0.8068201,1.585634,-0.128776,0.1584394,-0.06951898,-0.8071349,-2.356544,1.445594,-0.6720157,1.088032,-0.3015201,298.2717,234.6866,342.0972
0,0.1111111,-0.106371,0.06890647,0.1727002,-1.226476,-0.356022,-1.457336,-0.1817551,0.04634717,0.004270923,-0.3863656,-0.8036435,1.583668,-0.1239578,0.1464872,-0.07003909,-0.8082587,-2.355527,1.44633,-0.6720944,1.088719,-0.3018136,298.2148,235.3118,341.5481
0,0.1222222,-0.07228305,0.06574566,0.1631094,-1.228009,-0.3565398,-1.457483,-0.1602497,0.06856993,0.01161587,-0.3858137,-0.8000327,1.581303,-0.1220457,0.1410679,-0.06919698,-0.8091333,-2.353043,1.44563,-0.6721302,1.088941,-0.3022273,298.1792,235.5283,341.3369
0,0.1333333,-0.05864408,0.1562893,0.1552539,-1.229923,-0.3613899,-1.455504,-0.1291061,0.08432431,0.02841344,-0.3849376,-0.7961419,1.578069,-0.1132208,0.1234158,-0.06561112,-0.8093826,-2.352754,1.445767,-0.6722816,1.089479,-0.3023979,298.0463,235.3737,341.388
0,0.1444445,-0.04607498,0.2446533,0.1410104,-1.231417,-0.3666784,-1.453588,-0.1066567,0.08417684,0.03565211,-0.3842366,-0.7940326,1.57655,-0.1066954,0.1016769,-0.06333384,-0.8096787,-2.352487,1.44624,-0.6722444,1.090185,-0.3024672,297.8639,235.1739,341.3937
0,0.1555556,-0.02699815,0.2862238,0.1365601,-1.233207,-0.3710966,-1.452366,-0.07678874,0.06906506,0.04701066,-0.3833008,-0.7933738,1.575747,-0.09872678,0.08750841,-0.06605221,-0.8109277,-2.353851,1.448119,-0.6721833,1.090629,-0.3026346,297.7587,235.2951,341.2376
0,0.1666667,0.03586508,0.2799104,0.1227021,-1.234425,-0.3739691,-1.453975,-0.03859009,0.01770267,0.05707175,-0.3824203,-0.7969946,1.57832,-0.08837745,0.05031885,-0.07728204,-0.8121608,-2.35405,1.448659,-0.6721117,1.0914,-0.3026328,297.6882,235.5674,340.9386
0,0.1777778,0.09456261,0.2288494,0.1122186,-1.235078,-0.3743499,-1.456788,-0.0216908,-0.004769018,0.05362659,-0.3817514,-0.8000077,1.580915,-0.07947585,0.03492067,-0.07466201,-0.8127888,-2.353304,1.448755,-0.6719999,1.09218,-0.3024935,297.6376,236.0318,340.4816
0,0.1888889,0.1287591,0.1788094,0.1006902,-1.235856,-0.3747728,-1.45905,-0.0005956441,-0.03361254,0.04690688,-0.381452,-0.803636,1.583606,-0.07093652,0.01566288,-0.05944843,-0.8128724,-2.354033,1.449741,-0.6719411,1.093204,-0.3023287,297.6137,236.7823,339.8158
0,0.2,0.1458382,0.157484,0.08585848,-1.236487,-0.3759478,-1.460707,0.01197173,-0.04643935,0.03075915,-0.3814435,-0.8076718,1.586783,-0.06714082,0.004841413,-0.05885294,-0.813715,-2.353673,1.450138,-0.6719193,1.094271,-0.3018671,297.5512,237.4626,339.2663
0,0.2111111,0.1745784,0.1617395,0.06877545,-1.236802,-0.378081,-1.462792,0.03197622,-0.05498549,0.01134801,-0.3820113,-0.8100862,1.58798,-0.06841619,-0.001323588,-0.06344425,-0.8145129,-2.354932,1.452151,-0.6719356,1.095477,-0.3011795,297.4757,238.0093,338.8757
0,0.2222222,0.1947701,0.1809386,0.06654795,-1.237605,-0.3805977,-1.46482,0.04145572,-0.05820904,0.001659062,-0.3821524,-0.8127163,1.589618,-0.07680717,-0.02529048,-0.06798162,-0.8155302,-2.356478,1.454121,-0.671883,1.096743,-0.3008043,297.4488,238.5616,338.3865
0,0.2333333,0.2415585,0.217248,0.06210955,-1.238486,-0.3844593,-1.467836,0.06278169,-0.06045836,0.00463232,-0.3820379,-0.8147643,1.590047,-0.07234352,-0.04584493,-0.06786152,-0.8163473,-2.359877,1.45706,-0.6718497,1.098286,-0.3003043,297.4522,239.4977,337.5115
0,0.2444444,0.2734515,0.2449664,0.05345228,-1.239014,-0.3879672,-1.4709,0.0693877,-0.048822,0.02060096,-0.3811271,-0.8144159,1.588865,-0.07146572,-0.05297911,-0.07458722,-0.8172575,-2.360359,1.457974,-0.6718918,1.100086,-0.2997333,297.3794,240.5206,336.5679
0,0.2555556,0.3169296,0.3271349,0.05416025,-1.240675,-0.3954794,-1.473108,0.07729858,-0.02876023,0.0557591,-0.3792816,-0.8133848,1.586772,-0.07650823,-0.04728246,-0.07760011,-0.8181732,-2.360963,1.459407,-0.6720425,1.102242,-0.2989742,297.2271,241.2827,335.9069
0,0.2666667,0.3327882,0.3846914,0.05391032,-1.241915,-0.4018508,-1.475333,0.0946441,-0.01831546,0.07907429,-0.3774578,-0.8145177,1.586055,-0.07070179,-0.04615553,-0.104088,-0.8199564,-2.360806,1.459751,-0.6724461,1.104655,-0.2982342,297.042,241.8931,335.3983
0,0.2777778,0.3465809,0.4113576,0.05379191,-1.243022,-0.4074418,-1.477831,0.1097386,-0.00565286,0.09069252,-0.3760378,-0.8135616,1.583431,-0.07036833,-0.04715827,-0.1276054,-0.8221913,-2.362303,1.461495,-0.6728353,1.106933,-0.2974755,296.87,242.5673,334.8379
0,0.2888889,0.3752757,0.440109,0.03873655,-1.243341,-0.4134254,-1.481254,0.1354416,0.009080753,0.09687912,-0.3749294,-0.8133416,1.580873,-0.07284449,-0.06589045,-0.1563007,-0.8247389,-2.364048,1.463676,-0.6734998,1.109869,-0.296628,296.5761,243.4695,334.1431
0,0.3,0.39015,0.455008,0.02695692,-1.24381,-0.4193349,-1.484239,0.1482672,0.007933736,0.1010111,-0.3736218,-0.8134018,1.578817,-0.06654203,-0.07011744,-0.1617127,-0.8264588,-2.364857,1.464714,-0.6742733,1.113086,-0.2956463,296.2912,244.4331,333.429
