loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
1,0,-0.728727,-0.4169215,0.159394,-1.219905,-0.3888417,-1.468531,-0.5802319,0.07781518,-0.1160911,-0.3643657,-0.7560341,1.538476,-0.2432595,0.3812277,-0.1817996,-0.7502791,-2.443255,1.54607,-0.6726458,1.120877,-0.2971594,297.7948,240.2167,337.5924
1,0.01111111,-0.6800793,-0.3081119,0.1667952,-1.221816,-0.3885691,-1.462448,-0.5469241,0.09567589,-0.09933772,-0.36499,-0.7514247,1.539193,-0.2358423,0.3397506,-0.1927662,-0.7527579,-2.439929,1.545845,-0.672987,1.118799,-0.2995813,298.0923,239.9129,337.6772
1,0.02222222,-0.6557717,-0.2324488,0.1539604,-1.222983,-0.3879288,-1.456155,-0.5063877,0.08042902,-0.08488646,-0.3655199,-0.7514492,1.543776,-0.230521,0.3120021,-0.1865719,-0.7545998,-2.436094,1.545612,-0.6732093,1.117012,-0.3015878,298.2874,239.4219,337.7923
1,0.03333334,-0.5984755,-0.1215646,0.0750782,-1.221553,-0.3903544,-1.450207,-0.4763622,0.06632358,-0.05753345,-0.3653058,-0.7505869,1.547377,-0.2251347,0.297003,-0.1739135,-0.7562211,-2.431991,1.544982,-0.6733689,1.115575,-0.3034757,298.4444,238.7847,338.1953
1,0.04444445,-0.5750347,-0.1267945,0.08047791,-1.222639,-0.3882718,-1.4451,-0.4582532,0.05339622,-0.04921838,-0.3655061,-0.7504559,1.55207,-0.2218806,0.2894859,-0.1632968,-0.7575409,-2.427404,1.543976,-0.67353,1.114059,-0.3051317,298.6054,238.3339,338.6198
1,0.05555556,-0.4607912,-0.2233555,0.106339,-1.223891,-0.3818829,-1.446182,-0.4262344,0.03291216,-0.03149221,-0.36526,-0.7513939,1.556641,-0.220791,0.2809283,-0.1580321,-0.7592353,-2.423315,1.543487,-0.673641,1.113613,-0.3062992,298.5301,238.1133,339.0173
1,0.06666667,-0.4160104,-0.2338869,0.1042892,-1.224725,-0.378367,-1.444029,-0.3845846,0.02622965,-0.01809172,-0.3651061,-0.7512383,1.559525,-0.2165137,0.2681201,-0.1538684,-0.7608609,-2.419541,1.543055,-0.6738118,1.112617,-0.3075767,298.5457,238.1137,339.1278
1,0.07777778,-0.3606711,-0.2134786,0.1000984,-1.22549,-0.3765193,-1.442652,-0.3590627,0.01541528,-0.01625282,-0.3652185,-0.7517912,1.56314,-0.214375,0.2414665,-0.1508593,-0.7624614,-2.417179,1.543641,-0.6738985,1.11228,-0.3086265,298.4991,238.1949,339.1751
1,0.08888889,-0.280898,-0.1833648,0.109809,-1.227012,-0.3757033,-1.442131,-0.3344839,0.0003198981,-0.0005779862,-0.3648962,-0.7528607,1.567017,-0.2069465,0.2212438,-0.1542234,-0.7643283,-2.414651,1.543907,-0.6739447,1.111789,-0.3098218,298.5564,238.1387,339.3094
1,0.1,-0.2373445,-0.1438131,0.1109027,-1.228233,-0.3753475,-1.441207,-0.3022851,-0.006329447,0.02570782,-0.3637383,-0.7532453,1.569608,-0.209056,0.2009689,-0.1490202,-0.7658277,-2.412567,1.544801,-0.6740627,1.111724,-0.3105712,298.5843,238.1168,339.325
1,0.1111111,-0.196194,-0.0137247,0.1097579,-1.229908,-0.3797013,-1.438868,-0.2541624,-0.009874314,0.04544651,-0.3625627,-0.7538578,1.571404,-0.2004891,0.1700049,-0.1385964,-0.7668604,-2.411337,1.545836,-0.6741287,1.111921,-0.3110903,298.6479,238.3001,339.0016
1,0.1222222,-0.1761259,0.04492395,0.108666,-1.231445,-0.3820145,-1.436793,-0.2337876,-0.01003408,0.05802555,-0.3615001,-0.7541353,1.573608,-0.1983237,0.1603784,-0.1322733,-0.7681174,-2.409189,1.546359,-0.6741564,1.111857,-0.3118466,298.6919,238.4415,338.8015
1,0.1333333,-0.1219202,0.08237209,0.1076376,-1.23272,-0.3840774,-1.436523,-0.2240018,-0.0186826,0.08240448,-0.359735,-0.7555766,1.577076,-0.1983443,0.1433482,-0.135588,-0.7697883,-2.407881,1.547617,-0.6740992,1.112316,-0.3123074,298.7265,238.817,338.3833
