loc,t,aDotS,bDotS,gDotS,aS,bS,gS,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
1,0,-0.5958905,-0.6166025,-0.1467794,-1.285758,-0.505028,-1.449402,-0.3280176,0.01269394,-0.05365781,-0.3423153,-0.8576998,1.75431,-0.06081904,0.07605014,-0.09447519,-0.8555975,-2.276503,1.525067,-0.6995067,1.111575,-0.3069673,286.0322,222.0592,348.7069
1,0.01111111,-0.5414351,-0.6579318,-0.127557,-1.283243,-0.4961517,-1.447973,-0.3450057,0.04273802,-0.0725388,-0.3434306,-0.852366,1.753595,-0.06938871,0.08557037,-0.09012225,-0.8564587,-2.274819,1.525225,-0.6994147,1.109795,-0.3092325,286.4108,222.5606,347.8926
1,0.02222222,-0.4807285,-0.6555431,-0.09771726,-1.282452,-0.4886363,-1.447092,-0.3576692,0.06523883,-0.07871123,-0.344237,-0.8471974,1.753155,-0.08332399,0.1025244,-0.08783711,-0.8574404,-2.272534,1.525183,-0.6990144,1.109053,-0.3113749,286.73,224.2357,345.981
1,0.03333334,-0.4500035,-0.595736,-0.07981021,-1.281268,-0.4844801,-1.44439,-0.3713727,0.08773974,-0.08167531,-0.3448708,-0.8413751,1.752407,-0.09399842,0.113084,-0.08027711,-0.8581978,-2.270377,1.525197,-0.6985673,1.108926,-0.3135779,286.998,226.6099,343.5178
1,0.04444445,-0.4063874,-0.5753486,-0.07239545,-1.279933,-0.478814,-1.443165,-0.373194,0.09618866,-0.05818751,-0.3444181,-0.8375881,1.753113,-0.1155247,0.1470681,-0.08426398,-0.8594245,-2.266637,1.524835,-0.698028,1.108894,-0.3158115,287.2495,228.9808,341.0992
1,0.05555556,-0.3328658,-0.5824448,-0.02446989,-1.280244,-0.47169,-1.444477,-0.3792734,0.1164269,-0.04419523,-0.3440011,-0.8315358,1.751864,-0.1273924,0.1683383,-0.09049658,-0.8608546,-2.263227,1.524281,-0.6973634,1.109964,-0.3183967,287.3885,232.9559,337.2487
1,0.06666667,-0.2797561,-0.5310659,0.0137126,-1.280818,-0.4671568,-1.444583,-0.3785221,0.1567508,-0.004635843,-0.3422577,-0.8228135,1.747752,-0.1434566,0.1789176,-0.09462073,-0.8622005,-2.260135,1.524473,-0.6967479,1.111647,-0.3209884,287.59,237.3617,332.9679
1,0.07777778,-0.3325523,-0.3329166,0.07175227,-1.283932,-0.4701987,-1.438047,-0.3620639,0.1756723,0.02616283,-0.3404473,-0.8156751,1.744527,-0.1551962,0.1852314,-0.09133022,-0.8631731,-2.257175,1.524704,-0.6960424,1.11409,-0.3235145,287.7945,241.0491,329.3286
1,0.08888889,-0.3146602,-0.2646302,0.09392197,-1.285222,-0.4690423,-1.435272,-0.3567145,0.163866,0.03670132,-0.3397224,-0.8122823,1.744973,-0.1616161,0.180977,-0.1009021,-0.864755,-2.254825,1.525235,-0.6957262,1.117066,-0.3261537,287.7583,242.6519,327.7242
1,0.1,-0.2733631,-0.1813517,0.1182155,-1.287503,-0.469788,-1.433495,-0.3483361,0.1211062,0.05668846,-0.3383754,-0.8137193,1.7499,-0.1713133,0.1895027,-0.1125359,-0.8666582,-2.251694,1.525393,-0.6953903,1.120736,-0.3289139,287.4292,243.206,327.0269
1,0.1111111,-0.2575608,-0.123709,0.1425311,-1.289456,-0.4699744,-1.431211,-0.3270514,0.08674967,0.08189433,-0.3367524,-0.8150594,1.754111,-0.1734479,0.1831328,-0.1200105,-0.8683546,-2.249419,1.52593,-0.6950601,1.12387,-0.3316708,287.104,244.1832,325.8167
