loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
2,0,0.1053591,-0.6837488,0.7889516,-1.169196,3.5212,-2.933695,-1.207759,-0.07351754,0,0,11.69111,12.47312,-0.3976406,0.8301113,-0.4141333,-0.4490558,3.761767,-0.2201441,-0.1998487,0.5572696,0.4015563,-0.9092101,1.786304,-0.04137461,0.2183371,1.144508,0.6768874,306.0927,315.3743,16.77692
2,0.01111111,0.09038103,-0.681666,0.7836522,-1.175624,3.530537,-2.937052,-1.208023,-0.02315764,0,0,11.60313,12.15054,-0.4106049,0.8493856,-0.4384549,-0.4568472,3.781118,-0.2324822,-0.1912999,0.5774581,0.3950589,-0.9055312,1.795489,-0.0451989,0.2168681,1.143729,0.6775532,306.58,314.2328,17.85987
2,0.02222222,0.08081117,-0.6903046,0.7741823,-1.182037,3.540689,-2.941624,-1.208311,-0.02615582,0,0,11.5347,11.91593,-0.4332735,0.8409926,-0.4713192,-0.4649709,3.796557,-0.2405892,-0.1882996,0.573131,0.3726818,-0.9025474,1.803178,-0.04808337,0.2144436,1.142096,0.6783405,306.5085,314.4087,17.98528
2,0.03333334,0.06478083,-0.6829841,0.7645739,-1.188439,3.549941,-2.945176,-1.207332,0.08984438,0,0,11.47605,11.62268,-0.4304512,0.80275,-0.5066394,-0.4734717,3.808427,-0.2465421,-0.1831233,0.5571093,0.3630804,-0.8992472,1.810279,-0.05066371,0.2109901,1.139667,0.6787291,306.4705,314.824,17.47471
2,0.04444445,0.0561921,-0.6660624,0.7537926,-1.194902,3.558531,-2.948819,-1.208321,-0.0910973,0,0,11.44673,11.2219,-0.4307065,0.7388907,-0.5249569,-0.4809296,3.817115,-0.2495667,-0.1746272,0.5506744,0.3630114,-0.8956733,1.817787,-0.05376416,0.2066251,1.13666,0.6785277,306.703,315.0402,16.57891
2,0.05555556,0.04855102,-0.6279175,0.7332195,-1.201015,3.565644,-2.95158,-1.207952,0.03466617,0,0,11.4565,10.77224,-0.4488401,0.6664401,-0.5154532,-0.4871598,3.823909,-0.2500069,-0.1811894,0.5496014,0.3438928,-0.8928834,1.825696,-0.05640016,0.2015821,1.133278,0.6778721,307.0367,315.0496,15.43314
2,0.06666667,0.04942419,-0.5876545,0.7094028,-1.207084,3.572505,-2.954704,-1.20839,-0.04042877,0,0,11.5347,10.43011,-0.4666619,0.6141417,-0.474985,-0.4921154,3.832636,-0.2518938,-0.1846108,0.5506232,0.3162287,-0.8906058,1.833752,-0.05921539,0.1962284,1.129845,0.676791,307.4439,315.0592,14.08178
2,0.07777778,0.05036633,-0.5686684,0.6879135,-1.212677,3.579615,-2.957791,-1.208246,0.0136168,0,0,11.652,10.18573,-0.4610859,0.5959134,-0.4442079,-0.4972974,3.842645,-0.2558494,-0.1847975,0.542069,0.298136,-0.8883224,1.841244,-0.06187828,0.1908765,1.126608,0.6755849,307.8487,315.0719,12.70607
2,0.08888889,0.05338471,-0.5498878,0.6451166,-1.217159,3.586378,-2.960975,-1.20879,-0.049789,0,0,11.80841,10.04888,-0.4319207,0.6010572,-0.4029182,-0.5020373,3.854994,-0.263294,-0.1882952,0.5196567,0.2726398,-0.8865296,1.847513,-0.06366873,0.1874588,1.124487,0.6749088,309.0532,312.3953,15.05228
2,0.1,0.03496909,-0.5305063,0.559759,-1.219368,3.592503,-2.962957,-1.208809,-0.001333882,0,0,11.98436,10.06843,-0.4028323,0.6158071,-0.3690372,-0.5067084,3.868,-0.2713447,-0.18858,0.4823426,0.2577966,-0.8843479,1.852958,-0.06500936,0.1860497,1.123867,0.6749761,309.6802,311.5015,16.33184
