loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
5,0,-0.2883687,-0.04178445,0.08176652,-1.15764,3.51626,-2.926972,-1.376407,0.1097973,0,0,12.16031,11.2219,-0.6925483,0.6708713,0.1803425,-0.4592153,3.536757,-0.1559552,-0.3277821,0.6186441,0.4869296,-0.9316882,1.655025,-0.05449547,0.2168214,1.190554,0.6901456,300.3026,303.6502,25.78552
5,0.01111111,-0.2646594,-0.05811383,0.1521623,-1.161317,3.518313,-2.925496,-1.378076,-0.1540643,0,0,12.10166,11.2219,-0.7503037,0.7178854,0.1414203,-0.4608728,3.557764,-0.1644609,-0.3252718,0.598492,0.5391497,-0.9243598,1.663092,-0.05574609,0.2156903,1.19185,0.6933652,299.5514,302.7305,26.65548
5,0.02222222,-0.2494484,-0.0667314,0.2533846,-1.166835,3.520419,-2.923445,-1.376762,0.1210259,0,0,12.02346,11.20235,-0.747962,0.810867,0.008488625,-0.4668052,3.582643,-0.1781649,-0.2991759,0.6112716,0.5932245,-0.9164448,1.672664,-0.05901245,0.2143007,1.19238,0.6963851,298.6862,301.7842,27.43669
5,0.03333334,-0.2663458,-0.04694799,0.3310296,-1.172812,3.521778,-2.920335,-1.375099,0.1504233,0,0,11.89638,11.15347,-0.6668837,0.936846,-0.1483842,-0.476227,3.611246,-0.1986055,-0.294758,0.6272616,0.6038078,-0.9099292,1.682866,-0.06207216,0.2127161,1.191842,0.6991003,298.076,301.3267,27.65475
5,0.04444445,-0.2704232,-0.04536922,0.3917486,-1.178737,3.523813,-2.91818,-1.373937,0.1047203,0,0,11.74976,11.05572,-0.5635,1.063883,-0.3150015,-0.4876253,3.639707,-0.2206943,-0.2947572,0.6517249,0.5931101,-0.9043094,1.693247,-0.06523733,0.2110524,1.190363,0.701433,297.9332,301.5979,27.04529
5,0.05555556,-0.2564519,-0.04818034,0.4290215,-1.184311,3.525917,-2.916681,-1.372826,0.1006642,0,0,11.6129,10.94819,-0.500342,1.12589,-0.4378018,-0.4992612,3.664683,-0.2392488,-0.274821,0.6579739,0.5556333,-0.9000472,1.70314,-0.06901955,0.2093446,1.188303,0.7033026,298.1012,302.5,25.84831
5,0.06666667,-0.207224,-0.06566302,0.4780418,-1.190715,3.529012,-2.91736,-1.373261,-0.04067111,0,0,11.4956,10.84066,-0.4682218,1.175182,-0.5753317,-0.5132284,3.688268,-0.2555681,-0.2710953,0.6737973,0.4884617,-0.8976264,1.713406,-0.07255542,0.2073978,1.185989,0.7050993,298.3893,303.6076,24.52178
5,0.07777778,-0.1269952,-0.1150129,0.5229866,-1.197185,3.533846,-2.920332,-1.373806,-0.0493898,0,0,11.40763,10.71359,-0.4747679,1.125153,-0.5892529,-0.5228563,3.705737,-0.265201,-0.2789987,0.6864962,0.4320497,-0.8951358,1.723941,-0.0756937,0.2051502,1.183761,0.7068678,298.6782,304.5581,23.325
5,0.08888889,-0.06076637,-0.1443917,0.5432951,-1.203213,3.538147,-2.923542,-1.375419,-0.1473843,0,0,11.31965,10.58651,-0.5091025,0.9341627,-0.4424576,-0.5237628,3.713796,-0.2654397,-0.2892559,0.6289144,0.3821802,-0.8928801,1.730637,-0.07630169,0.202664,1.181886,0.7084746,298.8701,305.3159,22.28322
5,0.1,0.04284304,-0.1819628,0.5838091,-1.210177,3.543357,-2.929543,-1.376849,-0.1297598,0,0,11.20235,10.45943,-0.5148519,0.8476412,-0.3382235,-0.5258651,3.726626,-0.2708334,-0.3023398,0.5692868,0.3738882,-0.8892801,1.736473,-0.0761989,0.199934,1.180452,0.7097858,298.8549,305.9602,21.4324
5,0.1111111,0.112217,-0.1694582,0.6410329,-1.218903,3.546799,-2.934304,-1.376897,-0.003738806,0,0,11.06549,10.33236,-0.4973973,0.7515756,-0.2639847,-0.5278401,3.736761,-0.2746968,-0.2949885,0.5394381,0.3738802,-0.8853967,1.743593,-0.07776058,0.1969779,1.179313,0.7105851,298.6137,306.2988,20.87887
5,0.1222222,0.1409706,-0.1262134,0.6991614,-1.22848,3.548837,-2.937374,-1.37871,-0.1663731,0,0,10.88954,10.20528,-0.4922682,0.7271338,-0.2896482,-0.5339617,3.748595,-0.2796766,-0.3014536,0.5128362,0.3771856,-0.8814637,1.750146,-0.07836698,0.1938694,1.178226,0.7109108,298.2411,306.4027,20.42736
5,0.1333333,0.1269521,-0.06101009,0.7305961,-1.237921,3.549266,-2.938312,-1.377596,0.1027318,0,0,10.66471,10.09775,-0.4913251,0.7261087,-0.3067037,-0.5402574,3.761864,-0.2855268,-0.3151423,0.5118562,0.3943629,-0.876866,1.75826,-0.07961893,0.1907621,1.176893,0.7106567,297.7515,306.5218,19.88095
5,0.1444445,0.1193822,-0.03227083,0.7314301,-1.246001,3.550403,-2.939759,-1.375591,0.1817102,0,0,10.43011,10.04888,-0.490862,0.6886494,-0.2343705,-0.5422297,3.773904,-0.290402,-0.3354919,0.5448988,0.3678599,-0.8741858,1.768079,-0.0814179,0.1877403,1.175064,0.7100444,297.3182,307.0789,18.87703
5,0.1555556,0.1342646,-0.03555956,0.7143781,-1.253094,3.552743,-2.942552,-1.37336,0.2021562,0,0,10.20528,10.04888,-0.4722843,0.6117454,-0.1569092,-0.5426111,3.782286,-0.2930239,-0.3361049,0.5170916,0.31039,-0.8729448,1.774234,-0.08174893,0.1848894,1.172768,0.7092149,297.188,308.1348,17.39165
5,0.1666667,0.1951319,-0.08774072,0.68803,-1.259217,3.557115,-2.948515,-1.373176,0.01501829,0,0,10.01955,10.1173,-0.4178932,0.5860902,-0.1445581,-0.545662,3.792453,-0.2988016,-0.3236713,0.505259,0.2762123,-0.8714592,1.781283,-0.08307491,0.1822508,1.170257,0.7084377,297.3994,309.3792,15.73647
5,0.1777778,0.2891536,-0.1695583,0.6693072,-1.265354,3.563162,-2.956563,-1.373982,-0.07366696,0,0,9.921799,10.22483,-0.2846596,0.5518106,-0.1317125,-0.5482,3.801016,-0.3074811,-0.3262559,0.4987844,0.2283079,-0.8709474,1.788545,-0.08395935,0.1798199,1.167756,0.7078857,297.715,310.4104,14.37479
5,0.1888889,0.340307,-0.3008638,0.6113428,-1.269843,3.571196,-2.964917,-1.376332,-0.2144057,0,0,9.892473,10.34213,-0.1855831,0.5911236,-0.1387065,-0.552354,3.814228,-0.3197471,-0.3243116,0.4859508,0.2123467,-0.869284,1.795139,-0.08475004,0.1776561,1.16543,0.7073541,297.9781,311.2139,13.33345
5,0.2,0.3310896,-0.3181286,0.5948572,-1.274294,3.577133,-2.969649,-1.377686,-0.1223504,0,0,9.941349,10.47898,-0.1526136,0.6454589,-0.1569168,-0.5575243,3.829006,-0.3315944,-0.3266309,0.4645886,0.197624,-0.8680238,1.801196,-0.08515937,0.1757005,1.163215,0.7067977,298.0957,311.8144,12.55391
5,0.2111111,0.2319641,-0.3715519,0.50293,-1.275864,3.583555,-2.970762,-1.376915,0.07090631,0,0,10.04888,10.62561,-0.1107221,0.7262893,-0.1218665,-0.5612702,3.848006,-0.3477473,-0.3133805,0.4090875,0.156983,-0.8679082,1.803978,-0.08389676,0.1739633,1.160983,0.7058423,298.1516,312.3878,11.86017
5,0.2222222,0.1988825,-0.3826586,0.4679596,-1.278904,3.589104,-2.973489,-1.373328,0.3270012,0,0,10.21505,10.76246,-0.07852495,0.717634,-0.0848223,-0.5634519,3.861417,-0.3592913,-0.2700009,0.344978,0.1513857,-0.8665265,1.806028,-0.08377612,0.1722603,1.158598,0.7045913,298.3681,312.8634,11.18523
5,0.2333333,-0.006905288,-0.4423149,0.3220633,-1.276103,3.596036,-2.968448,-1.369037,0.3892682,0,0,10.36168,10.86022,-0.06112543,0.5842818,-0.0117424,-0.5617043,3.865671,-0.3629074,-0.2325292,0.2477851,0.09476918,-0.8673766,1.805253,-0.08197929,0.1704018,1.156158,0.7035199,298.8908,313.3722,10.31464
5,0.2444444,-0.2298356,-0.4646042,0.1940014,-1.27311,3.601786,-2.960489,-1.370658,-0.1509784,0,0,10.49853,10.92864,-0.09578156,0.4957096,0.07245922,-0.5588084,3.872138,-0.3662185,-0.2021107,0.1549555,0.08189069,-0.8667183,1.803663,-0.07958218,0.1682827,1.154051,0.7029943,299.6566,313.6619,9.545581
5,0.2555556,-0.3983302,-0.4841759,0.1062381,-1.270402,3.607446,-2.952494,-1.363174,0.6861043,0,0,10.63539,10.94819,-0.2271318,0.2974086,0.2124761,-0.5507017,3.871221,-0.3584628,-0.1564594,0.07491325,0.09867891,-0.8648983,1.801322,-0.07792383,0.1660164,1.152514,0.7029015,300.156,313.6308,9.089511
5,0.2666667,-0.6499215,-0.5192046,-0.003519714,-1.265331,3.613817,-2.938802,-1.360653,0.2252799,0,0,10.75269,10.95797,-0.3240601,0.1131511,0.2468089,-0.5455624,3.864747,-0.3462879,-0.1280612,0.03107404,0.07613899,-0.8646251,1.799868,-0.0765776,0.1634162,1.151866,0.7038422,300.8094,313.1093,8.980383
5,0.2777778,-0.8034989,-0.5278855,-0.07437165,-1.261111,3.618936,-2.926672,-1.361724,-0.09834973,0,0,10.86999,10.95797,-0.3867947,0.01408315,0.2811079,-0.5406718,3.86227,-0.3380297,-0.1104389,-0.001030497,0.03555731,-0.8656414,1.798561,-0.07496106,0.1605923,1.152633,0.7058285,301.2638,312.295,9.143978
