loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
0,0,-0.03989309,-0.4344842,0.4274037,-1.361721,3.424139,3.058501,-1.586772,-0.04874824,0,0,10.39101,12.40469,-0.4055296,0.820374,-0.3793277,-0.6669993,3.976766,-0.5543644,-0.01574651,0.3311015,0.7181859,-0.644821,1.835122,-0.1697422,0.2159307,1.132723,0.6877142,298.5068,334.2635,359.2614
0,0.01111111,-0.04530309,-0.4025696,0.4238742,-1.366688,3.427136,3.058431,-1.586229,0.05024532,0,0,10.30303,12.43402,-0.384497,0.738361,-0.3957393,-0.6742117,3.980005,-0.5531884,-0.01717611,0.3203983,0.6809272,-0.6391224,1.842193,-0.1751742,0.2132118,1.131821,0.6899896,298.7922,332.6312,0.8197374
0,0.02222222,-0.04656872,-0.3728484,0.4139589,-1.371407,3.43051,3.058298,-1.586723,-0.04549221,0,0,10.21505,12.48289,-0.2969499,0.6635115,-0.3583196,-0.679112,3.984959,-0.5569024,-0.02916602,0.3140142,0.6544015,-0.633394,1.849359,-0.1800593,0.2099656,1.13065,0.6919944,298.9555,332.4581,0.6254644
0,0.03333334,-0.04870388,-0.338936,0.3986851,-1.375389,3.432599,3.058434,-1.587797,-0.09749557,0,0,10.16618,12.55132,-0.2372145,0.629257,-0.3407896,-0.6849794,3.990133,-0.5603129,-0.04113609,0.3172269,0.6214692,-0.6284336,1.857245,-0.1855049,0.2063453,1.129374,0.6937401,299.0601,332.8317,359.7123
0,0.04444445,-0.0487421,-0.3272764,0.3932314,-1.379838,3.435519,3.058423,-1.588092,-0.02602819,0,0,10.18573,12.58065,-0.2062781,0.612131,-0.3325673,-0.6914317,3.995781,-0.5633094,-0.04240768,0.3076093,0.6055121,-0.6228255,1.864186,-0.1905052,0.2026126,1.128091,0.6951149,299.1211,333.0063,358.8659
0,0.05555556,-0.05739327,-0.2869648,0.3800205,-1.383814,3.436971,3.059164,-1.588228,-0.01219254,0,0,10.25415,12.59042,-0.2232702,0.607878,-0.3260646,-0.6979575,4.001674,-0.5646935,-0.03312593,0.2777034,0.5884348,-0.6173724,1.869432,-0.1947804,0.1989841,1.126878,0.6961221,299.1782,333.0553,358.1305
0,0.06666667,-0.06173691,-0.2713244,0.3500267,-1.386876,3.439359,3.059642,-1.588333,-0.00942346,0,0,10.33236,12.58065,-0.2592341,0.5705223,-0.2843585,-0.7020274,4.006887,-0.5643915,-0.03252484,0.2435447,0.5586616,-0.6124386,1.873353,-0.1974753,0.195646,1.125764,0.696968,299.2209,333.094,357.4596
0,0.07777778,-0.06493899,-0.2714863,0.3361796,-1.390285,3.442203,3.059825,-1.587977,0.03261914,0,0,10.43011,12.54154,-0.2588244,0.5191972,-0.2227456,-0.7043449,4.011734,-0.5653856,-0.05414844,0.2308236,0.5290395,-0.6080812,1.878433,-0.2001323,0.1926976,1.124776,0.6978045,299.2577,333.2376,356.8012
0,0.08888889,-0.06179303,-0.266456,0.3084262,-1.392971,3.444888,3.059966,-1.58814,-0.0151474,0,0,10.56696,12.44379,-0.2276283,0.5019658,-0.1825602,-0.7076237,4.01766,-0.5686629,-0.06301914,0.2286804,0.4875673,-0.604708,1.884077,-0.2037393,0.1902706,1.124008,0.6985838,299.3063,333.4193,356.2429
0,0.1,-0.0437189,-0.2656782,0.2775023,-1.395158,3.447708,3.059291,-1.588487,-0.03142077,0,0,10.70381,12.24829,-0.2052034,0.5061628,-0.1752674,-0.7124217,4.023787,-0.5716584,-0.06880519,0.2148056,0.4396935,-0.601836,1.888899,-0.2068448,0.1883177,1.123453,0.6994805,299.3286,333.5624,355.8842
0,0.1111111,-0.02245769,-0.2649735,0.2391205,-1.396723,3.4506,3.058326,-1.58867,-0.01648631,0,0,10.83089,11.98436,-0.1453225,0.4878379,-0.1427716,-0.7154641,4.029643,-0.5766354,-0.06931456,0.1902379,0.3939239,-0.5993726,1.89214,-0.2087295,0.1867277,1.123105,0.7004874,299.2883,333.7632,355.6378
0,0.1222222,0.001982167,-0.2663753,0.2018192,-1.397949,3.45358,3.057314,-1.589506,-0.07626281,0,0,10.93842,11.652,-0.1239124,0.4600388,-0.1249182,-0.7183903,4.034101,-0.5793483,-0.06637607,0.1763187,0.3736837,-0.5960549,1.895676,-0.2109258,0.185409,1.122918,0.7014848,299.1824,333.9439,355.4899
0,0.1333333,0.01684871,-0.2580674,0.1782756,-1.399305,3.456089,3.056141,-1.589836,-0.02951503,0,0,10.96774,11.29032,-0.1099573,0.4226562,-0.1027764,-0.7205268,4.038064,-0.5816243,-0.06766585,0.1592571,0.3577387,-0.5929843,1.898917,-0.2127983,0.1843046,1.122845,0.7023114,299.0507,334.0419,355.4164
0,0.1444445,0.03805334,-0.2446338,0.1354972,-1.399553,3.458485,3.05482,-1.589807,0.002748698,0,0,10.94819,10.92864,-0.09811653,0.3938064,-0.08058363,-0.7226104,4.042463,-0.584142,-0.06681878,0.1453698,0.3428434,-0.5897837,1.902087,-0.2145341,0.1833452,1.122772,0.7029293,298.9016,334.0677,355.3889
