loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
7,0,-0.2602262,-0.7255093,0.3091447,-1.31382,3.431631,-2.881021,-1.268785,-0.05626612,0,0,12.14076,12.45357,-0.7065017,0.7075855,-0.571092,-0.4722818,3.503052,-0.1007301,-0.2607367,0.5822606,0.3435487,-0.9385395,1.664261,-0.04704181,0.2138684,1.159469,0.6843567,297.8209,327.561,7.287505
7,0.01111111,-0.21217,-0.6995493,0.4248899,-1.320498,3.440669,-2.882437,-1.269173,-0.03501327,0,0,11.98436,12.20919,-0.6784909,0.8517151,-0.6966064,-0.4856572,3.530339,-0.1183554,-0.2879681,0.5718419,0.4119564,-0.9318891,1.67186,-0.04754941,0.2113061,1.158876,0.6865856,297.7174,326.7578,7.66571
7,0.02222222,-0.1780021,-0.6750836,0.5065848,-1.326776,3.449505,-2.883688,-1.269191,-0.001598464,0,0,11.83773,12.03324,-0.665738,0.942301,-0.7209403,-0.4955402,3.555627,-0.1336446,-0.2992334,0.5826324,0.4642258,-0.9252402,1.680821,-0.04920962,0.2079185,1.157629,0.6884019,297.6382,326.3068,7.457619
7,0.03333334,-0.1492031,-0.6650116,0.542645,-1.33205,3.458386,-2.885141,-1.270211,-0.0934405,0,0,11.71066,11.91593,-0.6438026,1.03265,-0.668653,-0.5033225,3.584159,-0.1524076,-0.3007036,0.6615052,0.4992652,-0.9192779,1.693801,-0.05358227,0.2039202,1.155897,0.6897623,297.7271,326.2604,6.630263
7,0.04444445,-0.09695067,-0.6591264,0.5808492,-1.337617,3.467459,-2.888037,-1.270026,0.01743774,0,0,11.60313,11.79863,-0.6405338,1.042881,-0.5354817,-0.5064448,3.606986,-0.1655059,-0.3164343,0.7425013,0.4768928,-0.9155537,1.707777,-0.05798314,0.1995271,1.153873,0.6904432,297.8815,326.5781,5.41761
7,0.05555556,-0.02978298,-0.6436239,0.6199753,-1.343877,3.476255,-2.892331,-1.269983,0.003599101,0,0,11.51515,11.69111,-0.6438415,0.9977757,-0.410944,-0.5083346,3.626469,-0.1753335,-0.3329666,0.7573787,0.3939001,-0.914595,1.719073,-0.0605214,0.1949228,1.151719,0.6905087,298.1508,326.7919,4.230851
7,0.06666667,0.01921561,-0.6186863,0.6483744,-1.350435,3.484373,-2.896032,-1.271144,-0.106295,0,0,11.44673,11.60313,-0.6466437,0.8021436,-0.1856347,-0.503289,3.633499,-0.1739779,-0.3452385,0.747736,0.3290255,-0.9135628,1.728825,-0.06209373,0.1902927,1.149593,0.6901633,298.4835,326.7708,3.222001
7,0.07777778,0.1246602,-0.5536783,0.7220238,-1.359749,3.490877,-2.90231,-1.272394,-0.1136787,0,0,11.39785,11.55425,-0.6315341,0.7188706,-0.1412724,-0.5049204,3.644675,-0.1771772,-0.3509334,0.7221478,0.2960808,-0.9118515,1.738064,-0.0637574,0.1858071,1.147613,0.6894746,298.7595,326.7885,2.261379
7,0.08888889,0.1917394,-0.4921213,0.780858,-1.369433,3.496949,-2.907876,-1.27165,0.06852618,0,0,11.34897,11.51515,-0.5892379,0.6240134,-0.15576,-0.5077359,3.651578,-0.1779684,-0.3403808,0.714609,0.28961,-0.9092149,1.74793,-0.06630366,0.1815749,1.145755,0.6885427,298.8954,326.9073,1.300115
7,0.1,0.2321966,-0.4554319,0.8133918,-1.378426,3.503154,-2.912962,-1.273986,-0.2146238,0,0,11.3001,11.47605,-0.5405112,0.5760355,-0.1776264,-0.5114324,3.660204,-0.1811935,-0.3162541,0.6867374,0.2585791,-0.9079095,1.756552,-0.06898519,0.177672,1.143914,0.6875997,298.9354,327.2498,0.215948
