loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
1,0,-0.1273032,0.08235124,-0.06343028,-1.117942,3.49408,-2.96406,-1.349478,0.001350811,0,0,10.59628,11.25122,-0.3052101,0.2756888,-0.003402505,-0.4542069,3.580413,-0.2603786,-0.1588373,0.293023,0.2492695,-0.9422317,1.621821,-0.04038258,0.22199,1.16884,0.6682548,303.9805,305.734,24.78572
1,0.01111111,-0.1293786,0.09005915,-0.04220764,-1.118374,3.49283,-2.961956,-1.349408,0.006343669,0,0,10.58651,10.85044,-0.3194441,0.318289,-0.05764287,-0.4577558,3.589635,-0.2647036,-0.1627502,0.2983882,0.2802029,-0.9382886,1.626304,-0.04107074,0.2222979,1.16938,0.6704134,303.8323,305.621,25.07099
1,0.02222222,-0.1207553,0.1043779,-0.005125225,-1.119747,3.491329,-2.960246,-1.349607,-0.01818335,0,0,10.56696,10.30303,-0.3287119,0.3651025,-0.1545453,-0.4640132,3.598869,-0.2689734,-0.1642772,0.302714,0.3334789,-0.9330608,1.631117,-0.04219885,0.2226676,1.169833,0.6726886,303.6687,305.5176,25.37599
1,0.03333334,-0.0961577,0.1197999,0.03188661,-1.121637,3.489702,-2.959277,-1.349538,0.006552008,0,0,10.55719,9.736072,-0.3417186,0.4715318,-0.3292263,-0.4756193,3.612124,-0.276663,-0.1538227,0.3208831,0.4089863,-0.9260024,1.63678,-0.04425401,0.222996,1.170084,0.6751717,303.4562,305.4277,25.67182
1,0.04444445,-0.0459432,0.1440591,0.08893751,-1.124939,3.4876,-2.959549,-1.350069,-0.04858425,0,0,10.54741,9.208211,-0.3500308,0.6067346,-0.4592341,-0.4879279,3.629736,-0.2880377,-0.1765271,0.369996,0.4677804,-0.9192465,1.644674,-0.04637948,0.2232266,1.170075,0.6777952,303.2362,305.4115,25.88886
1,0.05555556,0.04590581,0.1321855,0.1441438,-1.128462,3.48703,-2.962723,-1.350904,-0.0759659,0,0,10.54741,8.709679,-0.3551182,0.7132753,-0.4560758,-0.495789,3.649691,-0.3015106,-0.2276144,0.4339918,0.4629555,-0.9144645,1.653725,-0.04763862,0.2233141,1.169775,0.6804371,303.0362,305.5476,25.95167
1,0.06666667,0.09078042,0.1198357,0.1707697,-1.131271,3.486657,-2.964813,-1.352305,-0.127592,0,0,10.54741,8.250244,-0.3555182,0.7634025,-0.3911248,-0.5008181,3.668754,-0.3143622,-0.2597507,0.4670566,0.4409052,-0.9107734,1.662234,-0.04911269,0.2232471,1.169233,0.6829396,302.918,305.8705,25.79284
1,0.07777778,0.1346671,0.0916266,0.2071716,-1.134778,3.487256,-2.968131,-1.354383,-0.189159,0,0,10.54741,7.927665,-0.3615748,0.8338449,-0.2462382,-0.502302,3.692755,-0.3314496,-0.2858147,0.48729,0.3932339,-0.9083435,1.670107,-0.04983467,0.2229656,1.168436,0.6853414,302.8179,306.3716,25.4658
1,0.08888889,0.1454387,0.06841356,0.2233962,-1.137632,3.487714,-2.969968,-1.353002,0.1274953,0,0,10.55719,7.790812,-0.3813318,0.8776012,-0.2013603,-0.5070499,3.713456,-0.3447861,-0.2847271,0.4894232,0.3953484,-0.9042955,1.677427,-0.05110606,0.222469,1.167328,0.6874552,302.7391,306.8014,25.15266
1,0.1,0.1317455,0.04417301,0.2482429,-1.141241,3.488879,-2.971447,-1.353212,-0.02073018,0,0,10.56696,7.800587,-0.407802,0.9447705,-0.1979882,-0.5134724,3.736871,-0.3597411,-0.2652023,0.5054119,0.423876,-0.8990672,1.686009,-0.05422622,0.2217694,1.165857,0.689373,302.7483,307.1705,24.75892
1,0.1111111,0.127653,0.03073563,0.2835755,-1.145387,3.489712,-2.97318,-1.351498,0.1567425,0,0,10.58651,7.927665,-0.4226254,0.9554614,-0.192545,-0.5194485,3.755882,-0.3713008,-0.2335553,0.5118192,0.4906387,-0.891499,1.69423,-0.05797009,0.2208852,1.164043,0.6910982,302.8073,307.5644,24.25463
1,0.1222222,0.1351983,0.03319414,0.3090873,-1.149761,3.490009,-2.975077,-1.350437,0.09541933,0,0,10.59628,8.044967,-0.4295787,0.8894858,-0.1189248,-0.5209969,3.771083,-0.3794839,-0.2352258,0.5406237,0.5279154,-0.8846643,1.703396,-0.06137521,0.2198546,1.161986,0.6927201,302.9793,308.0334,23.60187
1,0.1333333,0.1524339,0.01667815,0.3497105,-1.15505,3.491551,-2.978049,-1.35064,-0.01923615,0,0,10.60606,8.142718,-0.4142642,0.7712691,-0.04652098,-0.5207683,3.781056,-0.3842191,-0.2502378,0.5811052,0.5152481,-0.8799212,1.713716,-0.06429297,0.2186488,1.159853,0.6943457,303.2137,308.6299,22.82164
1,0.1444445,0.1462142,-0.02039216,0.3693567,-1.159403,3.494097,-2.980458,-1.350977,-0.03066205,0,0,10.60606,8.230694,-0.4047389,0.6988174,-0.03695829,-0.5226794,3.790382,-0.3882183,-0.2513994,0.5896206,0.5045918,-0.8754157,1.722934,-0.0674315,0.2172929,1.157837,0.6959754,303.4443,309.2751,21.98297
1,0.1555556,0.1186554,-0.04687923,0.3878855,-1.163924,3.496534,-2.981751,-1.351455,-0.04350945,0,0,10.61584,8.308896,-0.4243887,0.6647474,-0.08575867,-0.5278417,3.800293,-0.3914477,-0.2314077,0.5490588,0.4884206,-0.8713964,1.72851,-0.06907307,0.2158333,1.156062,0.6976383,303.5971,309.8789,21.19316
1,0.1666667,0.09210528,-0.06496044,0.3967215,-1.168232,3.498849,-2.982778,-1.350414,0.09535415,0,0,10.62561,8.387097,-0.4518047,0.7052018,-0.1856988,-0.5365583,3.81303,-0.3964459,-0.2100291,0.5202715,0.4988653,-0.8659263,1.735224,-0.07187179,0.2142709,1.154521,0.699306,303.6019,310.3647,20.56703
1,0.1777778,0.05285996,-0.09996857,0.4175307,-1.173076,3.502156,-2.983328,-1.349185,0.1115507,0,0,10.63539,8.455523,-0.4449475,0.7775593,-0.2721067,-0.5465211,3.828162,-0.4046817,-0.162971,0.4914523,0.5196739,-0.859899,1.741705,-0.07591128,0.2125771,1.153131,0.7010068,303.5257,310.6347,20.14233
1,0.1888889,0.04015656,-0.120169,0.4242129,-1.177564,3.505138,-2.984649,-1.348919,0.02352232,0,0,10.65494,8.52395,-0.4141439,0.8286138,-0.2937186,-0.5542278,3.844118,-0.4147751,-0.1468816,0.4775885,0.5312295,-0.8540167,1.748644,-0.07944822,0.2107351,1.15183,0.7028297,303.4129,310.8377,19.73582
1,0.2,0.02536704,-0.1595569,0.4300693,-1.181984,3.509362,-2.986007,-1.348197,0.06601429,0,0,10.67449,8.602151,-0.4030249,0.8179834,-0.2373433,-0.558507,3.858584,-0.4230607,-0.1407352,0.4679825,0.5087941,-0.8496389,1.75587,-0.08292364,0.2088037,1.150676,0.70463,303.3366,311.0939,19.2617
1,0.2111111,0.002041765,-0.2043837,0.4285625,-1.18595,3.514111,-2.987119,-1.349197,-0.09185216,0,0,10.71359,8.690126,-0.43639,0.7616728,-0.1421845,-0.559699,3.871119,-0.4278701,-0.1444182,0.4668763,0.4640938,-0.8463371,1.763089,-0.08601771,0.2067481,1.149725,0.7063231,303.3026,311.4246,18.7466
1,0.2222222,-0.03958333,-0.2058197,0.4074205,-1.189246,3.517263,-2.986464,-1.349032,0.01606093,0,0,10.74291,8.787879,-0.4540262,0.7180827,-0.07701299,-0.5611514,3.883239,-0.4325756,-0.1491626,0.4668377,0.4204688,-0.8436175,1.770264,-0.08899006,0.2045792,1.148998,0.7078257,303.2451,311.6692,18.30589
1,0.2333333,-0.08980771,-0.1838892,0.3817706,-1.192366,3.519175,-2.98456,-1.348699,0.03025068,0,0,10.77224,8.885631,-0.4333641,0.6424626,-0.01107088,-0.5613357,3.892812,-0.4367094,-0.1454825,0.4838235,0.363946,-0.8419403,1.778453,-0.09311849,0.202272,1.148469,0.7089979,303.1481,311.8397,17.96742
1,0.2444444,-0.1197062,-0.1691593,0.3731783,-1.195922,3.521337,-2.983109,-1.347694,0.09185434,0,0,10.80156,8.983382,-0.3972509,0.5901897,-0.01134296,-0.5634215,3.900614,-0.4402184,-0.1648467,0.4817062,0.3471213,-0.8390545,1.785903,-0.09563065,0.199792,1.148073,0.7098244,303.0189,311.8462,17.71229
1,0.2555556,-0.1528448,-0.1607908,0.3657113,-1.199028,3.523148,-2.98012,-1.347076,0.05583327,0,0,10.82111,9.081134,-0.34677,0.5229318,-0.07245239,-0.5678744,3.904169,-0.4412331,-0.1661308,0.4571907,0.3311799,-0.836255,1.791878,-0.0977223,0.1972145,1.147782,0.7105328,302.8938,311.7198,17.38595
1,0.2666667,-0.1762731,-0.1705683,0.3552669,-1.20223,3.526203,-2.978904,-1.347708,-0.05792374,0,0,10.83089,9.169111,-0.3341026,0.4994625,-0.07999072,-0.5707916,3.911646,-0.4441162,-0.1493419,0.3985569,0.3161353,-0.8336147,1.795349,-0.0991383,0.1946688,1.147642,0.7113982,302.7837,311.6204,16.9367
1,0.2777778,-0.1997555,-0.2008664,0.3216263,-1.204151,3.530015,-2.977302,-1.346721,0.09103007,0,0,10.83089,9.247313,-0.3086541,0.4685123,-0.08657913,-0.5736364,3.917554,-0.4465322,-0.1304508,0.3388495,0.2978774,-0.8310016,1.798283,-0.1005508,0.1922903,1.14773,0.7124316,302.6561,311.5851,16.49638
1,0.2888889,-0.2189779,-0.2279619,0.2879296,-1.2056,3.53408,-2.975887,-1.348255,-0.1408136,0,0,10.82111,9.296188,-0.2863296,0.4386547,-0.08779538,-0.5761525,3.923578,-0.4493781,-0.1179014,0.301531,0.2828562,-0.8286777,1.801379,-0.1016494,0.1901464,1.148116,0.713582,302.5207,311.5796,16.182
1,0.3,-0.257455,-0.2564122,0.2340798,-1.205676,3.538255,-2.97322,-1.348064,0.01892652,0,0,10.80156,9.335289,-0.2736771,0.3747107,-0.0878579,-0.5778133,3.92583,-0.4486998,-0.09840889,0.2481769,0.2219635,-0.8284354,1.802905,-0.102382,0.1881438,1.148705,0.7149405,302.2829,311.4608,16.13214
1,0.3111111,-0.2927133,-0.2751039,0.1939434,-1.20581,3.542292,-2.970238,-1.34835,-0.02627574,0,0,10.78201,9.345064,-0.2766931,0.3204133,-0.05263393,-0.5780199,3.929395,-0.4482963,-0.08808132,0.2300258,0.1941645,-0.8274026,1.806008,-0.103957,0.1862501,1.149418,0.7163215,302.027,311.2115,16.2789
