loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
6,0,-0.004514888,-0.1842739,0.2169041,-1.376274,3.361616,2.885005,-1.835887,-0.1795954,0,0,10.51809,10.56696,-0.05146535,0.7105619,-0.4993958,-0.880604,4.007107,-0.5661228,0.387739,0.3610573,0.7699054,-0.5778016,2.167895,-0.4955634,0.2168384,1.12874,0.686934,295.975,335.8219,359.4024
6,0.01111111,-0.04923947,-0.2018131,0.1830427,-1.37763,3.364419,2.886902,-1.835453,0.04161823,0,0,10.42033,10.65494,-0.005816296,0.6817496,-0.5126281,-0.8894345,4.009623,-0.5695037,0.3782781,0.3215239,0.6848351,-0.5749829,2.174863,-0.5052145,0.2154888,1.127209,0.6887492,296.0319,335.3468,359.5737
6,0.02222222,-0.07268658,-0.2042962,0.1575227,-1.378984,3.366664,2.88803,-1.836021,-0.05212986,0,0,10.29326,10.72336,0.0230522,0.6560705,-0.4916193,-0.8969409,4.013655,-0.5733306,0.3743856,0.3022562,0.619918,-0.5725802,2.18308,-0.5159158,0.2141059,1.126072,0.6906364,295.9058,335.1023,359.5492
6,0.03333334,-0.105723,-0.2089384,0.1309692,-1.379854,3.3691,2.890234,-1.835279,0.06866072,0,0,10.16618,10.76246,0.06169689,0.5780061,-0.4314683,-0.9006134,4.015415,-0.5767629,0.3757628,0.2648328,0.5549939,-0.5703367,2.188522,-0.5247586,0.212712,1.125242,0.6925734,295.6339,335.0236,359.4048
6,0.04444445,-0.105723,-0.2089384,0.1309692,-1.379854,3.3691,2.890234,-1.836468,-0.1091285,0,0,10.04888,10.76246,0.06169689,0.5780061,-0.4314683,-0.9006134,4.015415,-0.5767629,0.3757628,0.2648328,0.5549939,-0.5703367,2.188522,-0.5247586,0.2113323,1.124631,0.6944535,295.3295,334.8634,359.3399
6,0.05555556,-0.148295,-0.2458539,0.07813948,-1.381443,3.375928,2.893888,-1.838458,-0.180729,0,0,10,10.73314,0.04202853,0.3666604,-0.2935733,-0.9030305,4.015931,-0.5771403,0.3567305,0.1806767,0.5009958,-0.5626934,2.199206,-0.5411104,0.2101407,1.124263,0.6958789,295.1526,334.7242,359.2066
6,0.06666667,-0.165279,-0.2694184,0.0709513,-1.382879,3.379781,2.89573,-1.833232,0.4794612,0,0,10,10.68426,-0.007859696,0.2589757,-0.24032,-0.9027796,4.014089,-0.5739458,0.3443758,0.1220788,0.4639276,-0.5589581,2.20122,-0.5461667,0.209287,1.124136,0.6967063,294.9324,334.3968,359.3368
6,0.07777778,-0.1908788,-0.2556079,0.07401988,-1.38433,3.38166,2.898436,-1.836907,-0.3399117,0,0,10.02933,10.61584,-0.04076531,0.1875508,-0.2062388,-0.903463,4.012856,-0.5715618,0.3197347,0.116902,0.4460126,-0.5562087,2.208221,-0.5548701,0.2080803,1.1237,0.6990131,294.534,334.1746,359.4464
6,0.08888889,-0.203813,-0.2056454,0.06710196,-1.384834,3.381832,2.901197,-1.837074,-0.01173381,0,0,10.0391,10.54741,-0.06722634,0.1342056,-0.1689463,-0.9032489,4.011772,-0.5690389,0.267625,0.1459372,0.4378725,-0.5538496,2.217155,-0.5632479,0.2067741,1.123218,0.7014155,294.2811,334.1477,359.3501
6,0.1,-0.2242496,-0.1375601,0.06424983,-1.385094,3.380606,2.904583,-1.836806,0.02452477,0,0,10.01955,10.48876,-0.04804567,0.1832259,-0.1827593,-0.9078535,4.01452,-0.57119,0.2251473,0.1781216,0.4328404,-0.5517548,2.227029,-0.5723847,0.205443,1.122788,0.7033964,294.2264,334.204,359.1672
