loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
6,0,-0.1610079,-0.313237,0.2248462,-1.184672,3.670154,3.070729,-1.518838,-0.1558888,0,0,10.0391,9.266863,-0.413006,0.272809,-0.1133136,-0.5789489,3.847976,-0.3630096,-0.2095983,0.4334823,0.1355937,-0.8586441,1.857432,-0.1098826,0.1911229,1.150079,0.6713799,301.3267,303.4844,20.98123
6,0.01111111,-0.1578443,-0.2950989,0.2267732,-1.187397,3.672911,3.071331,-1.519604,-0.06860443,0,0,10.0782,9.550343,-0.4162276,0.2280556,-0.1091872,-0.5803753,3.849303,-0.3593699,-0.2035051,0.4046521,0.1174871,-0.8583187,1.862112,-0.110889,0.1880375,1.147921,0.6730228,302.3755,303.6908,19.86381
6,0.02222222,-0.169588,-0.2824155,0.2202614,-1.189887,3.675746,3.072483,-1.520152,-0.04968315,0,0,10.1173,9.902249,-0.411985,0.2195387,-0.1113823,-0.5824163,3.852261,-0.3575872,-0.1986191,0.3587567,0.09197296,-0.8585126,1.865126,-0.1109212,0.184961,1.14467,0.6734192,303.2672,304.1314,18.58519
6,0.03333334,-0.1855877,-0.271998,0.2031203,-1.19177,3.678702,3.073682,-1.519391,0.06986842,0,0,10.1564,10.29326,-0.4002981,0.2323194,-0.1167581,-0.5848696,3.856398,-0.3570061,-0.2020565,0.3342554,0.07921498,-0.8583784,1.868925,-0.1108972,0.1820258,1.140989,0.6729106,304.2031,304.7164,17.08964
6,0.04444445,-0.1791671,-0.3010393,0.1767987,-1.193102,3.683256,3.073754,-1.518676,0.06465989,0,0,10.16618,10.61584,-0.3788888,0.2876775,-0.1135394,-0.5877815,3.86432,-0.360163,-0.2077884,0.3192804,0.03668068,-0.8598218,1.872579,-0.1107928,0.1793576,1.137433,0.6719165,305.1368,305.1929,15.65217
6,0.05555556,-0.1652599,-0.3320511,0.1643339,-1.19479,3.68842,3.073047,-1.51854,0.01199945,0,0,10.14663,10.85044,-0.3510598,0.3099856,-0.1030424,-0.5901368,3.871065,-0.3629769,-0.2144217,0.306486,0.01546597,-0.8605089,1.876504,-0.1107047,0.1769507,1.134452,0.6710184,305.986,305.5382,14.41361
6,0.06666667,-0.1396034,-0.3801287,0.147791,-1.196374,3.694763,3.071291,-1.519108,-0.05192072,0,0,10.1173,11.07527,-0.3007521,0.3108816,-0.07575495,-0.5912181,3.87685,-0.3663876,-0.2169736,0.2755418,-0.01747729,-0.8620764,1.878905,-0.1097736,0.1748602,1.132449,0.6704595,306.6357,305.7097,13.556
6,0.07777778,-0.1310815,-0.3801298,0.1467081,-1.198232,3.699277,3.07082,-1.519721,-0.05553251,0,0,10.06843,11.29032,-0.2557133,0.271252,-0.0336514,-0.5907243,3.880268,-0.3678379,-0.2077004,0.2456053,-0.03667133,-0.8632519,1.880668,-0.1088967,0.1730871,1.131554,0.6702269,306.9034,305.6431,13.23127
6,0.08888889,-0.1226493,-0.339674,0.1430619,-1.199924,3.701735,3.071032,-1.520317,-0.05421326,0,0,10.01955,11.46628,-0.2204981,0.1997509,-0.01503235,-0.5902764,3.879984,-0.3663301,-0.191082,0.1922153,-0.05481002,-0.864558,1.880676,-0.1073874,0.1715588,1.131625,0.6702193,306.7564,305.4385,13.29912
6,0.1,-0.117422,-0.303464,0.1405158,-1.20139,3.703801,3.071732,-1.519649,0.06138802,0,0,9.960899,11.5738,-0.1959927,0.1059138,-0.0006535407,-0.5890806,3.876971,-0.362554,-0.1754129,0.15162,-0.06658959,-0.8658767,1.880715,-0.1059922,0.1701923,1.132365,0.6702722,306.3374,305.1165,13.58738
