loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
3,0,-0.0218153,-0.6493899,0.1516337,-0.8213221,4.042521,-3.100349,-1.201947,-0.3432589,0,0,10.20528,12.60997,-0.702853,1.059928,0.02072376,-0.5661039,-1.331561,-1.057099,-0.4012435,0.6056707,0.7081009,-0.5805361,1.979055,0.05879514,0.1009648,1.174957,0.87442,323.5038,277.1278,38.92043
3,0.01111111,-0.0218153,-0.6493899,0.1516337,-0.8213221,4.042521,-3.100349,-1.201679,0.02786625,0,0,10.21505,12.43402,-0.702853,1.059928,0.02072376,-0.5661039,-1.331561,-1.057099,-0.4012435,0.6056707,0.7081009,-0.5805361,1.979055,0.05879514,0.09798443,1.172446,0.8774424,323.1481,277.0796,38.89128
3,0.02222222,-0.0218153,-0.6493899,0.1516337,-0.8213221,4.042521,-3.100349,-1.202477,-0.07343091,0,0,10.20528,12.28739,-0.702853,1.059928,0.02072376,-0.5661039,-1.331561,-1.057099,-0.4012435,0.6056707,0.7081009,-0.5805361,1.979055,0.05879514,0.09360648,1.168379,0.8804241,323.2064,277.0307,38.39477
3,0.03333334,-0.006957173,-0.5942799,0.2138028,-0.8284807,4.057737,-3.111067,-1.202539,-0.005015027,0,0,10.1955,12.18964,-0.6143916,0.8757182,-0.0468688,-0.5779566,-1.327767,-1.050487,-0.3507678,0.5074551,0.6683921,-0.5669124,1.990872,0.05466671,0.09065167,1.164965,0.8801708,323.5673,276.8255,37.23001
3,0.04444445,-0.0144504,-0.55528,0.2687472,-0.8367482,4.072429,-3.120048,-1.202496,0.00383656,0,0,10.17595,12.17009,-0.5295199,0.8490382,-0.08281064,-0.5950881,-1.316601,-1.051765,-0.3006661,0.4828213,0.685058,-0.5501979,2.008193,0.04471421,0.08837628,1.16198,0.8787572,323.8936,276.7087,36.11172
3,0.05555556,-0.0144504,-0.55528,0.2687472,-0.8367482,4.072429,-3.120048,-1.202792,-0.0272024,0,0,10.16618,12.23851,-0.5295199,0.8490382,-0.08281064,-0.5950881,-1.316601,-1.051765,-0.3006661,0.4828213,0.685058,-0.5501979,2.008193,0.04471421,0.08420385,1.157459,0.8794951,324.0402,276.6513,35.67894
3,0.06666667,0.01118675,-0.5718725,0.3019587,-0.8447371,4.090768,-3.133632,-1.202351,0.04027352,0,0,10.1564,12.35582,-0.4118437,0.7381195,-0.1205134,-0.6069722,-1.313746,-1.050202,-0.266728,0.4315755,0.689127,-0.5340053,2.021301,0.0382382,0.07936816,1.152138,0.8804498,324.2026,276.4978,35.0344
3,0.07777778,0.01118675,-0.5718725,0.3019587,-0.8447371,4.090768,-3.133632,-1.201365,0.08976617,0,0,10.1564,12.48289,-0.4118437,0.7381195,-0.1205134,-0.6069722,-1.313746,-1.050202,-0.266728,0.4315755,0.689127,-0.5340053,2.021301,0.0382382,0.07583185,1.147706,0.8798818,324.4349,276.2673,33.96974
3,0.08888889,0.04213846,-0.596207,0.3118154,-0.8520187,4.110377,3.134354,-1.202189,-0.0760274,0,0,10.16618,12.60997,-0.3701362,0.7240578,-0.09532076,-0.6212739,-1.301088,-1.054017,-0.2298865,0.4196626,0.6440881,-0.5212195,2.038359,0.02707157,0.07255054,1.143359,0.8793893,324.5454,276.1564,33.06888
3,0.1,0.04213846,-0.596207,0.3118154,-0.8520187,4.110377,3.134354,-1.203607,-0.128856,0,0,10.18573,12.73705,-0.3701362,0.7240578,-0.09532076,-0.6212739,-1.301088,-1.054017,-0.2298865,0.4196626,0.6440881,-0.5212195,2.038359,0.02707157,0.07045536,1.140073,0.8781729,324.7892,276.1323,32.28089
