loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
1,0,0.2574243,-0.271692,0.331397,-1.271986,3.448341,3.088063,-1.593843,0.4591924,0,0,14.4477,11.3001,-0.1904732,0.5279592,-0.2677655,-0.6142464,3.905553,-0.4416333,-0.01839232,0.3594692,0.3673308,-0.752433,1.868006,-0.1506777,0.2212131,1.157484,0.6831757,297.9509,319.3815,12.46555
1,0.01111111,0.2574243,-0.271692,0.331397,-1.271986,3.448341,3.088063,-1.600208,-0.5861458,0,0,14.19355,11.27077,-0.1904732,0.5279592,-0.2677655,-0.6142464,3.905553,-0.4416333,-0.01839232,0.3594692,0.3673308,-0.752433,1.868006,-0.1506777,0.2206683,1.155848,0.6834992,298.4185,319.3459,12.45615
1,0.02222222,0.2189448,-0.2552395,0.2875989,-1.276676,3.453122,3.083493,-1.594507,0.5268328,0,0,13.9785,11.25122,-0.1547715,0.5072594,-0.1743265,-0.6184712,3.921674,-0.4530937,-0.01132227,0.3348525,0.3374996,-0.7473176,1.878632,-0.158559,0.2198335,1.153995,0.6840104,298.4991,319.7541,12.04687
1,0.03333334,0.2189448,-0.2552395,0.2875989,-1.276676,3.453122,3.083493,-1.598716,-0.3896989,0,0,13.78299,11.25122,-0.1547715,0.5072594,-0.1743265,-0.6184712,3.921674,-0.4530937,-0.01132227,0.3348525,0.3374996,-0.7473176,1.878632,-0.158559,0.2189807,1.152215,0.6842564,298.8498,320.1812,11.41394
1,0.04444445,0.180382,-0.2396832,0.2555261,-1.280941,3.457117,3.08149,-1.594866,0.3560898,0,0,13.61681,11.24145,-0.1023733,0.4131641,-0.1132469,-0.6202033,3.929971,-0.4599769,-0.001980297,0.3070653,0.3268411,-0.7413799,1.88826,-0.166038,0.2179768,1.150468,0.6847349,299.0263,320.6381,10.7275
1,0.05555556,0.180382,-0.2396832,0.2555261,-1.280941,3.457117,3.08149,-1.597839,-0.2750196,0,0,13.45064,11.2219,-0.1023733,0.4131641,-0.1132469,-0.6202033,3.929971,-0.4599769,-0.001980297,0.3070653,0.3268411,-0.7413799,1.88826,-0.166038,0.217133,1.149023,0.6848814,299.3199,320.8428,10.23937
1,0.06666667,0.1505366,-0.249795,0.2162598,-1.284311,3.463197,3.077676,-1.595373,0.2283241,0,0,13.27468,11.21212,-0.08057705,0.3505468,-0.1828845,-0.6290663,3.93207,-0.4606933,0.01232122,0.2621457,0.2852661,-0.737653,1.89531,-0.1720634,0.2162913,1.147777,0.6851042,299.4,321.0361,9.808803
1,0.07777778,0.1505366,-0.249795,0.2162598,-1.284311,3.463197,3.077676,-1.59625,-0.08209991,0,0,13.05963,11.17302,-0.08057705,0.3505468,-0.1828845,-0.6290663,3.93207,-0.4606933,0.01232122,0.2621457,0.2852661,-0.737653,1.89531,-0.1720634,0.2156556,1.146911,0.6850672,299.5782,321.1859,9.442228
1,0.08888889,0.1376915,-0.2437871,0.1842531,-1.287385,3.46844,3.073544,-1.59591,0.03223811,0,0,12.84457,11.13392,-0.04680531,0.2909357,-0.2131725,-0.636447,3.93332,-0.461892,0.03085045,0.1916737,0.2586414,-0.7332172,1.898123,-0.1755252,0.2150295,1.146385,0.6851591,299.6434,321.4412,9.066706
1,0.1,0.1376915,-0.2437871,0.1842531,-1.287385,3.46844,3.073544,-1.598243,-0.2134312,0,0,12.62952,11.08504,-0.04680531,0.2909357,-0.2131725,-0.636447,3.93332,-0.461892,0.03085045,0.1916737,0.2586414,-0.7332172,1.898123,-0.1755252,0.2144197,1.146134,0.6854904,299.5592,321.359,9.06279
