loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
5,0,-0.002551019,0.602885,0.676258,-0.8824512,3.740632,-2.730695,-0.7695816,-0.4823739,0,0,20.30303,10.61584,0.09830078,-0.06475702,-0.4415554,-0.1670143,3.161755,0.3767156,0.06746499,0.1354563,0.1420534,-0.9900871,1.496027,0.05416683,0.2193636,1.156803,0.6936563,326.5142,300.0131,30.31655
5,0.01111111,-0.003694892,0.6229001,0.6579307,-0.8915645,3.73537,-2.727458,-0.7733521,-0.3378835,0,0,19.66765,10.59628,0.106451,-0.05609977,-0.4905998,-0.1737052,3.177463,0.3596378,0.06226029,0.1429539,0.1538161,-0.9877281,1.498115,0.0525929,0.2175504,1.156692,0.6936826,326.0701,299.7968,30.45177
5,0.02222222,0.01117259,0.6313184,0.6450234,-0.9006502,3.730291,-2.724893,-0.7771631,-0.3429123,0,0,19.40372,10.61584,0.1062975,-0.02087197,-0.5182041,-0.1797533,3.196124,0.3400851,0.03888416,0.1686187,0.1465053,-0.986168,1.501314,0.05120939,0.2154029,1.15679,0.6933705,325.2771,299.2328,30.04188
5,0.03333334,0.02820796,0.6356105,0.6449487,-0.9101555,3.7258,-2.723107,-0.7817826,-0.4166477,0,0,19.49169,10.66471,0.1054997,-0.01030043,-0.4904841,-0.1840191,3.205038,0.3300059,0.02920932,0.18675,0.1231221,-0.9854831,1.504675,0.04919604,0.2140374,1.157309,0.692794,324.1806,298.6337,29.04795
5,0.04444445,0.02708143,0.6503816,0.6319998,-0.9192513,3.720232,-2.719976,-0.7864234,-0.4180813,0,0,19.99022,10.71359,0.1056569,-0.009285659,-0.4713067,-0.1883276,3.212544,0.3214443,0.03747959,0.1877308,0.09003121,-0.9856354,1.507274,0.04704474,0.2128621,1.15766,0.6927021,323.335,299.0079,28.84106
5,0.05555556,-0.003896058,0.6660576,0.6116477,-0.9278618,3.714497,-2.715289,-0.7908486,-0.3984022,0,0,20.83089,10.78201,0.08238822,-0.009301126,-0.4540831,-0.1927346,3.217786,0.3159297,0.03538993,0.1835077,0.09751073,-0.984102,1.509597,0.04536828,0.211569,1.157682,0.692784,322.8048,299.5793,29.06169
5,0.06666667,-0.02520764,0.6562541,0.5968828,-0.9364101,3.709769,-2.711442,-0.7940044,-0.2826729,0,0,21.59335,10.82111,0.02926657,0.02273786,-0.443982,-0.1967277,3.231934,0.3035969,0.01849219,0.1974495,0.1082762,-0.982381,1.512699,0.04404389,0.2099583,1.157306,0.6927006,322.3437,300.078,29.13593
5,0.07777778,-0.02516127,0.6349144,0.5939214,-0.9448714,3.706093,-2.709001,-0.7962111,-0.1970399,0,0,22.16031,10.83089,0.008192301,0.03759937,-0.4171437,-0.2001445,3.240731,0.2957432,0.01318336,0.2060014,0.1040489,-0.9812225,1.515978,0.04212402,0.2080074,1.156601,0.6923833,321.9212,300.4916,28.7763
5,0.08888889,0.003711164,0.5761982,0.5763992,-0.9520204,3.704201,-2.708921,-0.8000381,-0.3457185,0,0,22.47312,10.82111,0.008592814,0.04386523,-0.3691904,-0.2021195,3.247384,0.289133,0.008913472,0.2166636,0.09661034,-0.980242,1.519279,0.04034875,0.2057519,1.155724,0.6919879,321.5782,300.8584,28.10366
5,0.1,0.01014346,0.5569553,0.5691458,-0.9599753,3.701195,-2.70774,-0.804542,-0.4062557,0,0,22.31672,10.78201,0.01945123,0.05444225,-0.3468743,-0.2047635,3.256017,0.2798271,-0.004094921,0.2241516,0.0626159,-0.980635,1.522918,0.03870931,0.2032722,1.15489,0.6915376,321.2552,301.1532,27.39301
5,0.1111111,0.03364822,0.5174356,0.5546188,-0.9668319,3.699365,-2.70802,-0.8094667,-0.4445027,0,0,22.17009,10.70381,0.04829265,0.07674507,-0.3427875,-0.2078128,3.268908,0.26551,-0.01902211,0.2115091,0.06171111,-0.9794616,1.526451,0.03668638,0.2006606,1.154178,0.6910325,320.8734,301.3129,26.83052
5,0.1222222,0.04220563,0.4982045,0.5484247,-0.9742419,3.697058,-2.707506,-0.8125006,-0.2714331,0,0,22.17009,10.56696,0.05989757,0.0874107,-0.3620444,-0.2124436,3.280538,0.2528147,-0.02327442,0.2062081,0.06601308,-0.9785002,1.52895,0.03570101,0.1980783,1.153544,0.6904496,320.4066,301.2895,26.43762
5,0.1333333,0.0464676,0.4982509,0.5516084,-0.9824066,3.693973,-2.706302,-0.8164575,-0.3575459,0,0,22.31672,10.39101,0.0437555,0.08963333,-0.3832093,-0.217021,3.291215,0.2425144,-0.03817815,0.1935627,0.07041577,-0.9773684,1.532072,0.03445704,0.1956576,1.152939,0.6897821,319.8907,301.3347,26.04388
5,0.1444445,0.05497569,0.5100715,0.558919,-0.9909015,3.690611,-2.705384,-0.8191921,-0.2448415,0,0,22.70772,10.17595,0.002277076,0.07583649,-0.3711921,-0.2205465,3.296868,0.238517,-0.05515461,0.2011039,0.07479961,-0.9762691,1.535064,0.03404053,0.1934751,1.152266,0.689144,319.4334,301.3963,25.66486
