loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
5,0,-0.1286994,-0.6296721,0.3164967,-1.325115,3.506997,-3.039743,-1.387001,-0.03708577,0,0,10.73314,8.396872,-0.3239242,0.401745,-0.1122499,-0.669058,3.952163,-0.3480754,-0.1298438,0.2485805,0.1672257,-0.7741655,2.03826,-0.2331997,0.2215463,1.120652,0.7569734,298.1624,328.7492,7.764815
5,0.01111111,-0.1180961,-0.6137003,0.3131041,-1.327673,3.513762,-3.040452,-1.38734,-0.03063152,0,0,10.78201,8.514174,-0.3239137,0.3729657,-0.103792,-0.6709472,3.956535,-0.3478725,-0.130953,0.2379423,0.1683239,-0.7727364,2.042341,-0.2345915,0.2166668,1.120115,0.7564629,298.5423,325.6227,8.865172
5,0.02222222,-0.09056988,-0.5647249,0.3018918,-1.330199,3.518888,-3.041537,-1.387902,-0.05138158,0,0,10.79179,8.797654,-0.2993637,0.3206862,-0.08600321,-0.67202,3.959179,-0.347562,-0.1362476,0.2251988,0.1790405,-0.7709292,2.046015,-0.2355403,0.2123699,1.12003,0.7553584,299.5334,319.806,13.81483
5,0.03333334,-0.08529963,-0.5455408,0.3016886,-1.333059,3.524876,-3.042173,-1.387118,0.07194357,0,0,10.74291,9.227761,-0.2801549,0.2950639,-0.07662813,-0.6734628,3.962705,-0.3479196,-0.1342028,0.2219854,0.1705048,-0.7699545,2.050005,-0.2369478,0.2084841,1.119973,0.7544959,299.6053,319.0846,13.56738
5,0.04444445,-0.05459434,-0.4923576,0.2840326,-1.335239,3.52879,-3.043652,-1.387628,-0.04734868,0,0,10.66471,9.608994,-0.2481135,0.2725939,-0.06095572,-0.6743454,3.965954,-0.3488277,-0.1343646,0.2145029,0.154538,-0.7693164,2.05339,-0.2378759,0.2055549,1.119802,0.7538019,299.7756,317.9705,14.15805
5,0.05555556,-0.03976295,-0.4733138,0.2678237,-1.337241,3.534195,-3.045026,-1.386893,0.06751372,0,0,10.56696,9.892473,-0.2118763,0.2629251,-0.05701206,-0.6758437,3.969738,-0.3505349,-0.131346,0.1984903,0.1406882,-0.7686288,2.056287,-0.2386475,0.2037209,1.119744,0.7538867,299.604,317.6628,14.34082
5,0.06666667,-0.02282249,-0.4629701,0.2325266,-1.338167,3.539275,-3.046546,-1.387978,-0.09992812,0,0,10.47898,10.1173,-0.1820383,0.2554027,-0.05407146,-0.6772594,3.973433,-0.3523072,-0.1325881,0.1814299,0.1279414,-0.7679886,2.058689,-0.238824,0.2025563,1.119673,0.7542913,299.5607,317.9287,14.16508
5,0.07777778,-0.006941445,-0.4558244,0.1972654,-1.338761,3.544515,-3.048134,-1.387472,0.04702394,0,0,10.38123,10.31281,-0.169298,0.2319376,-0.05315981,-0.6784009,3.97587,-0.3526057,-0.1264089,0.1526203,0.1162176,-0.7672945,2.06,-0.2386315,0.2020334,1.119622,0.7546929,299.6305,318.0679,14.32504
5,0.08888889,0.02062215,-0.4293873,0.1703071,-1.339502,3.548778,-3.050292,-1.387432,0.003069514,0,0,10.29326,10.48876,-0.1746231,0.1946539,-0.04468218,-0.6790342,3.977309,-0.3516044,-0.1190223,0.1302256,0.1183258,-0.7661099,2.061685,-0.2388515,0.2017394,1.119566,0.7550528,299.5315,318.5506,14.21972
5,0.1,0.04282017,-0.3857767,0.1580822,-1.340453,3.552034,-3.052068,-1.387294,0.01250026,0,0,10.20528,10.66471,-0.1596155,0.1903345,-0.0320282,-0.6796334,3.98028,-0.352615,-0.1179528,0.1174474,0.1258,-0.7646474,2.063575,-0.238884,0.2014114,1.1195,0.7552776,299.3978,318.7341,14.3334
5,0.1111111,0.06715342,-0.3442578,0.1469501,-1.341494,3.554707,-3.053895,-1.387892,-0.05493645,0,0,10.1564,10.89932,-0.1157089,0.2040461,-0.006784342,-0.6800089,3.985013,-0.3564409,-0.115927,0.08973636,0.1279582,-0.7631805,2.064105,-0.2379891,0.2009546,1.119446,0.7554106,299.3069,318.5146,14.7443
5,0.1222222,0.07557618,-0.3187756,0.1360179,-1.342422,3.557574,-3.055683,-1.387607,0.02643761,0,0,10.12708,11.17302,-0.06537742,0.2294543,0.01950316,-0.6801729,3.990759,-0.3618927,-0.1106749,0.08650544,0.1204636,-0.7622947,2.065655,-0.2380586,0.2004305,1.119383,0.7554559,299.2116,318.0189,15.35625
5,0.1333333,0.09465143,-0.2965861,0.1133802,-1.342755,3.560474,-3.058207,-1.387546,0.005124466,0,0,10.10753,11.4565,-0.04188542,0.2411215,0.02360129,-0.6810054,3.995546,-0.3658009,-0.1075045,0.08542444,0.118316,-0.7612166,2.067578,-0.2382874,0.1999321,1.119322,0.7555194,299.1153,317.5481,15.91383
5,0.1444445,0.1105278,-0.2916485,0.07068306,-1.34183,3.563576,-3.060734,-1.387277,0.02439379,0,0,10.0782,11.76931,-0.02695699,0.2570763,0.02138709,-0.6821197,4.00078,-0.3701173,-0.09587798,0.0640681,0.1182557,-0.7599176,2.068015,-0.2379191,0.1994998,1.119286,0.7556292,299.0119,317.2121,16.32036
5,0.1555556,0.116864,-0.2876469,0.0429348,-1.341234,3.566677,-3.063092,-1.387793,-0.04753086,0,0,10.0391,12.03324,-0.006612957,0.2452837,0.03611308,-0.682133,4.004656,-0.3737368,-0.08431344,0.04909196,0.107531,-0.7591607,2.068356,-0.2376048,0.1991081,1.119244,0.7557464,298.8903,316.9576,16.65469
5,0.1666667,0.1199455,-0.282803,-0.005062409,-1.339156,3.569583,-3.06524,-1.387611,0.01697105,0,0,10,12.18964,0.02539618,0.2238881,0.04752697,-0.6818854,4.007734,-0.3775662,-0.07285176,0.02557464,0.08829942,-0.7587692,2.067573,-0.2366791,0.198762,1.119183,0.7557929,298.7173,316.6664,17.01534
5,0.1777778,0.1016431,-0.2513113,-0.04690773,-1.337017,3.571,-3.065942,-1.387221,0.03534639,0,0,9.970675,12.22874,0.07428612,0.1822563,0.04278523,-0.6817623,4.008701,-0.3810022,-0.06679344,-0.01177063,0.06700266,-0.7584597,2.06555,-0.2346423,0.1984632,1.119139,0.7558048,298.536,316.3129,17.36679
5,0.1888889,0.0973039,-0.2300511,-0.05137447,-1.336291,3.572712,-3.067204,-1.386854,0.03308535,0,0,9.960899,12.16031,0.08254601,0.1354151,0.02131225,-0.6821874,4.008337,-0.3818443,-0.05857844,-0.04167163,0.04460929,-0.758415,2.063262,-0.2326543,0.1981897,1.119114,0.7558469,298.3892,315.9895,17.65114
5,0.2,0.08972847,-0.1906677,-0.05283788,-1.335519,3.573429,-3.068204,-1.385632,0.1115074,0,0,9.951125,12.01369,0.0729268,0.07255526,0.03296509,-0.6809495,4.006613,-0.3809679,-0.05449274,-0.05875374,0.03182613,-0.7581199,2.061551,-0.2309893,0.1979662,1.11912,0.755829,298.2248,315.6046,17.94575
5,0.2111111,0.08431934,-0.1673009,-0.05839433,-1.334612,3.574424,-3.069183,-1.385981,-0.03291611,0,0,9.980451,11.79863,0.08069202,0.03088202,0.08181924,-0.6780744,4.006805,-0.3822773,-0.05793671,-0.09178219,0.01806063,-0.7578323,2.058441,-0.2280486,0.197751,1.11919,0.755774,298.17,315.1132,18.17387
5,0.2222222,0.06291269,-0.1462279,-0.07455006,-1.333102,3.575288,-3.069261,-1.386016,-0.002706981,0,0,10.02933,11.54448,0.1034531,-0.01297473,0.141196,-0.6740897,4.00653,-0.3839972,-0.06345093,-0.1130851,0.006421603,-0.7576603,2.055532,-0.2250107,0.1974309,1.119281,0.7556745,298.2086,314.5488,18.493
5,0.2333333,0.03719527,-0.1166937,-0.09611159,-1.331175,3.575429,-3.068615,-1.38593,0.007853291,0,0,10.08798,11.261,0.1111266,-0.03330583,0.1730486,-0.6710377,4.006763,-0.3856923,-0.06465949,-0.1290765,-0.003132679,-0.757599,2.05267,-0.2222277,0.1970365,1.119374,0.7555143,298.2966,313.9325,18.88941
5,0.2444444,0.01794647,-0.0998173,-0.1068993,-1.329554,3.575781,-3.068172,-1.385082,0.07748123,0,0,10.16618,10.98729,0.110311,-0.04936279,0.2081748,-0.6672816,4.007241,-0.3872806,-0.05526346,-0.1515073,-0.01489236,-0.7576485,2.048946,-0.2192525,0.1965967,1.11947,0.7552457,298.5088,313.5446,19.06398
5,0.2555556,-0.03972872,-0.06834612,-0.1369314,-1.327106,3.575363,-3.065761,-1.384536,0.04932496,0,0,10.2346,10.75269,0.1178816,-0.04834354,0.2219717,-0.6644342,4.008415,-0.3897339,-0.04696177,-0.1739396,-0.02984013,-0.7578754,2.044902,-0.2160476,0.1961869,1.119603,0.7548953,298.8151,313.4717,18.89357
5,0.2666667,-0.09309616,-0.05063914,-0.1604412,-1.324613,3.575185,-3.062963,-1.384794,-0.02381704,0,0,10.29326,10.56696,0.1327097,-0.0227662,0.2048663,-0.6631787,4.010452,-0.3933124,-0.03657877,-0.1995866,-0.049059,-0.7583671,2.040159,-0.2124736,0.1958396,1.119743,0.7544156,299.2161,313.7816,18.28404
5,0.2777778,-0.1293674,-0.04664484,-0.1753372,-1.321961,3.575479,-3.060344,-1.383251,0.1414452,0,0,10.34213,10.44966,0.1474955,-0.02276132,0.1887727,-0.6615894,4.011079,-0.3959649,-0.02828456,-0.2188299,-0.06720506,-0.7590174,2.035352,-0.2089889,0.1955596,1.119855,0.7541038,299.3027,313.6029,18.24965
5,0.2888889,-0.1784152,-0.04593539,-0.1954849,-1.319092,3.575726,-3.05677,-1.382932,0.02820103,0,0,10.38123,10.41056,0.1388116,-0.0376247,0.1717709,-0.6598216,4.010501,-0.3967625,-0.02644163,-0.2401816,-0.09061631,-0.7599874,2.030111,-0.2048477,0.1952267,1.119999,0.7538895,299.494,314.1323,17.39654
5,0.3,-0.2274063,-0.05905078,-0.2122945,-1.316159,3.576774,-3.05302,-1.383336,-0.03682756,0,0,10.41056,10.43011,0.1057523,-0.07698715,0.1772726,-0.6569939,4.008501,-0.3951774,-0.02245119,-0.266862,-0.1097833,-0.7610452,2.024037,-0.2003371,0.1947106,1.120181,0.7538615,299.5795,314.4858,16.70072
5,0.3111111,-0.2678769,-0.0699352,-0.2227487,-1.31337,3.577713,-3.048971,-1.382801,0.0494853,0,0,10.43011,10.47898,0.07820713,-0.1334698,0.2114565,-0.6524451,4.005691,-0.3927957,-0.01956995,-0.2797036,-0.1406806,-0.7628018,2.018515,-0.1961386,0.1937083,1.120399,0.753562,299.758,315.9715,14.64579
