loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
4,0,0.5948749,-0.4793401,0.7969317,-1.389618,3.403765,-3.100214,-1.479495,0.6557806,0,0,15.31769,10.96774,-0.1356499,0.7102489,-0.1446394,-0.5713253,3.769678,-0.3512246,0.04169211,0.2892568,0.231901,-0.863987,1.783596,-0.09375153,0.2107102,1.144002,0.6822014,294.9978,336.769,358.1429
4,0.01111111,0.4802246,-0.6141849,0.7751375,-1.405199,3.422328,-3.110026,-1.491483,-1.101356,0,0,14.97556,10.90909,-0.04092142,0.5094064,-0.3814494,-0.5869442,3.769332,-0.3526427,0.06561477,0.2230532,0.2094313,-0.8604466,1.787823,-0.09862431,0.2068137,1.141044,0.6809214,295.9089,335.8727,357.6897
4,0.02222222,0.4365013,-0.6189499,0.739025,-1.411406,3.428992,-3.114003,-1.488546,0.2787938,0,0,14.67253,10.87977,-0.04498962,0.4276534,-0.4796464,-0.5958237,3.76641,-0.3495865,0.0795079,0.2048796,0.2253452,-0.8573786,1.790578,-0.1019948,0.2031132,1.137617,0.6785849,296.5757,335.5926,356.7802
4,0.03333334,0.3626724,-0.5411221,0.6700554,-1.41594,3.432006,-3.115772,-1.482467,0.5522729,0,0,14.45748,10.86999,-0.0702751,0.3362834,-0.5617366,-0.6047357,3.760896,-0.3430458,0.09894551,0.2016377,0.261418,-0.8532358,1.794221,-0.106234,0.199527,1.133711,0.6759978,297.3444,336.4358,355.1887
4,0.04444445,0.341254,-0.517034,0.6389145,-1.421629,3.437003,-3.119493,-1.485741,-0.3024229,0,0,14.26197,10.86022,-0.0648836,0.2637804,-0.5417389,-0.6094905,3.75846,-0.3405216,0.09454236,0.2005724,0.2444083,-0.851452,1.797391,-0.1091606,0.1956937,1.129838,0.6734458,298.5017,337.0575,354.0257
4,0.05555556,0.3198171,-0.48861,0.6141158,-1.427349,3.441627,-3.122855,-1.485695,0.007891101,0,0,14.0176,10.86022,-0.02558786,0.2463505,-0.4217153,-0.6101313,3.762311,-0.3451076,0.08555099,0.1909715,0.1869692,-0.8519095,1.800241,-0.1119518,0.1917557,1.126476,0.6713871,299.5937,337.0918,353.1275
4,0.06666667,0.3057863,-0.4420958,0.5859097,-1.432718,3.444886,-3.126133,-1.48826,-0.2341859,0,0,13.71457,10.89932,-0.003516592,0.229006,-0.3228626,-0.6104013,3.765556,-0.3486373,0.07989325,0.1877441,0.1476021,-0.8520795,1.802819,-0.1143109,0.1881649,1.124068,0.6700194,300.4618,337.0353,352.2247
4,0.07777778,0.3013684,-0.3975554,0.5694361,-1.438532,3.447838,-3.129909,-1.489055,-0.07009541,0,0,13.36266,10.91887,0.008144822,0.1796106,-0.1888651,-0.6075603,3.767276,-0.3506185,0.09034613,0.1876442,0.1230233,-0.8516443,1.805809,-0.1176585,0.1851317,1.122775,0.6690866,300.8013,337.2128,351.426
4,0.08888889,0.286153,-0.313761,0.540813,-1.443436,3.447949,-3.132463,-1.489862,-0.07288646,0,0,12.9521,10.92864,0.00541006,0.1229671,-0.1208148,-0.6061568,3.766516,-0.3498712,0.09760977,0.1673451,0.1134064,-0.850872,1.80747,-0.1201906,0.1826564,1.122487,0.6683825,300.7218,337.5964,350.7651
4,0.1,0.2580961,-0.2140721,0.5088286,-1.447936,3.446652,-3.134037,-1.491006,-0.1036782,0,0,12.47312,11.00684,0.00233685,0.09948172,-0.101678,-0.6067203,3.766591,-0.3498677,0.08586224,0.1461423,0.1252586,-0.8490083,1.80917,-0.1218005,0.1806848,1.122938,0.6678177,300.3662,338.0668,350.2147
4,0.1111111,0.2237236,-0.1324656,0.4813139,-1.452172,3.445041,-3.135064,-1.490709,0.02829387,0,0,11.91593,11.16325,0.00105634,0.09742431,-0.1283067,-0.6094272,3.766681,-0.3499042,0.0869628,0.1291236,0.1401968,-0.8468911,1.810806,-0.1240804,0.1791195,1.123765,0.6674033,299.8624,338.6079,349.672
4,0.1222222,0.2075861,-0.08690511,0.4637828,-1.456778,3.444376,-3.136792,-1.490269,0.04009469,0,0,11.31965,11.4174,0.005137533,0.1315738,-0.1623559,-0.6130384,3.768679,-0.3516212,0.09329129,0.1226888,0.136961,-0.8456666,1.81247,-0.1264834,0.1780164,1.12466,0.6670552,299.3568,339.1471,349.1212
4,0.1333333,0.1829126,-0.05773538,0.4112785,-1.459271,3.444051,-3.137668,-1.490164,0.00963422,0,0,10.73314,11.75953,0.01999902,0.1539588,-0.1687837,-0.6161319,3.772084,-0.3554114,0.09825963,0.1045094,0.1039272,-0.8459025,1.813373,-0.1285188,0.1773854,1.125383,0.6668989,298.9757,339.7157,348.5765
4,0.1444445,0.1785981,-0.05607331,0.370781,-1.46194,3.444617,-3.139572,-1.491183,-0.09288622,0,0,10.20528,12.03324,0.04145703,0.1837198,-0.1550249,-0.6184989,3.77659,-0.3603843,0.09576166,0.08529605,0.07201773,-0.8463116,1.813649,-0.1296674,0.177161,1.125825,0.6669623,298.7649,340.3345,348.1095
4,0.1555556,0.1742848,-0.05323112,0.3409282,-1.464801,3.445239,-3.141405,-1.490803,0.03584589,0,0,9.745846,12.28739,0.04368233,0.1826146,-0.1433302,-0.6202902,3.778917,-0.3628693,0.09649234,0.07033087,0.04007333,-0.8470791,1.813994,-0.1310978,0.1771983,1.125928,0.6671106,298.6781,340.9713,347.7683
4,0.1666667,0.1592687,-0.03780291,0.2960267,-1.466298,3.44506,3.140611,-1.492023,-0.1116294,0,0,9.354838,12.49267,0.04309823,0.1611391,-0.08052358,-0.6190071,3.781295,-0.3653609,0.0960989,0.05535555,0.001748497,-0.8485672,1.813769,-0.1320009,0.1773566,1.125778,0.6671032,298.779,341.406,347.6877
4,0.1777778,0.1431933,-0.02338482,0.2564617,-1.46764,3.444759,3.139738,-1.492366,-0.030197,0,0,9.042033,12.64907,0.0422057,0.1344335,-0.05395939,-0.6188989,3.782156,-0.3664627,0.09271359,0.04044919,-0.01204363,-0.8490509,1.813783,-0.1330161,0.177442,1.12543,0.6668485,298.9301,341.7807,347.652
4,0.1888889,0.1076789,0.02482196,0.1942402,-1.467851,3.443254,3.139916,-1.492036,0.03047309,0,0,8.817204,12.66862,0.0487893,0.07360807,-0.01901963,-0.6171833,3.78025,-0.3657106,0.09325339,-0.01392684,-0.03753095,-0.8501556,1.81055,-0.1318438,0.1773002,1.124923,0.6663407,299.1238,342.1438,347.5213
4,0.2,0.08003566,0.03828049,0.1684755,-1.468214,3.441741,3.140506,-1.491947,0.007999677,0,0,8.660803,12.55132,0.05523244,0.03307975,-0.005329251,-0.6163764,3.778555,-0.3652235,0.09933157,-0.04382432,-0.05350532,-0.8509998,1.808118,-0.131452,0.1769142,1.124339,0.6656356,299.3596,342.3057,347.404
4,0.2111111,0.06171591,0.0954797,0.144414,-1.468845,3.438441,3.140862,-1.491288,0.06036207,0,0,8.592375,12.31672,0.08271622,-0.07347524,-0.01329198,-0.6149756,3.769937,-0.3601561,0.1117746,-0.0833333,-0.06632653,-0.8519521,1.804696,-0.1308131,0.1763527,1.123778,0.6648241,299.6066,342.3181,347.2674
4,0.2222222,0.05307664,0.1261953,0.1302203,-1.469676,3.435753,3.140896,-1.491124,0.01477344,0,0,8.582601,12.01369,0.09435096,-0.1032988,-0.01879013,-0.6146693,3.766284,-0.3586785,0.1147369,-0.1057352,-0.07909495,-0.8529711,1.80213,-0.1305314,0.1757729,1.123379,0.6640429,299.8744,342.2244,347.1363
4,0.2333333,0.03048895,0.1920328,0.1177832,-1.470444,3.430966,-3.141334,-1.491857,-0.06685466,0,0,8.563051,11.74976,0.1123334,-0.1256694,-0.03071069,-0.6146331,3.762082,-0.3571368,0.114616,-0.1334243,-0.07265118,-0.8530904,1.798808,-0.1294347,0.1752916,1.123276,0.6634429,300.1098,342.1824,346.9775
4,0.2444444,0.02380764,0.2727793,0.09982757,-1.470749,3.424702,-3.140546,-1.49247,-0.05525981,0,0,8.563051,11.50538,0.1282553,-0.1416575,-0.03514215,-0.6144664,3.758389,-0.3561259,0.1239885,-0.1558684,-0.08334305,-0.8540757,1.795201,-0.128816,0.1750468,1.123539,0.6631092,300.2076,342.2881,346.7844
4,0.2555556,0.01728921,0.3044634,0.07710305,-1.470768,3.42032,-3.140042,-1.492042,0.03965201,0,0,8.592375,11.29032,0.1390123,-0.1363797,-0.02242976,-0.6137707,3.75647,-0.3564058,0.1268051,-0.1825553,-0.1110258,-0.8560662,1.791032,-0.1275809,0.1750748,1.124111,0.6630471,300.1313,342.5199,346.6118
4,0.2666667,0.01614267,0.314632,0.03437507,-1.469497,3.416451,-3.13975,-1.492513,-0.04329373,0,0,8.660803,11.11437,0.1562147,-0.1332627,-0.003381183,-0.6126122,3.754686,-0.3573105,0.135995,-0.2082283,-0.1419526,-0.8583896,1.786277,-0.1263167,0.1754717,1.124968,0.6632525,300.0027,342.8213,346.4416
4,0.2777778,0.0107848,0.3152939,0.0002865554,-1.468316,3.413024,-3.139497,-1.492856,-0.03086387,0,0,8.768329,10.96774,0.1798573,-0.1472262,0.02515787,-0.6105217,3.75188,-0.3579022,0.1366679,-0.2349067,-0.1706774,-0.860796,1.78125,-0.1244109,0.1763127,1.126034,0.6637083,299.7838,343.1624,346.3717
4,0.2888889,-0.0009987503,0.3123938,-0.06465487,-1.464982,3.409677,-3.138655,-1.493195,-0.03064483,0,0,8.905182,10.85044,0.2056135,-0.180366,0.05469395,-0.6077057,3.747598,-0.3576945,0.132251,-0.2455535,-0.1823434,-0.8628642,1.776752,-0.1227771,0.1774949,1.127196,0.6642803,299.5088,343.4905,346.5068
4,0.3,-0.02345934,0.3137318,-0.1285702,-1.461144,3.406151,-3.136919,-1.493334,-0.01241329,0,0,9.042033,10.75269,0.2141514,-0.2038388,0.06095597,-0.6058031,3.742804,-0.3563288,0.1363257,-0.2605008,-0.1951397,-0.8650773,1.77217,-0.1215778,0.1788849,1.128349,0.6647854,299.2263,343.6851,346.8427
4,0.3111111,-0.04378196,0.3204879,-0.1850886,-1.456987,3.402214,-3.135254,-1.492862,0.04340544,0,0,9.169111,10.65494,0.2097095,-0.2176278,0.04071327,-0.6050841,3.737682,-0.354291,0.1405031,-0.2775671,-0.1930147,-0.8666576,1.766898,-0.1199059,0.1803307,1.129366,0.6651791,298.973,343.808,347.2331
