loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
5,0,-0.4728596,-0.5288582,0.04449424,-1.218976,3.477545,-2.835369,-1.260013,-0.03312245,0,0,10.44966,11.25122,-0.6624525,0.4929668,-0.1886898,-0.4233339,3.584431,-0.1224551,-0.2789999,0.4765572,0.2671777,-0.928216,1.691506,-0.07589903,0.2123574,1.194424,0.7042078,297.7351,312.0045,20.33243
5,0.01111111,-0.4001243,-0.5622577,0.08820478,-1.219071,3.485787,-2.83602,-1.259952,0.005616986,0,0,10.43988,11.24145,-0.6199319,0.5711653,-0.3443116,-0.4335674,3.60303,-0.1338036,-0.2656704,0.4776791,0.3309759,-0.9228535,1.698462,-0.07770491,0.2104299,1.193806,0.7065246,297.7297,312.0859,19.84785
5,0.02222222,-0.3306843,-0.5711716,0.1317101,-1.219797,3.493389,-2.837141,-1.261663,-0.1567218,0,0,10.43011,11.21212,-0.5829792,0.601079,-0.3903273,-0.4401731,3.618538,-0.1426006,-0.2587749,0.5320364,0.3617098,-0.9184502,1.708805,-0.0813609,0.2079645,1.192623,0.7085128,297.9458,311.9953,19.45697
5,0.03333334,-0.2581238,-0.5608833,0.1761023,-1.221298,3.500351,-2.839067,-1.262001,-0.02997909,0,0,10.43011,11.20235,-0.5635585,0.586026,-0.3564351,-0.4435239,3.631251,-0.1485186,-0.2770497,0.564,0.3234572,-0.9169034,1.718154,-0.08337984,0.2051166,1.191078,0.7099622,298.2215,311.7249,19.1422
5,0.04444445,-0.1867329,-0.5282578,0.2171213,-1.223427,3.506329,-2.841153,-1.262098,-0.009212758,0,0,10.43988,11.20235,-0.5435045,0.5121015,-0.2353821,-0.4423287,3.639015,-0.150267,-0.2925744,0.5522205,0.2564909,-0.9168092,1.725099,-0.08386933,0.2019969,1.189354,0.7107506,298.5337,311.5501,18.67126
5,0.05555556,-0.1398396,-0.5043243,0.2508353,-1.225747,3.512362,-2.843183,-1.262497,-0.03689589,0,0,10.45943,11.21212,-0.5441543,0.4714323,-0.176915,-0.4429902,3.648121,-0.1524577,-0.3028442,0.5138003,0.1959245,-0.9170036,1.730628,-0.08354922,0.1987119,1.1876,0.7110502,298.8431,311.4286,18.05612
5,0.06666667,-0.07802467,-0.4662907,0.3056911,-1.229639,3.517933,-2.845915,-1.262381,0.01042954,0,0,10.47898,11.23167,-0.5567949,0.4649822,-0.1576471,-0.4450291,3.659163,-0.1558511,-0.310507,0.4967499,0.1779102,-0.9158968,1.73688,-0.08395749,0.1954124,1.185897,0.711084,299.0634,311.2919,17.39632
5,0.07777778,-0.02264622,-0.4165792,0.3593913,-1.234287,3.522713,-2.849068,-1.261652,0.06606177,0,0,10.49853,11.261,-0.5568095,0.4852399,-0.162908,-0.4479298,3.672145,-0.1614051,-0.3222302,0.4840328,0.1844247,-0.914056,1.743286,-0.08390129,0.1922548,1.184265,0.7111307,299.1829,311.1611,16.7508
5,0.08888889,0.008270547,-0.38842,0.3973884,-1.238563,3.528018,-2.851807,-1.26184,-0.01816446,0,0,10.50831,11.3001,-0.5354726,0.5214429,-0.166163,-0.4511917,3.687413,-0.1700767,-0.3252443,0.4915319,0.2014792,-0.9116767,1.75079,-0.0848856,0.1893539,1.1827,0.7112964,299.2241,311.1068,16.16703
5,0.1,0.05735317,-0.3600307,0.4523624,-1.244397,3.533098,-2.855775,-1.261975,-0.01256022,0,0,10.51809,11.35875,-0.4661404,0.5671444,-0.1633784,-0.4543326,3.704557,-0.1827853,-0.3238821,0.5096847,0.2270022,-0.9087654,1.759125,-0.08646086,0.1868092,1.181191,0.711452,299.1749,311.2874,15.55591
