loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
2,0,-0.1491606,-0.3543997,0.5746331,-1.161158,3.615174,-3.090978,-1.361884,-0.03994731,0,0,11.76931,12.60019,-0.4480502,0.5000424,-0.1647408,-0.5483907,3.937537,-0.3838406,-0.1803659,0.4537672,0.3526235,-0.7982554,1.878188,-0.09983978,0.2250902,1.123659,0.6938881,308.1285,309.9238,17.73354
2,0.01111111,-0.1693385,-0.3758415,0.5685014,-1.16695,3.620919,-3.090622,-1.362758,-0.07923768,0,0,11.652,12.48289,-0.4886358,0.4916149,-0.1761634,-0.5524594,3.944906,-0.3831631,-0.1795371,0.440937,0.3313354,-0.7958601,1.884696,-0.1024217,0.2217538,1.123505,0.6958044,308.5763,309.9308,17.77309
2,0.02222222,-0.1959165,-0.3919784,0.5633996,-1.172579,3.626636,-3.089896,-1.363117,-0.03190602,0,0,11.4174,12.37537,-0.483428,0.5108627,-0.1963797,-0.5576585,3.95434,-0.3863501,-0.1711216,0.433433,0.3227548,-0.7930382,1.891659,-0.1056907,0.2179659,1.123319,0.6975253,308.5066,309.3171,18.21842
2,0.03333334,-0.2225444,-0.3974587,0.5582061,-1.17815,3.631881,-3.088593,-1.362857,0.02416215,0,0,11.12415,12.27762,-0.4475172,0.5471882,-0.2412859,-0.5645022,3.96403,-0.3910381,-0.1669487,0.4153029,0.3216889,-0.7899692,1.89763,-0.1082109,0.2140018,1.12317,0.6990132,308.2306,308.7916,18.50835
2,0.04444445,-0.2534536,-0.4072883,0.5456046,-1.183331,3.637536,-3.08682,-1.362757,0.009059265,0,0,10.86022,12.16031,-0.4296035,0.5930843,-0.2742983,-0.5715133,3.974996,-0.3962581,-0.1618089,0.3960744,0.3099724,-0.7872741,1.903203,-0.1105241,0.2100405,1.12303,0.7001802,307.9094,308.265,18.77092
2,0.05555556,-0.2747828,-0.4149724,0.5297644,-1.188352,3.643141,-3.085102,-1.36266,0.008996274,0,0,10.57674,12.06256,-0.4210713,0.6250463,-0.2785174,-0.57772,3.98651,-0.4015703,-0.1461314,0.370394,0.2875174,-0.7853369,1.907957,-0.1128768,0.206299,1.122889,0.7010533,307.7653,307.7391,19.04982
2,0.06666667,-0.2747828,-0.4149724,0.5297644,-1.188352,3.643141,-3.085102,-1.362349,0.02863261,0,0,10.29326,11.97458,-0.4210713,0.6250463,-0.2785174,-0.57772,3.98651,-0.4015703,-0.1461314,0.370394,0.2875174,-0.7853369,1.907957,-0.1128768,0.2029548,1.122778,0.7017055,307.8525,307.2679,19.38016
2,0.07777778,-0.3208058,-0.4136863,0.4585203,-1.195567,3.653726,-3.080845,-1.366426,-0.3728727,0,0,10.08798,11.88661,-0.4111457,0.5609466,-0.2266141,-0.5853404,4.002162,-0.4059291,-0.1172842,0.2944681,0.2117816,-0.7832378,1.914225,-0.1154621,0.2002863,1.122739,0.7019741,308.2078,306.6488,19.79455
2,0.08888889,-0.3208058,-0.4136863,0.4585203,-1.195567,3.653726,-3.080845,-1.359268,0.6577883,0,0,9.990225,11.80841,-0.4111457,0.5609466,-0.2266141,-0.5853404,4.002162,-0.4059291,-0.1172842,0.2944681,0.2117816,-0.7832378,1.914225,-0.1154621,0.1980729,1.122754,0.7022018,307.8398,306.7965,19.33361
2,0.1,-0.332804,-0.4069306,0.3828627,-1.196761,3.658093,-3.078269,-1.366464,-0.6637782,0,0,9.872923,11.72043,-0.4023606,0.4926018,-0.1821762,-0.5869495,4.007009,-0.4057904,-0.110265,0.2624088,0.1766277,-0.7827451,1.916866,-0.1163309,0.1960965,1.122627,0.7029442,308.8806,306.2802,20.23871
