loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
1,0,-0.1684153,-0.7249658,0.4471369,-1.301626,3.489583,-3.022826,-1.331266,0.02417782,0,0,15.08309,15.67937,-0.2661134,0.5209113,-0.07191005,-0.5472157,3.810855,-0.3648685,-0.1172784,0.2812986,0.2705024,-0.8551485,1.780224,-0.08014943,0.2189161,1.12988,0.6850693,302.6469,327.0223,4.969704
1,0.01111111,-0.1684153,-0.7249658,0.4471369,-1.301626,3.489583,-3.022826,-1.331913,-0.0587775,0,0,14.63343,15.49365,-0.2661134,0.5209113,-0.07191005,-0.5472157,3.810855,-0.3648685,-0.1172784,0.2812986,0.2705024,-0.8551485,1.780224,-0.08014943,0.2164344,1.129195,0.6857731,302.9164,326.1667,5.651736
1,0.02222222,-0.1684153,-0.7249658,0.4471369,-1.301626,3.489583,-3.022826,-1.334907,-0.2728248,0,0,14.11535,15.23949,-0.2661134,0.5209113,-0.07191005,-0.5472157,3.810855,-0.3648685,-0.1172784,0.2812986,0.2705024,-0.8551485,1.780224,-0.08014943,0.2133252,1.128455,0.6859761,303.1259,325.6431,5.509571
1,0.03333334,-0.2217022,-0.7364193,0.387644,-1.309759,3.516714,-3.020916,-1.335575,-0.05850431,0,0,13.56794,15.02444,-0.3142069,0.3883854,-0.1935643,-0.5597549,3.820368,-0.3614125,-0.1233483,0.2567354,0.1980876,-0.8513337,1.791026,-0.08274548,0.2105374,1.128089,0.6853238,303.2965,325.0709,4.871279
1,0.04444445,-0.2153057,-0.7418252,0.3791822,-1.312724,3.525773,-3.021159,-1.323966,1.061855,0,0,13.00098,14.89736,-0.329213,0.3724693,-0.2009723,-0.5633246,3.824731,-0.3608458,-0.1085867,0.2417328,0.1873412,-0.8498546,1.793854,-0.08400888,0.2080499,1.127735,0.6850777,303.2038,324.7699,4.487065
1,0.05555556,-0.218517,-0.7357409,0.3545971,-1.31456,3.534654,-3.0212,-1.333435,-0.8743061,0,0,12.44379,14.88759,-0.363196,0.3479691,-0.1827007,-0.5655505,3.82939,-0.3594868,-0.1128005,0.2428121,0.1905783,-0.847829,1.797717,-0.08532768,0.2038637,1.12683,0.6868806,303.3587,324.9762,4.422577
1,0.06666667,-0.2174867,-0.7340371,0.3162307,-1.315687,3.543286,-3.020916,-1.335615,-0.1903362,0,0,11.88661,15.00489,-0.4031754,0.2891181,-0.1048812,-0.5639861,3.832126,-0.3557248,-0.124695,0.2619689,0.1608486,-0.8473577,1.802887,-0.08695167,0.1988252,1.126329,0.6881455,303.3755,324.5274,4.306942
1,0.07777778,-0.2058112,-0.731359,0.26825,-1.315711,3.551766,-3.021254,-1.335837,-0.0193175,0,0,11.40763,15.23949,-0.4194434,0.2375342,0.006880378,-0.5598295,3.836294,-0.3538412,-0.1368576,0.2661878,0.1076861,-0.8485523,1.807014,-0.08771653,0.1937084,1.12638,0.6883309,303.2227,323.8331,3.815229
1,0.08888889,-0.193059,-0.7273789,0.2404992,-1.316473,3.560221,-3.021686,-1.335755,0.007639762,0,0,11.04594,15.54252,-0.4136796,0.2255529,0.06430402,-0.5579125,3.841901,-0.3543328,-0.1349172,0.2874348,0.07674784,-0.8491878,1.812354,-0.08978501,0.1889307,1.126873,0.6877164,302.994,322.9846,3.28834
1,0.1,-0.1834881,-0.7287111,0.21494,-1.317087,3.568825,-3.022098,-1.336536,-0.07140106,0,0,10.82111,15.90421,-0.3978929,0.2554891,0.03234705,-0.5602614,3.848451,-0.3560252,-0.0765717,0.409582,-0.003854162,-0.8530941,1.824031,-0.09872498,0.1847131,1.127618,0.6868361,302.7477,322.0642,2.935894
1,0.1111111,-0.1792208,-0.7374168,0.1979899,-1.317557,3.577883,-3.022554,-1.336805,-0.02387784,0,0,10.70381,16.29521,-0.3473728,0.3399714,-0.06782265,-0.5671883,3.857592,-0.3617822,-0.0002911389,0.5561204,-0.1155551,-0.860046,1.839071,-0.1115409,0.1811822,1.128369,0.6860983,302.4494,321.1595,2.81931
1,0.1222222,-0.1866761,-0.7528173,0.1566204,-1.316526,3.587245,-3.022548,-1.336804,0.0001759164,0,0,10.63539,16.59824,-0.2211533,0.4413341,-0.1642602,-0.5756332,3.869069,-0.3736785,0.0127275,0.6293667,-0.2436265,-0.8690395,1.850874,-0.1199253,0.1783833,1.12896,0.6856607,302.1853,320.5243,2.748398
1,0.1333333,-0.210124,-0.7738802,0.08869381,-1.313729,3.596923,-3.021648,-1.336763,0.003807981,0,0,10.60606,16.74487,-0.1220668,0.460321,-0.1681502,-0.5794612,3.87764,-0.3833189,-0.1896993,0.3938022,-0.1423994,-0.8660088,1.844652,-0.105621,0.1762472,1.129316,0.6854855,302.0468,320.117,2.763712
1,0.1444445,-0.210124,-0.7738802,0.08869381,-1.313729,3.596923,-3.021648,-1.336262,0.04581789,0,0,10.59628,16.71554,-0.1220668,0.460321,-0.1681502,-0.5794612,3.87764,-0.3833189,-0.1896993,0.3938022,-0.1423994,-0.8660088,1.844652,-0.105621,0.1746347,1.129468,0.6853898,302.0965,319.8033,2.893166
1,0.1555556,-0.210124,-0.7738802,0.08869381,-1.313729,3.596923,-3.021648,-1.338564,-0.2108378,0,0,10.61584,16.50049,-0.1220668,0.460321,-0.1681502,-0.5794612,3.87764,-0.3833189,-0.1896993,0.3938022,-0.1423994,-0.8660088,1.844652,-0.105621,0.1734926,1.129584,0.6851829,302.3015,319.4287,3.046008
1,0.1666667,-0.1453105,-0.7876641,-0.1072388,-1.300779,3.623238,-3.023985,-1.338707,-0.01122599,0,0,10.63539,16.14858,-0.0869685,-0.0218907,0.219384,-0.558524,3.867837,-0.3745222,-0.1610641,0.1794665,-0.185992,-0.8718321,1.843077,-0.09912339,0.173078,1.129736,0.6849428,302.3215,319.283,2.946208
1,0.1777778,-0.1069935,-0.7803231,-0.126518,-1.297656,3.631227,-3.026337,-1.331265,0.6801963,0,0,10.63539,15.68915,-0.1373584,-0.1768412,0.3544021,-0.5470048,3.860057,-0.3645093,-0.1866935,0.1369762,-0.1739797,-0.8730673,1.842976,-0.09571454,0.17313,1.129806,0.6849341,302.482,319.097,3.283962
1,0.1888889,-0.06973079,-0.7729561,-0.1415433,-1.294604,3.639569,-3.029398,-1.337722,-0.5962186,0,0,10.61584,15.22972,-0.1519836,-0.2196335,0.4022739,-0.5400091,3.857482,-0.3601369,-0.2066623,0.1498789,-0.148256,-0.8738572,1.845794,-0.0943803,0.1724555,1.129928,0.6852961,303.4318,317.5717,4.825235
1,0.2,-0.0815938,-0.7114283,-0.1624846,-1.291172,3.644808,-3.029466,-1.339249,-0.1336742,0,0,10.58651,14.79961,-0.1518225,-0.1823907,0.4130891,-0.5352091,3.860177,-0.3607041,-0.201862,0.1797662,-0.09934235,-0.8731781,1.850308,-0.09524423,0.1714511,1.130507,0.6854383,303.8059,316.4355,5.530413
1,0.2111111,-0.113676,-0.6597098,-0.1982044,-1.284121,3.657332,-3.02939,-1.339679,-0.03889345,0,0,10.56696,14.41838,-0.1199071,-0.1227076,0.3917915,-0.5281187,3.865551,-0.3640509,-0.1961083,0.1266009,-0.02686352,-0.8709884,1.851581,-0.09197307,0.1703382,1.131355,0.6853626,303.6102,315.8709,5.632187
