loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
1,0,0.4232855,0.3285965,-0.2577669,-0.9926779,3.331776,-2.689542,-1.116951,0.01486946,0,0,0.1071866,-0.172162,0.009087879,-0.3467132,3.5641,-0.2081548,0.03378054,-0.03382013,0.04280842,-0.8735051,1.600515,-0.07406118,0.2601177,1.199133,0.7253268,308.498,307.1089,36.62056
1,0.01111111,0.3942674,0.319425,-0.2237787,-0.9928781,3.327469,-2.690614,-1.117321,-0.03371605,0,0,0.1095268,-0.1040673,0.03486773,-0.3456394,3.568019,-0.2132931,0.0241762,-0.02314023,0.038633,-0.8732803,1.600734,-0.07415199,0.2620908,1.199089,0.7244921,308.2289,307.5344,36.10793
1,0.02222222,0.3533709,0.2966424,-0.170543,-0.994043,3.324564,-2.691463,-1.116116,0.1106215,0,0,0.1320499,0.003481731,0.04252819,-0.3457231,3.579587,-0.2264233,0.03042095,-0.01570898,0.02152268,-0.8736345,1.600778,-0.07473256,0.2629353,1.199582,0.7236161,307.8855,307.1892,36.24725
1,0.03333334,0.3274441,0.2652459,-0.1255935,-0.9954593,3.322359,-2.693202,-1.116573,-0.04253903,0,0,0.1523585,0.09721082,0.03950783,-0.3463558,3.591155,-0.2396043,0.0334535,-0.01465994,0.004439484,-0.8742508,1.600558,-0.07507505,0.2629694,1.200352,0.7227442,307.4648,306.5627,36.56886
1,0.04444445,0.3057749,0.2348858,-0.07959989,-0.9967402,3.320992,-2.695147,-1.11596,0.05674262,0,0,0.1500644,0.1346047,0.005548045,-0.3480528,3.598466,-0.2480958,0.04391743,-0.0274797,-0.0116349,-0.8748516,1.599529,-0.07525747,0.2625752,1.201142,0.7219167,307.0175,305.7944,36.95333
1,0.05555556,0.2991625,0.2139059,-0.05381672,-0.9981485,3.318987,-2.697149,-1.116699,-0.06783234,0,0,0.1444911,0.1283372,-0.03492629,-0.3500539,3.599463,-0.250356,0.04386144,-0.03173994,-0.01589726,-0.8751472,1.598869,-0.07524682,0.2620392,1.201737,0.7211449,306.6158,305.1798,37.22119
1,0.06666667,0.2912752,0.1900383,0.002856791,-1.000411,3.318594,-2.699932,-1.116821,-0.01032348,0,0,0.1239073,0.08697087,-0.0860697,-0.3526366,3.596078,-0.2477989,0.0481681,-0.04559556,-0.00741426,-0.8748495,1.597822,-0.07519169,0.2616024,1.201964,0.7203841,306.2869,304.7205,37.39575
1,0.07777778,0.2942711,0.1775405,0.02754204,-1.002391,3.317376,-2.702534,-1.117457,-0.05791143,0,0,0.08090453,0.014734,-0.1393074,-0.3551719,3.58705,-0.2387085,0.04296657,-0.05089866,0.00648507,-0.8743243,1.596913,-0.07494721,0.2614031,1.201699,0.7196192,306.0888,304.5058,37.42968
1,0.08888889,0.3014476,0.1448852,0.06204648,-1.004224,3.317711,-2.706306,-1.117616,-0.01395237,0,0,0.01139155,-0.04260029,-0.1753002,-0.3576833,3.578857,-0.2288902,0.03980076,-0.03171559,0.004370643,-0.8744282,1.597301,-0.07557066,0.261548,1.20094,0.718829,306.0118,304.6048,37.26017
1,0.1,0.3064976,0.1165075,0.09650669,-1.006598,3.318319,-2.710234,-1.118031,-0.03775243,0,0,-0.01952514,-0.0425535,-0.1783089,-0.3594873,3.576921,-0.2257887,0.03440051,-0.01680035,-0.007303066,-0.8749331,1.597582,-0.07597306,0.2619614,1.199686,0.7180217,306.0253,305.0367,36.93543
1,0.1111111,0.312706,0.09544303,0.1191565,-1.008622,3.31889,-2.714227,-1.118503,-0.04276794,0,0,0.001900241,-0.00320128,-0.1655327,-0.3611917,3.579747,-0.2293224,0.03556802,-0.001886036,-0.0009333771,-0.874777,1.598326,-0.07686655,0.2625993,1.198039,0.7170991,306.1514,305.6406,36.48636
1,0.1222222,0.3198571,0.06497482,0.1568436,-1.011503,3.320478,-2.718843,-1.118612,-0.009612347,0,0,0.06491858,0.055271,-0.1454748,-0.3625734,3.586751,-0.2387388,0.02701766,0.000264816,-0.004047306,-0.8749395,1.598226,-0.07683726,0.2633247,1.196071,0.7160825,306.3508,306.3497,35.9897
1,0.1333333,0.3259691,0.04300517,0.1922848,-1.014488,3.321951,-2.723397,-1.118727,-0.01052929,0,0,0.09904199,0.1010603,-0.1487355,-0.3650618,3.592537,-0.2463768,0.01851003,0.005612699,-0.003971518,-0.8750167,1.598738,-0.07701862,0.2639931,1.193888,0.7149946,306.5932,307.1481,35.39746
1,0.1444445,0.3372429,-0.008595087,0.2462294,-1.020608,3.326693,-2.733749,-1.118832,-0.009482416,0,0,0.06269748,0.1118246,-0.1708551,-0.3699147,3.597439,-0.2512573,0.01761442,0.01947621,0.009885488,-0.874482,1.599356,-0.07793821,0.2645045,1.191616,0.7138432,306.8515,307.9317,34.77453
1,0.1555556,0.3403249,-0.02122908,0.2602403,-1.023441,3.32895,-2.738826,-1.12277,-0.360038,0,0,0.0475855,0.1023516,-0.2027553,-0.3733816,3.597346,-0.2511563,0.01128774,0.02801801,0.01420065,-0.8742492,1.600358,-0.07843542,0.264716,1.189316,0.7124558,306.9619,308.6822,34.26014
1,0.1666667,0.3403249,-0.02122908,0.2602403,-1.023441,3.32895,-2.738826,-1.118957,0.3515796,0,0,0.0475855,0.1023516,-0.2027553,-0.3733816,3.597346,-0.2511563,0.01128774,0.02801801,0.01420065,-0.8742492,1.600358,-0.07843542,0.2645238,1.186724,0.71052,306.795,309.177,33.92999
