loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
7,0,-0.197665,-0.2435429,0.2890073,-1.06284,3.541981,-2.658402,-0.8366704,-0.07105047,0,0,-0.2103314,0.1632751,-0.07721294,-0.3387387,3.586587,-0.1966209,-0.07699206,0.09100796,0.003589124,-0.9355962,1.570512,-0.0147121,0.1987122,1.138935,0.701907,311.751,312.5384,22.63844
7,0.01111111,-0.1677825,-0.2329881,0.2859973,-1.064528,3.545877,-2.659416,-0.836208,0.0427402,0,0,-0.2114014,0.1504776,-0.07405612,-0.3397224,3.589441,-0.1969376,-0.07681552,0.09098347,0.02064569,-0.9346939,1.571597,-0.01445191,0.1968257,1.138364,0.7019359,312.6529,311.1178,23.33617
7,0.02222222,-0.1410773,-0.2245703,0.2819147,-1.066211,3.549745,-2.660733,-0.8371157,-0.08353397,0,0,-0.1857356,0.1311693,-0.05514167,-0.3396697,3.591646,-0.1977264,-0.07460389,0.08777595,0.02808627,-0.9340462,1.572624,-0.01436882,0.1947245,1.136989,0.7015668,313.1673,310.8448,23.08368
7,0.03333334,-0.09513614,-0.1970832,0.2746065,-1.067789,3.552837,-2.66275,-0.8367407,0.0348781,0,0,-0.1528176,0.1204645,-0.06503211,-0.3408985,3.593878,-0.1992564,-0.07986604,0.08884186,0.03454862,-0.9332776,1.573924,-0.01401994,0.1925543,1.135136,0.7008972,313.5859,310.9921,22.35651
7,0.04444445,-0.07792073,-0.1759843,0.2628109,-1.068921,3.555913,-2.664007,-0.8367652,-0.002807974,0,0,-0.1538603,0.1065892,-0.05654379,-0.3414236,3.595898,-0.1991975,-0.08209451,0.09418297,0.02390985,-0.9335338,1.575457,-0.0141294,0.1904071,1.133076,0.7000129,314.0035,311.1818,21.60091
7,0.05555556,-0.05743569,-0.1421169,0.2456161,-1.07063,3.557478,-2.664805,-0.8375945,-0.07597581,0,0,-0.1707919,0.09378567,-0.03833362,-0.3413656,3.59772,-0.1983746,-0.08111675,0.09738331,0.01537799,-0.933652,1.576906,-0.01411688,0.1883579,1.131052,0.6989878,314.4062,311.3253,20.92122
7,0.06666667,-0.03163159,-0.1179389,0.228519,-1.071127,3.559922,-2.666818,-0.8366587,0.08600547,0,0,-0.1749156,0.08840464,-0.01914812,-0.3412335,3.600196,-0.1985427,-0.07474808,0.09526072,0.01317569,-0.9336286,1.578431,-0.01439971,0.1864936,1.129252,0.6979774,314.7562,311.4244,20.34457
7,0.07777778,-0.005887493,-0.1000079,0.2158075,-1.072765,3.56148,-2.668387,-0.8365665,0.007432155,0,0,-0.1545232,0.09042615,-0.001197789,-0.3408697,3.603639,-0.2007565,-0.06831649,0.09631698,0.01629777,-0.9334321,1.579768,-0.01472435,0.1848075,1.127725,0.6972274,315.0325,311.5061,19.91031
7,0.08888889,0.01769814,-0.09168478,0.2000043,-1.074435,3.563161,-2.669674,-0.8371322,-0.05184396,0,0,-0.1140119,0.09884192,0.00062567,-0.3411722,3.607695,-0.2045457,-0.06927183,0.1016101,0.02588003,-0.9331019,1.580896,-0.01459359,0.1833774,1.126616,0.6967294,315.2079,311.585,19.55873
7,0.1,0.02952183,-0.09928213,0.1884818,-1.075405,3.565378,-2.671477,-0.836926,0.0191377,0,0,-0.08426644,0.09879157,-0.01026762,-0.3418247,3.610135,-0.206898,-0.06925756,0.1026749,0.02694356,-0.9328271,1.582381,-0.01471636,0.1822454,1.125925,0.696404,315.2456,311.5283,19.45278
7,0.1111111,0.05209951,-0.1167093,0.1632686,-1.074494,3.568448,-2.674328,-0.8363146,0.05550648,0,0,-0.05793457,0.09031009,-0.04459993,-0.3436229,3.611134,-0.2081729,-0.06919643,0.109045,0.03119041,-0.9326012,1.583824,-0.01491823,0.1815052,1.12551,0.6961783,315.0425,311.3259,19.45568
7,0.1222222,0.07461929,-0.125485,0.1465418,-1.07471,3.571199,-2.677145,-0.8363152,-0.0006656078,0,0,-0.06683591,0.09260421,-0.09032581,-0.3462445,3.612858,-0.2084959,-0.06601601,0.1175575,0.0279487,-0.9326358,1.5856,-0.01547962,0.1812605,1.125152,0.6961275,314.7451,311.178,19.43896
7,0.1333333,0.09715341,-0.1235651,0.1307658,-1.074956,3.573015,-2.67982,-0.8367721,-0.0418452,0,0,-0.06922278,0.1087016,-0.1264776,-0.3492059,3.61621,-0.2107572,-0.06070331,0.115422,0.02682536,-0.9323961,1.587136,-0.0158735,0.1813285,1.124773,0.6961465,314.6725,311.2552,19.58992
7,0.1444445,0.1260684,-0.1024887,0.1201606,-1.075081,3.574671,-2.682951,-0.8367237,0.004647789,0,0,-0.0425657,0.1203626,-0.127723,-0.3508598,3.620506,-0.215246,-0.05961946,0.1068839,0.02892975,-0.9321442,1.588002,-0.0158261,0.1813469,1.124625,0.6960112,314.5518,311.2858,19.7128
7,0.1555556,0.1378581,-0.08443697,0.1168985,-1.075992,3.575612,-2.685293,-0.8367823,-0.005609826,0,0,-0.02339107,0.1203155,-0.1278798,-0.3525312,3.623398,-0.2183558,-0.05539256,0.1068815,0.02568857,-0.9319977,1.589482,-0.01624502,0.1813727,1.124562,0.6957615,314.4185,311.1473,19.9157
7,0.1666667,0.1636227,-0.06231872,0.102016,-1.076325,3.576558,-2.688376,-0.8370795,-0.02731399,0,0,0.002189808,0.1159895,-0.1259732,-0.3540582,3.62575,-0.2215337,-0.05652543,0.1058249,0.01928682,-0.9323215,1.590923,-0.01644475,0.1813844,1.124488,0.6955096,314.2532,310.9925,20.14086
7,0.1777778,0.1786885,-0.05609899,0.08825324,-1.076599,3.577207,-2.691159,-0.8364217,0.06018474,0,0,0.002321944,0.09781434,-0.1047265,-0.3546244,3.626731,-0.2224786,-0.06289419,0.1058303,0.02148511,-0.9320244,1.592373,-0.0163867,0.1813565,1.124394,0.6952212,314.0894,310.8126,20.44377
7,0.1888889,0.1959131,-0.04353225,0.07233797,-1.076933,3.577853,-2.694078,-0.8368574,-0.04055563,0,0,-0.008131275,0.09349909,-0.07908392,-0.3547885,3.629224,-0.2243623,-0.07251789,0.1005075,0.01839138,-0.9318667,1.593373,-0.01585699,0.1813464,1.12432,0.6949404,313.9411,310.608,20.71474
7,0.2,0.2025324,-0.02134542,0.05513411,-1.077225,3.577331,-2.696369,-0.8365351,0.02973407,0,0,-0.01006116,0.08276361,-0.05140385,-0.3545679,3.631028,-0.2258986,-0.07147235,0.09198504,0.01730845,-0.9317154,1.594253,-0.01563835,0.1814539,1.124266,0.694648,313.733,310.4283,20.89087
7,0.2111111,0.1941798,0.004054643,0.04198555,-1.076976,3.577089,-2.697981,-0.8364179,0.0102484,0,0,-0.0002766643,0.08160788,-0.02804443,-0.3542867,3.634031,-0.2291666,-0.06945949,0.08666728,0.006617927,-0.9322118,1.595288,-0.01559041,0.1816671,1.124211,0.6944063,313.4855,310.3318,20.93606
7,0.2222222,0.1879219,0.02849296,0.03421952,-1.077607,3.576037,-2.699402,-0.836149,0.02436654,0,0,0.008325975,0.09541376,-0.02167444,-0.3546265,3.638314,-0.2335193,-0.0738038,0.07922098,-0.0008003655,-0.9324872,1.596123,-0.01517283,0.1820511,1.124161,0.6941979,313.1492,310.3584,20.80793
7,0.2333333,0.1689572,0.06348895,0.01980263,-1.077424,3.574624,-2.699963,-0.8351737,0.08887185,0,0,0.007319257,0.1028612,-0.01738219,-0.3550313,3.642161,-0.2372663,-0.07280479,0.06964065,-0.006143958,-0.9327551,1.596774,-0.01481623,0.1823909,1.124122,0.6940745,312.8293,310.5653,20.65466
7,0.2444444,0.1489408,0.09106569,0.003372651,-1.078122,3.572693,-2.700036,-0.8351913,-0.002409876,0,0,0.007368039,0.09965225,-0.01099813,-0.3551948,3.645195,-0.2402214,-0.06856684,0.06325357,-0.007267036,-0.9329634,1.597542,-0.01456936,0.1824908,1.124072,0.6939538,312.6547,310.6415,20.70226
7,0.2555556,0.125828,0.1089063,-0.02581478,-1.077376,3.570588,-2.699638,-0.8345004,0.06325893,0,0,0.01366185,0.07088371,-0.01433557,-0.3554233,3.644488,-0.2399452,-0.06872457,0.05367432,-0.02112046,-0.9336792,1.597847,-0.01400503,0.1824966,1.124034,0.6938266,312.5755,310.5622,20.8216
7,0.2666667,0.0910026,0.1129019,-0.05814807,-1.076529,3.568866,-2.698737,-0.8342112,0.02591196,0,0,0.01796483,0.03460285,0.001491008,-0.3548103,3.642452,-0.2384309,-0.06880215,0.04836643,-0.02752171,-0.9342731,1.598582,-0.01359996,0.1825342,1.124043,0.6937559,312.5381,310.4863,20.84645
7,0.2777778,0.06342383,0.1128432,-0.07014348,-1.075995,3.567009,-2.697631,-0.8338858,0.02968568,0,0,0.008415278,0.02181636,0.01005171,-0.3543634,3.642168,-0.2379305,-0.06566751,0.03345148,-0.0318241,-0.9347211,1.598441,-0.01290568,0.1827478,1.124099,0.6938095,312.4632,310.6066,20.5991
7,0.2888889,0.01890283,0.1169727,-0.09192361,-1.075156,3.565052,-2.695412,-0.8332994,0.05347191,0,0,-0.009687957,-0.004798926,0.01970181,-0.3536614,3.640167,-0.2351827,-0.06476197,0.01855221,-0.04569956,-0.9357901,1.598169,-0.01211152,0.1830165,1.124166,0.6940079,312.411,310.9088,20.17624
7,0.3,-0.02447038,0.1327836,-0.1191704,-1.073825,3.561688,-2.692179,-0.8332754,0.001859676,0,0,-0.02026574,-0.02931316,0.0356946,-0.3525024,3.63801,-0.2326673,-0.06170938,0.01536324,-0.05852194,-0.9369518,1.598279,-0.01155785,0.1833037,1.124244,0.6942744,312.3909,311.2614,19.67167
7,0.3111111,-0.07737659,0.1559983,-0.150837,-1.072201,3.558098,-2.687827,-0.8324418,0.07644917,0,0,-0.02319831,-0.03900291,0.07084436,-0.3503782,3.637137,-0.231487,-0.06489752,0.0196207,-0.05849143,-0.9376575,1.598676,-0.01098634,0.1835331,1.124303,0.6945596,312.4092,311.5996,19.20563
7,0.3222222,-0.1133874,0.1633519,-0.170452,-1.070873,3.554527,-2.683656,-0.8322874,0.01364276,0,0,-0.03579493,-0.04757082,0.09649261,-0.3483612,3.636475,-0.2300537,-0.05649617,0.006839167,-0.06924794,-0.9388612,1.598291,-0.01050857,0.1837186,1.124363,0.6948746,312.4789,311.9111,18.74963
7,0.3333333,-0.1694394,0.1706095,-0.2083459,-1.069296,3.549976,-2.677845,-0.8316125,0.06188072,0,0,-0.06012995,-0.07529801,0.1253686,-0.3456852,3.633088,-0.2253956,-0.05047702,-0.01125421,-0.102349,-0.9410887,1.597357,-0.009645703,0.1838401,1.124453,0.695361,312.6808,312.3087,18.19429
7,0.3444445,-0.2329468,0.1863091,-0.2464487,-1.066421,3.545724,-2.671248,-0.8320829,-0.04324378,0,0,-0.07821694,-0.1029857,0.136088,-0.3434018,3.628371,-0.2195798,-0.05178901,-0.01548813,-0.1247196,-0.9433374,1.597029,-0.008874452,0.1838945,1.124582,0.6960516,313.0394,312.7997,17.51702
7,0.3555556,-0.2943192,0.2031111,-0.284521,-1.063742,3.540496,-2.663361,-0.8313659,0.06626974,0,0,-0.1143769,-0.1317092,0.1522734,-0.3406476,3.622436,-0.2114284,-0.06383896,-0.02506602,-0.1554924,-0.9461641,1.596176,-0.007076552,0.1840052,1.124716,0.6968073,313.4386,313.2557,16.73339
7,0.3666667,-0.3653124,0.2232014,-0.316339,-1.061147,3.53479,-2.654751,-0.8307912,0.05221798,0,0,-0.1546034,-0.1306381,0.1834965,-0.3374726,3.620706,-0.2067428,-0.05328459,-0.03785039,-0.1641495,-0.9483964,1.595201,-0.006376939,0.1843599,1.124881,0.6980187,313.7978,313.5857,16.09892
7,0.3777778,-0.4480998,0.2390932,-0.3439637,-1.058534,3.528984,-2.644376,-0.830429,0.03308977,0,0,-0.1864502,-0.148731,0.202876,-0.3341841,3.615725,-0.1989791,-0.0597895,-0.04849132,-0.1736743,-0.9506212,1.594067,-0.004816859,0.1858378,1.125183,0.7003393,315.1747,311.8533,18.52501
7,0.3888889,-0.5182386,0.2625044,-0.3577024,-1.055899,3.523309,-2.633414,-0.8304583,-0.002493045,0,0,-0.2098402,-0.1636114,0.2126079,-0.3311252,3.610518,-0.1909998,-0.05458848,-0.0261214,-0.1875735,-0.9533025,1.594642,-0.004650146,0.1879617,1.126442,0.703334,315.8556,311.9159,19.38442
7,0.4,-0.5670007,0.2559759,-0.3826279,-1.052892,3.51775,-2.622835,-0.8293499,0.1018437,0,0,-0.249025,-0.1785374,0.2459084,-0.3268093,3.604926,-0.1815434,-0.06205224,-0.03463547,-0.1875006,-0.9554309,1.593803,-0.003276753,0.1903134,1.128804,0.7067978,315.9904,312.4672,19.86363
7,0.4111111,-0.6136567,0.251559,-0.4064762,-1.049641,3.512648,-2.611961,-0.8292402,0.009564004,0,0,-0.2773936,-0.1786125,0.2940823,-0.321638,3.601837,-0.1746078,-0.09301799,-0.0004984811,-0.1978065,-0.957939,1.595156,-0.002004295,0.1924176,1.132271,0.7106408,315.8321,312.8919,20.60293
7,0.4222222,-0.653971,0.2663643,-0.420904,-1.046343,3.506796,-2.6004,-0.8302469,-0.09157214,0,0,-0.2972264,-0.1680548,0.3411468,-0.316269,3.600177,-0.169107,-0.09848287,0.01550107,-0.212656,-0.960819,1.596076,-0.001362739,0.1938197,1.136729,0.7146921,315.4062,312.9617,21.67645
7,0.4333333,-0.7496092,0.3047647,-0.437161,-1.044197,3.498952,-2.584958,-0.8304567,-0.01795381,0,0,-0.3182093,-0.157463,0.377573,-0.3107249,3.598662,-0.1634552,-0.0953926,0.02295966,-0.2233381,-0.9636691,1.596712,-0.0007605988,0.1943376,1.141939,0.7188139,314.7205,312.5387,22.83627
7,0.4444444,-0.7931855,0.324998,-0.4431417,-1.04167,3.492203,-2.571581,-0.8307193,-0.02351035,0,0,-0.3351385,-0.1468015,0.389469,-0.3059051,3.596974,-0.1575153,-0.09220704,0.01870032,-0.2233732,-0.9660782,1.596764,0.0001675128,0.1940109,1.147656,0.7228559,313.8625,311.7884,23.92562
7,0.4555556,-0.8654776,0.3570315,-0.4516433,-1.039981,3.483886,-2.555271,-0.8284791,0.2054231,0,0,-0.3638197,-0.1456953,0.3992947,-0.3009228,3.594138,-0.1497309,-0.09542969,0.01550956,-0.2254712,-0.9686529,1.596848,0.001307079,0.1929389,1.153588,0.7268222,312.9194,310.9016,24.92995
7,0.4666667,-0.912287,0.3751971,-0.4544101,-1.03844,3.476575,-2.540022,-0.8304162,-0.1783389,0,0,-0.3828798,-0.1648948,0.4196321,-0.29536,3.588015,-0.1390199,-0.09558868,0.01125982,-0.2403902,-0.9718599,1.596894,0.002296444,0.19123,1.159586,0.7309113,312.0313,310.0776,25.75579
7,0.4777778,-0.9845996,0.4125882,-0.4597688,-1.037529,3.467364,-2.521802,-0.8291891,0.1143175,0,0,-0.3912849,-0.1798421,0.4377594,-0.2896614,3.58197,-0.1287321,-0.09996314,0.01021473,-0.2510046,-0.9750664,1.597152,0.003387807,0.1891347,1.165555,0.7348128,311.117,309.0583,26.65734
