loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
7,0,-0.3797257,-0.6068735,0.3405956,-1.183953,3.478475,-3.043837,-1.371569,0.04294094,0,0,-0.3677966,0.572497,0.009457648,-0.6482528,4.037232,-0.5603978,-0.1201138,0.3364495,0.3358399,-0.7146007,1.842874,-0.1505291,0.2130352,1.130861,0.7029133,301.7136,318.5968,16.66977
7,0.01111111,-0.416009,-0.5726174,0.3560674,-1.187883,3.484569,-3.040228,-1.369095,0.2247469,0,0,-0.3991479,0.398963,-0.00367374,-0.6481548,4.03563,-0.5535612,-0.09698249,0.2980083,0.31541,-0.712141,1.846824,-0.1531352,0.2088836,1.130454,0.7053133,302.7015,315.3347,19.41964
7,0.02222222,-0.4757561,-0.5190976,0.3797674,-1.19254,3.489554,-3.03496,-1.366759,0.2101073,0,0,-0.4017316,0.2595001,-0.02756716,-0.6484696,4.032905,-0.5469259,-0.07182014,0.2499676,0.2864611,-0.7101298,1.849104,-0.1549302,0.2041816,1.129117,0.7069227,303.1458,314.5368,19.28104
7,0.03333334,-0.4981124,-0.4967257,0.3783927,-1.196248,3.495469,-3.030858,-1.364707,0.1841716,0,0,-0.3764225,0.1987834,-0.0450135,-0.6496499,4.032744,-0.5434335,-0.06264089,0.1977168,0.2587109,-0.7083785,1.850529,-0.1555094,0.1992131,1.127202,0.7080479,303.4697,314.6859,17.95736
7,0.04444445,-0.5140567,-0.4722432,0.374888,-1.199731,3.500592,-3.026468,-1.361017,0.333838,0,0,-0.3181,0.1284042,-0.06167837,-0.6503189,4.03071,-0.5403349,-0.05130401,0.1507839,0.2320188,-0.7067353,1.851151,-0.1558053,0.1943621,1.125144,0.7086147,303.854,314.8383,16.59811
7,0.05555556,-0.5352684,-0.4339906,0.3627175,-1.202944,3.504789,-3.021357,-1.358846,0.19342,0,0,-0.2862498,0.09213141,-0.06630498,-0.6510065,4.029866,-0.5375753,-0.04302087,0.1251779,0.2138574,-0.7050314,1.852751,-0.1567949,0.189844,1.12332,0.7088552,304.2625,314.9864,15.39318
7,0.06666667,-0.5426128,-0.3957714,0.3463579,-1.205883,3.508386,-3.016394,-1.355663,0.2870239,0,0,-0.2618466,0.04841144,-0.06769647,-0.6511562,4.028105,-0.5341188,-0.04024885,0.1070196,0.1733665,-0.7046037,1.853735,-0.1572245,0.187391,1.122563,0.7090082,305.7409,312.7101,17.59206
7,0.07777778,-0.5361841,-0.3808998,0.3420152,-1.209178,3.512891,-3.012419,-1.351589,0.3671876,0,0,-0.252246,0.01212873,-0.05617659,-0.6508552,4.02651,-0.5302756,-0.04275503,0.08887888,0.1382448,-0.7043134,1.854442,-0.1571784,0.1863755,1.122351,0.7097002,306.3253,312.6584,18.03658
7,0.08888889,-0.526527,-0.3650236,0.3312711,-1.211931,3.516977,-3.00843,-1.347901,0.3311312,0,0,-0.245829,-0.02308582,-0.0435622,-0.6502161,4.024465,-0.5261674,-0.05380429,0.07076233,0.1010759,-0.7043715,1.854712,-0.1564178,0.1854572,1.12237,0.711262,305.6823,314.2844,16.77682
7,0.1,-0.5157991,-0.3512899,0.3195118,-1.214842,3.521113,-3.00455,-1.344308,0.3226105,0,0,-0.2489855,-0.04868279,-0.03190441,-0.6494992,4.022556,-0.5218573,-0.04545753,0.1016005,0.07219891,-0.7049121,1.85782,-0.15853,0.183433,1.122428,0.7134919,304.5067,316.0065,14.98498
7,0.1111111,-0.4976641,-0.3236147,0.3182952,-1.217907,3.524362,-3.000857,-1.339953,0.3923033,0,0,-0.2477503,-0.04982837,-0.009546757,-0.6486422,4.022301,-0.5189925,-0.08202986,0.07504628,0.0416559,-0.7054932,1.857549,-0.1562615,0.1806775,1.122612,0.7153065,303.9922,316.1377,14.59597
7,0.1222222,-0.4741813,-0.2799815,0.3148501,-1.221204,3.526592,-2.997077,-1.335306,0.418182,0,0,-0.2454896,-0.05842178,0.009587176,-0.6474672,4.021627,-0.51589,-0.08220087,0.06331358,0.02675359,-0.7057537,1.857978,-0.1556745,0.1774417,1.122796,0.7165034,303.6659,315.6682,14.5868
7,0.1333333,-0.4431727,-0.2290008,0.3007285,-1.224148,3.528033,-2.993659,-1.330943,0.3920133,0,0,-0.2829337,-0.07853307,-0.005107537,-0.6471689,4.018961,-0.5093828,-0.07390093,0.05686897,0.004305959,-0.7064599,1.858433,-0.1555704,0.1739785,1.122899,0.7170685,303.3956,315.246,14.35672
7,0.1444445,-0.411101,-0.2014734,0.2836156,-1.226542,3.529776,-2.990776,-1.326329,0.4151463,0,0,-0.3501008,-0.05064511,-0.01941432,-0.6479561,4.018783,-0.5031846,-0.08047405,0.05154347,-0.01373921,-0.7072461,1.858848,-0.1547779,0.1705451,1.122843,0.7171592,303.1761,314.9554,13.90483
