loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
2,0,-0.1777816,-0.4758923,0.3112575,-1.139028,3.423667,-2.93576,-1.289381,0.1437533,0,0,-0.3748284,0.3241237,-0.09335354,-0.4951605,3.696496,-0.3168576,-0.1701027,0.3971592,0.1913929,-0.8743755,1.690634,-0.08231778,0.2098311,1.151609,0.6593157,304.0989,314.8566,22.33893
2,0.01111111,-0.1989838,-0.4289486,0.3127553,-1.141912,3.427867,-2.934622,-1.290621,-0.1143314,0,0,-0.4066079,0.2185305,-0.05842362,-0.4939764,3.693858,-0.3088809,-0.1753661,0.3907892,0.1999583,-0.8723738,1.696111,-0.0837905,0.2069721,1.150701,0.6621355,304.351,314.4607,22.86589
2,0.02222222,-0.2094302,-0.395992,0.3017001,-1.144119,3.432039,-2.933771,-1.292157,-0.1392469,0,0,-0.4450011,0.1525238,-0.05842703,-0.4946113,3.693121,-0.3020547,-0.1850262,0.3705775,0.1990022,-0.870475,1.70081,-0.08445283,0.2034749,1.149834,0.6644502,304.5844,314.0155,22.65388
2,0.03333334,-0.2094302,-0.395992,0.3017001,-1.144119,3.432039,-2.933771,-1.291943,0.02037804,0,0,-0.4450011,0.1525238,-0.05842703,-0.4946113,3.693121,-0.3020547,-0.1850262,0.3705775,0.1990022,-0.870475,1.70081,-0.08445283,0.1997916,1.149238,0.6661527,304.6092,313.6688,21.98913
2,0.04444445,-0.2172449,-0.3495934,0.2458072,-1.146597,3.44017,-2.93218,-1.294372,-0.2228255,0,0,-0.5260633,0.3050323,-0.08593699,-0.5005597,3.712275,-0.3050212,-0.1883475,0.3780285,0.1830463,-0.8676291,1.712167,-0.08761001,0.1964001,1.149049,0.6670408,304.5038,313.23,21.37146
2,0.05555556,-0.2223645,-0.335862,0.2307212,-1.147989,3.444141,-2.931386,-1.289108,0.4824357,0,0,-0.5238281,0.367874,-0.07929292,-0.5030211,3.723905,-0.309829,-0.1979877,0.378057,0.1767409,-0.8663257,1.717867,-0.08891176,0.1937432,1.149156,0.667338,304.2634,312.5901,21.14473
2,0.06666667,-0.2295827,-0.3307045,0.2092918,-1.148764,3.448174,-2.930288,-1.289868,-0.07460304,0,0,-0.5075943,0.4572354,-0.05345567,-0.5052475,3.739627,-0.3186065,-0.2033576,0.37381,0.1735987,-0.8649287,1.72322,-0.08996211,0.1911031,1.148947,0.6693215,304.114,312.4492,20.92856
2,0.07777778,-0.2379338,-0.3372147,0.1932915,-1.149683,3.452876,-2.929504,-1.28931,0.05116321,0,0,-0.5031351,0.5050755,-0.03091025,-0.507134,3.753404,-0.325233,-0.2001226,0.3748683,0.1767605,-0.8632935,1.728938,-0.09165748,0.1887881,1.148738,0.6716081,304.0486,312.2062,20.90045
2,0.08888889,-0.2473175,-0.3587199,0.1688805,-1.149698,3.458372,-2.928698,-1.287677,0.1476879,0,0,-0.4912434,0.5284108,-0.009589218,-0.5087426,3.767047,-0.3320498,-0.1979046,0.3738045,0.1863286,-0.861254,1.734698,-0.09329186,0.1869258,1.148581,0.6738271,303.9843,311.9749,20.89388
2,0.1,-0.2525925,-0.3683619,0.1614501,-1.15028,3.463508,-2.927761,-1.286136,0.1384548,0,0,-0.4752346,0.4985316,-0.001312077,-0.5099666,3.775533,-0.3345071,-0.2053377,0.3599851,0.1927972,-0.8593046,1.739645,-0.09406471,0.1855165,1.148442,0.6758879,303.9167,311.7939,20.91693
2,0.1111111,-0.2546552,-0.3705438,0.1550525,-1.150886,3.468304,-2.926882,-1.284091,0.1845719,0,0,-0.4666985,0.4654784,0.003808469,-0.5110809,3.783496,-0.3365357,-0.2086358,0.3567927,0.1832418,-0.857973,1.745018,-0.09511133,0.1844056,1.148235,0.677834,303.8622,311.6715,21.01811
2,0.1222222,-0.2546552,-0.3705438,0.1550525,-1.150886,3.468304,-2.926882,-1.28223,0.1671977,0,0,-0.4666985,0.4654784,0.003808469,-0.5110809,3.783496,-0.3365357,-0.2086358,0.3567927,0.1832418,-0.857973,1.745018,-0.09511133,0.1834085,1.147879,0.6797114,303.8751,311.5583,21.15103
2,0.1333333,-0.233165,-0.3632879,0.1392412,-1.151906,3.477591,-2.926014,-1.283205,-0.09204845,0,0,-0.4572498,0.3856207,-0.008329168,-0.5136753,3.794911,-0.3364813,-0.2151621,0.3376293,0.174799,-0.8549604,1.754824,-0.09656462,0.1825151,1.147482,0.6811477,303.9408,311.5251,21.14212
2,0.1444445,-0.2319654,-0.337781,0.1326364,-1.152481,3.481053,-2.924864,-1.276373,0.6239365,0,0,-0.418913,0.3685482,-0.00868383,-0.5149148,3.801655,-0.3388699,-0.206684,0.3429236,0.1683222,-0.853671,1.760322,-0.09811857,0.1818725,1.147045,0.6819988,303.9358,311.4774,21.10851
2,0.1555556,-0.2466755,-0.3080237,0.1205092,-1.15296,3.484004,-2.922823,-1.276179,0.01069722,0,0,-0.4020057,0.379281,-0.02899746,-0.5173377,3.810012,-0.3422375,-0.2024867,0.3418414,0.1618868,-0.8525136,1.765563,-0.09946587,0.1805672,1.146109,0.6842466,304.162,311.6797,20.93688
2,0.1666667,-0.2529159,-0.2889177,0.1106861,-1.15327,3.486943,-2.921023,-1.274221,0.1777816,0,0,-0.4128705,0.3772832,-0.05769069,-0.5202315,3.816711,-0.3431733,-0.1972975,0.3173175,0.155467,-0.8513018,1.769323,-0.09994257,0.1789223,1.145139,0.6864703,304.3841,311.6857,20.75502
2,0.1777778,-0.2410657,-0.2837098,0.101187,-1.153545,3.490423,-2.920393,-1.271231,0.2701644,0,0,-0.4438106,0.3592191,-0.06180524,-0.5221223,3.822677,-0.3422748,-0.185699,0.2885134,0.1511188,-0.8500006,1.772435,-0.1004411,0.177178,1.144273,0.6883764,304.4942,311.5728,20.51316
2,0.1888889,-0.2196238,-0.2870817,0.08759215,-1.153296,3.494072,-2.920198,-1.269059,0.1946803,0,0,-0.4947521,0.3442221,-0.03379894,-0.5226762,3.829275,-0.3407229,-0.1815859,0.2799667,0.138303,-0.849183,1.776317,-0.1011229,0.1754623,1.143577,0.6899767,304.5583,311.4335,20.25914
2,0.2,-0.2196238,-0.2870817,0.08759215,-1.153296,3.494072,-2.920198,-1.267663,0.1244619,0,0,-0.4947521,0.3442221,-0.03379894,-0.5226762,3.829275,-0.3407229,-0.1815859,0.2799667,0.138303,-0.849183,1.776317,-0.1011229,0.1738408,1.14309,0.6913863,304.6292,311.2829,20.04463
2,0.2111111,-0.1523817,-0.2692079,0.08177844,-1.154055,3.50063,-2.921623,-1.267295,0.03082041,0,0,-0.4300922,0.3224171,0.06790438,-0.5205564,3.844848,-0.3465462,-0.2014449,0.2735742,0.06817667,-0.8502227,1.784119,-0.1011106,0.172466,1.14286,0.6923457,304.6405,311.055,19.9532
2,0.2222222,-0.1383997,-0.2437333,0.07530736,-1.154293,3.502719,-2.921419,-1.262631,0.4244673,0,0,-0.3096264,0.2871087,0.08284266,-0.5200173,3.849595,-0.3514864,-0.2029781,0.2660737,0.02024944,-0.8519655,1.787394,-0.1010923,0.1715407,1.142776,0.6927983,304.5403,310.8001,19.95841
2,0.2333333,-0.1306395,-0.2322525,0.04972339,-1.153597,3.50485,-2.921099,-1.26181,0.06976946,0,0,-0.2724816,0.2754501,0.06333578,-0.5211422,3.854523,-0.3539613,-0.1914375,0.2415147,0.008449974,-0.8522409,1.789629,-0.1010302,0.1704131,1.142383,0.694283,304.6227,310.7269,19.94044
2,0.2444444,-0.1249014,-0.243289,0.008334691,-1.151745,3.507865,-2.921152,-1.259218,0.2351437,0,0,-0.2513393,0.2350345,0.04489393,-0.5217452,3.856874,-0.3538595,-0.1742649,0.2020682,0.03495436,-0.851118,1.791119,-0.100631,0.1694227,1.141943,0.6956254,304.677,310.6559,19.88918
2,0.2555556,-0.1223868,-0.2329244,-0.02474566,-1.150135,3.509836,-2.920764,-1.256847,0.2132977,0,0,-0.2471766,0.2041854,0.03407997,-0.5220627,3.859337,-0.3532334,-0.164618,0.1668942,0.05087499,-0.8500767,1.792246,-0.1000933,0.1687142,1.141511,0.696656,304.7511,310.6215,19.75028
2,0.2666667,-0.1301404,-0.187646,-0.08702249,-1.146964,3.50965,-2.919001,-1.254794,0.1846333,0,0,-0.2118917,0.2126078,0.05090404,-0.5219881,3.865025,-0.3569589,-0.1549695,0.1093602,0.07640094,-0.8482924,1.791502,-0.09817477,0.1683067,1.141113,0.6974756,304.913,310.5234,19.67677
