loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,tpad,enable,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
0,0,0.5394518,-0.2071397,0.1295312,-1.409286,3.316347,-2.827076,-1.480641,-0.3984586,0,0,-0.01512226,0.4147394,-0.1532542,-0.7906553,4.109319,-0.4507363,0.0341043,0.2151007,0.4941443,-0.5933177,2.362975,-0.6067587,0.1936564,1.174514,0.7336959,278.1434,312.9368,29.85213
0,0.01111111,0.5298947,-0.216788,0.1221225,-1.409456,3.319342,-2.833231,-1.4859,-0.4736509,0,0,0.0334256,0.4918194,-0.2447811,-0.7993388,4.115713,-0.45717,0.04713547,0.1842373,0.5366943,-0.5877405,2.372252,-0.6153942,0.1906333,1.171983,0.7322772,278.2324,328.3594,12.28053
0,0.02222222,0.5000949,-0.1825478,0.1290118,-1.411018,3.320848,-2.8381,-1.491694,-0.5217733,0,0,0.1266577,0.6414055,-0.3490044,-0.8116244,4.12639,-0.4690666,0.07518575,0.1509861,0.4651363,-0.5861,2.375534,-0.6199192,0.1858769,1.167701,0.7308037,279.1911,330.7964,7.727733
0,0.03333334,0.4757687,-0.1218289,0.1228207,-1.412392,3.320477,-2.842618,-1.497396,-0.5131274,0,0,0.2003382,0.6529704,-0.3152329,-0.8170855,4.134244,-0.4792044,0.07367957,0.1487691,0.4129505,-0.5848126,2.380771,-0.6251011,0.1804652,1.162602,0.729346,280.5396,329.6669,6.816716
0,0.04444445,0.4844424,-0.1050181,0.1045927,-1.412938,3.321439,-2.848516,-1.502027,-0.4152771,0,0,0.1792507,0.5686226,-0.2707443,-0.8197311,4.13729,-0.4824178,0.06922346,0.1753621,0.3777834,-0.5840738,2.388441,-0.6321329,0.1752877,1.157414,0.727941,281.9412,329.0239,5.606057
0,0.05555556,0.5250808,-0.1267577,0.07420678,-1.412091,3.323378,-2.856187,-1.507559,-0.4985542,0,0,0.0549695,0.4202404,-0.1972484,-0.8189593,4.13677,-0.478206,0.05319992,0.2339552,0.3479837,-0.5845905,2.398373,-0.6403869,0.171065,1.152904,0.7267454,283.3069,329.2368,3.862841
0,0.06666667,0.5475003,-0.1472167,0.05969153,-1.411752,3.32594,-2.86351,-1.514453,-0.6221554,0,0,-0.05138692,0.2997169,-0.1610046,-0.8192006,4.135617,-0.4729407,0.04690677,0.2308008,0.3608206,-0.5823492,2.406708,-0.647692,0.1682783,1.149654,0.7259337,284.3529,329.4297,2.664306
0,0.07777778,0.5550778,-0.1720371,0.03339396,-1.410508,3.32848,-2.870302,-1.521866,-0.6686963,0,0,-0.04065325,0.2549012,-0.1442076,-0.8208517,4.136664,-0.4737085,0.06614833,0.1913603,0.3852314,-0.5787097,2.413368,-0.654653,0.167057,1.147813,0.7254528,284.7789,329.2902,2.428066
0,0.08888889,0.5423406,-0.1688671,0.02794179,-1.410162,3.330081,-2.876158,-1.527187,-0.4770815,0,0,0.02632093,0.2880486,-0.1731606,-0.8255501,4.140391,-0.4790795,0.07997262,0.1604366,0.3947528,-0.5755373,2.419652,-0.6613135,0.1672308,1.147141,0.7251505,284.5856,328.9719,2.91445
0,0.1,0.5105277,-0.1337613,0.01669692,-1.410192,3.330261,-2.880702,-1.532208,-0.4514727,0,0,0.06348866,0.3360893,-0.197638,-0.8306202,4.144942,-0.4841363,0.07990579,0.1476467,0.392648,-0.5729317,2.426322,-0.667736,0.168392,1.147239,0.7249514,283.993,328.9371,3.530712
