loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
3,0,0.0004594326,-0.4368129,0.3902386,-1.352088,-0.7675006,-1.255769,-1.128755,-0.02852327,-0.3398125,0.284036,-0.1604006,-0.392478,-0.8289499,1.823856,-0.1957848,0.347604,0.09982367,-0.9929734,-2.134108,1.432058,-0.6919377,1.167042,-0.3032305,302.9327,214.3396,359.706
3,0.01111111,0.0004594326,-0.4368129,0.3902386,-1.352088,-0.7675006,-1.255769,-1.129065,-0.02789331,-0.3398125,0.284036,-0.1604006,-0.392478,-0.8289499,1.823856,-0.1957848,0.347604,0.09982367,-0.9929734,-2.134108,1.432058,-0.6914446,1.166867,-0.3057768,302.8894,214.1416,359.8338
3,0.02222222,-0.01125038,-0.4370631,0.3401846,-1.355129,-0.7561497,-1.257593,-1.129341,-0.02493165,-0.3128835,0.1923133,-0.1690423,-0.3958017,-0.8219085,1.823586,-0.2069416,0.3453416,0.07448264,-0.9928818,-2.125086,1.432235,-0.6904613,1.166718,-0.3083814,302.8,213.6989,359.7977
3,0.03333334,-0.01760736,-0.4478289,0.3178548,-1.356123,-0.7501944,-1.258437,-1.128788,0.05081603,-0.3033477,0.1826467,-0.1670951,-0.3969442,-0.8156591,1.820841,-0.2062744,0.3397515,0.06393727,-0.9928424,-2.120925,1.43246,-0.6892911,1.166614,-0.3106886,302.7117,213.3617,359.4863
3,0.04444445,-0.01440705,-0.4478929,0.3018763,-1.357232,-0.7444989,-1.259612,-1.129157,-0.03415546,-0.2979904,0.1772051,-0.159744,-0.3979679,-0.8103157,1.819022,-0.2091389,0.3267353,0.04826346,-0.9933117,-2.117236,1.432842,-0.6884917,1.166138,-0.3139038,302.7032,213.3219,359.3906
3,0.05555556,-0.004768148,-0.4618354,0.2710641,-1.357505,-0.7385893,-1.261147,-1.129316,-0.01405792,-0.3053042,0.1738861,-0.141592,-0.3984057,-0.8048808,1.817766,-0.2089009,0.3134907,0.02829949,-0.9938267,-2.113901,1.433543,-0.6873946,1.165567,-0.3173031,302.7493,213.0206,359.3007
3,0.06666667,-0.001567662,-0.4608838,0.2422969,-1.35757,-0.7332471,-1.262312,-1.129812,-0.04518193,-0.3157706,0.1630328,-0.113901,-0.3983658,-0.8010315,1.81808,-0.2138409,0.3036616,0.00833074,-0.9948286,-2.110404,1.4342,-0.6859919,1.165006,-0.3205538,302.8083,212.5982,359.0489
3,0.07777778,0.002674013,-0.4545794,0.2209624,-1.357726,-0.7280076,-1.263535,-1.130226,-0.03750203,-0.3155654,0.1649715,-0.09363949,-0.398272,-0.7954766,1.81651,-0.2216816,0.2994032,-0.004231794,-0.9954513,-2.106962,1.435279,-0.6844286,1.164497,-0.3234952,302.8831,212.1982,358.7087
3,0.08888889,0.005821198,-0.4344823,0.1846643,-1.357366,-0.7238589,-1.264499,-1.130029,0.01841612,-0.3120155,0.17209,-0.06270468,-0.3973522,-0.790301,1.815109,-0.2255194,0.2875571,-0.01671745,-0.9964536,-2.103799,1.436214,-0.6828522,1.164055,-0.3260395,302.9819,211.7721,358.4707
3,0.1,0.002582997,-0.4185522,0.1771282,-1.357754,-0.7192596,-1.265408,-1.130086,-0.005488207,-0.3064389,0.1782281,-0.04033015,-0.3966534,-0.7842178,1.812873,-0.2290264,0.283231,-0.02510262,-0.9974055,-2.100541,1.437272,-0.681492,1.16363,-0.3282763,303.0728,211.3866,358.3412
3,0.1111111,0.003584892,-0.3930256,0.1673985,-1.357968,-0.715519,-1.266384,-1.130074,0.001169962,-0.2901576,0.1853049,-0.01484555,-0.3952893,-0.7788399,1.810491,-0.2363516,0.2620144,-0.03307916,-0.9983642,-2.098155,1.438889,-0.6804447,1.163217,-0.3302231,303.1625,211.0695,358.2514
3,0.1222222,0.0002880394,-0.3578706,0.1693663,-1.359015,-0.7122518,-1.266964,-1.129935,0.01273953,-0.268569,0.1870021,0.01267188,-0.3936844,-0.7738342,1.808065,-0.2413416,0.2233894,-0.05244648,-0.9995339,-2.097117,1.441495,-0.6797386,1.162861,-0.3318299,303.2664,210.8225,358.194
3,0.1333333,-0.008304991,-0.3334216,0.1596724,-1.359633,-0.7091843,-1.267121,-1.130179,-0.0224442,-0.2600555,0.1708436,0.02413548,-0.3929233,-0.7705691,1.807727,-0.2400922,0.2049819,-0.06273622,-1.000576,-2.095364,1.443464,-0.6793802,1.162547,-0.3332446,303.3578,210.7365,358.187
3,0.1444445,-0.02014843,-0.2855943,0.1402636,-1.359935,-0.7076418,-1.266914,-1.129926,0.02334909,-0.2462801,0.140751,0.03967709,-0.3918202,-0.7698591,1.80934,-0.238221,0.1727794,-0.06956923,-1.001678,-2.094609,1.445652,-0.6792486,1.162309,-0.3345296,303.4536,210.7436,358.2187
3,0.1555556,-0.02980345,-0.2622485,0.128432,-1.36023,-0.7051454,-1.266744,-1.129544,0.03469563,-0.2282864,0.1053094,0.05513242,-0.3906447,-0.7702842,1.811702,-0.2329239,0.1488703,-0.08088726,-1.003003,-2.093846,1.447856,-0.6791821,1.162206,-0.3357071,303.5445,210.826,358.2241
3,0.1666667,-0.04584514,-0.2399595,0.1197972,-1.360602,-0.7030181,-1.266099,-1.129525,0.001569071,-0.217835,0.08289267,0.05160658,-0.3901637,-0.7701878,1.813669,-0.2249094,0.1408145,-0.0947039,-1.004676,-2.092598,1.449389,-0.6791676,1.162234,-0.3369091,303.6177,210.8461,358.2421
3,0.1777778,-0.05655898,-0.2176792,0.1069094,-1.360819,-0.7011746,-1.265443,-1.129441,0.007730874,-0.2040185,0.079597,0.05143797,-0.3894905,-0.7680519,1.813624,-0.2241547,0.1363275,-0.1031509,-1.006226,-2.091331,1.451299,-0.6792292,1.162421,-0.3381562,303.6535,210.796,358.2487
3,0.1888889,-0.06836714,-0.1868598,0.09823771,-1.361223,-0.6998803,-1.264518,-1.129129,0.0285342,-0.1795391,0.07943523,0.04906934,-0.3888412,-0.7661563,1.813018,-0.2226823,0.1222369,-0.1114123,-1.007849,-2.090561,1.453314,-0.6792714,1.162771,-0.3394167,303.6201,210.7146,358.2823
3,0.2,-0.08545545,-0.169882,0.09495715,-1.361706,-0.6982766,-1.263399,-1.129253,-0.01150545,-0.1441143,0.08211993,0.07432719,-0.3868833,-0.7639261,1.811317,-0.2178905,0.0875463,-0.1288925,-1.009674,-2.091346,1.456285,-0.6792296,1.16329,-0.3406738,303.5571,210.6372,358.2985
3,0.2111111,-0.08434567,-0.1858783,0.08864457,-1.361729,-0.695533,-1.263047,-1.129231,0.002188592,-0.1194295,0.06670722,0.104828,-0.3846393,-0.7648423,1.812585,-0.2173468,0.05605783,-0.1549007,-1.01224,-2.092332,1.459193,-0.6791164,1.163963,-0.3419352,303.4868,210.5424,358.2893
3,0.2222222,-0.08639495,-0.2104655,0.07277865,-1.360983,-0.6922498,-1.262864,-1.129084,0.01349388,-0.08193152,0.03398887,0.1520727,-0.3815415,-0.7687758,1.815866,-0.1963838,-0.01115745,-0.2199195,-1.016434,-2.09605,1.462886,-0.6789257,1.164808,-0.3431459,303.4216,210.4675,358.2342
3,0.2333333,-0.098001,-0.248897,0.06230403,-1.360155,-0.6882365,-1.262236,-1.129705,-0.05683646,-0.06377953,-0.02956837,0.2045441,-0.3777161,-0.7784894,1.824795,-0.1928235,-0.04703705,-0.2458705,-1.019482,-2.098462,1.466306,-0.6786966,1.165807,-0.3443577,303.3528,210.3772,358.2116
3,0.2444444,-0.1021596,-0.2830648,0.04754315,-1.358853,-0.6841123,-1.261854,-1.1299,-0.01720362,-0.04775809,-0.08557455,0.2517533,-0.3741613,-0.7893301,1.834831,-0.1923206,-0.08263064,-0.264335,-1.022828,-2.10147,1.470002,-0.6784065,1.166891,-0.3456075,303.2453,210.1673,358.3092
3,0.2555556,-0.09784195,-0.30439,0.04231394,-1.357902,-0.6799988,-1.261725,-1.129368,0.0487626,-0.0392936,-0.1145289,0.2684684,-0.3707125,-0.7963416,1.841463,-0.1836949,-0.1034527,-0.2747,-1.025845,-2.104116,1.473445,-0.678023,1.168018,-0.3468828,303.15,209.8266,358.4772
3,0.2666667,-0.07316742,-0.3629399,0.03726061,-1.355536,-0.6702846,-1.262899,-1.129595,-0.02114067,-0.0529319,-0.0910228,0.2720377,-0.3653479,-0.8043151,1.850514,-0.1783122,-0.1171264,-0.3064712,-1.033146,-2.108469,1.479586,-0.6775355,1.169163,-0.3481744,303.0824,209.4502,358.6363
3,0.2777778,-0.04849501,-0.4225498,0.03222658,-1.353783,-0.6635377,-1.264666,-1.129016,0.05329071,-0.0460421,-0.05730883,0.3031932,-0.3611779,-0.8065479,1.853946,-0.1812176,-0.1518604,-0.3408833,-1.037923,-2.112395,1.483736,-0.6769549,1.170304,-0.349586,303.084,209.0888,358.8532
3,0.2888889,-0.06765242,-0.4289865,0.0343814,-1.352696,-0.6584842,-1.264379,-1.131019,-0.1836703,-0.04027236,-0.03740405,0.3331667,-0.3565365,-0.8090907,1.856485,-0.18134,-0.1767182,-0.356364,-1.042226,-2.116306,1.487939,-0.6762133,1.171444,-0.3513813,303.1873,208.582,359.2239
3,0.3,-0.06765242,-0.4289865,0.0343814,-1.352696,-0.6584842,-1.264379,-1.131449,-0.03766212,-0.04027236,-0.03740405,0.3331667,-0.3565365,-0.8090907,1.856485,-0.18134,-0.1767182,-0.356364,-1.042226,-2.116306,1.487939,-0.6751681,1.172548,-0.3532928,303.0909,207.9986,359.4833
