loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
0,0,0.05810778,-0.5253784,0.2247518,-1.362268,-0.7760212,-1.558038,-1.504635,0.06324781,-0.1767615,0.1336077,-0.2301859,-0.5046653,-0.440751,1.402491,0.06894352,0.2056218,0.1375708,-0.7517465,-2.000351,1.339673,-0.6936786,1.174686,-0.3073065,298.1995,213.6673,0.4512134
0,0.01111111,0.05810778,-0.5253784,0.2247518,-1.362268,-0.7760212,-1.558038,-1.50627,-0.1500215,-0.1767615,0.1336077,-0.2301859,-0.5046653,-0.440751,1.402491,0.06894352,0.2056218,0.1375708,-0.7517465,-2.000351,1.339673,-0.6930565,1.174283,-0.3090191,298.2019,213.3526,0.5115011
0,0.02222222,0.02423255,-0.5387269,0.2161787,-1.366646,-0.7636103,-1.559926,-1.505693,0.05432652,-0.1700198,0.0678407,-0.2576495,-0.5111373,-0.443125,1.408241,0.06412658,0.1918473,0.12596,-0.750124,-1.994226,1.334112,-0.6919284,1.173729,-0.3108577,298.2285,212.9117,0.4476553
0,0.03333334,0.015706,-0.5357141,0.2107781,-1.368744,-0.7575063,-1.561237,-1.506668,-0.08969767,-0.1787445,0.04882249,-0.2652416,-0.5143448,-0.443885,1.411253,0.06291486,0.1854818,0.1259932,-0.7491919,-1.991096,1.331158,-0.6905925,1.173114,-0.3125459,298.2844,212.599,0.1846438
0,0.04444445,0.005959094,-0.5221184,0.1999487,-1.370473,-0.7518045,-1.562083,-1.505248,0.1306917,-0.2064925,0.0576455,-0.2755121,-0.5179289,-0.4430605,1.41391,0.05193605,0.1803857,0.1155485,-0.7486796,-1.98815,1.328965,-0.6891065,1.172132,-0.3147813,298.2184,212.5531,359.9619
0,0.05555556,0.003648326,-0.5083698,0.1934198,-1.372373,-0.7463115,-1.563135,-1.505949,-0.06528238,-0.2346712,0.1194026,-0.2563871,-0.5205185,-0.4364862,1.41192,0.04001988,0.1785098,0.1072434,-0.7482854,-1.985108,1.326735,-0.6872585,1.170968,-0.3172189,298.3608,212.4505,359.5383
0,0.06666667,-0.0009479225,-0.4829265,0.1867824,-1.374159,-0.7416754,-1.563911,-1.505814,0.01318642,-0.2373122,0.1638516,-0.2292045,-0.5226011,-0.4304217,1.409403,0.01973373,0.1789702,0.1044045,-0.7478247,-1.981835,1.324779,-0.6852019,1.169754,-0.3196663,298.5848,212.2104,359.0555
0,0.07777778,-0.01635455,-0.4501329,0.1864098,-1.376102,-0.7375315,-1.563869,-1.506157,-0.03150497,-0.2313223,0.2070578,-0.1914736,-0.5240046,-0.4229504,1.405295,0.002668142,0.1814843,0.1004467,-0.7473847,-1.978454,1.322858,-0.6831565,1.168634,-0.321991,298.8597,211.9049,358.5553
0,0.08888889,-0.02645177,-0.4151359,0.1860502,-1.378129,-0.7337557,-1.564005,-1.506195,-0.003169858,-0.218029,0.2182094,-0.1488585,-0.5247216,-0.4175006,1.402513,-0.004935652,0.1784516,0.09740178,-0.7467269,-1.97545,1.321095,-0.6813104,1.167697,-0.3240718,299.0637,211.6341,358.0825
0,0.1,-0.03648892,-0.3854136,0.1900053,-1.38037,-0.7303735,-1.563881,-1.505582,0.05616345,-0.2051593,0.1997837,-0.1289604,-0.5257261,-0.4145397,1.401787,-0.02108811,0.1734875,0.09450622,-0.7462342,-1.972608,1.31984,-0.679786,1.166988,-0.3258639,299.1794,211.4725,357.6919
