loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
0,0,0.0973722,-0.6434495,0.2084548,-1.355546,-0.7367917,-1.606698,-1.520493,-0.002540921,-0.2608352,0.1633565,-0.2305554,-0.4719398,-0.5934178,1.558111,-0.006778315,0.2216115,0.08676559,-0.9693709,-2.066589,1.385205,-0.685487,1.173545,-0.3004588,300.2119,211.6838,0.3030136
0,0.01111111,0.0973722,-0.6434495,0.2084548,-1.355546,-0.7367917,-1.606698,-1.521638,-0.1044548,-0.2608352,0.1633565,-0.2305554,-0.4719398,-0.5934178,1.558111,-0.006778315,0.2216115,0.08676559,-0.9693709,-2.066589,1.385205,-0.685011,1.173282,-0.3020131,300.2082,211.1831,0.5694667
0,0.02222222,0.07713035,-0.6211908,0.1954939,-1.357422,-0.7305157,-1.608377,-1.520933,0.06549236,-0.2508022,0.1756878,-0.2006911,-0.4732954,-0.5882002,1.555956,-0.014302,0.2173387,0.07830784,-0.9692261,-2.063719,1.383989,-0.6841631,1.172894,-0.3037348,300.2467,210.8882,0.4298759
0,0.03333334,0.06110327,-0.5978294,0.1889488,-1.359511,-0.7246195,-1.609727,-1.521838,-0.08323727,-0.2367041,0.1796177,-0.1826988,-0.4747239,-0.5835412,1.553961,-0.02185114,0.2152002,0.06665052,-0.9693805,-2.060787,1.382726,-0.6831411,1.172478,-0.3053026,300.321,210.7087,0.1135212
0,0.04444445,0.01829208,-0.5352327,0.1789106,-1.363364,-0.7135759,-1.610995,-1.521396,0.04135261,-0.2077442,0.168474,-0.1608234,-0.4778361,-0.5762686,1.550999,-0.03249102,0.1970669,0.06460769,-0.968703,-2.055992,1.381052,-0.6820164,1.171839,-0.3072871,300.361,210.5992,359.8731
0,0.05555556,-0.01057257,-0.4959658,0.1732616,-1.364639,-0.7090688,-1.61098,-1.521167,0.02064765,-0.1959305,0.1531766,-0.1367136,-0.4793243,-0.571916,1.549735,-0.03571055,0.1842788,0.05930658,-0.9685587,-2.054037,1.380478,-0.6806834,1.171175,-0.3090765,300.4383,210.3842,359.5665
0,0.06666667,-0.03191428,-0.4694365,0.1645523,-1.366299,-0.7046772,-1.61087,-1.52124,-0.006621418,-0.1786792,0.1346001,-0.109466,-0.4796896,-0.5699911,1.5493,-0.03790773,0.1608313,0.04653653,-0.9686886,-2.053073,1.380384,-0.6793858,1.170318,-0.3113107,300.5185,210.3194,359.2311
0,0.07777778,-0.05330189,-0.4322579,0.1547365,-1.367676,-0.7010905,-1.610244,-1.521097,0.0132459,-0.17206,0.1106974,-0.0768229,-0.4793056,-0.5692326,1.550276,-0.04325376,0.1352563,0.03912064,-0.9686354,-2.052347,1.380638,-0.6779092,1.169519,-0.3135015,300.6974,210.1517,358.8108
0,0.08888889,-0.06615285,-0.3971787,0.1449771,-1.369035,-0.6978739,-1.609754,-1.521269,-0.01558588,-0.1623902,0.08156258,-0.05280225,-0.4790771,-0.56919,1.551784,-0.04435312,0.1224724,0.0327334,-0.968695,-2.0512,1.380525,-0.6763913,1.168958,-0.3154259,300.9266,209.891,358.4094
0,0.1,-0.0864475,-0.36107,0.1319819,-1.370162,-0.6950243,-1.608688,-1.521192,0.007303455,-0.1559907,0.05038115,-0.03410115,-0.4787772,-0.5703985,1.55435,-0.04869775,0.106488,0.01998414,-0.9690679,-2.05057,1.38089,-0.6750624,1.168724,-0.3171006,301.1035,209.6669,358.0482
