loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
1,0,0.058249,-0.3350353,0.2112089,-1.328825,-0.7383507,-1.488232,-1.31952,-0.005954895,-0.2853376,0.1954369,-0.1090676,-0.4066599,-0.7009477,1.685893,-0.1348393,0.317364,0.06186031,-0.8801902,-2.190233,1.493205,-0.6868033,1.167066,-0.2957987,305.2824,211.5926,0.7829529
1,0.01111111,0.058249,-0.3350353,0.2112089,-1.328825,-0.7383507,-1.488232,-1.319606,-0.007716045,-0.2853376,0.1954369,-0.1090676,-0.4066599,-0.7009477,1.685893,-0.1348393,0.317364,0.06186031,-0.8801902,-2.190233,1.493205,-0.6864201,1.166773,-0.2972943,305.3653,211.2367,1.029327
1,0.02222222,0.04441568,-0.3234546,0.2035235,-1.33047,-0.7351145,-1.489343,-1.319556,0.004829838,-0.3002149,0.1890823,-0.1004325,-0.4072282,-0.6960347,1.685265,-0.1412387,0.3141603,0.05441035,-0.8802062,-2.185847,1.492123,-0.6858953,1.166512,-0.2987305,305.3881,210.9046,1.088426
1,0.03333334,0.01892272,-0.3110128,0.182991,-1.333519,-0.7282196,-1.490646,-1.320132,-0.0525917,-0.2916127,0.1835827,-0.08887123,-0.4085225,-0.6851743,1.681625,-0.1487514,0.3130937,0.04165533,-0.8802056,-2.176869,1.489949,-0.685379,1.166342,-0.2999474,305.4052,210.803,0.8841064
1,0.04444445,-0.004479021,-0.3027365,0.1710294,-1.33472,-0.7249652,-1.490531,-1.31957,0.05191312,-0.2894019,0.1802755,-0.0793396,-0.408865,-0.6802757,1.680276,-0.1509671,0.3152688,0.02569341,-0.8808086,-2.172274,1.48879,-0.6851423,1.165977,-0.3016811,305.4037,210.9493,0.7519754
1,0.05555556,-0.01190826,-0.3049609,0.164586,-1.335679,-0.7215499,-1.490758,-1.32004,-0.04327615,-0.2936542,0.1684997,-0.06981863,-0.4091329,-0.6766059,1.68029,-0.1615989,0.3077639,0.02038264,-0.8810685,-2.168343,1.488432,-0.6847473,1.165579,-0.3035344,305.419,210.9061,0.6628409
1,0.06666667,-0.03316796,-0.3062005,0.1580729,-1.336921,-0.7178838,-1.490474,-1.319352,0.06330287,-0.3021078,0.1524152,-0.05176948,-0.4089262,-0.6738234,1.681422,-0.1626896,0.3045961,0.01078846,-0.8815729,-2.164152,1.487616,-0.6841621,1.16521,-0.3053615,305.4344,210.7843,0.4743955
1,0.07777778,-0.04272609,-0.3094668,0.1559064,-1.338171,-0.7141218,-1.490618,-1.319752,-0.03697411,-0.3073539,0.1309439,-0.02847219,-0.4082882,-0.6714383,1.682873,-0.1701222,0.2907488,-0.002017759,-0.8823553,-2.160744,1.487583,-0.683457,1.164931,-0.3071044,305.4933,210.6396,0.2466228
1,0.08888889,-0.06179499,-0.3192539,0.1463079,-1.339101,-0.7099971,-1.49016,-1.319425,0.03046784,-0.3082822,0.1243943,-0.01147944,-0.4076501,-0.6687022,1.683847,-0.1744044,0.2865071,-0.01373272,-0.8831873,-2.156826,1.487091,-0.6826844,1.164766,-0.3087245,305.5313,210.4668,0.06817289
1,0.1,-0.07880072,-0.3257971,0.1433886,-1.344222,-0.7045254,-1.489412,-1.319964,-0.04948056,-0.3082069,0.1113826,0.008656059,-0.4063851,-0.6676891,1.686923,-0.1808018,0.2790511,-0.0243831,-0.8841082,-2.153264,1.487075,-0.6820235,1.164688,-0.3103786,305.5748,210.3309,359.8976
1,0.1111111,-0.09795721,-0.3312026,0.1443934,-1.345539,-0.7004029,-1.488515,-1.319515,0.04154326,-0.3156565,0.09859401,0.02138632,-0.4059233,-0.6637828,1.687555,-0.1893826,0.2822275,-0.03285974,-0.88506,-2.149099,1.486863,-0.6815079,1.164675,-0.3120831,305.558,210.1842,359.774
1,0.1222222,-0.1149274,-0.338858,0.1435293,-1.349747,-0.6941711,-1.488142,-1.319065,0.04099459,-0.3229485,0.09958437,0.03532838,-0.4048905,-0.6611601,1.688969,-0.2011528,0.2853823,-0.04025209,-0.8860289,-2.144973,1.486887,-0.6809813,1.164876,-0.3136511,305.6469,210.0756,359.4836
1,0.1333333,-0.1266689,-0.3452375,0.149907,-1.351145,-0.6898311,-1.487202,-1.319405,-0.03134635,-0.3216384,0.1101139,0.04927483,-0.4036468,-0.6565267,1.688183,-0.2065091,0.287503,-0.04448394,-0.8869488,-2.140785,1.486668,-0.6803361,1.16554,-0.314929,305.7723,210.2009,358.9625
1,0.1444445,-0.1500998,-0.3622589,0.1616703,-1.352956,-0.6849144,-1.485759,-1.319728,-0.02901083,-0.3363957,0.114393,0.06013702,-0.4024718,-0.6532239,1.689375,-0.217153,0.2800113,-0.05191919,-0.8880262,-2.137274,1.487249,-0.6799139,1.166334,-0.3165233,305.6367,210.2296,358.9051
1,0.1555556,-0.1628402,-0.364398,0.1660946,-1.357315,-0.6802182,-1.484875,-1.31979,-0.005436144,-0.3447949,0.1132962,0.07194295,-0.4011488,-0.6500356,1.690566,-0.2235307,0.2725361,-0.05831119,-0.8891507,-2.133941,1.487836,-0.6794668,1.167097,-0.318631,305.3359,210.2817,358.974
1,0.1666667,-0.1885065,-0.3611786,0.1786718,-1.359416,-0.6760056,-1.482745,-1.319349,0.04060876,-0.3498995,0.1109992,0.0932859,-0.3991801,-0.6476392,1.692436,-0.2310626,0.2672528,-0.08171988,-0.8909403,-2.130565,1.488512,-0.6789038,1.167796,-0.321087,305.0843,210.0473,358.9485
1,0.1777778,-0.2130749,-0.3590778,0.1881472,-1.362463,-0.6713387,-1.480537,-1.32009,-0.06797752,-0.3540998,0.1056395,0.1028844,-0.3974486,-0.6447087,1.693809,-0.2343253,0.2704679,-0.09234674,-0.8926011,-2.12673,1.488823,-0.678294,1.168408,-0.323874,304.8931,209.8894,358.744
1,0.1888889,-0.243068,-0.3568192,0.2113603,-1.365334,-0.6670797,-1.47755,-1.319218,0.08036795,-0.3744521,0.1037614,0.09457136,-0.3965735,-0.6421835,1.696429,-0.2481899,0.2735788,-0.09227698,-0.8938474,-2.122929,1.489671,-0.6775393,1.168864,-0.3270492,304.6634,209.9466,358.431
1,0.2,-0.2686816,-0.3717318,0.2252658,-1.368556,-0.6613503,-1.474471,-1.319152,0.005506013,-0.4056388,0.1053551,0.06723775,-0.3967689,-0.6389877,1.699067,-0.257899,0.2821025,-0.1081823,-0.8959007,-2.118708,1.490241,-0.676491,1.169311,-0.3301932,304.5469,209.7778,358.065
1,0.2111111,-0.2984357,-0.3846276,0.2273791,-1.370957,-0.6564197,-1.471382,-1.318719,0.03970705,-0.4174474,0.1044665,0.05990312,-0.3961889,-0.6360092,1.701296,-0.2665236,0.2842541,-0.1273152,-0.898264,-2.114782,1.491067,-0.6752334,1.169872,-0.3331649,304.5052,209.5628,357.6276
1,0.2222222,-0.334533,-0.4104201,0.2231958,-1.372862,-0.650467,-1.467234,-1.318573,0.01326044,-0.4120287,0.109706,0.06415576,-0.3951396,-0.6327181,1.70264,-0.2697752,0.2864002,-0.1368807,-0.9003721,-2.110821,1.491723,-0.674088,1.170519,-0.3361696,304.4632,209.4333,357.2078
1,0.2333333,-0.3568328,-0.425463,0.2211227,-1.37498,-0.6449697,-1.463365,-1.319014,-0.0402143,-0.4153908,0.1034419,0.05453801,-0.3948493,-0.6302631,1.705114,-0.2751273,0.2906435,-0.1389772,-0.9022534,-2.106679,1.492268,-0.6730576,1.171297,-0.3393227,304.3892,209.3246,356.9338
1,0.2444444,-0.4036267,-0.4458972,0.2242476,-1.376904,-0.6389089,-1.458357,-1.318112,0.08305864,-0.4540604,0.06541282,0.05459598,-0.3943326,-0.6321668,1.713302,-0.2815553,0.2927563,-0.144267,-0.9042902,-2.10263,1.49313,-0.6721925,1.172222,-0.3425619,304.239,209.0308,356.7227
