loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
3,0,-0.07959582,-0.4537441,0.2306893,-1.415723,-0.8545168,-1.309232,-1.141142,0.0003089886,-0.2479083,0.05699596,-0.04636902,-0.3964312,-0.6684012,1.610166,-0.1019698,0.162442,-0.04620914,-1.000106,-2.158742,1.448777,-0.6979833,1.153517,-0.3139257,304.7637,224.5298,352.4616
3,0.01111111,-0.07959582,-0.4537441,0.2306893,-1.415723,-0.8545168,-1.309232,-1.141382,-0.02196219,-0.2479083,0.05699596,-0.04636902,-0.3964312,-0.6684012,1.610166,-0.1019698,0.162442,-0.04620914,-1.000106,-2.158742,1.448777,-0.6975694,1.153508,-0.3154831,304.7102,224.5796,352.3943
3,0.02222222,-0.07543226,-0.4048808,0.2037951,-1.417263,-0.8458375,-1.309004,-1.142132,-0.06839514,-0.2360744,0.06965736,-0.03994254,-0.3969953,-0.6628805,1.610216,-0.1065923,0.1560781,-0.0556528,-1.002033,-2.155083,1.449366,-0.697134,1.153558,-0.3169232,304.6803,224.5045,352.2855
3,0.03333334,-0.07666142,-0.3550408,0.1736982,-1.418179,-0.8375769,-1.307812,-1.140666,0.1345368,-0.2178276,0.07046403,-0.02518905,-0.3970869,-0.658539,1.610644,-0.1110565,0.1520347,-0.05447728,-1.003431,-2.15136,1.450204,-0.69673,1.153653,-0.3180455,304.6007,224.4136,352.1726
3,0.04444445,-0.07351777,-0.3359497,0.1608134,-1.418488,-0.8338538,-1.307485,-1.139844,0.07398527,-0.2145641,0.06822194,-0.01672108,-0.396901,-0.6568016,1.611293,-0.1150466,0.1360847,-0.06161733,-1.004463,-2.150406,1.451258,-0.696516,1.153537,-0.3196879,304.5693,224.4073,352.3816
3,0.05555556,-0.06823862,-0.3051557,0.140415,-1.418594,-0.8312333,-1.307333,-1.141097,-0.1149126,-0.2037252,0.05616619,0.009677899,-0.3958406,-0.6560484,1.612445,-0.1199002,0.1244228,-0.0698967,-1.005657,-2.149423,1.452256,-0.6960438,1.153339,-0.3218855,304.6097,224.1748,352.6075
3,0.06666667,-0.07039684,-0.2881652,0.1296698,-1.418949,-0.8285403,-1.306869,-1.141437,-0.03001724,-0.1907846,0.04734324,0.03183396,-0.3947252,-0.6550002,1.613213,-0.1245996,0.1150443,-0.06969473,-1.006525,-2.148449,1.4533,-0.695161,1.1533,-0.3241154,304.6506,223.8157,352.4458
3,0.07777778,-0.06937203,-0.2669348,0.1157057,-1.419052,-0.8260944,-1.306476,-1.141792,-0.03231023,-0.1778678,0.04068255,0.04975151,-0.3935359,-0.6545741,1.614338,-0.128713,0.09595366,-0.07356918,-1.00731,-2.14827,1.454836,-0.6940696,1.153439,-0.3261333,304.6565,223.4556,352.105
3,0.08888889,-0.06938066,-0.2531556,0.1017849,-1.419044,-0.8237269,-1.306113,-1.141472,0.02946838,-0.1724488,0.0373349,0.06138093,-0.3925532,-0.6535829,1.61515,-0.1282557,0.08310835,-0.07439692,-1.008092,-2.147979,1.456202,-0.6929927,1.153744,-0.3278326,304.6513,223.1471,351.8059
3,0.1,-0.06622263,-0.2371649,0.08894089,-1.419339,-0.8225216,-1.305294,-1.141513,-0.004047165,-0.1563306,0.03172241,0.07928036,-0.3909686,-0.653414,1.61612,-0.1336923,0.05962609,-0.08884986,-1.009592,-2.148508,1.458179,-0.6921669,1.154154,-0.3292515,304.6375,222.9026,351.612
