loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
3,0,0.05377409,-0.6534032,0.253476,-1.3729,-0.716728,-1.570669,-1.504575,0.01616579,-0.1817456,0.2117893,-0.2128004,-0.5442756,-0.3682523,1.470231,-0.005924433,0.1967911,0.09045064,-0.9345655,-1.920307,1.300979,-0.7020431,1.175584,-0.3091007,298.9006,210.9938,359.6036
3,0.01111111,0.05377409,-0.6534032,0.253476,-1.3729,-0.716728,-1.570669,-1.505065,-0.04474184,-0.1817456,0.2117893,-0.2128004,-0.5442756,-0.3682523,1.470231,-0.005924433,0.1967911,0.09045064,-0.9345655,-1.920307,1.300979,-0.7009851,1.175125,-0.3107898,298.9506,211.0632,359.3586
3,0.02222222,0.01807356,-0.5628442,0.2815484,-1.379848,-0.7066363,-1.572139,-1.504883,0.01714778,-0.1770111,0.190843,-0.1619925,-0.5468018,-0.3619199,1.468647,-0.008848637,0.1711242,0.08319389,-0.9337208,-1.916275,1.298821,-0.6993675,1.174564,-0.3125986,299.0316,210.8859,359.0324
3,0.03333334,-0.005710602,-0.4936504,0.2906298,-1.386588,-0.6976811,-1.572912,-1.505019,-0.0124638,-0.1630667,0.1401965,-0.1265989,-0.5486959,-0.3596109,1.469918,-0.01625748,0.1528071,0.06742735,-0.9334939,-1.912559,1.297167,-0.6976863,1.173984,-0.3143762,299.1329,210.7286,358.5829
3,0.04444445,-0.02936821,-0.4383548,0.290205,-1.389863,-0.6945934,-1.572448,-1.504317,0.06438549,-0.1547434,0.08563548,-0.1135604,-0.5493505,-0.3616306,1.47306,-0.01608294,0.1346596,0.06114521,-0.9332781,-1.911404,1.296653,-0.6960056,1.173122,-0.317102,299.074,211.3152,358.0524
3,0.05555556,-0.0368908,-0.4096629,0.283619,-1.392809,-0.6908826,-1.572639,-1.504882,-0.05205326,-0.1539107,0.0558096,-0.1160927,-0.55073,-0.363023,1.476076,-0.02457092,0.1249046,0.05386567,-0.9332047,-1.909976,1.296424,-0.6937728,1.172053,-0.3206505,299.0891,211.8003,357.425
3,0.06666667,-0.05405112,-0.3597542,0.2672685,-1.395147,-0.6885656,-1.571851,-1.504623,0.0242565,-0.1477174,0.03774306,-0.1227956,-0.5522741,-0.3638144,1.478162,-0.03534053,0.127914,0.04866667,-0.9332851,-1.908019,1.29603,-0.6909316,1.17109,-0.3241985,299.2939,211.5498,356.7254
3,0.07777778,-0.06370576,-0.333203,0.2606712,-1.397766,-0.685609,-1.571433,-1.505323,-0.06413683,-0.1466533,0.04093888,-0.1238429,-0.5538981,-0.3628514,1.479103,-0.04390365,0.1213367,0.03924024,-0.9333847,-1.906642,1.296014,-0.6880352,1.170448,-0.3274036,299.5602,211.1004,355.8884
3,0.08888889,-0.07021835,-0.2874804,0.2486786,-1.400172,-0.6840532,-1.570684,-1.504848,0.04411011,-0.1548934,0.06000115,-0.1107099,-0.5547625,-0.3603923,1.479061,-0.05144367,0.1179745,0.0297751,-0.9337117,-1.905213,1.296002,-0.6855204,1.170162,-0.3301353,299.6719,210.7348,355.1591
3,0.1,-0.07565904,-0.2460086,0.2399009,-1.402493,-0.6825767,-1.570078,-1.505209,-0.03330177,-0.1576036,0.08094187,-0.08164334,-0.5547876,-0.3573419,1.478354,-0.05890644,0.1114292,0.022457,-0.9340063,-1.904083,1.296184,-0.6836528,1.170232,-0.3323286,299.6464,210.5513,354.6414
3,0.1111111,-0.08530039,-0.2226524,0.2322633,-1.404794,-0.6809101,-1.569047,-1.505322,-0.009919237,-0.1592659,0.09866111,-0.05155788,-0.5544627,-0.3544188,1.477849,-0.06317951,0.1092178,0.01933271,-0.9342231,-1.902682,1.29622,-0.6825314,1.170562,-0.3340698,299.4841,210.5599,354.3302
3,0.1222222,-0.09491631,-0.1854799,0.2182572,-1.407993,-0.6799359,-1.568328,-1.505611,-0.02628165,-0.1515132,0.09292541,-0.0240235,-0.5538192,-0.3526728,1.477786,-0.06754117,0.100526,0.002394933,-0.9350396,-1.901938,1.296574,-0.6821314,1.171075,-0.3354211,299.2798,210.7342,354.1396
3,0.1333333,-0.09917259,-0.1610911,0.2010453,-1.409473,-0.6789314,-1.56736,-1.505301,0.02872315,-0.1460651,0.07880014,-0.006163072,-0.553398,-0.3521524,1.478803,-0.07372718,0.08658919,0.002565069,-0.9351307,-1.901315,1.297174,-0.6822829,1.171682,-0.3364382,299.0448,211.0124,354.0665
3,0.1444445,-0.1064316,-0.1538054,0.1712044,-1.411212,-0.6776477,-1.566747,-1.505797,-0.04560165,-0.1217071,0.04016861,0.002630712,-0.5529265,-0.3537413,1.480642,-0.07802328,0.07686207,-0.01010094,-0.9357943,-1.90093,1.297962,-0.6827685,1.172312,-0.3372129,298.8188,211.3444,354.0206
3,0.1555556,-0.1095107,-0.147562,0.1466375,-1.411842,-0.6761569,-1.565669,-1.505692,0.01006325,-0.1112103,0.02522382,-0.001951052,-0.5531364,-0.3546292,1.482406,-0.08227686,0.06822754,-0.01851412,-0.9364383,-1.900446,1.298726,-0.6834126,1.172894,-0.3378128,298.602,211.7728,353.894
3,0.1666667,-0.1156471,-0.1446813,0.1008946,-1.412985,-0.6738272,-1.564339,-1.506053,-0.03306322,-0.09431529,-0.004767992,0.001717646,-0.5528909,-0.356765,1.484637,-0.08223068,0.06503203,-0.01849489,-0.9367925,-1.89977,1.299236,-0.6840329,1.173406,-0.338329,298.4714,212.0438,353.9023
3,0.1777778,-0.1165705,-0.1479961,0.08177814,-1.413953,-0.6718415,-1.563527,-1.50566,0.03627968,-0.08475947,-0.02196886,0.008835107,-0.5524978,-0.3581115,1.48653,-0.08120647,0.048946,-0.03865165,-0.9378311,-1.900061,1.300182,-0.6845316,1.173809,-0.3388329,298.3661,212.2081,353.937
3,0.1888889,-0.1228066,-0.1513602,0.05425762,-1.416167,-0.6699757,-1.561606,-1.505313,0.03146125,-0.07157174,-0.0364408,0.05004155,-0.5503353,-0.3596418,1.488106,-0.08115256,0.03610444,-0.04816135,-0.9386556,-1.900411,1.30128,-0.6846887,1.174213,-0.3392265,298.4237,212.2483,353.9343
3,0.2,-0.130132,-0.1536582,0.0328878,-1.415531,-0.6680071,-1.560164,-1.505949,-0.05833992,-0.06552042,-0.0190325,0.1013354,-0.5475443,-0.358274,1.487642,-0.08849469,0.01674619,-0.05966428,-0.9395744,-1.90145,1.303206,-0.6845198,1.174808,-0.3394645,298.6159,212.248,353.8046
3,0.2111111,-0.1374701,-0.1633494,0.02011358,-1.41527,-0.6658089,-1.558718,-1.505036,0.08400087,-0.06074995,-0.00568068,0.1366097,-0.5450463,-0.3573771,1.487493,-0.09163684,0.004930524,-0.06807134,-0.9404991,-1.902242,1.304813,-0.6841393,1.175563,-0.3398725,298.6802,212.3422,353.7173
3,0.2222222,-0.1479426,-0.1815944,0.006310675,-1.414977,-0.6629322,-1.557446,-1.505507,-0.04368638,-0.03661767,0.006283078,0.1876185,-0.5412151,-0.3557552,1.485686,-0.09977859,-0.0336192,-0.08050828,-0.9413113,-1.904747,1.307726,-0.6837626,1.176396,-0.3408797,298.621,212.5255,353.6314
3,0.2333333,-0.1691767,-0.1955535,0.003037937,-1.414538,-0.6602355,-1.555167,-1.505648,-0.01236511,-0.02659705,0.01217944,0.2206057,-0.5377567,-0.3547107,1.484839,-0.1016645,-0.06141535,-0.09202579,-0.942221,-1.907048,1.310186,-0.6832319,1.177271,-0.342394,298.4484,212.2861,353.8199
3,0.2444444,-0.1872276,-0.2094833,0.00299567,-1.414407,-0.6573784,-1.552881,-1.505811,-0.01475524,-0.008999288,0.0007368848,0.2724534,-0.5327649,-0.3546457,1.48418,-0.1079591,-0.09041223,-0.1151989,-0.9437119,-1.910163,1.31342,-0.682493,1.178209,-0.3440156,298.2397,211.7974,353.8835
3,0.2555556,-0.2182471,-0.2116298,0.0230475,-1.415138,-0.6549459,-1.549649,-1.504948,0.07909486,-0.00117819,-0.01259905,0.310545,-0.52801,-0.3552609,1.484672,-0.1133105,-0.1076569,-0.1352631,-0.9454477,-1.912925,1.316433,-0.681658,1.179155,-0.3456102,298.0419,211.3652,353.7857
3,0.2666667,-0.2514268,-0.2052464,0.04733307,-1.416649,-0.6527823,-1.546356,-1.50496,-0.001747862,0.01422685,-0.03146995,0.3612567,-0.5220819,-0.3562511,1.484803,-0.1143909,-0.143061,-0.1733833,-0.9479309,-1.917394,1.32035,-0.680785,1.180202,-0.3470275,297.9985,211.0355,353.6566
3,0.2777778,-0.2760077,-0.2010411,0.05566151,-1.417191,-0.6506715,-1.542704,-1.504288,0.06176285,0.04016197,-0.05349664,0.4032808,-0.5160961,-0.3579459,1.48491,-0.1196953,-0.173155,-0.2029508,-0.9502095,-1.921851,1.324486,-0.6799828,1.181394,-0.3483146,297.9751,210.7639,353.597
3,0.2888889,-0.3123141,-0.2096034,0.07681956,-1.419016,-0.6479061,-1.538428,-1.504424,-0.01286676,0.05415282,-0.07841875,0.4283597,-0.5102702,-0.360551,1.486061,-0.1217954,-0.1924712,-0.2209141,-0.9525179,-1.926137,1.328407,-0.6794091,1.18275,-0.3495804,297.9049,210.6187,353.4559
3,0.3,-0.3432268,-0.2267219,0.08962417,-1.421753,-0.6443444,-1.533818,-1.504342,0.007787702,0.04329258,-0.1264125,0.4374521,-0.5049577,-0.3663407,1.491113,-0.1301818,-0.2279158,-0.2482788,-0.9551539,-1.931669,1.333278,-0.6790826,1.184317,-0.3508188,297.7735,210.6217,353.2668
3,0.3111111,-0.366666,-0.2395522,0.09914244,-1.423088,-0.6410974,-1.529313,-1.503874,0.04296678,0.02604249,-0.1593363,0.4382958,-0.4997874,-0.3718955,1.496332,-0.1333032,-0.2547298,-0.2704464,-0.957972,-1.937161,1.338131,-0.6789476,1.186109,-0.3520978,297.594,210.6093,353.2368
