loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
3,0,0.1480542,-0.2597106,0.2126523,-1.350377,-0.7226136,-1.454594,-1.381175,-0.01747928,-0.261373,0.3561454,-0.1631227,-0.4484635,-0.6468344,1.666182,-0.1039719,0.2826282,0.09963226,-0.8814483,-2.19174,1.461293,-0.6851831,1.175418,-0.2959588,299.6416,208.8883,1.288295
3,0.01111111,0.1480542,-0.2597106,0.2126523,-1.350377,-0.7226136,-1.454594,-1.380342,0.0762899,-0.261373,0.3561454,-0.1631227,-0.4484635,-0.6468344,1.666182,-0.1039719,0.2826282,0.09963226,-0.8814483,-2.19174,1.461293,-0.6844337,1.174398,-0.296885,299.7357,208.8962,1.120264
3,0.02222222,0.1501298,-0.240554,0.2072591,-1.352331,-0.7201694,-1.45678,-1.379255,0.09875494,-0.2463914,0.3452058,-0.1474199,-0.449394,-0.6386058,1.661148,-0.09977904,0.2603292,0.08562933,-0.8813002,-2.188862,1.460373,-0.6834272,1.173379,-0.2976416,299.8784,208.8707,0.9070951
3,0.03333334,0.1298351,-0.2161487,0.1901304,-1.355626,-0.7157208,-1.460069,-1.382328,-0.2816277,-0.2061939,0.2849867,-0.1261105,-0.4512572,-0.6274732,1.654677,-0.08594495,0.2125009,0.06931295,-0.8806168,-2.184295,1.459015,-0.6825394,1.172487,-0.2983057,300.1271,208.8641,0.5925013
3,0.04444445,0.1170641,-0.2225979,0.1827038,-1.357102,-0.7127029,-1.461575,-1.380646,0.1563165,-0.1831452,0.2422091,-0.1289372,-0.4527779,-0.6242492,1.65309,-0.08156569,0.1901403,0.0713121,-0.8799105,-2.182466,1.458593,-0.6818494,1.171545,-0.2992097,300.1382,209.1133,0.2667364
3,0.05555556,0.1085428,-0.2279616,0.1763486,-1.358678,-0.7097473,-1.463011,-1.380574,0.004890966,-0.1674153,0.2004331,-0.1199525,-0.4537179,-0.6226524,1.652919,-0.07833303,0.1773688,0.07015353,-0.8794078,-2.180397,1.458046,-0.6811498,1.170588,-0.3001406,300.2032,209.2981,359.9786
3,0.06666667,0.09681389,-0.2237385,0.1731413,-1.360208,-0.707164,-1.46417,-1.380258,0.02901729,-0.1474155,0.1543163,-0.1067966,-0.4543864,-0.6228159,1.653911,-0.07305402,0.1603726,0.06044375,-0.8792357,-2.178946,1.457715,-0.6804509,1.16967,-0.3010695,300.333,209.326,359.7729
3,0.07777778,0.08717111,-0.1981992,0.1719972,-1.362199,-0.7056195,-1.465142,-1.380247,0.0008947682,-0.1283653,0.1188297,-0.09032863,-0.4548306,-0.6224404,1.654434,-0.06793389,0.1370441,0.0357953,-0.8798269,-2.178187,1.457804,-0.6796484,1.16888,-0.3018638,300.4897,209.3245,359.5629
3,0.08888889,0.08180927,-0.1822357,0.170872,-1.363872,-0.7040242,-1.466159,-1.380147,0.009258498,-0.1198096,0.1079842,-0.07881303,-0.4551848,-0.6206816,1.65382,-0.06482159,0.1189922,0.02290925,-0.8801348,-2.17744,1.457925,-0.6787639,1.168262,-0.3025376,300.6288,209.3502,359.3324
3,0.1,0.07216085,-0.1577943,0.1611898,-1.365108,-0.7030873,-1.466748,-1.380263,-0.01067071,-0.1005149,0.0969803,-0.05995545,-0.4550543,-0.6188643,1.652423,-0.06059038,0.1030544,0.01534669,-0.8802706,-2.17675,1.458008,-0.6778733,1.16782,-0.3031309,300.7247,209.3914,359.0798
3,0.1111111,0.06467289,-0.1440081,0.1504849,-1.366243,-0.7018191,-1.467499,-1.380399,-0.0123735,-0.0909214,0.1054871,-0.06636041,-0.4559534,-0.6152205,1.649793,-0.05847307,0.09668281,0.01210208,-0.8803686,-2.175707,1.457903,-0.6770853,1.16755,-0.3036663,300.7615,209.4851,358.7889
3,0.1222222,0.04974733,-0.1440959,0.1345101,-1.366938,-0.7001514,-1.467798,-1.380204,0.01805579,-0.08664063,0.1118766,-0.06953471,-0.4567433,-0.6116173,1.647373,-0.04983811,0.09030066,0.01836212,-0.8800054,-2.174727,1.457453,-0.6764653,1.167397,-0.3041832,300.7421,209.5523,358.5736
3,0.1333333,0.04441822,-0.1420421,0.1195892,-1.367525,-0.6984582,-1.468547,-1.380359,-0.01428058,-0.08454032,0.1097391,-0.07064033,-0.457391,-0.6090101,1.64589,-0.04453178,0.09138971,0.01723805,-0.8799542,-2.173332,1.456885,-0.6760271,1.167341,-0.3046372,300.703,209.5714,358.4321
3,0.1444445,0.02842601,-0.1410719,0.1036083,-1.367881,-0.6968843,-1.468524,-1.37994,0.03849711,-0.06624372,0.1158462,-0.05798393,-0.4574341,-0.6055176,1.642756,-0.03815805,0.08290885,0.01286838,-0.8800613,-2.172568,1.456549,-0.6757296,1.167343,-0.305011,300.6447,209.593,358.3638
3,0.1555556,0.02202746,-0.1357741,0.1003879,-1.368703,-0.6954717,-1.468938,-1.380436,-0.045545,-0.05654813,0.1059862,-0.03902446,-0.4572695,-0.6034718,1.641369,-0.03395256,0.05527064,-6.58771E-05,-0.8804901,-2.173227,1.457336,-0.6755129,1.167379,-0.3053481,300.6035,209.593,358.374
3,0.1666667,0.01774691,-0.1283553,0.09290379,-1.36933,-0.6942466,-1.469224,-1.379849,0.05415448,-0.05113128,0.08436968,-0.01373857,-0.4564269,-0.6033626,1.641629,-0.02972009,0.0244409,-0.01301217,-0.8810259,-2.17443,1.458264,-0.6753113,1.167403,-0.3056422,300.5456,209.562,358.4087
3,0.1777778,0.01559307,-0.1177248,0.08859805,-1.370008,-0.6932624,-1.46957,-1.38035,-0.04630465,-0.0436438,0.06493419,0.005154491,-0.4556924,-0.6034808,1.642094,-0.0329248,0.008466275,-0.0194304,-0.8814781,-2.175148,1.45919,-0.6751193,1.16742,-0.3059578,300.5516,209.5688,358.394
3,0.1888889,0.01128922,-0.1007391,0.07575038,-1.370282,-0.6928011,-1.469616,-1.380415,-0.005397206,-0.03515697,0.04986157,0.01343001,-0.4551966,-0.6037535,1.642389,-0.03400225,-0.001110451,-0.02371311,-0.8818675,-2.175726,1.45996,-0.6749152,1.167441,-0.3062994,300.5671,209.5994,358.3265
3,0.2,0.001672454,-0.09010903,0.07359574,-1.37119,-0.6921582,-1.469319,-1.380587,-0.01575006,-0.02890231,0.03382782,0.01319759,-0.45513,-0.6042771,1.64298,-0.04142157,-0.02136864,-0.02795983,-0.8822083,-2.177036,1.461462,-0.6746632,1.167489,-0.3066291,300.5932,209.6284,358.2383
3,0.2111111,-0.01220969,-0.07204284,0.07247178,-1.372769,-0.6908405,-1.468974,-1.38047,0.01093416,-0.02574993,0.03059178,0.01626591,-0.4555017,-0.6017609,1.641874,-0.05653146,-0.07031289,-0.06098468,-0.884243,-2.181417,1.466011,-0.6743699,1.167573,-0.3069313,300.6143,209.6274,358.1571
