ref,t,emg1,emg2,emg1raw,emg2raw,aDotS,bDotS,gDotS,aS,bS,gS,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH
90,0,841,156,515,496,-1.935249,0.2205513,0.3380907,-1.382006,3.023592,-0.2691822,-0.9078025,0.09653759,1.369978,-0.3356323,-2.979664,2.134726
90,0.01111111,841,156,515,496,-1.871173,0.1963968,0.3309098,-1.384521,3.026408,-0.2507153,-0.8991792,0.02415895,1.302676,-0.3257515,-3.005318,2.169002
90,0.02222222,780,180,542,498,-1.793548,0.246935,0.3297384,-1.38995,3.028839,-0.2331012,-0.8688848,0.02198863,1.244834,-0.315689,-3.027233,2.198554
90,0.03333334,780,180,542,498,-1.768269,0.3248226,0.3334793,-1.396164,3.031293,-0.2146534,-0.8649708,0.0007219315,1.220256,-0.3054001,-3.053373,2.23306
90,0.04444445,780,180,542,498,-1.817414,0.3598915,0.3448839,-1.401606,3.034407,-0.1934462,-0.8599864,-0.0035218,1.188239,-0.2959225,-3.080137,2.268052
90,0.05555556,780,180,542,498,-1.759859,0.3484435,0.3535784,-1.405949,3.037932,-0.175726,-0.837817,0.02312362,1.158222,-0.2858882,-3.104708,2.300397
90,0.06666667,780,180,542,498,-1.609557,0.3317398,0.334867,-1.409516,3.040844,-0.1623436,-0.8020397,0.04864335,1.10675,-0.2768601,-3.128499,2.331362
90,0.07777778,791,162,448,497,-1.499757,0.3056167,0.3501335,-1.41299,3.044676,-0.1490113,-0.7685349,0.0709796,1.044609,-0.2688951,3.132418,2.360523
90,0.08888889,791,162,448,497,-1.430358,0.2673949,0.3409551,-1.415321,3.048126,-0.1351107,-0.7273439,0.0751766,1.005851,-0.2609898,3.106593,2.39261
90,0.1,791,162,448,497,-1.329947,0.2057503,0.3095848,-1.41625,3.050694,-0.1234668,-0.7000735,0.04954982,0.9725189,-0.2543916,3.077267,2.428034
90,0.1111111,791,162,448,497,-1.254217,0.1940147,0.2671004,-1.418267,3.052113,-0.1113356,-0.6361142,0.002583206,0.891873,-0.2502189,3.050554,2.459516
90,0.1222222,906,162,544,501,-1.136904,0.1676071,0.2429608,-1.419693,3.054258,-0.1016337,-0.6216034,-0.03047013,0.8639764,-0.2456164,3.018783,2.496994
90,0.1333333,906,162,544,501,-1.034439,0.1283271,0.2093069,-1.420242,3.055751,-0.09289479,-0.6048703,-0.007053137,0.8254766,-0.2403924,2.992692,2.528619
90,0.1444445,906,162,544,501,-0.9745381,0.06873521,0.1884746,-1.419754,3.057388,-0.08331539,-0.5731636,0.01521337,0.7911047,-0.2351869,2.966361,2.559668
90,0.1555556,906,162,544,501,-0.9349805,0.03262442,0.1834679,-1.419381,3.059368,-0.07422816,-0.5361585,0.03003818,0.7640718,-0.2305493,2.939428,2.591128
90,0.1666667,906,162,544,501,-0.8687712,-0.00865899,0.1860104,-1.418539,3.061733,-0.066497,-0.4702599,0.05537653,0.7399822,-0.2255974,2.913169,2.620207
90,0.1777778,987,208,485,495,-0.7833873,-0.05411156,0.1917937,-1.416964,3.064163,-0.06027159,-0.4248873,0.06485707,0.6937209,-0.2215089,2.88925,2.647178
90,0.1888889,987,208,485,495,-0.7140536,-0.07623048,0.1867203,-1.415979,3.066069,-0.0542912,-0.3953999,0.05948091,0.6625026,-0.218073,2.864169,2.675452
90,0.2,987,208,485,495,-0.6116052,-0.1122944,0.1562435,-1.413775,3.067128,-0.0504653,-0.3544036,0.0157038,0.6226241,-0.2164441,2.837661,2.704139
90,0.2111111,987,208,485,495,-0.5059915,-0.1208742,0.08722821,-1.412389,3.066167,-0.04741811,-0.3169216,-0.01951388,0.5497507,-0.215764,2.816811,2.727211
90,0.2222222,987,186,572,503,-0.4154641,-0.1131091,0.08412035,-1.411456,3.067121,-0.04518212,-0.2994915,-0.0184665,0.480343,-0.214532,2.799981,2.746497
90,0.2333333,987,186,572,503,-0.3612782,-0.07340914,0.09136726,-1.411728,3.068231,-0.0426958,-0.2818502,-0.003554881,0.4290483,-0.2127732,2.785082,2.763797
90,0.2444444,987,186,572,503,-0.3294576,-0.03812838,0.09326498,-1.412113,3.069067,-0.03972531,-0.2640775,0.02944031,0.3831214,-0.2105064,2.772087,2.778914
90,0.2555556,987,186,572,503,-0.2731383,0.01850376,0.08652656,-1.413889,3.069466,-0.03881025,-0.2345744,0.0730969,0.338094,-0.2076435,2.764947,2.78793
90,0.2666667,987,186,572,503,-0.2073085,0.09103864,0.06266301,-1.416988,3.069254,-0.03790531,-0.2169978,0.0645822,0.2878262,-0.2065431,2.757612,2.797104
90,0.2777778,921,177,484,499,-0.1457007,0.1444986,0.06024092,-1.420001,3.069717,-0.03793193,-0.1684946,0.04528394,0.2447002,-0.206151,2.750913,2.804132
90,0.2888889,921,177,484,499,-0.1148701,0.1755805,0.06431841,-1.423253,3.070344,-0.03787015,-0.1178365,0.006805301,0.2111044,-0.206501,2.743136,2.811763
90,0.3,921,177,484,499,-0.07773553,0.2204474,0.06404787,-1.426991,3.070913,-0.03812688,-0.08859885,-0.02203105,0.1607292,-0.2074448,2.737679,2.81716
90,0.3111111,921,177,484,499,-0.04904199,0.2535655,0.05742596,-1.431064,3.070677,-0.03827921,-0.07223731,-0.03158744,0.0976866,-0.2078912,2.74071,2.814851
90,0.3222222,921,177,484,499,-0.03848168,0.2812972,0.05616846,-1.434972,3.071025,-0.03808054,-0.06102064,-0.04009476,0.04963761,-0.2085159,2.741846,2.81402
90,0.3333333,872,231,479,496,-0.03958973,0.3047205,0.05385078,-1.439005,3.071232,-0.03797242,-0.03024502,-0.01672336,0.0312203,-0.2079247,2.744808,2.810919
90,0.3444445,872,231,479,496,-0.05667886,0.3195618,0.04727186,-1.443179,3.070598,-0.036366,0.007744443,-0.009368621,-0.00749525,-0.2081628,2.748901,2.805642
90,0.3555556,872,231,479,496,-0.05980697,0.3078442,0.04841539,-1.446284,3.071064,-0.03606133,0.01063669,-0.01359463,-0.03417014,-0.2086038,2.754804,2.800084
90,0.3666667,872,231,479,496,-0.05334836,0.2855129,0.05070962,-1.448827,3.071442,-0.03564695,0.02781161,-0.008344658,-0.02367121,-0.2085457,2.752537,2.801518
90,0.3777778,770,208,477,498,-0.01592535,0.2377561,0.05964145,-1.450068,3.072271,-0.03672073,0.02448032,-0.01470472,-0.03219007,-0.2090054,2.757113,2.797387
90,0.3888889,770,208,477,498,-0.0007836521,0.1813376,0.05473133,-1.450974,3.072281,-0.03755164,0.0268156,-0.01045975,-0.01303119,-0.2088003,2.755718,2.798544
90,0.4,770,208,477,498,0.001634777,0.1012921,0.03402071,-1.449901,3.072116,-0.03762567,0.02707559,0.005488044,0.006171959,-0.2082613,2.752186,2.801444
90,0.4111111,770,208,477,498,0.005065788,0.04688119,0.02056218,-1.449093,3.071733,-0.03822701,0.01337192,0.02365152,0.01697458,-0.2072365,2.752236,2.802094
90,0.4222222,770,208,477,498,0.01597011,-0.02562561,0.007268578,-1.446619,3.071505,-0.03867283,-0.0003216602,0.03647178,0.02778592,-0.2063023,2.750016,2.80461
90,0.4333333,726,236,472,493,0.02261864,-0.09599674,-0.002846204,-1.443725,3.071504,-0.03933755,0.008314975,0.0449695,0.03834871,-0.2053084,2.749218,2.805426
90,0.4444444,726,236,472,493,0.03877518,-0.1535031,-0.008801959,-1.440658,3.071029,-0.03996766,0.01697963,0.03638863,0.05425147,-0.2049206,2.743181,2.810683
90,0.4555556,726,236,472,493,0.04848537,-0.1929669,-0.01913196,-1.437582,3.070869,-0.0404646,0.02122627,0.02360654,0.05845082,-0.2045505,2.740626,2.813101
90,0.4666667,726,236,472,493,0.05386776,-0.2089857,-0.02540591,-1.434725,3.070387,-0.04106062,0.02530574,0.009748086,0.04456636,-0.2048424,2.738223,2.814968
90,0.4777778,650,194,476,499,0.04852577,-0.1962321,-0.02764397,-1.432984,3.070032,-0.04166675,0.01996101,0.02790054,0.03715471,-0.2038724,2.74115,2.812189
90,0.4888889,650,194,476,499,0.03454866,-0.1579069,-0.02369161,-1.432118,3.069949,-0.0416071,0.01268155,0.07054736,0.04047003,-0.2015869,2.741259,2.812242
90,0.5,650,194,476,499,0.02268752,-0.1099264,-0.01555791,-1.432295,3.069811,-0.04189845,0.008455113,0.08654338,0.0383953,-0.2001227,2.741828,2.811713
90,0.5111111,650,194,476,499,0.01510503,-0.07157665,-0.01265963,-1.43262,3.069752,-0.04180524,-0.001359813,0.06846599,0.02250856,-0.2002639,2.741886,2.811959
90,0.5222223,650,194,476,499,0.01277316,-0.0139721,-0.002440492,-1.434168,3.069888,-0.04189312,-0.01120708,0.04081992,0.006610302,-0.2006255,2.742844,2.811482
90,0.5333334,762,206,491,500,0.01574353,0.05319991,0.004532321,-1.435974,3.070129,-0.0421653,-0.007116444,0.01418733,0.0001228182,-0.2011198,2.74488,2.809721
90,0.5444446,762,206,491,500,0.01457985,0.08305265,0.008565352,-1.438016,3.070272,-0.04235864,-0.001998715,0.001412333,-0.01592997,-0.201547,2.748699,2.805895
90,0.5555557,762,206,491,500,0.006987929,0.1182389,0.01575348,-1.440268,3.070622,-0.04210191,0.001215226,0.003530833,-0.01489529,-0.2014969,2.749607,2.804913
90,0.5666668,762,206,491,500,0.002673939,0.134235,0.01990132,-1.442144,3.071066,-0.04215358,-0.002902591,0.00781722,-0.003144648,-0.2009403,2.750039,2.804518
90,0.577778,803,248,494,492,-0.00483045,0.1470263,0.02405481,-1.444173,3.071363,-0.0419352,0.002654608,0.01843655,0.01598383,-0.2001866,2.747422,2.806901
90,0.5888891,803,248,494,492,-0.01440294,0.142739,0.02618784,-1.445327,3.071468,-0.04166835,-0.0004966035,0.03018357,0.01600883,-0.1993845,2.749326,2.805128
90,0.6000003,803,248,494,492,-0.01751669,0.1171719,0.02845893,-1.445796,3.071181,-0.04148246,-0.02400154,0.03668574,0.007715563,-0.1986644,2.752522,2.803013
90,0.6111114,803,248,494,492,-0.02054232,0.06598985,0.02350617,-1.445183,3.071334,-0.04116768,-0.02495675,0.03135384,0.02050556,-0.1982798,2.750133,2.805678
90,0.6222225,803,248,494,492,-0.02682018,0.02865613,0.02162062,-1.444376,3.071284,-0.0405903,-0.01000063,0.00464916,0.03313172,-0.1987693,2.744222,2.810957
90,0.6333337,723,246,520,499,-0.02979088,-0.04167706,0.02000569,-1.442007,3.071588,-0.04023823,-0.009057872,-0.01345225,0.02776999,-0.1993445,2.743471,2.811871
90,0.6444448,723,246,520,499,-0.02756052,-0.07153679,0.01489787,-1.440594,3.071594,-0.03995008,-0.01127807,-0.01662469,0.02033206,-0.1993919,2.743386,2.812212
90,0.655556,723,246,520,499,-0.02962147,-0.09288571,0.009734403,-1.439091,3.071715,-0.0395261,-0.01753089,-0.00489061,0.02999176,-0.1989951,2.741086,2.814815
90,0.6666671,723,246,520,499,-0.03175618,-0.09398712,0.006531162,-1.438032,3.071598,-0.03891677,-0.01937862,0.03346502,0.04494948,-0.1973567,2.739237,2.816972
90,0.6777782,723,246,520,499,-0.03499969,-0.0811824,0.01069168,-1.437479,3.071845,-0.03847842,-0.02472128,0.04094401,0.04074735,-0.1966228,2.738646,2.81797
90,0.6888894,721,215,466,501,-0.03512444,-0.05121157,0.02856117,-1.437826,3.072356,-0.03818174,-0.0388556,0.01971018,0.02063917,-0.1970281,2.739492,2.818037
90,0.7000005,721,215,466,501,-0.0320025,-0.03198987,0.03373912,-1.437889,3.072668,-0.03789039,-0.03361819,-0.00588927,0.01951889,-0.1977999,2.735911,2.821606
90,0.7111117,721,215,466,501,-0.03526361,-0.008604093,0.0282352,-1.438404,3.072848,-0.03743872,-0.04112224,-0.03248579,0.02596538,-0.1984609,2.732608,2.825713
90,0.7222228,721,215,466,501,-0.04059441,-0.001243316,0.01751713,-1.438522,3.072724,-0.03683098,-0.03333012,-0.009096287,0.05040706,-0.1976279,2.727721,2.830674
90,0.7333339,642,221,476,494,-0.05020795,0.01042111,0.01421765,-1.43892,3.072814,-0.0361327,-0.03029974,-0.01014452,0.0354582,-0.1974478,2.727766,2.831011
90,0.7444451,642,221,476,494,-0.04701697,0.01254748,0.01420965,-1.438897,3.073034,-0.03575773,-0.03040523,-0.00374135,0.02482193,-0.1972811,2.727449,2.832013
90,0.7555562,642,221,476,494,-0.03638448,0.01799284,0.02589711,-1.439202,3.073523,-0.03596173,-0.02299525,0.01328384,0.014105,-0.1967208,2.72898,2.830575
90,0.7666674,642,221,476,494,-0.02788867,0.02337464,0.02799412,-1.439781,3.073726,-0.03581259,-0.02104456,-0.01759845,0.008727595,-0.1974862,2.728605,2.831361
90,0.7777785,642,221,476,494,-0.0268256,0.02551416,0.02904432,-1.440103,3.074048,-0.03565067,-0.02314923,-0.0314445,0.01619723,-0.1980684,2.725707,2.834511
90,0.7888896,635,197,459,491,-0.03434173,0.04563777,0.01611374,-1.44118,3.074062,-0.03480325,-0.01989968,-0.0431597,0.02682316,-0.1982489,2.721215,2.83924
90,0.8000008,635,197,459,491,-0.03756721,0.05732268,0.01389579,-1.442006,3.074223,-0.03436969,-0.01032601,-0.03574359,0.02142674,-0.198447,2.718682,2.841403
90,0.8111119,635,197,459,491,-0.03767696,0.07974303,0.02014463,-1.443549,3.074909,-0.03362507,-0.0114597,-0.0218729,0.01078872,-0.1982249,2.720197,2.840234
90,0.8222231,635,197,459,491,-0.03135115,0.09473866,0.02962818,-1.44486,3.075406,-0.03351428,-0.009431579,-0.01016372,-0.005185535,-0.1982707,2.721158,2.839106
90,0.8333342,565,192,490,487,-0.02082044,0.1310338,0.03470828,-1.447306,3.075906,-0.03363999,-0.01926787,-0.006912233,-0.02961034,-0.1985909,2.727962,2.833068
90,0.8444453,565,192,490,487,-0.02404243,0.1405743,0.02929335,-1.449106,3.075841,-0.03318245,-0.03205384,-0.01538908,-0.02735935,-0.1991192,2.728603,2.833013
90,0.8555565,565,192,490,487,-0.02615961,0.1415791,0.02183106,-1.450728,3.075934,-0.03288258,-0.03406245,-0.0175203,-0.01455616,-0.1993078,2.727552,2.834481
90,0.8666676,565,192,490,487,-0.02398722,0.1277382,0.02300492,-1.451667,3.07622,-0.03271374,-0.02228714,-0.02289002,-0.006159545,-0.1995714,2.726579,2.835515
90,0.8777788,565,192,490,487,-0.02071831,0.1033035,0.03067178,-1.452199,3.077106,-0.03282293,-0.01278709,-0.02611553,-0.01371535,-0.2000274,2.727654,2.83436
90,0.8888899,637,250,481,492,-0.007828966,0.0692421,0.03201016,-1.451748,3.077507,-0.03318725,-0.002379674,-0.04745486,-0.03088181,-0.201449,2.730246,2.831524
90,0.900001,637,250,481,492,0.004018247,0.03089552,0.02699221,-1.451192,3.077719,-0.03356169,-0.0002335124,-0.03893733,-0.03090533,-0.2017004,2.732018,2.829978
90,0.9111122,637,250,481,492,0.0158469,-0.005365319,0.01662246,-1.450213,3.077568,-0.03371562,-0.007512633,-0.01654569,-0.02122894,-0.2012945,2.732513,2.829771
90,0.9222233,637,250,481,492,0.02124535,-0.02561762,0.01252311,-1.449531,3.077665,-0.03411563,-0.01469094,0.006899807,-0.001980549,-0.2010841,2.732654,2.829893
90,0.9333345,561,204,467,499,0.02445491,-0.03520311,0.01155213,-1.448979,3.078062,-0.03424559,-0.01031731,0.02072597,0.004379362,-0.2001302,2.731949,2.830683
90,0.9444456,561,204,467,499,0.01912757,-0.03836603,0.01796099,-1.44856,3.078524,-0.03437928,-0.01149303,0.01434782,-0.004130952,-0.2002282,2.733041,2.829786
