ref,t,emg1,emg2,emg1raw,emg2raw,aDotS,bDotS,gDotS,aS,bS,gS
90,0,-2.296052,-0.2128046,0.145515,-1.302801,3.069136,-0.1236255,-0.8074068,0.5673156,0.1330551,-0.1962893,2.455588,-1.422976
90,0.01111111,-2.127459,-0.2979527,0.2088954,-1.297965,3.074342,-0.1056066,-0.7862585,0.5677474,0.1010179,-0.1979623,2.423179,-1.383017
90,0.02222222,-2.018692,-0.3228856,0.2283013,-1.294517,3.078091,-0.08681799,-0.7649624,0.5380737,0.09216666,-0.2005541,2.397181,-1.348553
90,0.03333334,-1.819453,-0.3757915,0.249823,-1.289291,3.082141,-0.07313786,-0.7318558,0.5149505,0.07795785,-0.2023576,2.373369,-1.318318
90,0.04444445,-1.686585,-0.4442732,0.2366214,-1.282614,3.085052,-0.05900819,-0.6667593,0.5058984,0.05234343,-0.2051811,2.352432,-1.294706
90,0.05555556,-1.51379,-0.5785133,0.1832391,-1.272649,3.085928,-0.04728336,-0.6240825,0.4975597,0.05523005,-0.2073697,2.328683,-1.265737
90,0.06666667,-1.350637,-0.6753779,0.1109906,-1.262809,3.085331,-0.03622219,-0.6034785,0.473067,0.06787051,-0.210712,2.310857,-1.243865
90,0.07777778,-1.198678,-0.7150536,0.07758501,-1.253753,3.08565,-0.02729314,-0.5905051,0.4505734,0.08465379,-0.2135823,2.293955,-1.221069
90,0.08888889,-1.05076,-0.6993644,0.05193645,-1.246542,3.085689,-0.01908528,-0.5731727,0.4270766,0.102456,-0.2165086,2.278376,-1.200662
90,0.1,-0.9643389,-0.6527448,0.05047747,-1.240604,3.086328,-0.01102336,-0.5323014,0.4140791,0.1437959,-0.2211787,2.266086,-1.184926
90,0.1111111,-0.8188455,-0.5158732,0.07784227,-1.238762,3.087895,-0.006072007,-0.4829852,0.377748,0.1740665,-0.2248347,2.258327,-1.172848
90,0.1222222,-0.7502782,-0.4384331,0.09695476,-1.235935,3.089553,-8.628642E-05,-0.4593053,0.3511051,0.1833682,-0.2287128,2.250431,-1.161377
90,0.1333333,-0.6494511,-0.3004214,0.132187,-1.236372,3.092084,0.003943609,-0.4186162,0.2981371,0.1751207,-0.2309429,2.244207,-1.151436
90,0.1444445,-0.5562216,-0.1516299,0.1430146,-1.238336,3.093989,0.007343933,-0.3660356,0.2144474,0.1612224,-0.2327768,2.242648,-1.147317
90,0.1555556,-0.5038202,-0.05047867,0.1272457,-1.240458,3.094968,0.01111444,-0.3286792,0.1679042,0.1424099,-0.2337994,2.242491,-1.143822
90,0.1666667,-0.418263,0.1508266,0.09051445,-1.247136,3.095018,0.01392301,-0.2815698,0.1150493,0.1278171,-0.2351923,2.24347,-1.14348
90,0.1777778,-0.3872348,0.2275131,0.07688545,-1.251629,3.095614,0.01724344,-0.2227935,0.07165003,0.1259734,-0.2361782,2.246979,-1.145492
90,0.1888889,-0.342396,0.2967157,0.06093976,-1.256024,3.095862,0.02004934,-0.1716296,0.05481721,0.1276329,-0.2374922,2.249243,-1.146035
90,0.2,-0.320058,0.3041867,0.05122229,-1.259695,3.09623,0.02286643,-0.1417535,0.039155,0.1156117,-0.2387641,2.248595,-1.144948
90,0.2111111,-0.2819958,0.257282,0.03149439,-1.260976,3.096448,0.0246385,-0.09486989,0.01814838,0.1065898,-0.2391311,2.252025,-1.147752
90,0.2222222,-0.2461368,0.1762946,0.01896339,-1.260722,3.095794,0.02677063,-0.08742613,0.0003476068,0.08188704,-0.2395258,2.252842,-1.148236
90,0.2333333,-0.2091722,0.09419421,0.01073313,-1.259702,3.095822,0.02806439,-0.08955184,-0.02717634,0.06242446,-0.2389963,2.257143,-1.150934
90,0.2444444,-0.1678568,0.02269531,0.008896936,-1.258149,3.095646,0.02880528,-0.07983047,-0.03890827,0.0707949,-0.2399029,2.260685,-1.154126
90,0.2555556,-0.1477485,-0.02534728,0.01059613,-1.256425,3.096086,0.02976562,-0.06068399,-0.0367187,0.07284132,-0.2406496,2.264131,-1.156818
90,0.2666667,-0.1129642,-0.1287557,0.004399132,-1.252596,3.096206,0.03022262,-0.0329289,-0.03776788,0.08332644,-0.2414752,2.268403,-1.161134
90,0.2777778,-0.09609303,-0.1543049,-0.00760586,-1.250231,3.095712,0.03101304,-0.01909876,-0.03027479,0.08651927,-0.2424036,2.270662,-1.1635
90,0.2888889,-0.0790782,-0.1489817,-0.01515869,-1.249022,3.095373,0.03146471,-0.00111042,-0.02884991,0.06087853,-0.2424829,2.270843,-1.164569
90,0.3,-0.06519255,-0.1266285,-0.01939464,-1.24825,3.095004,0.03192012,0.01899156,-0.02322278,0.04269182,-0.2422736,2.269792,-1.164052
90,0.3111111,-0.05550444,-0.07654291,-0.02556415,-1.248995,3.094514,0.03256993,0.02849461,-0.03045831,0.02444429,-0.2416739,2.271887,-1.166347
90,0.3222222,-0.04486413,-0.03917961,-0.04247082,-1.249719,3.093478,0.03307433,0.02534849,-0.03257589,0.02551997,-0.242182,2.271935,-1.167056
90,0.3333333,-0.03537101,-0.03273631,-0.05741162,-1.249442,3.092569,0.03348392,0.02203162,-0.03133141,0.006360967,-0.2418022,2.273035,-1.16792
90,0.3444445,-0.02594908,-0.06147702,-0.06618345,-1.248023,3.091486,0.03399898,0.01658131,-0.02477792,-0.01059633,-0.2409548,2.270228,-1.165454
90,0.3555556,-0.01543394,-0.09878325,-0.06967698,-1.245886,3.090702,0.03411456,0.01538722,-0.01085494,-0.01899054,-0.2404318,2.268598,-1.163752
90,0.3666667,-0.008043118,-0.1126373,-0.07302085,-1.244308,3.089644,0.03432442,0.005682459,-0.01067237,-0.03917159,-0.2397292,2.26586,-1.16088
