loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,aDotE,bDotE,gDotE,aE,bE,gE,xE,yE,zE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand
7,0,-0.07758432,-0.2764793,0.08561233,-1.568584,-4.693187,-2.850262,0.4195414,1.223378,0.4608848,-0.06456482,-0.03983387,-0.2906405,4.676009,-4.535226,1.715425,0.2582843,1.131706,0.4456811,-0.1446662,0.03925173,0.0106537,-0.565919,1.38471,0.5658706,0.4304693,1.454417,0.3938298,-0.01983481,0.08991423,-0.06768715,-1.231634,0.4385077,0.1493743,0.5545652,1.494118,0.2374859,0.0592602,1.159695,0.3721732,281.61,146.98,115.0321
7,0.01111111,-0.08216772,-0.265469,0.08482669,-1.568645,-4.690125,-2.848875,0.419148,1.223435,0.4608834,-0.07730461,-0.03807685,-0.2893669,4.67596,-4.532546,1.716351,0.2578447,1.131789,0.4450991,-0.1413656,0.01478456,0.007295359,-0.5663511,1.383645,0.568109,0.4306307,1.454391,0.3939431,-0.00610433,0.04846424,-0.08610988,-1.233225,0.437733,0.1492105,0.5548184,1.494092,0.2376411,0.05887126,1.15995,0.3709863,281.6164,146.5911,115.2295
7,0.02222222,-0.09071905,-0.252827,0.09305642,-1.569188,-4.688395,-2.847676,0.4188139,1.223408,0.4608142,-0.08351346,-0.0398491,-0.2642336,4.675607,-4.52991,1.717716,0.2573818,1.131902,0.444587,-0.1252344,-0.01070672,0.00913896,-0.5668112,1.38205,0.5702523,0.4308427,1.454391,0.3941333,-0.01147374,0.03252454,-0.09254624,-1.234403,0.4378883,0.1495344,0.5550926,1.493972,0.2378855,0.05857424,1.160183,0.3699138,281.6068,146.1974,115.4027
7,0.03333334,-0.09996258,-0.2498617,0.09419384,-1.569744,-4.686062,-2.845961,0.4184077,1.223441,0.4609849,-0.09689786,-0.03891692,-0.2566173,4.675509,-4.52696,1.719107,0.2569551,1.132094,0.4442675,-0.0941884,-0.04780516,0.004398192,-0.5678552,1.379308,0.5725767,0.4309889,1.454304,0.3943436,-0.04248818,0.01875465,-0.1094364,-1.236184,0.4379045,0.1510838,0.5552465,1.493817,0.2380345,0.05834705,1.160504,0.3690643,281.4734,145.9637,115.2818
7,0.04444445,-0.1053475,-0.2476169,0.09250691,-1.570059,-4.683098,-2.844585,0.4179878,1.223432,0.4610605,-0.1016257,-0.04214354,-0.2595851,4.675759,-4.524201,1.720458,0.2564754,1.132192,0.4437203,-0.08247367,-0.06366589,-0.00538099,-0.5688522,1.377921,0.5742587,0.4311706,1.454248,0.3944755,-0.0552616,0.01235685,-0.1083111,-1.237292,0.4381125,0.152009,0.5554635,1.493697,0.2382452,0.05807903,1.160722,0.3679057,281.3094,145.5211,115.4276
7,0.05555556,-0.1020828,-0.2618112,0.09308494,-1.57043,-4.679912,-2.843426,0.4175163,1.223439,0.4611318,-0.09897608,-0.04372108,-0.2725179,4.675811,-4.52053,1.721375,0.2560001,1.132295,0.4430127,-0.07393078,-0.08062718,-0.01301052,-0.5700976,1.376077,0.5763469,0.4314082,1.454175,0.3946357,-0.04882423,0.004868306,-0.1020057,-1.238215,0.438064,0.1523789,0.5557325,1.493601,0.2384355,0.05788739,1.160826,0.3667552,281.0712,144.5368,116.1545
7,0.06666667,-0.09631971,-0.2797039,0.09155612,-1.57043,-4.676105,-2.842422,0.4169984,1.223469,0.4612482,-0.09762689,-0.04243472,-0.2895176,4.675756,-4.516858,1.722369,0.2555611,1.1324,0.4426334,-0.08238409,-0.07753168,-0.002273094,-0.5701833,1.374573,0.5788442,0.431582,1.454115,0.3947237,-0.03594637,0.009069506,-0.08929509,-1.238709,0.4384568,0.1521224,0.5559536,1.493526,0.2386918,0.05770729,1.160968,0.3655736,280.9089,143.4422,117.1018
7,0.07777778,-0.0883875,-0.2858726,0.09009768,-1.570449,-4.672272,-2.841808,0.4165496,1.223362,0.4613585,-0.08612625,-0.04545262,-0.3094097,4.676138,-4.513221,1.722939,0.2551033,1.13238,0.4420028,-0.08229191,-0.0818328,0.005172718,-0.5703921,1.372747,0.581342,0.4317806,1.454069,0.3947442,-0.0050311,0.02503782,-0.0862454,-1.23946,0.4394184,0.1506968,0.5562089,1.493394,0.2388632,0.05754851,1.160925,0.3644207,280.813,142.7076,117.7745
7,0.08888889,-0.0637514,-0.2897097,0.08275776,-1.570406,-4.668118,-2.841201,0.4160692,1.223268,0.4611611,-0.07409143,-0.04426423,-0.3276699,4.676485,-4.509839,1.722774,0.2546608,1.132261,0.4413002,-0.07580584,-0.09035242,0.01039742,-0.5708747,1.370363,0.5839249,0.4319695,1.453999,0.3947909,0.01620265,0.02616556,-0.09599371,-1.240968,0.4400847,0.1496467,0.5565172,1.493238,0.238898,0.05739873,1.161055,0.3634446,280.7983,142.3039,118.102
7,0.1,0.02010842,-0.2754617,0.09757298,-1.570434,-4.665103,-2.839859,0.4159654,1.223365,0.4610777,-0.08279102,-0.04050785,-0.3143249,4.675394,-4.507003,1.720045,0.2540706,1.131818,0.4406867,-0.07268476,-0.08497836,0.005071746,-0.5713876,1.369391,0.5854331,0.4320475,1.453871,0.3947792,0.004449014,0.01873695,-0.1012772,-1.242293,0.4403171,0.1499312,0.5567786,1.493095,0.2389362,0.05716779,1.16078,0.3624855,280.937,142.229,118.161
7,0.1111111,0.100154,-0.245089,0.1211519,4.711671,-4.665535,-2.835021,0.4159672,1.222986,0.4609027,-0.1664945,-0.03218003,-0.2338089,4.673255,-4.504835,1.716513,0.2535504,1.131553,0.4403715,-0.08691628,-0.06995257,-0.0298751,-0.5727772,1.370321,0.5859191,0.432119,1.453741,0.3948233,-0.02438746,-0.0003964026,-0.1118223,-1.243993,0.4398144,0.1513608,0.5571042,1.492941,0.2390046,0.05678525,1.160189,0.3611841,281.1754,142.3086,118.0406
7,0.1222222,0.1044067,-0.1885307,0.08948002,4.709731,-4.664995,-2.832926,0.4155923,1.222794,0.4608316,-0.1770822,-0.05820781,-0.1889879,4.673158,-4.504823,1.715134,0.2532453,1.131237,0.4398308,-0.1032025,-0.0475487,-0.05092023,-0.5737397,1.372019,0.5861924,0.4321675,1.453691,0.3948891,-0.0435719,-0.006783262,-0.1127811,-1.245278,0.4398173,0.1525123,0.5573694,1.492804,0.2391703,0.05640057,1.159647,0.3603505,281.4268,142.426,117.8978
7,0.1333333,0.1103339,-0.1440153,0.07916971,4.70811,-4.662952,-2.835478,0.4150108,1.222553,0.4604642,-0.08687738,-0.09039307,-0.1761331,4.672648,-4.504629,1.714202,0.2529863,1.130703,0.4394054,-0.1236208,-0.01038453,-0.04840527,-0.5734681,1.374229,0.5864568,0.4322219,1.453681,0.3949003,-0.05526371,-0.007878304,-0.1084456,-1.246433,0.4398035,0.1536098,0.5576068,1.492684,0.2392483,0.05593475,1.159052,0.3602599,281.8463,143.0454,117.2477
7,0.1444445,0.1570211,-0.1196799,0.09930654,4.70756,-4.660978,-2.835848,0.4148146,1.222394,0.4602604,-0.05671531,-0.09003569,-0.169612,4.670558,-4.503743,1.711089,0.2526137,1.130116,0.438839,-0.1288883,0.003355905,-0.03337538,-0.5730739,1.374856,0.5875386,0.432326,1.453597,0.3949807,-0.03809797,0.004826665,-0.09145989,-1.24679,0.4404887,0.1531459,0.5578065,1.492651,0.2394228,0.05578477,1.158387,0.3598785,282.1859,144.5077,115.7654
7,0.1555556,0.2297642,-0.1007826,0.1140666,4.706161,-4.661462,-2.834801,0.414683,1.22216,0.4601357,-0.06719847,-0.09380002,-0.1156407,4.668005,-4.502773,1.706182,0.2523236,1.129762,0.4387035,-0.1009001,-0.006234363,-0.007038223,-0.5725626,1.373036,0.5891101,0.4324888,1.45348,0.3949444,-0.01771572,0.02070343,-0.07128694,-1.246831,0.4412754,0.1524178,0.5580317,1.492575,0.2395124,0.05555404,1.157566,0.3592639,282.4256,145.6629,114.6519
7,0.1666667,0.2161092,-0.1087096,0.1044089,4.704789,-4.661732,-2.83317,0.4143601,1.222162,0.4602377,-0.08786944,-0.08658205,-0.08193313,4.667399,-4.501138,1.704335,0.2521264,1.129505,0.4382155,-0.06029024,-0.0613193,-0.02581944,-0.5749035,1.37013,0.5907466,0.4324755,1.453263,0.394953,-0.02498435,0.04187727,-0.04555789,-1.246431,0.4424804,0.1524993,0.5581556,1.492553,0.2396824,0.05555703,1.156589,0.3586367,282.2564,146.5487,113.9145
7,0.1777778,0.1879988,-0.1173422,0.09395289,4.704033,-4.659597,-2.834029,0.4141405,1.222051,0.4602163,-0.0443579,-0.08070392,-0.1074745,4.667028,-4.499439,1.703194,0.2520008,1.129181,0.4376585,-0.05938049,-0.06227919,-0.04394902,-0.5762506,1.370188,0.5913991,0.4323099,1.453148,0.3949966,-0.04408665,0.05992467,-0.03466981,-1.246247,0.4438155,0.1532186,0.5582716,1.492473,0.2398131,0.0555433,1.155813,0.3578379,281.9562,146.7506,113.6976
7,0.1888889,0.1547296,-0.1404185,0.08763562,4.704634,-4.656665,-2.836112,0.4138495,1.22196,0.4602444,0.02022765,-0.06291144,-0.1442461,4.666892,-4.497176,1.702589,0.2520343,1.128926,0.4369767,-0.06495569,-0.02924191,-0.05224409,-0.5765216,1.372136,0.5906963,0.4321039,1.453035,0.3949852,-0.06531538,0.08543298,-0.02266457,-1.245897,0.4458543,0.1540711,0.5583459,1.492378,0.2399893,0.05566309,1.155278,0.3570683,281.206,146.5849,113.6795
7,0.2,0.1092888,-0.1596996,0.06693185,4.704614,-4.653779,-2.838359,0.413725,1.221867,0.4602597,0.07499783,-0.05511269,-0.1737821,4.667598,-4.494794,1.702797,0.2521873,1.128773,0.4364667,-0.09970725,0.04850085,-0.08027969,-0.5763155,1.378895,0.5872627,0.4316875,1.45304,0.3949614,-0.07280941,0.107828,-0.02675518,-1.246069,0.4480035,0.1544061,0.5583705,1.492316,0.2402029,0.05599681,1.154866,0.3562597,280.4185,146.4452,113.6944
7,0.2111111,0.09169116,-0.1610404,0.06541327,4.704517,-4.651771,-2.839612,0.4136778,1.221785,0.4602609,0.08815903,-0.05387956,-0.173486,4.667253,-4.492953,1.702073,0.2521955,1.128544,0.4361088,-0.1386718,0.1283087,-0.1018694,-0.5756668,1.386709,0.5835287,0.4313102,1.45306,0.394933,-0.06648619,0.116395,-0.03528538,-1.246619,0.449755,0.1544173,0.5584462,1.492296,0.2404075,0.05628732,1.154567,0.3560592,279.9733,146.2106,113.9458
7,0.2222222,0.08699055,-0.1560707,0.06742866,4.704473,-4.650939,-2.840224,0.4136778,1.221752,0.4600472,0.08399329,-0.04426245,-0.150552,4.666817,-4.491236,1.701332,0.2522884,1.128354,0.4356539,-0.1506007,0.1612955,-0.1058444,-0.5751576,1.392346,0.580816,0.4310141,1.453113,0.3948779,-0.03457082,0.1377382,-0.0396663,-1.24684,0.4522491,0.1529296,0.5584192,1.492317,0.2406723,0.05642048,1.154167,0.3552687,279.8276,145.8226,114.4041
7,0.2333333,0.08258462,-0.1469161,0.06868874,4.704184,-4.650409,-2.841001,0.4137254,1.221749,0.4600501,0.08118762,-0.04449042,-0.1226274,4.666174,-4.489703,1.700497,0.2522172,1.127927,0.4349031,-0.1556991,0.1685539,-0.07592788,-0.5739086,1.39509,0.5803571,0.4308733,1.45318,0.3948355,-0.02610481,0.1494938,-0.04606428,-1.247318,0.4545339,0.152299,0.5585356,1.492315,0.2408636,0.05661675,1.153955,0.3547378,279.742,145.5334,114.7319
7,0.2444444,0.07895868,-0.1210622,0.07252019,4.703391,-4.64969,-2.841872,0.4137037,1.221859,0.4599059,0.08070854,-0.0483192,-0.107024,4.665241,-4.488986,1.699861,0.252313,1.127944,0.4348655,-0.1307529,0.1482389,-0.0379061,-0.5726537,1.395607,0.5805409,0.4306784,1.453349,0.3949146,-0.03040259,0.1633716,-0.05022879,-1.24777,0.4571512,0.1520359,0.55855,1.492292,0.2409506,0.05673455,1.153988,0.3547387,279.8269,145.0145,115.2681
7,0.2555556,0.07204508,-0.09728453,0.0695684,4.702839,-4.649438,-2.842338,0.413757,1.221774,0.4596987,0.06988873,-0.05302811,-0.08381823,4.664574,-4.488518,1.699386,0.2523625,1.127908,0.4345002,-0.09850197,0.1195625,-0.022367,-0.5721951,1.396034,0.5802346,0.430615,1.453441,0.3948257,-0.03784245,0.1559108,-0.04808454,-1.248003,0.4588926,0.1521749,0.5585448,1.492244,0.2410188,0.05686181,1.154152,0.3543013,279.9888,144.7616,115.5783
7,0.2666667,0.05179774,-0.08609686,0.06421049,4.702337,-4.648891,-2.842694,0.4137282,1.221869,0.4597042,0.05981087,-0.05122351,-0.07353528,4.66417,-4.487884,1.699569,0.2524685,1.128009,0.4343362,-0.0630484,0.09196103,-0.005787458,-0.5717194,1.39589,0.5799033,0.4305555,1.453442,0.3948481,-0.04524673,0.1345637,-0.04175268,-1.248169,0.4597065,0.1526753,0.5585946,1.49226,0.2411003,0.05698255,1.154082,0.3535891,280.1256,144.9154,115.505
7,0.2777778,0.02560399,-0.08620358,0.05406339,4.701865,-4.648698,-2.84222,0.4136995,1.221983,0.4596715,0.03597151,-0.03998367,-0.06183863,4.664267,-4.486857,1.700096,0.252386,1.128132,0.43398,-0.0361055,0.05050211,0.004400589,-0.5717738,1.394516,0.5806658,0.4305462,1.453503,0.3948622,-0.0387833,0.105766,-0.03342853,-1.248226,0.4601188,0.15274,0.5586072,1.492271,0.241179,0.0570624,1.154647,0.3531845,280.4907,145.6096,114.8971
7,0.2888889,0.007526923,-0.08827721,0.04197124,4.701932,-4.648121,-2.841414,0.4137215,1.222102,0.4597151,0.01085494,-0.02763104,-0.06092148,4.664464,-4.485687,1.700498,0.2523569,1.128273,0.4339399,-0.02425855,0.03242983,0.008459082,-0.5717173,1.393956,0.5811201,0.4303917,1.453553,0.3948982,-0.03447496,0.09188637,-0.02714292,-1.248242,0.4607669,0.1528095,0.5587147,1.492302,0.2412248,0.05710828,1.15477,0.3525712,280.6128,145.4013,115.079
7,0.3,-0.01449442,-0.09451409,0.03554562,4.702462,-4.647019,-2.840389,0.4135797,1.222151,0.459681,-0.01191659,-0.006470457,-0.07459377,4.664834,-4.484384,1.701388,0.2521234,1.128479,0.4336655,-0.01895462,0.03672141,0.00843434,-0.5713391,1.394833,0.5804272,0.4303733,1.453593,0.3948059,-0.03651083,0.07904986,-0.01548197,-1.248019,0.461353,0.1530439,0.5587412,1.492314,0.2413521,0.05700648,1.155359,0.3519759,280.7234,144.5665,115.8163
