loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,aDotE,bDotE,gDotE,aE,bE,gE,xE,yE,zE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand
2,0,0.2781208,0.9199689,0.4020521,294.8561,205.9053,25.98071
2,0.01111111,0.2767286,0.9183752,0.3995242,294.7083,205.6563,26.24166
2,0.02222222,0.2752789,0.9165901,0.3963952,294.3397,205.862,25.99411
2,0.03333334,0.2737577,0.9151099,0.3937511,293.7948,206.4173,25.34618
2,0.04444445,0.2720989,0.9139424,0.3914514,293.2305,207.1696,24.56645
2,0.05555556,0.2703656,0.9127991,0.3890628,292.7852,207.8653,24.00389
2,0.06666667,0.2686219,0.9123154,0.387459,292.473,208.5357,23.64936
2,0.07777778,0.2667512,0.9119776,0.3855457,292.2814,209.3421,23.29435
2,0.08888889,0.2649831,0.9119734,0.3841404,292.0125,210.3416,22.76603
2,0.1,0.2631282,0.9125245,0.3830833,291.5976,211.833,21.8404
2,0.1111111,0.2610251,0.914006,0.3819973,290.6637,214.2174,20.04206
2,0.1222222,0.2573385,0.9162253,0.3797951,289.2735,217.7747,17.32702
2,0.1333333,0.2573385,0.9162253,0.3797951,289.2735,217.7747,17.32702
2,0.1444445,0.2531731,0.9200146,0.3787331,287.5691,221.2279,14.80737
2,0.1555556,0.2511116,0.9224038,0.3783252,286.7127,222.3001,14.2706
2,0.1666667,0.248717,0.9248541,0.3782454,285.9196,223.5431,13.63452
2,0.1777778,0.2462114,0.9284388,0.3794858,285.1973,224.3714,13.45146
2,0.1888889,0.2438729,0.9310441,0.3796744,284.6017,225.768,12.63737
2,0.2,0.2438729,0.9310441,0.3796744,284.6017,225.768,12.63737
2,0.2111111,0.2386606,0.9386132,0.3819861,283.6171,228.8096,11.14002
2,0.2222222,0.2358043,0.9423674,0.3829696,283.0734,230.764,9.949101
2,0.2333333,0.2330197,0.9461582,0.3836617,282.4759,233.2364,8.234603
2,0.2444444,0.2298155,0.9501873,0.3848758,281.8532,235.5381,6.671707
2,0.2555556,0.2264404,0.9545149,0.3861715,281.0374,237.8923,4.977233
2,0.2666667,0.2222906,0.9588473,0.3870946,280.2734,239.0805,4.467475
2,0.2777778,0.2180462,0.9636905,0.3887587,279.5616,239.252,5.035709
2,0.2888889,0.2136313,0.9678782,0.3892644,278.8401,239.7953,5.089146
2,0.3,0.2086136,0.9727287,0.3911568,278.226,239.3867,6.094028
2,0.3111111,0.2035577,0.9771199,0.3919861,277.7865,236.5364,9.6106
2,0.3222222,0.1981525,0.981962,0.3941214,277.4117,232.9945,13.82635
2,0.3333333,0.192588,0.98641,0.3960182,277.1909,227.0932,20.34078
2,0.3444445,0.1865665,0.9911616,0.3984383,276.9791,221.8739,26.11649
2,0.3555556,0.1799452,0.9959664,0.4011967,276.8185,216.8116,31.57665
2,0.3666667,0.1735203,1.000528,0.4028009,276.56,212.7242,36.13015
2,0.3777778,0.166292,1.005333,0.4050977,276.1046,209.7089,39.53708
2,0.3888889,0.15909,1.009491,0.4064233,275.5777,206.1292,43.61374
2,0.4,0.1513845,1.014139,0.408737,275.0775,202.3898,47.87551
2,0.4111111,0.1436072,1.018797,0.4111297,274.7603,197.9729,52.8623
2,0.4222222,0.1354014,1.023517,0.4137213,274.5714,192.1925,59.15776
2,0.4333333,0.1269177,1.0281,0.4165951,274.6149,185.3132,66.45808
