loc,t,aDotS,bDotS,gDotS,aS,bS,gS
3,0,-0.6696762,1.111213,-0.3001248,288.743,184.7265,33.86177
3,0.01111111,-0.670127,1.110673,-0.3024321,288.4668,185.3554,32.65319
3,0.02222222,-0.6705248,1.11033,-0.3048319,288.2984,186.0849,31.44866
3,0.03333334,-0.6707544,1.110921,-0.3061791,288.3143,186.4413,30.76571
3,0.04444445,-0.6709339,1.111521,-0.307644,288.4099,186.0914,30.8568
3,0.05555556,-0.6711164,1.112322,-0.3091492,288.4843,185.1007,31.6293
3,0.06666667,-0.6711528,1.113356,-0.3103465,288.5387,184.2092,32.34296
3,0.07777778,-0.6709317,1.114917,-0.3110419,288.5329,183.2885,33.21526
3,0.08888889,-0.6704867,1.117055,-0.3115648,288.349,182.9024,33.56639
3,0.1,-0.6699938,1.119224,-0.3123398,287.9923,183.7001,32.70306
3,0.1111111,-0.6694767,1.121719,-0.3128652,287.5355,185.2922,31.01663
3,0.1222222,-0.6688129,1.12478,-0.3129651,287.0445,187.2733,28.97452
3,0.1333333,-0.6681702,1.127826,-0.3134099,286.6988,188.7936,27.43909
3,0.1444445,-0.6674353,1.131293,-0.3140172,286.5151,190.5282,25.84468
3,0.1555556,-0.6664439,1.134996,-0.3144866,286.4811,191.9823,24.54772
3,0.1666667,-0.6652234,1.139857,-0.3144265,286.6693,193.981,22.90911
3,0.1777778,-0.6637918,1.144629,-0.3151748,286.7292,196.8275,20.33082
3,0.1888889,-0.6623042,1.150435,-0.3153647,286.8793,200.3896,16.99797
3,0.2,-0.6607339,1.156978,-0.315707,287.1182,204.2005,13.35059
3,0.2111111,-0.6590596,1.164182,-0.3167523,287.4254,208.5916,9.109887
3,0.2222222,-0.6572602,1.17149,-0.3177628,287.9392,213.0148,4.847154
3,0.2333333,-0.6556069,1.179242,-0.3197128,288.1528,217.8672,0.04363247
3,0.2444444,-0.6537463,1.187497,-0.3220168,288.0899,221.5949,356.5219
3,0.2555556,-0.6520419,1.195807,-0.3244546,288.0343,223.7895,354.7036
3,0.2666667,-0.6504393,1.205309,-0.3277434,287.2462,222.705,356.3065
3,0.2777778,-0.6485907,1.213748,-0.3307914,286.494,222.9419,356.2869
3,0.2888889,-0.6472452,1.222841,-0.3340698,284.8913,222.0505,357.0113
3,0.3,-0.6458801,1.231613,-0.3385535,283.0036,221.3781,357.1112
3,0.3111111,-0.6447448,1.24099,-0.3419471,281.2892,220.489,357.4091
3,0.3222222,-0.6440248,1.251411,-0.3453338,279.5157,217.5355,359.2956
3,0.3333333,-0.642804,1.260999,-0.3498854,278.1494,214.0689,2.068215
3,0.3444445,-0.6421824,1.271239,-0.3538832,276.9423,207.9104,7.499489
3,0.3555556,-0.6412333,1.281867,-0.3581471,275.9641,200.7593,14.22343
3,0.3666667,-0.6404632,1.292335,-0.3624846,274.9367,193.5327,20.99503
3,0.3777778,-0.6395046,1.303223,-0.367098,273.6816,189.9685,24.1199
3,0.3888889,-0.6388792,1.313755,-0.3718964,272.3736,183.2402,30.37878
3,0.4,-0.6384008,1.324307,-0.3781568,271.1472,167.575,45.744
3,0.4111111,-0.6379501,1.33506,-0.3837097,271.0472,111.1773,101.9896
3,0.4222222,-0.6381846,1.346461,-0.3889092,271.7667,85.70139,127.7551
3,0.4333333,-0.6383187,1.357621,-0.3942212,272.7535,72.0748,141.5007
3,0.4444444,-0.638855,1.368754,-0.3995805,274.03,63.86837,149.9167
3,0.4555556,-0.6394899,1.379861,-0.4050884,275.424,58.39692,155.493
3,0.4666667,-0.6404461,1.390986,-0.4106089,276.96,56.12297,158.1847
3,0.4777778,-0.6412855,1.402164,-0.4164685,278.3178,55.80523,159.1418
3,0.4888889,-0.6421061,1.413039,-0.4226375,279.5964,55.44317,160.1687
3,0.5,-0.6433764,1.423824,-0.4280658,280.8402,54.62402,161.5802
3,0.5111111,-0.6445951,1.434444,-0.4337642,282.0588,52.64411,163.9447
3,0.5222223,-0.6459251,1.44617,-0.4363958,283.2052,50.77518,166.2352
3,0.5333334,-0.6471485,1.456269,-0.4419719,284.0737,48.51431,168.9983
3,0.5444446,-0.6484267,1.46617,-0.4473142,284.5646,46.8113,171.2481
3,0.5555557,-0.6498213,1.47601,-0.4525136,284.9902,45.59872,172.8721
3,0.5666668,-0.6516171,1.485628,-0.4574054,285.0795,45.10818,173.5924
3,0.577778,-0.6535637,1.495151,-0.4622332,285.3256,45.16947,173.8448
3,0.5888891,-0.6556905,1.504386,-0.4672539,285.868,45.29644,174.1976
3,0.6000003,-0.6580279,1.512949,-0.4722166,286.673,45.52613,174.5525
3,0.6111114,-0.6606559,1.521508,-0.4770896,287.562,45.98051,174.7843
3,0.6222225,-0.6632326,1.529821,-0.4819627,288.3004,46.78136,174.8532
3,0.6333337,-0.6662033,1.537665,-0.48682,288.8818,48.67958,174.2427
3,0.6444448,-0.6693275,1.545343,-0.4917961,289.4102,50.39651,173.7361
3,0.655556,-0.6728644,1.552521,-0.4967424,289.7606,52.12972,173.0845
3,0.6666671,-0.6768012,1.55904,-0.5017232,289.8458,53.45508,172.5942
3,0.6777782,-0.6805176,1.565599,-0.5067531,289.8607,54.00161,172.661
3,0.6888894,-0.6846051,1.571056,-0.5117613,289.3888,53.50081,173.4274
3,0.7000005,-0.6886236,1.576209,-0.5164449,288.6161,53.3263,173.9585
3,0.7111117,-0.692808,1.580795,-0.5211531,287.6188,53.6471,174.142
3,0.7222228,-0.6969749,1.585332,-0.525915,286.8072,53.9924,174.295
3,0.7333339,-0.7017228,1.588871,-0.530636,286.0777,54.46437,174.2615
3,0.7444451,-0.7061771,1.592283,-0.535147,285.5656,55.01693,174.1251
3,0.7555562,-0.7105536,1.595522,-0.5396907,285.081,55.0554,174.3868
3,0.7666674,-0.7145737,1.597849,-0.5437604,284.4639,54.90829,174.7487
3,0.7777785,-0.7182967,1.599758,-0.54774,283.6221,55.00039,174.9224
3,0.7888896,-0.7224181,1.601323,-0.5515308,282.8629,55.96439,174.2402
3,0.8000008,-0.7262884,1.602845,-0.555258,282.2761,59.01093,171.6702
3,0.8111119,-0.7300704,1.603766,-0.5588613,282.0768,65.08946,166.2478
3,0.8222231,-0.7334636,1.604698,-0.5625284,281.9624,67.82299,163.8034
3,0.8333342,-0.7364869,1.604446,-0.5655846,281.8267,65.9382,165.4323
3,0.8444453,-0.7389345,1.604311,-0.568535,281.3199,65.44926,165.9856
3,0.8555565,-0.7413929,1.604278,-0.5713745,280.7206,66.60686,165.1315
3,0.8666676,-0.7432435,1.603975,-0.5736744,280.1394,68.49011,163.6173
3,0.8777788,-0.7454379,1.603371,-0.5760965,279.8368,69.44402,162.8454
3,0.8888899,-0.7472897,1.602463,-0.5779369,279.8378,70.76848,161.6658
3,0.900001,-0.7485896,1.601609,-0.5797025,279.8242,73.42416,159.3377
3,0.9111122,-0.7499345,1.600497,-0.5812571,279.7247,75.7363,157.4058
3,0.9222233,-0.7509143,1.599449,-0.5828387,279.5325,77.03286,156.4634
3,0.9333345,-0.7518627,1.598157,-0.5841868,279.271,77.91344,155.9287
3,0.9444456,-0.75266,1.59704,-0.5855151,279.0063,77.9043,156.0809
3,0.9555568,-0.7533785,1.595577,-0.586632,278.7411,77.10969,156.8589
3,0.9666679,-0.7542947,1.594482,-0.5878201,278.4438,76.70818,157.2654
3,0.977779,-0.7548448,1.593218,-0.5887686,278.0498,76.5032,157.5064
3,0.9888902,-0.755741,1.592102,-0.5898592,277.6894,76.53528,157.5789
3,1.000001,-0.7565078,1.590904,-0.5906256,277.4141,75.9731,158.3068
3,1.011112,-0.7575262,1.58964,-0.5914574,277.2888,75.41512,159.2029
3,1.022224,-0.7584379,1.588645,-0.592254,277.3369,75.33527,159.7018
3,1.033335,-0.7591866,1.587439,-0.5929736,277.3268,75.58965,159.8082
3,1.044446,-0.760048,1.586625,-0.5935746,277.3894,76.44344,159.2524
3,1.055557,-0.7609206,1.58577,-0.5942457,277.4279,77.2513,158.6136
3,1.066668,-0.7618099,1.585117,-0.5950319,277.4285,78.34486,157.7424
3,1.077779,-0.7625355,1.584281,-0.5956901,277.4095,78.41286,157.7421
3,1.08889,-0.7631075,1.583548,-0.5963105,277.3548,78.45388,157.7346
3,1.100002,-0.7636462,1.582984,-0.59707,277.1688,77.91367,158.1372
3,1.111113,-0.7642241,1.5823,-0.5974485,276.958,78.03461,157.7766
3,1.122224,-0.7646496,1.581897,-0.597734,276.7028,80.29144,155.259
3,1.133335,-0.7652439,1.581323,-0.5980932,276.4929,81.53835,153.7944
3,1.144446,-0.7655392,1.580777,-0.598348,276.3462,80.70335,154.5268
3,1.155557,-0.7659622,1.580253,-0.5986302,276.1661,79.9892,155.2925
3,1.166668,-0.7661032,1.579657,-0.5989453,275.9809,79.13284,156.3343
3,1.17778,-0.7658682,1.579182,-0.5990349,275.8333,77.86931,158.0069
3,1.188891,-0.7658677,1.578791,-0.5991346,275.6934,76.62368,159.3164
3,1.200002,-0.7657817,1.578442,-0.5992035,275.6373,75.94411,159.9614
3,1.211113,-0.7656988,1.578253,-0.5992663,275.6312,76.25172,159.5218
3,1.222224,-0.7655545,1.577998,-0.5994884,275.6773,76.70974,158.9421
3,1.233335,-0.7654461,1.57782,-0.5996715,275.7173,77.6226,157.9544
3,1.244446,-0.7653545,1.577676,-0.5998157,275.7384,78.04858,157.4261
