loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,aDotE,bDotE,gDotE,aE,bE,gE,xE,yE,zE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand
6,0,1.179186,-1.489913,0.7528872,-1.336452,-4.532042,-2.910587,0.3957525,1.219874,0.4057457,-0.4101859,-0.4225149,-1.579571,-1.376984,-4.392417,1.595187,0.2516437,1.115544,0.3805139,0.0008587919,-0.003993425,0.00109309,-0.007168164,-2.163386,0.5900297,2.767304,0.7739075,1.07513,0.0005112745,0.001594989,-0.0009464246,-0.01272831,-2.356535,-2.970996,2.714912,0.7772299,0.9581705,0.09285351,1.106675,0.2746344,300.9002,196.1082,59.44128
6,0.01111111,1.034675,-1.481927,0.7529924,-1.339021,-4.513561,-2.903755,0.391496,1.218767,0.4053934,-0.5513816,-0.33928,-1.606185,-1.381659,-4.374581,1.584699,0.2470655,1.113106,0.3773887,-0.0005775474,0.0001517945,-0.001047119,-0.007126086,-2.136618,0.5633161,2.767302,0.7738415,1.075232,-0.000625331,0.0006079334,-0.0008867276,-0.01271393,-2.353901,-2.973588,2.714915,0.7772363,0.9581875,0.09031421,1.103107,0.2703609,301.3581,196.2219,59.52034
6,0.02222222,0.8590726,-1.446094,0.7345771,-1.340688,-4.496586,-2.895488,0.3872763,1.217536,0.4049013,-0.6794745,-0.2505008,-1.610111,-1.385094,-4.358606,1.578026,0.2424635,1.111536,0.3743622,0.001225174,0.003543899,4.983343E-05,-0.006922621,-2.107643,0.5343257,2.767396,0.7738343,1.075225,-0.0007117847,-0.001522517,0.0001778727,-0.01280288,-2.346886,-2.980644,2.7149,0.7771895,0.958178,0.08731654,1.100981,0.2662325,301.5038,196.7715,59.29172
6,0.03333334,0.7332013,-1.419534,0.694208,-1.341427,-4.479788,-2.887724,0.3832165,1.216568,0.4045486,-0.7591498,-0.1622194,-1.596822,-1.387727,-4.342597,1.570296,0.2378086,1.109724,0.3716705,-0.0006064845,0.0001588347,0.00108754,-0.006922621,-2.129815,0.5565519,2.767407,0.7737828,1.075276,0.002681616,0.0003689927,0.001056794,-0.01279383,-2.350484,-2.977158,2.714888,0.77719,0.9581904,0.08420529,1.099169,0.2624983,300.905,197.8334,58.21516
6,0.04444445,0.4778648,-1.309939,0.5861705,-1.340504,-4.465495,-2.876862,0.3790808,1.215588,0.4039466,-0.8678365,-0.05893052,-1.532212,-1.387216,-4.330558,1.569955,0.2327053,1.109329,0.3693335,-0.0005140373,-0.0008999899,0.001083785,-0.006974286,-2.126792,0.5536416,2.767385,0.7738005,1.075259,0.0002899227,-0.001590913,-0.0009560337,-0.01262978,-2.349044,-2.978571,2.714915,0.7771835,0.9581931,0.08091192,1.098341,0.2590831,299.6312,198.9692,56.74073
6,0.05555556,0.4013901,-1.266641,0.5816337,-1.339287,-4.453791,-2.865537,0.3749792,1.214834,0.4034066,-0.9485701,0.03907287,-1.423825,-1.389671,-4.316697,1.565107,0.2282868,1.108217,0.3667364,0.0004647303,0.0002702237,3.651274E-05,-0.006914099,-2.111816,0.5385754,2.767431,0.7738142,1.075242,-0.0007733253,-0.001517347,-0.0008963826,-0.01259675,-2.347255,-2.980282,2.714917,0.7772495,0.9581339,0.07776141,1.097473,0.2560057,298.5774,200.0008,55.32673
6,0.06666667,0.1417449,-1.100987,0.5015811,-1.338801,-4.446181,-2.853753,0.3712581,1.214293,0.4030538,-1.010107,0.08792448,-1.240135,-1.388966,-4.309728,1.571618,0.2240054,1.108961,0.3647265,0.0004647298,0.0002702241,3.651599E-05,-0.006905044,-2.112224,0.5389836,2.767449,0.773813,1.075231,0.0004096409,-0.001605022,0.001168908,-0.0126628,-2.345061,-2.982497,2.714928,0.7772422,0.9581375,0.07438221,1.099128,0.25382,297.0648,201.3039,53.49315
6,0.07777778,-0.3080936,-0.8517201,0.3537559,-1.337435,-4.441496,-2.841973,0.368099,1.214209,0.4026017,-1.033556,0.1226755,-1.031863,-1.385632,-4.307632,1.588902,0.2199696,1.111384,0.3635073,-0.0003981534,-0.001956653,2.666096E-05,-0.006914099,-2.137386,0.5642107,2.767422,0.7738203,1.075176,0.0005054986,0.0005258849,0.0001164409,-0.01274216,-2.349944,-2.977711,2.714929,0.7772235,0.9581032,0.0712511,1.102102,0.2520877,295.8965,202.6507,52.09671
6,0.08888889,-0.6701323,-0.6695801,0.2627926,-1.335542,-4.43615,-2.831942,0.3649138,1.214157,0.4022622,-1.018168,0.152769,-0.8975142,-1.383465,-4.304411,1.605376,0.2162388,1.114222,0.3626752,-0.0006146307,0.0001628162,0.001092435,-0.006870956,-2.126505,0.5533588,2.767421,0.77382,1.075172,0.001505087,0.0004565167,-0.001008604,-0.01269049,-2.349476,-2.978218,2.714935,0.7772353,0.9580963,0.06838562,1.105611,0.2503593,294.8032,204.1419,50.77788
6,0.1,-1.012887,-0.492848,0.1563651,-1.33209,-4.434968,-2.823556,0.3625965,1.215088,0.4021442,-0.9473739,0.2034376,-0.7148212,-1.379338,-4.303754,1.626851,0.2132629,1.117923,0.3620274,0.001605956,-0.0006948691,0.001118512,-0.006870956,-2.127126,0.5538914,2.767382,0.773735,1.075114,0.0005062352,0.0005306077,0.0001249927,-0.01287265,-2.352133,-2.975542,2.714901,0.7772048,0.9581072,0.0658183,1.113391,0.2509187,293.0597,206.3311,49.28063
6,0.1111111,-1.166319,-0.4049252,0.118263,-1.326766,-4.438902,-2.809334,0.3603905,1.216672,0.4022856,-0.9864886,0.3216713,-0.4740116,-1.37737,-4.299708,1.641985,0.2095847,1.121845,0.3619649,-0.002730679,-4.268228E-05,4.127279E-06,-0.006853379,-2.135857,0.5629057,2.767442,0.7737546,1.0751,-0.0007354296,0.000626764,-0.003005484,-0.01272352,-2.356209,-2.971453,2.71491,0.7771684,0.9581486,0.06341156,1.11996,0.2503103,291.5981,208.2677,47.94947
6,0.1222222,-1.618834,-0.2436531,-0.183407,-1.319157,-4.441237,-2.801739,0.358151,1.218733,0.4025419,-0.8693243,0.4282962,-0.3249614,-1.36243,-4.304215,1.674705,0.2071243,1.127972,0.3628211,0.000221279,0.002376983,0.002177534,-0.006730341,-2.131303,0.5582478,2.76744,0.7737383,1.075079,-0.001606634,0.0006842383,0.0002461355,-0.01283111,-2.356889,-2.970814,2.714952,0.7771684,0.9581767,0.06084605,1.129241,0.251077,289.2787,210.5125,46.09119
