loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
2,0,0.2521796,-0.1719393,-0.00365454,-1.42309,-4.43629,-2.510705,0.310527,1.246964,0.4467359,-0.9657608,0.007721554,-0.005001916,-0.01920443,0.03384449,-0.4596946,-3.742821,-0.4762057,0.3966488,1.436655,0.3785341,-0.1206739,0.1489715,0.03476604,-1.187304,0.1578404,-0.105629,0.5244566,1.486749,0.2143161,0.02277179,1.144069,0.30037,289.3898,240.3487,7.61322,False
2,0.01111111,0.2521796,-0.1719393,-0.00365454,-1.42309,-4.43629,-2.510705,0.310527,1.246964,0.4467359,-0.9665432,-0.0719546,-0.005001916,-0.01920443,0.03384449,-0.4596946,-3.742821,-0.4762057,0.3966488,1.436655,0.3785341,-0.1206739,0.1489715,0.03476604,-1.187304,0.1578404,-0.105629,0.5244566,1.486749,0.2143161,0.02461025,1.141181,0.298548,290.8687,249.3267,356.992,False
2,0.02222222,0.2958498,-0.1527259,-0.009979486,-1.421105,-4.434099,-2.518881,0.3109235,1.24655,0.4462442,-0.9626518,0.3563263,-0.02227815,0.05319376,0.02979126,-0.460566,-3.735322,-0.4820271,0.39621,1.436578,0.3779528,-0.13852,0.1403906,0.07004861,-1.185067,0.1611338,-0.1032662,0.5247101,1.486662,0.2142525,0.02709468,1.137222,0.2948453,292.1255,249.7514,354.7886,False
2,0.03333334,0.2721463,-0.1120041,0.01930568,-1.421479,-4.432338,-2.524373,0.3113424,1.246075,0.4456894,-0.969854,-0.6617758,-0.08429845,0.1041751,0.01314652,-0.4624276,-3.728239,-0.4846871,0.3959363,1.436506,0.3773942,-0.1151292,0.1787433,0.06460486,-1.1844,0.1665301,-0.1033219,0.5250472,1.486656,0.214148,0.02961806,1.133232,0.2902709,293.5688,248.2887,354.3254,False
2,0.04444445,0.2302594,-0.07438233,0.06129725,-1.423637,-4.431657,-2.525239,0.3116146,1.245579,0.445395,-0.9688079,0.1013492,-0.09397375,0.1329122,0.01217461,-0.4635013,-3.7233,-0.4877231,0.3957736,1.436496,0.3771963,-0.08632849,0.2042983,0.06975106,-1.183829,0.1699612,-0.1047046,0.5252698,1.486648,0.2141054,0.03231843,1.129534,0.2857472,294.4345,246.7935,354.0955,False
2,0.05555556,0.2099032,-0.05514528,0.07271636,-1.424623,-4.430825,-2.526929,0.3117394,1.245085,0.444881,-0.9641501,0.4240364,-0.08752824,0.1254621,0.01745763,-0.4635972,-3.720873,-0.4893218,0.3956598,1.436458,0.376904,-0.08206969,0.2032313,0.06972203,-1.183217,0.172319,-0.104773,0.5253787,1.486655,0.2140372,0.03488329,1.126103,0.2819009,295.0134,245.9244,353.4934,False
2,0.06666667,0.1832136,-0.04025475,0.07563552,-1.425803,-4.430263,-2.527928,0.3119072,1.245304,0.4461114,-0.9618794,0.2039098,-0.09065104,0.1020123,0.01850228,-0.4634353,-3.720216,-0.4888309,0.3954955,1.436313,0.3766673,-0.09276639,0.1936523,0.06339282,-1.182971,0.1742265,-0.1040979,0.5256031,1.486622,0.2140362,0.03678379,1.123162,0.2791036,295.6793,245.7079,352.6223,False
2,0.07777778,0.1715094,-0.03607018,0.07020993,-1.426219,-4.429675,-2.529381,0.3120424,1.244955,0.4460628,-0.9626438,-0.0711057,-0.1013,0.07749706,0.005738809,-0.4636995,-3.720749,-0.4868432,0.3953769,1.436077,0.3765473,-0.09276436,0.1936439,0.06445748,-1.182441,0.1764407,-0.1037861,0.5258695,1.486687,0.2141035,0.03783201,1.121012,0.2774803,296.2871,245.8883,351.953,False
2,0.08888889,0.1726231,-0.05418742,0.06933329,-1.426123,-4.428251,-2.531531,0.3120767,1.244576,0.4457695,-0.9623055,0.03187705,-0.1088659,0.05515428,-0.02728034,-0.4649245,-3.722491,-0.4838034,0.3951761,1.435873,0.3764129,-0.08419637,0.2032208,0.06972994,-1.18181,0.1793072,-0.1043317,0.5260659,1.486745,0.214246,0.03824797,1.119814,0.2770516,296.6629,245.9327,351.7611,False
2,0.1,0.1747653,-0.06693296,0.07266997,-1.426198,-4.426717,-2.53376,0.3121364,1.244189,0.4454689,-0.9628861,-0.05331387,-0.1121434,0.04878274,-0.04644369,-0.466091,-3.723005,-0.4820026,0.3949481,1.435654,0.3762791,-0.0649298,0.228768,0.08134349,-1.18083,0.1832504,-0.1059099,0.5260477,1.486743,0.2144971,0.03834574,1.119643,0.2779219,296.7565,246.0295,351.7257,False
