loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
4,0,0.01113136,-0.4983504,0.1705672,-1.476273,1.449885,-3.070252,0.3504148,1.18037,0.4491558,-1.724144,-0.007828952,-0.2410071,0.3242714,0.03749356,-0.8662208,-3.792584,-0.451168,0.2962617,1.384246,0.3709884,-0.04393443,0.2341449,0.1717783,-1.020682,0.5186793,-0.3274181,0.4321811,1.494577,0.2377691,0.06103466,1.138448,0.3994184,281.6987,270.9991,352.5105,False
4,0.01111111,0.01113136,-0.4983504,0.1705672,-1.476273,1.449885,-3.070252,0.3504148,1.18037,0.4491558,-1.724445,-0.02754062,-0.2410071,0.3242714,0.03749356,-0.8662208,-3.792584,-0.451168,0.2962617,1.384246,0.3709884,-0.04393443,0.2341449,0.1717783,-1.020682,0.5186793,-0.3274181,0.4321811,1.494577,0.2377691,0.05998022,1.138324,0.3981285,281.561,275.5545,347.7958,False
4,0.02222222,-0.009162635,-0.4781794,0.1704426,-1.479429,1.460428,-3.070437,0.3482111,1.180058,0.4484403,-1.723979,0.04285302,-0.2162788,0.2721253,0.05220056,-0.8669697,-3.786196,-0.4512255,0.2947146,1.38418,0.3704166,-0.08471702,0.2128739,0.136935,-1.019879,0.5240867,-0.3271906,0.431478,1.494652,0.2378902,0.05911507,1.137906,0.3962368,281.6549,276.2298,346.6302,False
4,0.03333334,-0.02091167,-0.4665113,0.1682284,-1.482369,1.47089,-3.070548,0.345926,1.179805,0.4474876,-1.723521,0.04152308,-0.1915236,0.1816325,0.05513553,-0.8662927,-3.783889,-0.4490393,0.293172,1.384116,0.3697803,-0.1020627,0.2001391,0.09976751,-1.020202,0.5289699,-0.3270471,0.4307621,1.494686,0.2380614,0.05844538,1.137318,0.3941562,281.8412,275.6261,346.6758,False
4,0.04444445,-0.01665353,-0.4676558,0.1554509,-1.483267,1.47624,-3.070978,0.3448377,1.17971,0.4471262,-1.723039,0.04375691,-0.2043208,0.1603147,0.04132993,-0.8668414,-3.782624,-0.4471211,0.2923576,1.384175,0.3692899,-0.09776504,0.2043897,0.1050705,-1.019614,0.5322052,-0.3277371,0.430422,1.494684,0.2381709,0.0570941,1.136716,0.3915771,282.0302,276.5406,345.5957,False
4,0.05555556,-0.008122504,-0.4698256,0.1480075,-1.484304,1.48181,-3.071768,0.3437408,1.179573,0.4467041,-1.723708,-0.06142682,-0.2160484,0.1751898,0.04779739,-0.8673335,-3.779058,-0.446501,0.2916278,1.384078,0.3688579,-0.103003,0.2107657,0.1168432,-1.018701,0.5358211,-0.3282367,0.4301781,1.494755,0.2382474,0.0553923,1.136156,0.388203,282.2342,277.0756,344.7368,False
4,0.06666667,0.003588222,-0.4688304,0.1330761,-1.484818,1.487042,-3.072727,0.3426603,1.179573,0.4464514,-1.724066,-0.0320602,-0.2224808,0.2348014,0.07027692,-0.8680243,-3.772426,-0.4480713,0.2909494,1.384107,0.3684025,-0.1179852,0.196926,0.1084257,-1.018344,0.5381197,-0.3275891,0.429993,1.494744,0.238265,0.0541141,1.13568,0.3843711,282.41,276.1288,344.8357,False
4,0.07777778,0.006777368,-0.4677874,0.1287965,-1.485741,1.492305,-3.073334,0.3418111,1.179516,0.4461491,-1.724437,-0.03373084,-0.2213718,0.250766,0.08732612,-0.8681298,-3.767627,-0.4487179,0.2902049,1.384119,0.3680055,-0.1297778,0.1926776,0.09892383,-1.018381,0.540584,-0.32707,0.4299064,1.494756,0.2382858,0.05330015,1.135348,0.3805864,282.5231,274.8429,345.0428,False
4,0.08888889,0.006777368,-0.4677874,0.1287965,-1.485741,1.492305,-3.073334,0.3418111,1.179516,0.4461491,-1.724629,-0.01739523,-0.2213718,0.250766,0.08732612,-0.8681298,-3.767627,-0.4487179,0.2902049,1.384119,0.3680055,-0.1297778,0.1926776,0.09892383,-1.018381,0.540584,-0.32707,0.4299064,1.494756,0.2382858,0.05276801,1.135166,0.3772031,282.557,273.9238,344.9974,False
4,0.1,-0.003922913,-0.4518907,0.1212313,-1.486489,1.496869,-3.073263,0.3409149,1.179511,0.4458179,-1.724086,0.04976478,-0.2223524,0.2496799,0.1022448,-0.8678022,-3.763358,-0.4489371,0.2895651,1.384181,0.3676109,-0.1374373,0.1884493,0.07447883,-1.019056,0.5427175,-0.3263512,0.4297611,1.494764,0.2383301,0.05246736,1.135099,0.3745015,282.5471,273.0106,345.079,False
