loc,t,aDotS,bDotS,gDotS,aS,bS,gS,xS,yS,zS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
1,0,0.2864291,-0.4662812,0.2836907,-1.562981,-4.648654,-2.622473,0.3428868,1.205282,0.5197237,-1.125505,-0.005340947,-0.4111242,0.3920094,-0.02398011,-0.5844621,-3.982438,-0.2997718,0.3929247,1.413265,0.4548852,-0.1187764,0.5111496,0.1492685,-1.190081,0.2816912,-0.1631394,0.5222266,1.486463,0.2955449,0.04157358,1.121045,0.415323,290.7075,282.7458,330.2686,False
1,0.01111111,0.2864291,-0.4662812,0.2836907,-1.562981,-4.648654,-2.622473,0.3428868,1.205282,0.5197237,-1.125178,0.02996895,-0.4111242,0.3920094,-0.02398011,-0.5844621,-3.982438,-0.2997718,0.3929247,1.413265,0.4548852,-0.1187764,0.5111496,0.1492685,-1.190081,0.2816912,-0.1631394,0.5222266,1.486463,0.2955449,0.04130344,1.12045,0.4130093,290.4454,280.9926,331.8951,False
1,0.02222222,0.2759331,-0.4484448,0.2505407,-1.563395,-4.644009,-2.624978,0.3419087,1.204885,0.5184882,-1.122468,0.24759,-0.40056,0.3878101,-0.04215486,-0.5867322,-3.975779,-0.3012238,0.3917315,1.413035,0.4538119,-0.09424144,0.4951622,0.1533116,-1.189153,0.2872957,-0.1650097,0.5218683,1.486482,0.2950633,0.04131523,1.119512,0.4100719,290.539,280.1283,332.1031,False
1,0.03333334,0.2707079,-0.4305267,0.2290888,-1.563457,-4.633854,-2.630835,0.3402418,1.204201,0.5155859,-1.127901,-0.4987682,-0.3706234,0.3239762,-0.0530687,-0.5895024,-3.967793,-0.3005463,0.3894843,1.412653,0.4515502,-0.07398984,0.4482943,0.1552101,-1.187175,0.2972237,-0.1676795,0.5211488,1.486713,0.2942848,0.04134074,1.118397,0.4070607,290.8895,279.3891,332.0977,False
1,0.04444445,0.2792422,-0.413513,0.225763,-1.56366,-4.629233,-2.634304,0.3396127,1.203854,0.514267,-1.12571,0.2047773,-0.340591,0.2856522,-0.03412407,-0.589577,-3.964848,-0.3003452,0.3885076,1.412613,0.4504619,-0.07614712,0.4206092,0.1530626,-1.186116,0.3016339,-0.168331,0.5208313,1.486692,0.2937202,0.04102527,1.116999,0.4035621,290.9989,279.054,332.2733,False
1,0.05555556,0.2792422,-0.413513,0.225763,-1.56366,-4.629233,-2.634304,0.3396127,1.203854,0.514267,-1.125426,0.02365908,-0.340591,0.2856522,-0.03412407,-0.589577,-3.964848,-0.3003452,0.3885076,1.412613,0.4504619,-0.07614712,0.4206092,0.1530626,-1.186116,0.3016339,-0.168331,0.5208313,1.486692,0.2937202,0.04095723,1.115338,0.399715,291.2242,278.468,332.4538,False
1,0.06666667,0.2877735,-0.3560115,0.2220423,-1.565174,-4.621348,-2.641176,0.3387878,1.202999,0.511241,-1.122571,0.2610579,-0.2795419,0.2473829,0.007013189,-0.5895402,-3.95697,-0.3025037,0.3864294,1.41246,0.4482474,-0.08897226,0.3833403,0.1477854,-1.184134,0.3102989,-0.169225,0.5200948,1.486566,0.2925282,0.041215,1.11356,0.3958272,291.609,277.5302,332.5505,False
1,0.07777778,0.2920401,-0.3219476,0.2185309,-1.566228,-4.618095,-2.644567,0.3385992,1.202563,0.5098004,-1.129205,-0.6087249,-0.2677972,0.2527166,0.01441125,-0.5900803,-3.951724,-0.3042241,0.3853816,1.412381,0.4470963,-0.09330091,0.3759002,0.1403545,-1.183463,0.3148851,-0.1696769,0.5197374,1.486634,0.2919176,0.04166333,1.111941,0.3925069,292.1153,276.6707,332.5985,False
1,0.08888889,0.2909397,-0.2835467,0.2224138,-1.56792,-4.615136,-2.647737,0.3385898,1.202184,0.5084035,-1.126307,0.2704037,-0.2581647,0.2644367,0.02822737,-0.5903104,-3.945442,-0.3069538,0.3843389,1.412358,0.4459169,-0.09866453,0.3673819,0.1361201,-1.182712,0.3191488,-0.1699581,0.5193753,1.486676,0.2913048,0.04214522,1.110333,0.3892803,292.227,276.6145,332.6232,False
1,0.1,0.2994674,-0.229236,0.2197576,-1.569635,-4.61346,-2.651521,0.3386536,1.201793,0.5069575,-1.125734,0.04938699,-0.2476166,0.2932294,0.02395848,-0.5914844,-3.938256,-0.3105067,0.3833913,1.412254,0.4447684,-0.108269,0.3631408,0.1340773,-1.181794,0.3238552,-0.1701992,0.5190876,1.486724,0.2906537,0.04265454,1.109437,0.387339,291.7247,273.8468,336.0149,False
1,0.1111111,0.3133225,-0.1898573,0.2151782,4.711694,-4.611639,-2.655406,0.3386529,1.201526,0.5059624,-1.125458,0.02497444,-0.2371565,0.3316368,0.007987764,-0.593576,-3.929791,-0.3152994,0.3824713,1.412119,0.4435999,-0.1158086,0.3567668,0.1224022,-1.181556,0.3279409,-0.1702378,0.5187317,1.48679,0.2899172,0.04307741,1.10913,0.3864648,291.4437,273.7793,336.5865,False
1,0.1222222,0.3900771,-0.1633157,0.2035754,4.710402,-4.609986,-2.662563,0.3384742,1.201093,0.504669,-1.126034,-0.05274853,-0.2236221,0.3615713,-0.03464818,-0.5969965,-3.922505,-0.3193897,0.3817539,1.411878,0.4424937,-0.112641,0.3344104,0.1191672,-1.180654,0.3314584,-0.1704351,0.5184156,1.486839,0.289187,0.04333163,1.10883,0.3856245,291.4149,276.4631,334.0946,False
1,0.1333333,0.4423905,-0.1582093,0.1803559,4.710023,-4.607934,-2.669357,0.3385472,1.200799,0.5036795,-1.126155,-0.0107098,-0.2130912,0.3690929,-0.05279897,-0.5994616,-3.915819,-0.3228915,0.3810421,1.411729,0.4413378,-0.09238186,0.2917925,0.1221418,-1.179516,0.3336545,-0.1709334,0.5181166,1.486907,0.2883496,0.04368453,1.108586,0.3850003,291.1752,276.5782,334.3674,False
1,0.1444445,0.4595857,-0.1435828,0.1515257,4.709977,-4.606806,-2.675193,0.3385534,1.200485,0.5025911,-1.129262,-0.2841178,-0.170515,0.3457941,-0.07119337,-0.6017972,-3.911944,-0.3258138,0.3806252,1.411572,0.4402816,-0.08384812,0.276881,0.1241935,-1.178425,0.3367865,-0.1714578,0.5177,1.486887,0.287622,0.0439974,1.108413,0.3845192,290.9617,276.9019,334.3629,False
1,0.1555556,0.4126899,-0.1126805,0.1541762,4.708216,-4.605793,-2.677876,0.3387021,1.200325,0.5016744,-1.128899,0.03536173,-0.1277188,0.2638994,-0.07795969,-0.602765,-3.912505,-0.3254441,0.3802081,1.411402,0.4392011,-0.06149417,0.2086992,0.1228467,-1.177107,0.3368441,-0.1715936,0.5173937,1.486889,0.2866707,0.0444654,1.108088,0.3840305,290.5954,277.3647,334.2454,False
1,0.1666667,0.337137,-0.07882157,0.1342918,4.707168,-4.605639,-2.678825,0.3389193,1.20001,0.50051,-1.127476,0.129267,-0.09553854,0.1893976,-0.0740069,-0.6031463,-3.91397,-0.324217,0.3797714,1.411373,0.4382286,-0.05402701,0.1810089,0.1238173,-1.175845,0.338387,-0.1718839,0.5168368,1.486917,0.2858236,0.04506546,1.107727,0.3835513,290.06,277.6616,334.261,False
