ref,t,emg1,emg2,emg1raw,emg2raw,aDotS,bDotS,gDotS,aS,bS,gS,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH
0,0,85,185,499,497,0.345879,-0.5376592,-0.4394436,-1.370617,-3.041407,-1.68907,0.02862614,0.1763493,0.1519093,-0.9791751,-2.640252,1.569002
0,0.01111111,85,185,499,497,0.3568433,-0.5248568,-0.4234897,-1.375795,-3.035425,-1.692819,0.08972245,0.1992568,0.1518589,-0.983066,-2.638416,1.567255
0,0.02222222,85,185,499,497,0.368251,-0.4950294,-0.3983284,-1.380916,-3.030516,-1.696107,0.1588515,0.2229544,0.1146883,-0.9879166,-2.637633,1.566945
0,0.03333334,85,185,499,497,0.3764433,-0.4904357,-0.3964744,-1.386378,-3.024696,-1.69994,0.1699892,0.227501,0.07318281,-0.9910762,-2.637061,1.567895
0,0.04444445,86,169,498,496,0.3851159,-0.4749684,-0.3714808,-1.391624,-3.019746,-1.702747,0.1632349,0.1971439,0.0551095,-0.9932339,-2.636778,1.567936
0,0.05555556,86,169,498,496,0.3937032,-0.471215,-0.3640133,-1.397082,-3.014273,-1.706001,0.1493843,0.1780615,0.08212809,-0.9949484,-2.634883,1.565532
0,0.06666667,86,169,498,496,0.4293426,-0.4664714,-0.3572324,-1.403611,-3.009228,-1.709081,0.1237629,0.169287,0.1099781,-0.9965432,-2.632353,1.563475
0,0.07777778,86,169,498,496,0.4399787,-0.4583201,-0.3447392,-1.40947,-3.004328,-1.712015,0.1053728,0.1530394,0.1207349,-0.9978332,-2.63059,1.561564
0,0.08888889,86,169,498,496,0.4503151,-0.4504923,-0.3311459,-1.415333,-2.999495,-1.714667,0.07907858,0.129169,0.1235964,-0.9984596,-2.629075,1.559798
0,0.1,83,234,499,498,0.4754052,-0.4378457,-0.3109082,-1.421827,-2.995137,-1.716902,0.06958929,0.1263753,0.1114878,-0.9994833,-2.628106,1.558908
0,0.1111111,83,234,499,498,0.4798076,-0.4233248,-0.2930169,-1.42782,-2.990876,-1.719008,0.06354032,0.1240912,0.08808219,-1.001025,-2.626704,1.558486
0,0.1222222,83,234,499,498,0.4961113,-0.4230357,-0.2780254,-1.434281,-2.986395,-1.721003,0.05666624,0.1251361,0.07325691,-1.002162,-2.625479,1.557985
0,0.1333333,83,234,499,498,0.4815141,-0.4148064,-0.2524638,-1.439676,-2.982138,-1.722581,0.07089326,0.1344971,0.04139629,-1.004002,-2.624984,1.558598
0,0.1444445,80,207,499,495,0.4747428,-0.4074674,-0.2415677,-1.445203,-2.977876,-1.724333,0.1060679,0.1468873,0.03344615,-1.006819,-2.624371,1.55846
0,0.1555556,80,207,499,495,0.4646057,-0.3936112,-0.2096389,-1.45061,-2.974051,-1.725221,0.1234911,0.1516277,0.04423773,-1.009395,-2.623469,1.557573
0,0.1666667,80,207,499,495,0.4584501,-0.3721056,-0.1879384,-1.455873,-2.970648,-1.726252,0.1234003,0.1500862,0.04740757,-1.011428,-2.622438,1.556883
0,0.1777778,80,207,499,495,0.4599699,-0.3424082,-0.1627668,-1.461252,-2.967869,-1.726887,0.111774,0.1327331,0.06620384,-1.01252,-2.621277,1.555442
0,0.1888889,80,207,499,495,0.4598192,-0.3092497,-0.1381082,-1.4665,-2.965655,-1.727464,0.1144155,0.1163579,0.07170552,-1.0141,-2.620664,1.554327
0,0.2,79,178,498,498,0.4557637,-0.2457741,-0.09665374,-1.471571,-2.965132,-1.727276,0.1322121,0.09309192,0.05550378,-1.016077,-2.621361,1.554162
0,0.2111111,79,178,498,498,0.4504753,-0.210287,-0.08107218,-1.476812,-2.963794,-1.72778,0.1397219,0.08050002,0.03858724,-1.017778,-2.621945,1.554121
0,0.2222222,79,178,498,498,0.440006,-0.1502702,-0.07720438,-1.481356,-2.963966,-1.72849,0.1492514,0.08304767,0.01290008,-1.019902,-2.622478,1.554825
0,0.2333333,79,178,498,498,0.4321584,-0.1144362,-0.08547512,-1.485942,-2.963639,-1.729661,0.1432106,0.09527913,0.01674677,-1.021877,-2.621725,1.554458
0,0.2444444,79,178,498,498,0.4161686,-0.05644317,-0.07298285,-1.490083,-2.964788,-1.730375,0.1301688,0.11339,0.04255241,-1.023726,-2.620139,1.553164
0,0.2555556,83,169,497,489,0.3885302,-0.01261542,-0.04133604,-1.493793,-2.965958,-1.73027,0.1071215,0.1255889,0.06457312,-1.025007,-2.618252,1.55164
0,0.2666667,83,169,497,489,0.3741826,0.01448856,-0.02612761,-1.497521,-2.966892,-1.730291,0.09769374,0.1314981,0.07231206,-1.026556,-2.616678,1.550494
