loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
1,0,-0.07970888,-0.07816226,0.102696,-1.29359,-5.371736,-2.716207,-1.073724,-0.01475343,-0.1081203,0.05579083,0.03322202,-0.5057455,-4.707917,-0.4676332,-0.06702493,0.05922622,-0.01817012,-0.8989383,-0.5905268,-0.002660764,-0.6776293,1.139197,-0.3013587,299.5779,201.5596,5.458212
1,0.01111111,-0.06906952,-0.07612407,0.08776477,-1.293735,-5.370648,-2.716026,-1.073495,0.02097915,-0.09962627,0.06328076,0.03209668,-0.5059894,-4.70576,-0.4686863,-0.06805432,0.06133628,-0.01283742,-0.8990283,-0.589659,-0.002303102,-0.6774103,1.138969,-0.3022971,299.9206,199.8043,7.132544
1,0.02222222,-0.0595156,-0.06767555,0.07384384,-1.293849,-5.370158,-2.715683,-1.073661,-0.01548807,-0.08892845,0.06438474,0.03948075,-0.5058589,-4.703799,-0.469764,-0.06592476,0.05388486,-0.01394359,-0.8992264,-0.5891887,-0.001931324,-0.6771509,1.13853,-0.3030501,300.1464,199.3688,7.404719
1,0.03333334,-0.04781548,-0.06027997,0.06206433,-1.293952,-5.369605,-2.715746,-1.07335,0.02850381,-0.07930452,0.05482394,0.0426276,-0.5053721,-4.702732,-0.4699704,-0.0659418,0.04856636,-0.01609486,-0.8995588,-0.5886953,-0.001429052,-0.6769143,1.137957,-0.3036085,300.317,199.4143,7.181174
1,0.04444445,-0.03400808,-0.04545759,0.04596449,-1.293882,-5.369524,-2.715856,-1.073199,0.01347233,-0.0696568,0.03780833,0.04364224,-0.5048645,-4.702554,-0.4697134,-0.06066279,0.04113448,-0.02255504,-0.9000238,-0.5884774,-0.001084972,-0.6766766,1.137357,-0.3039345,300.5082,199.5235,6.966053
1,0.05555556,-0.03081421,-0.04229796,0.04061595,-1.294025,-5.368979,-2.71586,-1.07347,-0.02498701,-0.05572623,0.0133523,0.04569378,-0.5041657,-4.703186,-0.4689576,-0.05641207,0.02623851,-0.02690054,-0.9005111,-0.5887239,-0.0005938849,-0.676503,1.13683,-0.3041282,300.7205,199.6319,6.813544
1,0.06666667,-0.02127309,-0.02642986,0.02238344,-1.293825,-5.36941,-2.715795,-1.073562,-0.008267612,-0.04293472,0.001669336,0.04136009,-0.5037044,-4.703631,-0.4685448,-0.05211619,0.01984205,-0.02376094,-0.9006667,-0.588738,-0.0001725728,-0.6764308,1.136457,-0.3042258,300.8979,199.6966,6.708763
1,0.07777778,-0.0191574,-0.0222799,0.007433996,-1.293361,-5.369422,-2.715653,-1.073216,0.03161225,-0.03020205,0.001698129,0.0338285,-0.5035495,-4.703451,-0.4687049,-0.04569685,0.01025312,-0.02171218,-0.9007849,-0.5890312,0.0003086604,-0.67647,1.136284,-0.3042278,301.011,199.7469,6.646404
1,0.08888889,-0.01385126,-0.01596366,-0.004334366,-1.292949,-5.36967,-2.715621,-1.073269,-0.005143247,-0.01856453,0.01877931,0.02948862,-0.5037577,-4.701613,-0.4704477,-0.04143319,0.0006725062,-0.02284243,-0.9010561,-0.5894223,0.000861,-0.6766586,1.136302,-0.3042413,301.0541,199.7844,6.641785
1,0.1,-0.0117532,-0.007534928,-0.01718772,-1.292384,-5.370116,-2.715334,-1.072999,0.02464077,-0.007903193,0.01347532,0.02836013,-0.5034178,-4.701674,-0.4706559,-0.03395669,-0.0003906805,-0.0207799,-0.9012084,-0.5895079,0.00103091,-0.6769294,1.1365,-0.3041734,301.0138,199.7596,6.710267
1,0.1111111,-0.003252408,0.0009567994,-0.02364671,-1.292077,-5.37055,-2.71551,-1.073066,-0.006471318,0.004920929,0.01138683,0.03467712,-0.502881,-4.700927,-0.4716959,-0.02654987,-0.00888277,-0.02833137,-0.9018545,-0.5899427,0.001283111,-0.677251,1.136834,-0.3040372,300.9378,199.706,6.843025
1,0.1222222,-0.003253484,0.0009449278,-0.0247128,-1.291766,-5.370638,-2.715421,-1.072814,0.02312523,0.01777404,0.002902683,0.04099561,-0.5021406,-4.700771,-0.4725074,-0.02438652,-0.03018937,-0.02734838,-0.9021431,-0.5912596,0.002302835,-0.6776066,1.137234,-0.3038552,300.8347,199.6397,6.996121
1,0.1333333,-0.001149303,0.01160061,-0.02479335,-1.291687,-5.371197,-2.715311,-1.073183,-0.03390751,0.02417583,-0.003470678,0.04096511,-0.5015622,-4.70071,-0.4728911,-0.01907544,-0.0429631,-0.03063124,-0.9026231,-0.5925325,0.003169428,-0.6779615,1.137654,-0.3036097,300.7324,199.5813,7.138282
1,0.1444445,-0.001173146,0.02445453,-0.01530975,-1.292013,-5.371834,-2.715153,-1.072804,0.03483335,0.03701744,-0.007690411,0.0483456,-0.5007553,-4.700319,-0.4741047,-0.01266501,-0.0600005,-0.03073786,-0.9029618,-0.5941537,0.004082892,-0.6782708,1.138027,-0.3032975,300.6152,199.5549,7.275511
1,0.1555556,-0.003324063,0.03513975,-0.0100612,-1.292372,-5.372466,-2.714901,-1.072812,-0.00104536,0.049875,-0.02256683,0.05360053,-0.4997305,-4.70099,-0.4744169,-0.007359684,-0.07170124,-0.03401902,-0.9035179,-0.5955554,0.004972921,-0.6785249,1.138288,-0.303011,300.5435,199.5776,7.384074
1,0.1666667,-0.007615103,0.05121184,0.003669569,-1.293298,-5.373306,-2.71446,-1.072753,0.005412336,0.05627586,-0.03212978,0.04930878,-0.4990961,-4.70162,-0.4747865,8.673593E-05,-0.08021429,-0.03623404,-0.9038913,-0.5970681,0.005691175,-0.6786674,1.138452,-0.3027306,300.5287,199.6527,7.41419
1,0.1777778,-0.01617891,0.07047082,0.01737247,-1.294369,-5.374412,-2.71364,-1.072617,0.01230373,0.06265861,-0.04170572,0.04182279,-0.4984873,-4.702828,-0.4747386,0.006511971,-0.08554303,-0.03310984,-0.9041677,-0.5984796,0.006291186,-0.6787088,1.13853,-0.3025045,300.5504,199.7775,7.367531
1,0.1888889,-0.02579458,0.0821583,0.016224,-1.29504,-5.375597,-2.712688,-1.072454,0.01479966,0.06897488,-0.04701434,0.0279385,-0.4983328,-4.70405,-0.4745466,0.01295221,-0.09087373,-0.02785867,-0.9043579,-0.5998741,0.006880809,-0.6786523,1.138553,-0.3023403,300.5839,199.9021,7.279533
1,0.2,-0.03432985,0.08855302,0.01830164,-1.295692,-5.376728,-2.711728,-1.072137,0.02881285,0.06469645,-0.06514651,0.01412192,-0.4980042,-4.706884,-0.4728301,0.01937959,-0.08981392,-0.02365004,-0.9044782,-0.6011108,0.007193997,-0.6785403,1.138551,-0.3022742,300.6195,200.0813,7.112405
