loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
1,0,-0.1116375,-0.3932672,0.4131628,-1.269995,-5.346515,-2.686364,-1.081793,0.01286857,-0.442581,0.2847739,0.01370075,-0.5263967,-4.776827,-0.4459916,-0.200048,0.4210681,0.04057086,-0.8944876,-0.6085972,-0.08094731,-0.680581,1.14086,-0.2875414,298.7571,195.8732,11.24225
1,0.01111111,-0.1084761,-0.3772555,0.4162272,-1.272648,-5.340863,-2.686933,-1.082048,-0.02342494,-0.4404288,0.2826315,0.0179415,-0.5274726,-4.770921,-0.446263,-0.2054081,0.4200133,0.0374176,-0.8945148,-0.6024703,-0.08222882,-0.68026,1.140591,-0.2899234,298.8731,195.1612,11.91584
1,0.02222222,-0.1053209,-0.3623386,0.4150448,-1.275267,-5.335484,-2.687353,-1.081843,0.01898223,-0.4329952,0.2772674,0.01788034,-0.5285048,-4.765799,-0.4461317,-0.2118448,0.4029844,0.02996309,-0.8947598,-0.5974774,-0.08276705,-0.6793439,1.140121,-0.2926272,298.9012,194.8385,11.90467
1,0.03333334,-0.09790672,-0.3410366,0.4127432,-1.277985,-5.330441,-2.688088,-1.082107,-0.0243424,-0.4319258,0.2697846,0.02425128,-0.529161,-4.760537,-0.4458244,-0.214022,0.4008671,0.02464674,-0.8950373,-0.5918964,-0.08380222,-0.6778862,1.139495,-0.2955423,298.9043,194.6921,11.48795
1,0.04444445,-0.09261426,-0.3272273,0.4062366,-1.280447,-5.325496,-2.688679,-1.082101,0.0007452607,-0.4191118,0.2633291,0.03267958,-0.5297214,-4.755172,-0.4462723,-0.218312,0.3859646,0.01931079,-0.8953345,-0.5871677,-0.08418598,-0.6759885,1.13878,-0.2984639,298.9171,194.5166,10.93932
1,0.05555556,-0.09052406,-0.3177748,0.3880232,-1.282097,-5.32104,-2.688989,-1.082518,-0.03815322,-0.3999412,0.2504451,0.03998452,-0.5300782,-4.75072,-0.4462947,-0.2140339,0.3753121,0.02030379,-0.8953803,-0.5822613,-0.08498573,-0.6738585,1.138038,-0.3012917,298.9633,194.3221,10.35261
1,0.06666667,-0.08523774,-0.3051088,0.3719372,-1.28402,-5.316649,-2.689488,-1.082435,0.007900881,-0.3830149,0.2408247,0.02707843,-0.5312026,-4.746492,-0.4461876,-0.2140093,0.369979,0.0224177,-0.8953888,-0.5772235,-0.08575698,-0.6717696,1.137313,-0.3040013,299.0246,194.1262,9.772952
1,0.07777778,-0.09277384,-0.2808295,0.3482884,-1.285524,-5.313074,-2.689139,-1.082261,0.01583068,-0.3713938,0.2450581,0.01102886,-0.5327297,-4.742113,-0.4461556,-0.2150339,0.3550578,0.02556914,-0.8953691,-0.5727728,-0.08607603,-0.6698845,1.136657,-0.3064914,299.0815,193.9221,9.28899
1,0.08888889,-0.09388737,-0.2671137,0.3321962,-1.287229,-5.309243,-2.689086,-1.082434,-0.01598092,-0.3628324,0.2492931,0.01417774,-0.5338147,-4.736462,-0.4473048,-0.2150482,0.3433495,0.02233687,-0.8955332,-0.5684839,-0.08637989,-0.6683683,1.13609,-0.3087519,299.1234,193.6999,8.948388
1,0.1,-0.09498879,-0.2565699,0.3182785,-1.289083,-5.305439,-2.689023,-1.081837,0.05476416,-0.3519309,0.2534224,0.05033977,-0.5332953,-4.730114,-0.4493104,-0.2194268,0.3167674,0.006312963,-0.8962112,-0.5651209,-0.08578175,-0.6672795,1.13564,-0.3107352,299.1446,193.5694,8.655712
