loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
2,0,-0.03864947,-0.2749487,0.2746234,-1.264215,-5.39427,-2.693304,-1.075064,0.121146,-0.2431992,0.1661604,-0.05652033,-0.5126958,-4.784788,-0.4441996,-0.0794268,0.208147,0.03879485,-0.8892609,-0.6458337,-0.04772384,-0.6748199,1.142043,-0.2848376,299.5908,197.5797,11.61426
2,0.01111111,-0.0430055,-0.2345197,0.2689916,-1.26614,-5.391732,-2.693479,-1.073852,0.1096981,-0.2239724,0.1726291,-0.04279725,-0.5135714,-4.780929,-0.4454643,-0.07414851,0.2028442,0.03340338,-0.8892114,-0.6430204,-0.04869404,-0.6741557,1.141472,-0.2862561,299.6599,197.2381,11.7525
2,0.02222222,-0.0462655,-0.2068538,0.2656002,-1.268215,-5.38901,-2.693676,-1.073984,-0.0128526,-0.2194841,0.1588192,-0.03857706,-0.5149669,-4.779012,-0.4469661,-0.06993771,0.192219,0.02587838,-0.8892668,-0.6407565,-0.04948793,-0.6732776,1.140742,-0.2877758,299.8,197.3143,11.45849
2,0.03333334,-0.05060221,-0.1728266,0.2589546,-1.270275,-5.387017,-2.693557,-1.074614,-0.05731758,-0.2151523,0.1194049,-0.04815083,-0.5156615,-4.779783,-0.4438557,-0.05619306,0.1613926,0.009683769,-0.8898308,-0.6397594,-0.04986743,-0.6722461,1.140013,-0.2893593,299.9713,197.4474,11.01128
2,0.04444445,-0.04856046,-0.1377971,0.2416305,-1.271851,-5.385693,-2.69345,-1.074722,-0.00934933,-0.2076048,0.09705961,-0.05777097,-0.516862,-4.780055,-0.4425724,-0.0519588,0.148627,0.006407522,-0.8899709,-0.6380578,-0.05025758,-0.6711785,1.139353,-0.2909659,300.0717,197.4767,10.61372
2,0.05555556,-0.05292843,-0.09639864,0.2221291,-1.273493,-5.385303,-2.692719,-1.074676,0.004335843,-0.1767271,0.07479763,-0.06965394,-0.5178309,-4.780596,-0.4409377,-0.04885005,0.145467,-0.004281864,-0.8904242,-0.6361386,-0.05101392,-0.6701147,1.138821,-0.2925154,300.1147,197.4903,10.2492
2,0.06666667,-0.04982822,-0.06141449,0.1984263,-1.274966,-5.384986,-2.692244,-1.074915,-0.02189613,-0.1575551,0.05670959,-0.07831402,-0.518983,-4.782647,-0.4377891,-0.05102476,0.1380294,-0.009613387,-0.890781,-0.6343219,-0.0513809,-0.6691566,1.138434,-0.2939854,300.1039,197.486,9.93766
2,0.07777778,-0.05097916,-0.02638939,0.1800513,-1.276648,-5.385136,-2.691569,-1.074624,0.02675548,-0.1404336,0.05358918,-0.06990446,-0.5197574,-4.782152,-0.4373401,-0.04890995,0.1220655,-0.01394017,-0.8910969,-0.6332526,-0.05158996,-0.6683918,1.13819,-0.2953251,300.0479,197.4475,9.709815
2,0.08888889,-0.05422695,-0.004154909,0.1628381,-1.278047,-5.385139,-2.690906,-1.074898,-0.02522574,-0.1285994,0.05791631,-0.04867519,-0.5198959,-4.780368,-0.4377763,-0.04471956,0.1093233,-0.02359678,-0.8916061,-0.6321138,-0.05187571,-0.6678667,1.138092,-0.2964558,299.9562,197.43,9.526164
2,0.1,-0.06390861,0.03393811,0.1316624,-1.279195,-5.386409,-2.689532,-1.074893,0.0007194186,-0.1091471,0.06440182,-0.003010947,-0.5189825,-4.77809,-0.4392439,-0.03622117,0.07846323,-0.03121819,-0.8922069,-0.6323739,-0.0515833,-0.6675476,1.138134,-0.29726,299.8405,197.4634,9.374433
2,0.1111111,-0.07357016,0.06462784,0.1079971,-1.280317,-5.387781,-2.688045,-1.074874,0.001737281,-0.08022849,0.05280842,0.01706923,-0.5182373,-4.776878,-0.440016,-0.02673572,0.05081964,-0.04629084,-0.893074,-0.6328382,-0.05117584,-0.6674346,1.138309,-0.2977783,299.7511,197.6094,9.243789
2,0.1222222,-0.08431117,0.0973366,0.06833272,-1.280743,-5.39025,-2.686023,-1.074554,0.02923352,-0.05982199,0.02519573,0.02760763,-0.5175704,-4.777618,-0.4392514,-0.0183044,0.02956606,-0.06027526,-0.894216,-0.6334038,-0.05090259,-0.6675366,1.138567,-0.2981185,299.6606,197.7525,9.201312
2,0.1333333,-0.09291381,0.1224541,0.01168346,-1.28016,-5.392955,-2.68389,-1.074481,0.00646085,-0.02970716,-0.0332636,0.0402654,-0.5157691,-4.780745,-0.4369608,-0.008793309,-0.0268329,-0.07757075,-0.895546,-0.6362162,-0.04927541,-0.667831,1.138926,-0.2982977,299.5936,197.922,9.159436
2,0.1444445,-0.09401044,0.1275861,-0.01392675,-1.280033,-5.394819,-2.682149,-1.074324,0.01430686,-0.003985882,-0.07045519,0.04227139,-0.5143688,-4.784046,-0.4348876,-0.005684763,-0.04596539,-0.09044257,-0.8969495,-0.6375702,-0.04838857,-0.6683291,1.139402,-0.2983911,299.5428,198.0973,9.130046
2,0.1555556,-0.1004435,0.1390113,-0.05130661,-1.27923,-5.397545,-2.680018,-1.074345,-0.00191225,0.04202068,-0.1374087,0.03565823,-0.5125291,-4.790679,-0.4308395,0.001751453,-0.06511484,-0.0958894,-0.8981617,-0.6394383,-0.04750307,-0.66897,1.140058,-0.2983089,299.5095,198.1858,9.162519
2,0.1666667,-0.101567,0.1546788,-0.09190765,-1.278147,-5.40062,-2.677868,-1.074576,-0.02111682,0.05802014,-0.1522623,0.03238355,-0.5113221,-4.794051,-0.4287871,0.008232474,-0.09601924,-0.08964882,-0.8988701,-0.6419997,-0.04611556,-0.6698133,1.140914,-0.2981024,299.461,198.1897,9.31273
2,0.1777778,-0.1080032,0.1671421,-0.1324855,-1.27671,-5.404011,-2.675467,-1.074525,0.004956254,0.07406679,-0.1553968,0.0407992,-0.509949,-4.797088,-0.4274584,0.01355226,-0.1119821,-0.09293739,-0.8999152,-0.6443298,-0.04498265,-0.6707746,1.141928,-0.2978335,299.3329,198.2181,9.548327
2,0.1888889,-0.1176257,0.1775483,-0.1623899,-1.275315,-5.407457,-2.672851,-1.074656,-0.01198659,0.08373781,-0.1382908,0.06629739,-0.5080097,-4.797384,-0.4281897,0.02207069,-0.1215541,-0.09410167,-0.9009197,-0.6463504,-0.04411979,-0.6717511,1.143088,-0.2974428,299.1892,198.1824,9.82477
2,0.2,-0.1262118,0.1974191,-0.2083483,-1.273144,-5.411886,-2.66984,-1.074567,0.008213431,0.08379503,-0.1052461,0.09502558,-0.5061668,-4.796192,-0.4300915,0.0295442,-0.1343276,-0.09420323,-0.9018795,-0.6488735,-0.04314268,-0.672767,1.144351,-0.2969455,299.0323,198.0786,10.12619
2,0.2111111,-0.1358404,0.2110187,-0.2382734,-1.271222,-5.416158,-2.666769,-1.074419,0.01350525,0.0795687,-0.07967414,0.1174063,-0.5042525,-4.79456,-0.4320457,0.03689245,-0.1417345,-0.1081436,-0.9035589,-0.6512061,-0.04234293,-0.673833,1.145682,-0.2963483,298.876,197.9595,10.45106
2,0.2222222,-0.1486831,0.2298436,-0.2810151,-1.268736,-5.421294,-2.663151,-1.074373,0.004148863,0.07968022,-0.04554746,0.1557158,-0.5019137,-4.790935,-0.4360175,0.04319832,-0.1459559,-0.1188635,-0.9051648,-0.6535317,-0.04159751,-0.674988,1.147039,-0.2957126,298.7246,197.836,10.79677
2,0.2333333,-0.1679182,0.2497352,-0.3216411,-1.266014,-5.426815,-2.659028,-1.074351,0.002045197,0.092585,-0.03801024,0.1801387,-0.4992404,-4.788638,-0.4394064,0.0602239,-0.1736088,-0.1254851,-0.9067084,-0.6571652,-0.04059456,-0.6762462,1.148424,-0.2949998,298.5965,197.663,11.18023
2,0.2444444,-0.1849998,0.2611977,-0.3504852,-1.263193,-5.432319,-2.65469,-1.074155,0.01800362,0.1205068,-0.0666514,0.1980972,-0.4959131,-4.789345,-0.4411159,0.0741261,-0.2034216,-0.1235633,-0.9079014,-0.6612761,-0.0392739,-0.6775985,1.149851,-0.2941811,298.4984,197.5355,11.53207
