loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
0,0,-0.01221018,-0.2600191,0.3210397,-1.342522,-5.479752,-2.527821,-0.8714998,-0.03917873,-0.1857935,0.1709165,0.04031184,-0.4767964,-4.844771,-0.4886379,-0.09097472,0.1325285,0.03336157,-0.9049906,-0.8162318,-0.008759136,-0.6712646,1.143537,-0.2908041,300.1684,212.1453,1.176923
0,0.01111111,-0.001623586,-0.2483049,0.3145435,-1.343818,-5.475934,-2.528735,-0.8713746,0.01178522,-0.1825469,0.1719426,0.04776264,-0.4769306,-4.84018,-0.4908422,-0.09096848,0.1282748,0.03334082,-0.9047099,-0.8144217,-0.008819857,-0.6708337,1.143227,-0.2920291,300.2502,211.5394,1.722471
0,0.02222222,-0.001623586,-0.2483049,0.3145435,-1.343818,-5.475934,-2.528735,-0.8716856,-0.02863079,-0.1825469,0.1719426,0.04776264,-0.4769306,-4.84018,-0.4908422,-0.09096848,0.1282748,0.03334082,-0.9047099,-0.8144217,-0.008819857,-0.6701429,1.142721,-0.2934436,300.3198,211.2886,1.828376
0,0.03333334,0.004706115,-0.2334214,0.3059115,-1.345196,-5.472358,-2.529737,-0.8714188,0.02463845,-0.176229,0.164469,0.04131698,-0.4774696,-4.836946,-0.4919876,-0.09093712,0.1293252,0.03760556,-0.9041453,-0.8125111,-0.008994826,-0.6691557,1.142092,-0.2948896,300.4226,211.1315,1.603958
0,0.04444445,0.01529228,-0.214265,0.2983124,-1.346709,-5.469018,-2.531008,-0.8713841,0.002880588,-0.1677358,0.1719241,0.02852049,-0.4785381,-4.832358,-0.4944955,-0.08664368,0.135702,0.04398179,-0.9035046,-0.810296,-0.009463543,-0.6680355,1.141486,-0.2960172,300.5719,210.9484,1.233244
0,0.05555556,0.01522657,-0.1983418,0.2896795,-1.348003,-5.4659,-2.531777,-0.8714843,-0.009177559,-0.1677729,0.1719411,0.02214275,-0.4792326,-4.828428,-0.4960561,-0.08874303,0.1324911,0.04718252,-0.9029181,-0.8085236,-0.00948618,-0.6670879,1.140848,-0.2971381,300.6942,210.929,0.9521756
0,0.06666667,0.02574106,-0.1622206,0.2691912,-1.349562,-5.464029,-2.532835,-0.8717639,-0.02555104,-0.1699824,0.1623784,0.01680364,-0.4799357,-4.825633,-0.4965647,-0.08766814,0.1239748,0.04607909,-0.9024335,-0.8070962,-0.009424394,-0.6662885,1.140187,-0.2983484,300.7956,210.9713,0.7726207
0,0.07777778,0.03523816,-0.1420579,0.2530655,-1.350891,-5.461758,-2.533989,-0.8712819,0.04427467,-0.172162,0.1592134,0.01041563,-0.4808337,-4.822493,-0.4973999,-0.08766255,0.1207803,0.0450061,-0.9019285,-0.8055306,-0.009527725,-0.6655187,1.139522,-0.2995981,300.8518,210.9975,0.6336682
0,0.08888889,0.04256871,-0.1112782,0.2315518,-1.352291,-5.460472,-2.534987,-0.8717331,-0.04171694,-0.1668532,0.159194,0.00719054,-0.4817275,-4.819139,-0.4986908,-0.08774485,0.1240095,0.03542998,-0.9018731,-0.8036329,-0.00972187,-0.6647518,1.138873,-0.3008541,300.9098,210.9981,0.4559744
0,0.1,0.04776292,-0.08909377,0.2005075,-1.35308,-5.459348,-2.535808,-0.8717299,0.000632352,-0.1508705,0.1633668,0.002866089,-0.4824934,-4.815745,-0.5005901,-0.08559665,0.1282666,0.03862224,-0.9013783,-0.801505,-0.01015783,-0.6639622,1.138302,-0.3019671,300.9712,211.0139,0.1961747
