loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
1,0,0.1002159,-0.425577,0.4343184,-1.387329,-5.4433,-2.481858,-0.8156335,-0.03227692,-0.2314765,0.21629,0.02135893,-0.4927961,-4.855025,-0.5046027,-0.145915,0.1768703,0.07772054,-0.8906196,-0.8181525,-0.06162129,-0.6737527,1.137838,-0.2900163,299.8912,215.5795,355.6709
1,0.01111111,0.1128871,-0.4044231,0.4117399,-1.38806,-5.437864,-2.484545,-0.8157561,-0.01097958,-0.223836,0.2321986,0.03625602,-0.4935056,-4.84827,-0.5083104,-0.1480419,0.1821901,0.07882536,-0.8898351,-0.8152095,-0.06174699,-0.6727738,1.137371,-0.2914595,299.9885,214.325,356.7063
1,0.02222222,0.1128267,-0.4013526,0.3957326,-1.388416,-5.431937,-2.486795,-0.8156863,0.006392105,-0.228095,0.2428904,0.02884898,-0.4948531,-4.842574,-0.5104095,-0.1522524,0.183222,0.085255,-0.888871,-0.812534,-0.06157574,-0.6713734,1.136584,-0.2930973,300.1016,213.8114,356.8705
1,0.03333334,0.1127143,-0.4026923,0.3605873,-1.387908,-5.426616,-2.489015,-0.8159744,-0.02648048,-0.2355425,0.2546689,0.01826479,-0.4964643,-4.837,-0.5125355,-0.1553816,0.1799926,0.09272585,-0.8877152,-0.8100302,-0.06134432,-0.6696758,1.135492,-0.2948936,300.2767,213.5928,356.5733
1,0.04444445,0.1115761,-0.4028527,0.3414021,-1.387541,-5.421082,-2.491131,-0.8154194,0.05093147,-0.2355517,0.2578691,0.009758189,-0.4977746,-4.83199,-0.5146183,-0.1596606,0.1906396,0.09280235,-0.8868918,-0.8068428,-0.06136056,-0.6678119,1.134154,-0.2967286,300.5166,213.3033,356.245
1,0.05555556,0.1146496,-0.4063498,0.3020019,-1.386259,-5.416134,-2.493429,-0.8153886,0.002339425,-0.2345746,0.2632335,-0.01047692,-0.5000245,-4.826999,-0.5164748,-0.1596385,0.2129892,0.09821916,-0.8858159,-0.8026689,-0.06223701,-0.665917,1.132669,-0.2985163,300.8355,212.9119,355.9986
1,0.06666667,0.1198712,-0.4055374,0.2689444,-1.385038,-5.41134,-2.495932,-0.8152314,0.01440007,-0.2335339,0.264294,-0.01685595,-0.5015659,-4.822088,-0.5183244,-0.1628703,0.2193939,0.09506869,-0.8851506,-0.7990943,-0.06255446,-0.6641684,1.131162,-0.3001838,301.2004,212.452,355.8287
1,0.07777778,0.129368,-0.3982408,0.2453964,-1.384027,-5.406941,-2.498491,-0.8154807,-0.02292193,-0.2271332,0.2631817,-0.01263694,-0.5029502,-4.816843,-0.5204821,-0.1629357,0.2215546,0.08762057,-0.8846105,-0.7957751,-0.06284927,-0.6626874,1.129751,-0.3016837,301.5518,212.0229,355.7131
1,0.08888889,0.1420432,-0.3792168,0.222835,-1.383266,-5.402958,-2.501237,-0.815706,-0.02040345,-0.225025,0.2503626,-0.004131958,-0.5036283,-4.812379,-0.521991,-0.1683117,0.2269017,0.08235839,-0.8840874,-0.7921981,-0.06304741,-0.661564,1.128501,-0.3029626,301.8278,211.5802,355.7083
1,0.1,0.1462227,-0.3580073,0.2098626,-1.382783,-5.39912,-2.503712,-0.8157955,-0.008085473,-0.2250183,0.2364799,0.009701565,-0.5040607,-4.80804,-0.5233647,-0.1800876,0.2343643,0.0771554,-0.8836539,-0.7884815,-0.06291265,-0.6608274,1.127431,-0.3039986,302.0172,211.2233,355.7653
1,0.1111111,0.1535569,-0.3197685,0.1935615,-1.382716,-5.396282,-2.506208,-0.8159878,-0.01755937,-0.2356435,0.2194607,0.03104174,-0.5040666,-4.803593,-0.5242739,-0.1961297,0.2343773,0.06983411,-0.8832757,-0.7850702,-0.06234327,-0.6603726,1.126548,-0.3047405,302.1395,211.0006,355.8539
