loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
0,0,-0.03584414,-0.3986118,0.2347149,-1.28663,-2.797003,-1.396097,-1.613692,0.01739667,-0.2053436,0.07464997,0.08115004,-0.6910855,-1.5399,0.4235257,-0.1187046,0.1964083,-0.06207794,-0.9871364,1.804334,1.829038,0.08978865,1.145692,0.7245502,286.7534,299.9621,27.62305
0,0.01111111,-0.04423121,-0.381515,0.239035,-1.288715,-2.792624,-1.396572,-1.615191,-0.1369841,-0.1926544,0.0640064,0.06826501,-0.6913092,-1.53901,0.4246501,-0.1090138,0.1963797,-0.04723063,-0.9867023,1.806902,1.828569,0.08838597,1.145564,0.7245471,286.7628,299.6234,27.8581
0,0.02222222,-0.04945173,-0.3654974,0.2379962,-1.290618,-2.788534,-1.397313,-1.615194,0.0009698138,-0.1862909,0.04591161,0.06182481,-0.6913928,-1.538279,0.4261732,-0.102451,0.1931192,-0.02279211,-0.9858889,1.809225,1.828323,0.08643974,1.145427,0.7245336,286.7282,299.4737,27.76436
0,0.03333334,-0.05148155,-0.3473751,0.2369411,-1.292614,-2.784648,-1.397748,-1.61475,0.04049262,-0.1831368,0.04271489,0.05647398,-0.6915665,-1.537321,0.4273873,-0.09697106,0.1824159,-0.003688134,-0.984993,1.81107,1.828213,0.08403838,1.145253,0.7246451,286.6744,299.2949,27.48082
0,0.04444445,-0.05575542,-0.3281838,0.2188379,-1.293833,-2.781103,-1.398192,-1.614462,0.02600612,-0.1703961,0.03850092,0.04888155,-0.6923026,-1.536801,0.4283263,-0.09581905,0.1791906,0.008022238,-0.9840103,1.813235,1.828087,0.0814448,1.145006,0.7246318,286.5559,299.1764,27.08929
0,0.05555556,-0.06342993,-0.3228164,0.1869425,-1.296136,-2.773291,-1.398701,-1.614994,-0.04884713,-0.1469168,0.04071575,0.05291007,-0.6930807,-1.534448,0.429219,-0.0765885,0.1653536,0.01424467,-0.9826297,1.816933,1.82755,0.07857314,1.144642,0.7246119,286.4087,299.2287,26.54063
0,0.06666667,-0.06565985,-0.3174824,0.1699128,-1.296881,-2.76961,-1.398904,-1.615001,-0.0001197564,-0.138327,0.03222054,0.05817133,-0.692832,-1.533226,0.4295546,-0.06804743,0.155783,0.0141551,-0.982119,1.818562,1.827147,0.07588553,1.144184,0.7242244,286.4477,298.8708,26.22989
0,0.07777778,-0.07325827,-0.3057257,0.1422688,-1.297146,-2.766362,-1.398797,-1.614646,0.03243037,-0.1276073,0.01943718,0.06449281,-0.6917928,-1.53224,0.4301825,-0.06169925,0.1366667,0.001280244,-0.9820417,1.81982,1.826837,0.07356601,1.143713,0.7237139,286.5424,298.4969,25.92833
0,0.08888889,-0.07957746,-0.2843844,0.134854,-1.297986,-2.763548,-1.398505,-1.614852,-0.0190987,-0.1179955,0.02159338,0.06759775,-0.6917225,-1.530831,0.4301018,-0.06279527,0.1185852,-0.008357685,-0.9822473,1.820811,1.827015,0.07167479,1.143304,0.7233401,286.627,298.2859,25.60406
0,0.1,-0.0836882,-0.2481312,0.1274187,-1.298941,-2.761798,-1.397805,-1.614735,0.01093563,-0.1019888,0.02590029,0.06958719,-0.6918562,-1.529106,0.4291711,-0.05967984,0.100534,-0.02442111,-0.9828992,1.821775,1.827164,0.07026123,1.143001,0.7230846,286.6834,298.2034,25.35985
0,0.1111111,-0.08675146,-0.2161543,0.1178305,-1.299577,-2.760204,-1.397403,-1.6147,0.00312304,-0.08280525,0.0291175,0.07583532,-0.691232,-1.526801,0.4282747,-0.06074122,0.0760506,-0.03088356,-0.9834223,1.822011,1.827745,0.06927671,1.142836,0.7230063,286.7201,298.2214,25.1874
0,0.1222222,-0.08879822,-0.1809888,0.1018584,-1.300085,-2.759115,-1.396611,-1.614635,0.006005073,-0.06895016,0.0227485,0.07465296,-0.6908783,-1.525664,0.4276586,-0.06183238,0.04838992,-0.04376157,-0.9845169,1.822016,1.828368,0.06858382,1.142854,0.723202,286.7169,298.4111,24.98611
0,0.1333333,-0.08874962,-0.15649,0.08799111,-1.300337,-2.758012,-1.396057,-1.615015,-0.03482254,-0.07106701,0.007821888,0.07149344,-0.6902402,-1.525031,0.4279468,-0.06720009,0.03562629,-0.05335281,-0.9853994,1.822268,1.829146,0.06821109,1.143043,0.7234204,286.6595,298.5662,24.89332
0,0.1444445,-0.08769305,-0.1319949,0.06880726,-1.300495,-2.75729,-1.395183,-1.61484,0.01637412,-0.06044372,0.00784108,0.06820031,-0.6900517,-1.52405,0.4275561,-0.06504542,0.03349285,-0.05230736,-0.9857851,1.822777,1.829351,0.06804296,1.143368,0.7237122,286.5525,298.526,25.02226
0,0.1555556,-0.0875852,-0.1010967,0.05706392,-1.300623,-2.757168,-1.394447,-1.615073,-0.02153792,-0.0572129,0.0100022,0.06922968,-0.6902146,-1.522655,0.4265963,-0.0554547,0.03457259,-0.05342729,-0.9861819,1.823302,1.829206,0.06794366,1.143773,0.7241832,286.4136,298.4062,25.25257
0,0.1666667,-0.09076463,-0.08190607,0.04429875,-1.300646,-2.756859,-1.393418,-1.614905,0.01559773,-0.05409734,0.01106196,0.06067693,-0.6901768,-1.521994,0.4266128,-0.04055152,0.0324783,-0.0556678,-0.9867704,1.823862,1.828907,0.0678526,1.144203,0.7247171,286.2826,298.2727,25.51901
0,0.1777778,-0.08870524,-0.05315539,0.01231658,-1.299934,-2.757375,-1.392389,-1.615196,-0.02670155,-0.04246549,0.007861055,0.05204415,-0.6898456,-1.521917,0.4268829,-0.02886487,0.03677116,-0.05892785,-0.9873041,1.824699,1.828442,0.06782132,1.144602,0.7250399,286.178,298.1466,25.75277
0,0.1888889,-0.09406442,-0.0339511,-0.007898092,-1.299173,-2.757766,-1.391204,-1.6149,0.02722787,-0.02977622,-0.004931547,0.04130182,-0.6890322,-1.522017,0.4272586,-0.02135268,0.01228086,-0.05799237,-0.9880424,1.824196,1.828723,0.06778473,1.144966,0.7252219,286.109,298.0505,25.91657
0,0.2,-0.09834323,0.0001656457,-0.03556466,-1.298276,-2.759163,-1.38948,-1.615096,-0.0181759,-0.0267112,-0.001751732,0.02846288,-0.6891909,-1.522553,0.4280009,-0.02454804,-0.01007677,-0.06441616,-0.9888743,1.823461,1.829491,0.06769703,1.145303,0.7253317,286.0853,297.9212,26.05735
0,0.2111111,-0.1079063,0.03750226,-0.06214502,-1.296964,-2.761051,-1.387592,-1.61495,0.01360341,-0.01205893,-0.001754834,-0.0004297865,-0.6896213,-1.523748,0.4285743,-0.01065851,-0.04625581,-0.06888863,-0.9902011,1.821798,1.830095,0.06757408,1.145645,0.7254673,286.1097,297.6619,26.26683
0,0.2222222,-0.1239469,0.07700285,-0.1003928,-1.295041,-2.763543,-1.385031,-1.61469,0.02365686,0.01660367,-0.008105248,-0.01347841,-0.6895962,-1.525055,0.4284789,0.01072078,-0.07073341,-0.06591745,-0.991196,1.820156,1.830159,0.06743239,1.146038,0.7257075,286.1623,297.4194,26.43841
0,0.2333333,-0.1239469,0.07700285,-0.1003928,-1.295041,-2.763543,-1.385031,-1.61468,0.0007753806,0.01660367,-0.008105248,-0.01347841,-0.6895962,-1.525055,0.4284789,0.01072078,-0.07073341,-0.06591745,-0.991196,1.820156,1.830159,0.06740884,1.146548,0.7259891,286.2392,297.1859,26.5853
0,0.2444444,-0.1421258,0.1007035,-0.1289209,-1.290139,-2.769494,-1.378384,-1.616072,-0.1272387,0.06363054,-0.03355342,7.451139E-05,-0.6860346,-1.525949,0.4255412,0.02477199,-0.09628991,-0.0586346,-0.993178,1.815581,1.831414,0.06753864,1.147222,0.7263648,286.2538,296.8942,26.88005
0,0.2555556,-0.2128243,0.1765738,-0.2371638,-1.286624,-2.773396,-1.373814,-1.612248,0.3507507,0.0966283,-0.08676945,-0.01941323,-0.6855062,-1.528546,0.4262011,0.04081844,-0.1772321,-0.06007453,-0.9949559,1.811829,1.832507,0.0678357,1.147959,0.726707,286.1852,296.4901,27.33402
0,0.2666667,-0.2384989,0.2076127,-0.2753255,-1.283055,-2.777654,-1.369154,-1.613173,-0.08756009,0.1156519,-0.1091297,-0.04192456,-0.6842641,-1.531532,0.4266602,0.0516184,-0.2113376,-0.04853864,-0.9960089,1.807899,1.833749,0.06832863,1.148963,0.7274137,286.3936,295.8982,27.89258
