loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,emg,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
2,0,-0.06498305,-0.06159537,0.4107335,-1.3284,-1.334841,-0.56591,-0.3885664,-0.02014226,4.994571,-0.1672628,0.07794894,-0.006403813,-0.4157226,-0.9288376,1.282039,-0.05002238,0.06486789,-0.01259872,-0.942407,-2.909326,1.658191,-0.7932366,1.142637,0.08793741,306.1064,245.5443,1.064036
2,0.01111111,-0.06287292,-0.06373252,0.4022076,-1.330012,-1.330744,-0.5662626,-0.3887597,-0.0174802,4.994571,-0.167158,0.04803137,0.01691134,-0.4150744,-0.9295636,1.284555,-0.05218851,0.05315846,-0.01368907,-0.9425396,-2.909014,1.658643,-0.7933736,1.142713,0.08605158,306.0517,245.5023,0.9905539
2,0.02222222,-0.08098581,-0.07871564,0.3873715,-1.331052,-1.326647,-0.5658823,-0.3889696,-0.01904336,4.994571,-0.1756307,0.05435185,0.03506965,-0.4143953,-0.9271066,1.284513,-0.05220919,0.05637614,-0.01792388,-0.9425662,-2.907897,1.658509,-0.7933717,1.142881,0.08408862,305.9502,245.4157,0.9251076
2,0.03333334,-0.09273173,-0.0798182,0.3746141,-1.332379,-1.323059,-0.565494,-0.3889238,0.00438141,4.994571,-0.1873606,0.0713966,0.03516497,-0.4145434,-0.9233409,1.283394,-0.053279,0.06598036,-0.02214033,-0.9427931,-2.906631,1.658321,-0.7932622,1.143051,0.08201351,305.8225,245.3019,0.8359474
2,0.04444445,-0.1087441,-0.08840802,0.3565649,-1.333193,-1.319378,-0.564718,-0.3882197,0.06432193,4.017372,-0.2012723,0.09273729,0.02143308,-0.4151085,-0.9196178,1.282595,-0.04903283,0.07664487,-0.02532714,-0.9429822,-2.904994,1.657994,-0.793099,1.143141,0.07985263,305.7088,245.1257,0.7061238
2,0.05555556,-0.1204621,-0.09057234,0.3534067,-1.334378,-1.315454,-0.5640436,-0.3883288,-0.01047088,4.017372,-0.2013281,0.0938834,0.001197701,-0.4159772,-0.9172305,1.282525,-0.05230926,0.08201215,-0.03486969,-0.9434856,-2.903621,1.658176,-0.7929735,1.143137,0.07765928,305.6809,244.9236,0.5333
2,0.06666667,-0.1269409,-0.07781254,0.3374174,-1.335803,-1.312594,-0.5630311,-0.3880391,0.02670774,4.017372,-0.1886225,0.0897274,-0.02548867,-0.4172433,-0.9159655,1.283125,-0.05557602,0.07565413,-0.04232496,-0.9441146,-2.902709,1.658331,-0.7930018,1.143067,0.07548686,305.7069,244.7403,0.3336649
2,0.07777778,-0.1163431,-0.0628666,0.33308,-1.338751,-1.305932,-0.5622034,-0.3881584,-0.01109443,4.017372,-0.1588134,0.05573025,-0.0438059,-0.4186042,-0.9159325,1.285826,-0.05663848,0.04898849,-0.0328183,-0.9445572,-2.902102,1.659343,-0.7930866,1.143012,0.07341501,305.7323,244.5497,0.1780883
2,0.08888889,-0.1163431,-0.0628666,0.33308,-1.338751,-1.305932,-0.5622034,-0.3868817,0.1169822,4.017372,-0.1588134,0.05573025,-0.0438059,-0.4186042,-0.9159325,1.285826,-0.05663848,0.04898849,-0.0328183,-0.9445572,-2.902102,1.659343,-0.7932471,1.143013,0.07138944,305.7679,244.4953,0.04276588
2,0.1,-0.1014858,-0.06391057,0.3127755,-1.340927,-1.29984,-0.5616942,-0.389899,-0.2768269,4.12595,-0.1469375,0.0353367,-0.0002238341,-0.4175714,-0.9148912,1.287801,-0.0618751,0.05000737,-0.02000385,-0.9448112,-2.900868,1.660249,-0.7934794,1.143162,0.06922143,305.8438,244.4575,359.9097
