loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,emg,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
0,0,-0.006687984,-0.3752553,0.4590306,-1.426455,-1.276743,-0.8091056,-0.7426443,0.01747752,13.13789,-0.1750528,0.1213587,0.1274499,-0.5233809,-1.031984,1.206926,-0.04211457,0.05605228,0.008614182,-0.9121087,-3.038199,1.637278,-0.7492664,1.135152,0.08070614,298.488,249.56,352.6372
0,0.01111111,-0.01199229,-0.3829217,0.4356566,-1.426468,-1.270519,-0.8097384,-0.7424009,0.02202471,13.13789,-0.175124,0.1214026,0.1146666,-0.522965,-1.028783,1.206104,-0.04212167,0.06245314,0.005444896,-0.9120714,-3.037204,1.637131,-0.7484562,1.134913,0.07814056,298.5385,248.9407,352.4295
0,0.02222222,-0.01507919,-0.3991475,0.3974455,-1.426231,-1.264843,-0.8106716,-0.7424675,-0.006316018,13.13789,-0.1635991,0.1375048,0.07843946,-0.5237367,-1.025144,1.204404,-0.04319718,0.07312716,0.000164073,-0.9122307,-3.035859,1.6368,-0.7477172,1.134458,0.07506926,298.5688,248.6693,352.4042
0,0.03333334,-0.01509206,-0.4035836,0.3719081,-1.425538,-1.259041,-0.8113512,-0.7421612,0.02812963,13.13789,-0.1701402,0.1535811,0.0508328,-0.5246566,-1.021259,1.203127,-0.04314318,0.08056571,0.004458622,-0.9119441,-3.034508,1.636445,-0.7469218,1.133835,0.07166076,298.6638,248.1498,352.35
0,0.04444445,-0.006684102,-0.4016683,0.3271086,-1.424224,-1.254514,-0.8121384,-0.7424627,-0.02787586,11.40065,-0.1765859,0.1482794,0.04232637,-0.5248345,-1.018433,1.202889,-0.04945123,0.08694755,0.01199738,-0.9114125,-3.033099,1.636198,-0.7460649,1.13317,0.06827038,298.8629,247.4772,352.1095
0,0.05555556,0.0006943867,-0.3974776,0.3057533,-1.423368,-1.249436,-0.8130791,-0.7421868,0.02546113,11.40065,-0.1786783,0.1365361,0.04975507,-0.5245661,-1.015649,1.202518,-0.05585874,0.09870633,0.005704387,-0.9114211,-3.031417,1.635953,-0.7453329,1.132572,0.06528769,299.084,246.7726,351.7988
0,0.06666667,0.01637459,-0.3741644,0.2661443,-1.422351,-1.245453,-0.8142498,-0.7423998,-0.019735,11.40065,-0.1774641,0.1162042,0.07631665,-0.5233117,-1.013152,1.20217,-0.06230649,0.1051548,-0.003807583,-0.9116208,-3.029711,1.635773,-0.7446905,1.13209,0.06286515,299.203,246.2295,351.7201
0,0.07777778,0.01637459,-0.3741644,0.2661443,-1.422351,-1.245453,-0.8142498,-0.7424526,-0.00464591,11.40065,-0.1774641,0.1162042,0.07631665,-0.5233117,-1.013152,1.20217,-0.06230649,0.1051548,-0.003807583,-0.9116208,-3.029711,1.635773,-0.7440822,1.131715,0.06100181,299.2242,245.848,351.8788
0,0.08888889,0.01829465,-0.3583588,0.2372593,-1.421263,-1.241443,-0.8150524,-0.7422102,0.02211787,11.40065,-0.1752614,0.1129688,0.08908539,-0.522493,-1.009698,1.201052,-0.06664754,0.09986582,-0.01231463,-0.9118163,-3.028656,1.635952,-0.7434882,1.131417,0.05960704,299.2383,245.5886,352.0113
0,0.1,0.01921262,-0.3467629,0.2180021,-1.420238,-1.23742,-0.8158892,-0.7427162,-0.04647011,11.40065,-0.1742024,0.1119069,0.08801045,-0.5220387,-1.006729,1.200384,-0.06986494,0.1009528,-0.01548149,-0.9120011,-3.027181,1.635907,-0.7430835,1.131218,0.05883713,299.295,245.4658,351.9016
