loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,emg,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
1,0.5444446,-0.1592943,0.09526914,0.5554162,-1.258039,-1.527052,-0.6251557,-0.6933178,0.0977277,20.52117,0.3071564,-0.2544203,-0.1418748,-0.4178127,-1.170355,1.407908,0.2316916,-0.3852352,-0.06077113,-0.9432224,-2.91802,1.64336,-0.8221923,1.203461,0.1804883,294.9367,237.9402,19.04572
1,0.5555557,-0.1700452,0.1101935,0.5766586,-1.263309,-1.522308,-0.62463,-0.6944779,-0.1069001,20.52117,0.275149,-0.1842998,-0.1053422,-0.4178936,-1.171185,1.406504,0.2361387,-0.35853,-0.05641283,-0.9429944,-2.920701,1.640994,-0.8208903,1.203422,0.1773261,294.7587,238.0239,18.55931
1,0.5666668,-0.1775779,0.1198052,0.597927,-1.268808,-1.517149,-0.6240036,-0.6938589,0.05775669,20.52117,0.2410222,-0.1375704,-0.08272079,-0.4180492,-1.172462,1.405976,0.232904,-0.3393187,-0.06805388,-0.9443122,-2.9247,1.640646,-0.8196155,1.203372,0.1738338,294.5078,238.0468,18.10197
1,0.577778,-0.1915661,0.1390154,0.6351341,-1.275093,-1.51162,-0.6232132,-0.6942291,-0.03441835,20.52117,0.1844981,-0.09402514,-0.07497735,-0.4186473,-1.172273,1.405313,0.2318106,-0.3232864,-0.07863212,-0.9453407,-2.928195,1.639821,-0.8185405,1.203273,0.170087,294.2747,238.15,17.47668
1,0.5888891,-0.1979989,0.1443382,0.6457644,-1.2809,-1.506344,-0.6223493,-0.6941891,0.004075584,20.52117,0.1407209,-0.06210983,-0.08647979,-0.4199842,-1.172864,1.40546,0.2083105,-0.2816435,-0.09857237,-0.9471272,-2.930617,1.639359,-0.817634,1.203141,0.1662452,294.0668,238.2267,16.79436
1,0.6000003,-0.2010286,0.1176634,0.6405243,-1.285196,-1.5007,-0.6217128,-0.6940416,0.01350468,19.54397,0.1278758,-0.04398962,-0.097041,-0.4213398,-1.173365,1.404865,0.1955715,-0.2624478,-0.09840909,-0.9482419,-2.93361,1.63918,-0.8167117,1.203002,0.1624084,293.8783,238.4307,16.04288
1,0.6111114,-0.1963407,0.05051839,0.6226324,-1.287782,-1.494514,-0.6215365,-0.6941668,-0.01146747,19.54397,0.1054442,-0.03333016,-0.1118582,-0.4228333,-1.174438,1.405166,0.1829637,-0.2507508,-0.08017191,-0.9488385,-2.936634,1.639149,-0.8157405,1.202896,0.1585823,293.7118,238.7941,15.22825
1,0.6222225,-0.1640033,-0.01220961,0.6036883,-1.289866,-1.488052,-0.6223615,-0.6944294,-0.02381905,19.54397,0.07128842,-0.01418178,-0.1234267,-0.4245968,-1.174229,1.405125,0.166246,-0.2390568,-0.05976527,-0.9490345,-2.939833,1.637641,-0.8147324,1.202829,0.1547946,293.547,239.0103,14.5752
1,0.6333337,-0.1499371,-0.0494701,0.595272,-1.291762,-1.481766,-0.6225682,-0.6948534,-0.03847011,19.54397,0.03397371,-0.003583446,-0.1275581,-0.4260935,-1.174199,1.405724,0.1503046,-0.2294473,-0.05641383,-0.949729,-2.942551,1.638095,-0.8137297,1.202771,0.1510844,293.402,238.919,14.20734
1,0.6444448,-0.1499039,-0.05584449,0.600619,-1.295076,-1.475535,-0.6226076,-0.6958377,-0.08964515,18.24104,-0.03532261,0.03673414,-0.1176613,-0.4273995,-1.170816,1.405106,0.1332975,-0.2166076,-0.06263667,-0.9507581,-2.944986,1.63762,-0.8127476,1.202708,0.1474994,293.318,238.6145,14.02794
1,0.655556,-0.1552271,-0.0569074,0.6123359,-1.298679,-1.469124,-0.6225384,-0.6953295,0.0471326,18.24104,-0.09067285,0.09075907,-0.05661914,-0.4266544,-1.164319,1.401817,0.1151079,-0.1888251,-0.0794696,-0.9523192,-2.946381,1.637586,-0.8118024,1.202586,0.1440748,293.2087,238.2733,13.93232
1,0.6666671,-0.1754268,-0.06657803,0.6315243,-1.301907,-1.461882,-0.6219381,-0.6950749,0.02274465,18.24104,-0.1011801,0.1213814,0.02020397,-0.4248285,-1.158481,1.397599,0.102349,-0.1621399,-0.08995132,-0.9536343,-2.947717,1.636711,-0.8108535,1.202345,0.1407868,293.089,238.1514,13.71859
1,0.6777782,-0.2029795,-0.08698133,0.6273211,-1.304942,-1.455226,-0.6210028,-0.6949013,0.0156384,18.24104,-0.09040707,0.121249,0.06704934,-0.4230463,-1.154359,1.394536,0.09490605,-0.1546691,-0.08987168,-0.9547288,-2.949455,1.636886,-0.8099427,1.202022,0.1375654,293.0309,238.3906,13.19815
1,0.6888894,-0.2220607,-0.1020291,0.6209611,-1.307564,-1.448611,-0.6197048,-0.6941838,0.06553751,18.24104,-0.09026676,0.06155998,0.07750783,-0.4219459,-1.156013,1.397049,0.07797991,-0.150398,-0.08013171,-0.9553142,-2.951352,1.637074,-0.8090699,1.201656,0.1343176,293.0142,238.7005,12.632
1,0.7000005,-0.2324113,-0.1436614,0.5965893,-1.309358,-1.442471,-0.6189618,-0.6940304,0.01355254,18.89251,-0.1061448,-0.01617762,0.05918499,-0.4213856,-1.161235,1.403372,0.05878278,-0.1567481,-0.08105271,-0.9562538,-2.953551,1.638218,-0.8083137,1.201298,0.1309443,293.0487,238.8702,12.13491
1,0.7111117,-0.2332844,-0.1735265,0.5860289,-1.31077,-1.43566,-0.6182145,-0.6938099,0.02023799,18.89251,-0.125311,-0.04385017,0.0420979,-0.4212599,-1.163631,1.407456,0.04490865,-0.1524498,-0.08412932,-0.957433,-2.955312,1.639183,-0.8076707,1.201067,0.1274747,293.1155,238.9113,11.64681
1,0.7222228,-0.2298234,-0.2161549,0.5712522,-1.311412,-1.428663,-0.6176084,-0.6945934,-0.0717183,18.89251,-0.1520326,-0.04272471,0.008080179,-0.4220077,-1.165084,1.411215,0.02358446,-0.1342824,-0.09350125,-0.9588259,-2.956576,1.639821,-0.8071096,1.201065,0.1239409,293.1801,238.8189,11.23513
1,0.7333339,-0.2306212,-0.2577629,0.5543369,-1.311443,-1.421501,-0.6169729,-0.694594,0.0006428955,18.89251,-0.1798462,-0.01392868,-0.01519078,-0.4228551,-1.163112,1.412106,-0.0009057671,-0.09160294,-0.101713,-0.9601681,-2.956297,1.640326,-0.806707,1.201337,0.1204665,293.1683,238.4633,11.01482
1,0.7444451,-0.2368771,-0.2791366,0.5480109,-1.311849,-1.414244,-0.6160445,-0.6947303,-0.01248829,18.89251,-0.2001809,0.02122186,-0.02567729,-0.4236402,-1.160411,1.412426,-0.01362235,-0.05960707,-0.1036517,-0.9612526,-2.955824,1.640176,-0.8061696,1.201836,0.1171127,293.0204,238.0094,11.00476
1,0.7555562,-0.2453879,-0.281324,0.5469432,-1.312795,-1.407267,-0.6148722,-0.6947159,0.001478943,18.89251,-0.2503473,0.08713803,-0.0146795,-0.4238858,-1.15379,1.410451,-0.03795848,-0.01911837,-0.09163945,-0.9620211,-2.954896,1.640698,-0.8055159,1.202475,0.1138555,292.8322,237.4545,11.16794
1,0.7666674,-0.2464866,-0.2749486,0.546921,-1.313834,-1.400321,-0.6138938,-0.6944411,0.02516204,18.89251,-0.2759045,0.1051319,0.004619025,-0.4235603,-1.150233,1.410885,-0.04536149,-0.006329717,-0.08942042,-0.9630177,-2.954699,1.640994,-0.8048295,1.20315,0.1106572,292.6299,236.8462,11.42647
1,0.7777785,-0.2518333,-0.2685758,0.5522258,-1.315126,-1.393333,-0.612934,-0.6943063,0.01211714,18.89251,-0.3099417,0.1305051,0.04420526,-0.4223837,-1.144439,1.409995,-0.05916269,0.01181253,-0.09032771,-0.9640414,-2.953798,1.641152,-0.8041433,1.203777,0.1074442,292.4418,236.3866,11.56897
1,0.7888896,-0.2667241,-0.2707781,0.5564814,-1.316213,-1.386226,-0.6114991,-0.6945748,-0.02464654,18.89251,-0.3301129,0.1293086,0.0719495,-0.4212066,-1.140719,1.410725,-0.06335641,0.02991594,-0.08491609,-0.9647386,-2.952765,1.641474,-0.8035195,1.20435,0.1041763,292.3109,236.0728,11.53841
1,0.8000008,-0.278377,-0.2815125,0.5543849,-1.316932,-1.378903,-0.6099763,-0.6946813,-0.009460016,18.13247,-0.3396462,0.1207194,0.0868601,-0.420029,-1.137444,1.411758,-0.07805069,0.06505107,-0.06658817,-0.964793,-2.950684,1.64135,-0.8029726,1.204833,0.1008147,292.1861,235.7756,11.4795
1,0.8111119,-0.2825698,-0.2932558,0.5533541,-1.317515,-1.371589,-0.6085312,-0.6942493,0.03959116,18.13247,-0.347096,0.1121967,0.08472373,-0.4193898,-1.134491,1.413163,-0.08761114,0.07891612,-0.06541178,-0.9654678,-2.949152,1.641783,-0.8025573,1.205233,0.09734219,292.1107,235.4998,11.34749
1,0.8222231,-0.2824469,-0.3145375,0.5608841,-1.317888,-1.363757,-0.6074617,-0.6941471,0.009070197,18.13247,-0.366294,0.1026246,0.06876224,-0.4192077,-1.132295,1.415719,-0.1003246,0.09704834,-0.0620591,-0.9658502,-2.947099,1.641871,-0.8022581,1.205597,0.09376625,292.0952,235.1892,11.20628
1,0.8333342,-0.2813246,-0.3240889,0.5694357,-1.318495,-1.356031,-0.6063868,-0.6943234,-0.01601615,18.13247,-0.3897616,0.1143123,0.06566828,-0.4187624,-1.128002,1.416749,-0.1099449,0.1098689,-0.06727113,-0.9665954,-2.945131,1.642392,-0.8019928,1.205988,0.09011986,292.0968,234.7876,11.12882
1,0.8444453,-0.280158,-0.3421388,0.5865448,-1.318979,-1.347564,-0.6055229,-0.6946707,-0.0315826,17.91531,-0.4121983,0.1441082,0.0647687,-0.4182217,-1.121691,1.416157,-0.1173016,0.1247744,-0.06185257,-0.9671035,-2.943091,1.642231,-0.8017408,1.206442,0.08642759,292.074,234.3187,11.10561
1,0.8555565,-0.2832045,-0.3666314,0.5951426,-1.319022,-1.339058,-0.6045274,-0.6947825,-0.009944653,17.91531,-0.4410051,0.1600501,0.05956799,-0.4180497,-1.116129,1.416721,-0.1321409,0.1599557,-0.06590623,-0.9678332,-2.939932,1.641612,-0.8015054,1.206962,0.08270636,292.0187,233.8133,11.11003
1,0.8666676,-0.2884699,-0.3773087,0.5973033,-1.319128,-1.330782,-0.603263,-0.6948485,-0.005943009,17.91531,-0.4559027,0.16531,0.07133888,-0.4172779,-1.111113,1.417499,-0.1385687,0.1663819,-0.07116494,-0.9686173,-2.937386,1.641926,-0.8012283,1.207543,0.07897552,291.9348,233.3315,11.10533
