loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,emg,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
0,0,0.01966629,-0.125869,0.1010706,-1.246926,-1.169922,-0.7491509,-0.6262855,0.0367511,5.863192,-0.09155323,0.08549283,0.01919361,-0.436343,-0.7401942,1.194173,-0.06218982,0.07857879,-0.01885058,-0.9118568,-2.874059,1.719929,-0.804857,1.146391,0.05465961,304.5847,225.2293,16.06314
0,0.01111111,0.01418697,-0.1067516,0.09564589,-1.247144,-1.168804,-0.7495083,-0.6261774,0.009508044,5.863192,-0.09264787,0.1014867,0.01391654,-0.4368969,-0.7367347,1.19212,-0.05789901,0.08178969,-0.01779539,-0.9115036,-2.872334,1.719232,-0.8045644,1.14582,0.05292513,303.7921,228.0736,12.47501
0,0.02222222,0.006593619,-0.08872269,0.09022462,-1.247414,-1.167841,-0.7498082,-0.6259813,0.01788502,7.274701,-0.07668911,0.08662554,0.003160573,-0.437453,-0.7354319,1.1913,-0.05362611,0.07644014,-0.0146496,-0.9114535,-2.871547,1.719283,-0.8037392,1.14487,0.05040935,303.7424,228.3651,11.08756
0,0.03333334,0.01179733,-0.07376543,0.09015534,-1.247809,-1.166786,-0.750417,-0.6259131,0.006047761,7.274701,-0.06392131,0.06322163,-0.00547439,-0.4377491,-0.7355022,1.191738,-0.04292744,0.06364381,-0.007293979,-0.9109247,-2.870574,1.718751,-0.8026555,1.143784,0.04761542,303.9998,227.7818,10.49154
0,0.04444445,0.01160262,-0.05250169,0.07937876,-1.248037,-1.166679,-0.750212,-0.6259094,0.0003336488,7.274701,-0.04156823,0.0345034,-0.01628658,-0.4379654,-0.736789,1.192706,-0.03758513,0.055098,-0.003100023,-0.9107926,-2.87011,1.718753,-0.8014845,1.142805,0.04501367,304.2731,227.312,9.880347
0,0.05555556,0.01568716,-0.0291276,0.06009132,-1.248299,-1.166692,-0.750507,-0.6261907,-0.02572024,7.274701,-0.02981346,0.01425136,-0.01000189,-0.4378636,-0.7375215,1.193453,-0.03230902,0.04126542,-0.006356336,-0.9106594,-2.869518,1.718379,-0.8004795,1.142031,0.04289819,304.4577,227.013,9.338698
0,0.06666667,0.01666849,-0.01744471,0.05044635,-1.248622,-1.166524,-0.7508255,-0.6257113,0.04406597,6.188925,-0.02660229,0.01424127,-0.005752204,-0.4378721,-0.7371502,1.19332,-0.02489532,0.03275973,-0.01068082,-0.9104852,-2.868826,1.717761,-0.7997272,1.141523,0.04147245,304.5532,226.8215,8.969336
0,0.07777778,0.01546686,-0.0004346911,0.04503592,-1.249181,-1.166528,-0.7509465,-0.626196,-0.04473239,6.188925,-0.02871281,0.03019157,0.001755854,-0.437959,-0.7353477,1.192048,-0.0186015,0.01890473,-0.01716127,-0.9109055,-2.868994,1.717918,-0.7993242,1.141313,0.04082537,304.6036,226.7546,8.766514
0,0.08888889,0.01546686,-0.0004346911,0.04503592,-1.249181,-1.166528,-0.7509465,-0.6262141,-0.001227434,6.188925,-0.02871281,0.03019157,0.001755854,-0.437959,-0.7353477,1.192048,-0.0186015,0.01890473,-0.01716127,-0.9109055,-2.868994,1.717918,-0.7994305,1.141318,0.04085617,304.5653,226.7867,8.789663
0,0.1,0.005696493,0.02389588,0.0257262,-1.250036,-1.167244,-0.750694,-0.6259276,0.02613862,6.188925,-0.02758349,0.03441072,0.01773861,-0.4377486,-0.7323539,1.189876,-0.006737872,0.01996144,-0.00445364,-0.9102014,-2.86757,1.716578,-0.7998547,1.141483,0.04144533,304.4758,226.9123,8.982181
