loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,emg,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
1,0.1111111,0.1374018,-0.02952918,-0.0954826,-1.290068,-1.161106,-0.7467663,-0.6266865,-0.0006393341,4.777416,0.07133536,-0.04013579,-0.04143998,-0.4747596,-0.7821949,1.239316,0.002772953,-0.00205638,-0.008892982,-0.9189163,-2.805597,1.65553,-0.8041073,1.134591,0.04364672,303.3606,230.075,5.245922
1,0.1222222,0.1299623,-0.0339053,-0.107198,-1.288649,-1.162088,-0.7473384,-0.626269,0.03812871,4.777416,0.06077194,-0.03275304,-0.01793947,-0.4743356,-0.7822892,1.239011,0.004904191,-0.006326051,-0.006786986,-0.9189397,-2.805724,1.655625,-0.8043761,1.134194,0.04546166,303.4171,230.2615,5.545596
1,0.1333333,0.1246803,-0.03722773,-0.1231673,-1.287015,-1.163041,-0.7483898,-0.6261065,0.01452271,4.777416,0.06517218,-0.02539492,0.017224,-0.4732815,-0.7814599,1.237328,0.0102608,-0.01913526,-0.0004609847,-0.9187879,-2.806447,1.655697,-0.8046845,1.133844,0.04718695,303.4659,230.4392,5.830209
1,0.1444445,0.1130437,-0.04383668,-0.1476473,-1.285016,-1.1643,-0.7491094,-0.625528,0.05277606,3.908795,0.07481354,-0.02543541,0.03103548,-0.4725316,-0.781511,1.2363,0.01341728,-0.03513302,0.001606051,-0.9189349,-2.80757,1.656351,-0.8048649,1.133553,0.04873766,303.5355,230.5592,6.067252
1,0.1555556,0.1087698,-0.04075553,-0.1636436,-1.283226,-1.165696,-0.7498902,-0.6259627,-0.04013659,3.908795,0.08119124,-0.03393503,0.0256569,-0.4723505,-0.7826067,1.236154,0.02191268,-0.04794209,0.002571502,-0.9190015,-2.808589,1.656536,-0.8048465,1.133372,0.0500936,303.6501,230.6025,6.236786
1,0.1666667,0.09275284,-0.03137805,-0.1828642,-1.281275,-1.167313,-0.7502599,-0.6257981,0.01542032,3.908795,0.0970813,-0.04238179,0.002132396,-0.4726877,-0.7844634,1.236298,0.02611937,-0.05647197,-0.0006761812,-0.9191906,-2.809662,1.656782,-0.804855,1.133234,0.05117416,303.7302,230.5369,6.407658
1,0.1777778,0.08944325,-0.02716789,-0.1839875,-1.279664,-1.169277,-0.749943,-0.6258929,-0.008802418,3.908795,0.1214911,-0.06147587,-0.02253532,-0.4733566,-0.7875739,1.237145,0.02816667,-0.06284881,-0.007121616,-0.9198393,-2.810408,1.656975,-0.8048713,1.133137,0.05206401,303.77,230.3923,6.556996
1,0.1888889,0.07864935,-0.01024886,-0.1893956,-1.278381,-1.171188,-0.7501507,-0.6255866,0.02811012,3.908795,0.1331851,-0.08488686,-0.0301099,-0.4733577,-0.7912086,1.238584,0.03454853,-0.07991815,-0.002944758,-0.9198835,-2.812122,1.657449,-0.804904,1.133065,0.05285757,303.7787,230.2511,6.663481
1,0.2,0.07327573,-0.002866246,-0.1926289,-1.276852,-1.172846,-0.7506242,-0.6250253,0.0511029,5.428882,0.1417356,-0.1179237,-0.024922,-0.4727633,-0.7958601,1.240982,0.03555956,-0.09591179,-0.00295565,-0.9196966,-2.814147,1.658394,-0.8047999,1.133089,0.05369343,303.8358,230.1585,6.726983
1,0.2111111,0.05296343,0.00540461,-0.2065246,-1.275214,-1.174978,-0.7500447,-0.6255637,-0.0495808,5.428882,0.147144,-0.1328951,-0.003694831,-0.4718828,-0.79904,1.242128,0.03969994,-0.1054969,-0.01366049,-0.9202446,-2.815889,1.658806,-0.8045598,1.133294,0.05464647,303.9367,230.1256,6.754753
1,0.2222222,0.04119898,0.01060467,-0.2097438,-1.273792,-1.176844,-0.749667,-0.6258876,-0.02906744,5.428882,0.1365475,-0.1052489,0.01241101,-0.4712048,-0.7996541,1.241427,0.04617637,-0.1066029,-0.003080457,-0.9203101,-2.817452,1.659225,-0.8045348,1.133566,0.05561791,303.9467,230.0883,6.861855
1,0.2333333,0.01656564,0.0252843,-0.2119568,-1.27259,-1.179127,-0.7485826,-0.6250551,0.0763398,5.428882,0.118478,-0.07013358,0.02430832,-0.4707648,-0.799073,1.240006,0.05044893,-0.1034036,-0.004156908,-0.9200993,-2.818558,1.658999,-0.8048096,1.133803,0.05657841,303.8868,230.011,7.05355
1,0.2444444,-0.004889913,0.04109918,-0.2045818,-1.271816,-1.181256,-0.7474023,-0.6251728,-0.01136769,4.234528,0.1046311,-0.05948693,0.02546004,-0.4703377,-0.7996157,1.23969,0.0547161,-0.1012853,-0.004193459,-0.9202393,-2.819876,1.65908,-0.8052402,1.134044,0.05759944,303.8644,229.9664,7.219652
1,0.2555556,-0.02418398,0.05698413,-0.1950824,-1.271076,-1.183429,-0.7462705,-0.6247345,0.04035771,4.234528,0.1078221,-0.08931105,0.02216008,-0.4696,-0.8035636,1.241882,0.06105763,-0.1023616,-0.009580226,-0.9205973,-2.821349,1.659078,-0.8056669,1.13435,0.05871199,303.8685,229.9735,7.374923
1,0.2666667,-0.03282329,0.06646883,-0.1929988,-1.270557,-1.185804,-0.7448733,-0.6246876,0.004009703,4.234528,0.1163213,-0.1180492,0.01458182,-0.4689917,-0.8077613,1.24415,0.06213056,-0.109778,-0.01063993,-0.9203991,-2.822369,1.658381,-0.8061,1.134755,0.05986746,303.9029,230.073,7.495138
1,0.2777778,-0.04892914,0.08016571,-0.1920054,-1.269957,-1.188383,-0.7431476,-0.6249059,-0.01983607,4.234528,0.123762,-0.1436083,0.01021652,-0.4682018,-0.8126966,1.247037,0.06423439,-0.1246724,-0.01491833,-0.9204492,-2.824222,1.65787,-0.8064807,1.135308,0.060992,303.9207,230.2012,7.634424
1,0.2888889,-0.05862521,0.09183224,-0.1856699,-1.269695,-1.190661,-0.7416366,-0.6248702,0.003537007,4.234528,0.1173417,-0.1659547,0.001650451,-0.4676356,-0.8181044,1.250715,0.05990639,-0.1374387,-0.0180932,-0.9209035,-2.826525,1.658713,-0.8068785,1.135977,0.0620065,303.8886,230.2941,7.775798
1,0.3,-0.06830969,0.1024073,-0.183587,-1.269407,-1.19309,-0.7399896,-0.6247408,0.01189747,5.211726,0.1014194,-0.1723897,0.01554053,-0.4665464,-0.8217908,1.253344,0.05787749,-0.1321228,-0.0116606,-0.9207933,-2.82831,1.658829,-0.8072349,1.136798,0.06289685,303.8459,230.3832,7.883076
1,0.3111111,-0.07686362,0.1055446,-0.1793454,-1.269069,-1.195438,-0.7382112,-0.6249965,-0.02339641,5.211726,0.09405258,-0.1692672,0.03901539,-0.4649229,-0.8248391,1.255229,0.05792022,-0.1310638,-0.007398035,-0.9208897,-2.830113,1.659274,-0.8075733,1.137758,0.0636487,303.7612,230.4262,7.99785
1,0.3222222,-0.09182537,0.1107436,-0.1772478,-1.268756,-1.197893,-0.7361254,-0.6250674,-0.006164167,5.211726,0.08247389,-0.1395593,0.07750116,-0.4628127,-0.8248934,1.254679,0.05268924,-0.127859,0.001189771,-0.9205728,-2.831707,1.659701,-0.8079213,1.138817,0.06425474,303.6231,230.4363,8.10366
1,0.3333333,-0.1024806,0.1106657,-0.1729931,-1.268469,-1.200134,-0.734021,-0.6250375,0.002854239,5.211726,0.073985,-0.1331854,0.08394225,-0.4615349,-0.8270149,1.255807,0.05260431,-0.136372,-0.005211122,-0.9209312,-2.833885,1.660467,-0.8082513,1.139944,0.06475824,303.4587,230.4124,8.198876
1,0.3444445,-0.1206773,0.1190462,-0.1687746,-1.268578,-1.20259,-0.731353,-0.6248814,0.01431252,5.211726,0.06972191,-0.143836,0.08286089,-0.460092,-0.8304439,1.258225,0.05246975,-0.1395523,-0.01799782,-0.9216124,-2.835981,1.661236,-0.8086106,1.141086,0.06518349,303.2843,230.3645,8.300694
1,0.3555556,-0.1388292,0.1178451,-0.1645333,-1.268295,-1.205081,-0.7278936,-0.6249155,-0.003154447,5.97177,0.06968424,-0.1544611,0.07431458,-0.4588094,-0.8342618,1.260973,0.05022084,-0.1416589,-0.02969857,-0.9223731,-2.837915,1.661966,-0.8090084,1.142221,0.06556229,303.1246,230.3247,8.396255
1,0.3666667,-0.1579857,0.1166019,-0.1656146,-1.267916,-1.207553,-0.72497,-0.6245694,0.03182755,5.97177,0.07283705,-0.1661427,0.06254816,-0.4577793,-0.8385767,1.263971,0.04913922,-0.1438023,-0.03075938,-0.9229164,-2.840233,1.662849,-0.809441,1.143336,0.06591956,302.9708,230.2926,8.488502
1,0.3777778,-0.1664225,0.1101619,-0.1602694,-1.267525,-1.209601,-0.7224405,-0.6239355,0.05779826,5.97177,0.06747404,-0.1884801,0.051846,-0.4567066,-0.844082,1.268294,0.04490229,-0.1384915,-0.02860146,-0.9236066,-2.842366,1.66391,-0.8098168,1.144482,0.0663024,302.8726,230.3454,8.502728
1,0.3888889,-0.180205,0.1004835,-0.1495754,-1.267367,-1.211121,-0.7197342,-0.6246135,-0.06229013,5.97177,0.06422748,-0.2033524,0.03796401,-0.4558948,-0.8499255,1.272907,0.04067648,-0.1502085,-0.0211223,-0.9238234,-2.844856,1.66507,-0.8100343,1.145813,0.06674674,302.8616,230.3928,8.532734
1,0.4,-0.1833639,0.09092983,-0.1378224,-1.267096,-1.212824,-0.7165512,-0.625143,-0.04770653,5.537459,0.06741194,-0.2086702,0.03260951,-0.4549473,-0.8552721,1.276756,0.03752086,-0.1587654,-0.01365221,-0.924054,-2.847859,1.666597,-0.8105641,1.147201,0.06709874,302.7484,230.3572,8.683337
1,0.4111111,-0.1896654,0.0802673,-0.1271253,-1.266826,-1.214148,-0.7138805,-0.6249885,0.01453004,5.537459,0.06532781,-0.2268278,0.04534715,-0.4532114,-0.8614336,1.281706,0.03741625,-0.1725955,-0.02221328,-0.924494,-2.85055,1.667763,-0.8113677,1.148622,0.06732186,302.574,230.3199,8.876618
1,0.4222222,-0.2076466,0.06629275,-0.1174811,-1.266483,-1.215109,-0.7109255,-0.6246753,0.02860498,5.537459,0.05477799,-0.2258465,0.07202384,-0.4510894,-0.8659385,1.285427,0.04049829,-0.1747521,-0.02967602,-0.9253718,-2.853422,1.669323,-0.8120108,1.150156,0.06751554,302.3929,230.2774,9.044052
1,0.4333333,-0.2319413,0.04270376,-0.1014114,-1.265858,-1.215569,-0.7076264,-0.6251792,-0.0462331,5.537459,0.03993958,-0.2120629,0.0923645,-0.4490825,-0.8693436,1.288406,0.04035985,-0.1779272,-0.04352976,-0.9264722,-2.855899,1.670375,-0.8124075,1.151827,0.06769928,302.2267,230.2149,9.190711
1,0.4444444,-0.2595313,0.02973484,-0.08645449,-1.265487,-1.216027,-0.7038879,-0.6249725,0.01943218,5.537459,0.01974587,-0.1982577,0.1052689,-0.4471298,-0.8724921,1.291548,0.04028027,-0.1758068,-0.0520523,-0.9275172,-2.858543,1.671639,-0.8128035,1.153526,0.06776891,302.0224,230.1048,9.387188
1,0.4555556,-0.2754346,0.02113351,-0.07257878,-1.265244,-1.216505,-0.7004412,-0.6245826,0.0355191,5.428882,-0.005780071,-0.1631481,0.1171827,-0.4456065,-0.8737789,1.293375,0.03709392,-0.1715778,-0.05201777,-0.9283252,-2.86144,1.673083,-0.8133694,1.15516,0.06763804,301.8071,229.9529,9.613207
1,0.4666667,-0.2903197,0.01581123,-0.04167046,-1.265522,-1.216224,-0.6969264,-0.6242748,0.02797596,5.428882,-0.01646978,-0.1450144,0.1087572,-0.4443431,-0.8756697,1.295557,0.0329069,-0.1598537,-0.04769988,-0.9288765,-2.863183,1.673892,-0.8139675,1.156739,0.06732541,301.6124,229.7609,9.841736
1,0.4777778,-0.3041699,0.01475194,-0.01291191,-1.266015,-1.21591,-0.6934376,-0.6247329,-0.04191437,5.428882,-0.02290061,-0.1449882,0.1002638,-0.4430254,-0.8789055,1.298916,0.02550592,-0.1524117,-0.04228472,-0.9292887,-2.865524,1.675453,-0.8145897,1.158283,0.06682619,301.4391,229.5791,10.01162
1,0.4888889,-0.3126096,0.004123058,0.009502046,-1.266274,-1.215201,-0.6899638,-0.6246652,0.006678209,5.428882,-0.02397025,-0.1439199,0.09920584,-0.4415915,-0.8817529,1.301801,0.02226628,-0.1470664,-0.04863863,-0.9301511,-2.86724,1.676313,-0.8150935,1.159837,0.06620871,301.2607,229.4154,10.12674
1,0.5,-0.317817,-0.008667625,0.01914054,-1.266132,-1.214625,-0.6866348,-0.6248271,-0.01480244,4.017372,-0.02180222,-0.1588517,0.1098054,-0.4395665,-0.8852454,1.305202,0.01582527,-0.1417458,-0.05284141,-0.9311945,-2.869468,1.678022,-0.8154689,1.161417,0.06544127,301.0936,229.3123,10.19813
1,0.5111111,-0.3293397,-0.03108642,0.03201775,-1.265821,-1.213395,-0.6830236,-0.6248927,-0.005724901,4.017372,-0.03241982,-0.1610099,0.117292,-0.4377209,-0.8886856,1.308851,0.01048122,-0.1342669,-0.05704189,-0.9320712,-2.870952,1.678938,-0.8157384,1.163024,0.06449778,300.921,229.188,10.2697
1,0.5222223,-0.3419023,-0.05564477,0.0459686,-1.265306,-1.211862,-0.6794645,-0.6252122,-0.02906991,4.017372,-0.04945387,-0.1429178,0.1206115,-0.4360063,-0.8904492,1.311408,0.01042914,-0.1247029,-0.06341922,-0.9331312,-2.872846,1.680261,-0.815942,1.164653,0.06337284,300.7495,228.9724,10.37407
1,0.5333334,-0.3491745,-0.07693852,0.06416951,-1.264946,-1.210011,-0.6760115,-0.6248878,0.02997042,4.017372,-0.07080726,-0.1141356,0.1122643,-0.4347951,-0.8911432,1.313454,0.002984777,-0.1001702,-0.06970722,-0.9341496,-2.873315,1.680682,-0.8161089,1.166295,0.06212214,300.563,228.6458,10.51734
1,0.5444446,-0.3575956,-0.08967958,0.09085182,-1.264975,-1.207831,-0.6725196,-0.6249342,-0.004423576,4.017372,-0.08042547,-0.08535512,0.1059978,-0.4337586,-0.8909898,1.314456,-0.002336591,-0.08632345,-0.07072239,-0.9353352,-2.874226,1.681772,-0.8163233,1.167929,0.06075888,300.3777,228.2854,10.68058
1,0.5555557,-0.3628546,-0.09819312,0.1047354,-1.264851,-1.205771,-0.6689802,-0.6250823,-0.01343066,4.234528,-0.09961139,-0.06829722,0.1018689,-0.43259,-0.8909706,1.315866,-0.006538101,-0.07460678,-0.06853788,-0.9361342,-2.875004,1.682309,-0.8165585,1.169564,0.05931626,300.1929,227.9033,10.87023
1,0.5666668,-0.3744408,-0.1141824,0.1261059,-1.264748,-1.203024,-0.6652939,-0.625079,0.0005064796,4.234528,-0.1134593,-0.07256144,0.1019095,-0.4312686,-0.8923944,1.318805,-0.008732542,-0.08204542,-0.07173164,-0.9371147,-2.876008,1.68294,-0.8167858,1.171194,0.05781287,300.0016,227.56,11.04151
1,0.577778,-0.3859864,-0.134456,0.1432315,-1.264313,-1.200084,-0.6616155,-0.6251765,-0.008849418,4.234528,-0.1240992,-0.08536269,0.1072362,-0.4296472,-0.8948104,1.322768,-0.008817837,-0.08632738,-0.07814158,-0.93863,-2.877747,1.68455,-0.8169505,1.17284,0.05624131,299.8302,227.2808,11.17323
1,0.5888891,-0.4007166,-0.1558245,0.1592976,-1.263856,-1.196801,-0.6577986,-0.624947,0.02115815,4.234528,-0.1367989,-0.1120596,0.1274446,-0.4272499,-0.8984084,1.327919,-0.0110492,-0.0969629,-0.08559406,-0.9399393,-2.879263,1.685641,-0.8170937,1.1745,0.05458489,299.6685,226.9745,11.31832
1,0.6000003,-0.4112854,-0.1654551,0.1710477,-1.263531,-1.193793,-0.6539829,-0.6249912,-0.004144135,3.691639,-0.1420669,-0.13021,0.1423217,-0.4249319,-0.9014688,1.332387,-0.01216478,-0.09268252,-0.08985145,-0.9413108,-2.879945,1.686562,-0.8172672,1.176178,0.05279247,299.5217,226.6499,11.48612
1,0.6111114,-0.4345674,-0.1846863,0.2062743,-1.263426,-1.189543,-0.6499029,-0.6248852,0.009810169,3.691639,-0.1526775,-0.1430177,0.1519165,-0.4226075,-0.9046103,1.33715,-0.01747219,-0.08627513,-0.08979245,-0.9424037,-2.880767,1.687403,-0.817441,1.177896,0.05083912,299.3803,226.2684,11.70153
1,0.6222225,-0.4473229,-0.1889805,0.2286667,-1.263412,-1.185393,-0.645889,-0.6250849,-0.01824158,3.691639,-0.1654649,-0.1355623,0.1519848,-0.4207422,-0.9066913,1.341281,-0.02495264,-0.07132152,-0.09504668,-0.9439036,-2.880796,1.688175,-0.8176115,1.179665,0.04871078,299.221,225.8403,11.92369
1,0.6333337,-0.4760125,-0.1997592,0.2595764,-1.263448,-1.180826,-0.641099,-0.6246034,0.04427085,3.691639,-0.1899358,-0.1025748,0.1617688,-0.4186676,-0.9061379,1.343546,-0.02911383,-0.06066584,-0.08860158,-0.9447862,-2.881186,1.688704,-0.8177617,1.181487,0.04642487,299.0258,225.4105,12.12342
1,0.6444448,-0.5057593,-0.2095172,0.2809272,-1.263775,-1.176018,-0.6363011,-0.6247941,-0.01774147,3.691639,-0.2271975,-0.09621058,0.1683245,-0.416512,-0.9070588,1.34789,-0.03225048,-0.04683061,-0.08428334,-0.9455271,-2.881563,1.689652,-0.8178871,1.183351,0.0438919,298.8127,225.0415,12.34798
1,0.655556,-0.5515772,-0.2108605,0.3128651,-1.264376,-1.170822,-0.6303772,-0.6240985,0.06395474,6.188925,-0.2686637,-0.08775574,0.189818,-0.4137641,-0.9074546,1.352293,-0.03438787,-0.04363423,-0.08746552,-0.9468337,-2.882119,1.690174,-0.8178667,1.185247,0.04104763,298.5954,224.6357,12.60126
1,0.6666671,-0.6003479,-0.2389447,0.3225374,-1.263898,-1.165719,-0.6238567,-0.6241491,-0.005035592,6.188925,-0.2909252,-0.07826091,0.2186967,-0.4105108,-0.9072927,1.355981,-0.03976349,-0.02336055,-0.09910398,-0.9482175,-2.881555,1.690427,-0.8177769,1.187222,0.037889,298.4416,224.1484,12.73036
1,0.6777782,-0.6258513,-0.2455156,0.3374655,-1.263792,-1.160386,-0.6182619,-0.6231845,0.08842542,6.188925,-0.3079323,-0.07722603,0.2283557,-0.4076474,-0.9078168,1.36018,-0.04719279,-0.009504249,-0.1011394,-0.94928,-2.881468,1.690975,-0.8177065,1.189318,0.03446591,298.2579,223.5941,12.79301
1,0.6888894,-0.6547171,-0.235072,0.3491191,-1.264282,-1.155364,-0.6117175,-0.6228351,0.03143551,6.188925,-0.345205,-0.07724373,0.2316961,-0.4048181,-0.9085038,1.365706,-0.05786609,-0.003074884,-0.1052917,-0.950536,-2.881117,1.691682,-0.8177223,1.191593,0.03080906,298.0627,223.0117,12.85723
1,0.7000005,-0.6622881,-0.2265545,0.3554641,-1.265035,-1.150849,-0.6052481,-0.6240085,-0.1071932,6.188925,-0.3793237,-0.07829283,0.2233071,-0.4024148,-0.9097843,1.371881,-0.07378079,0.01294724,-0.1040543,-0.9515698,-2.880339,1.692339,-0.8178412,1.194126,0.02700135,297.84,222.241,13.0923
1,0.7111117,-0.6634825,-0.212692,0.3607276,-1.265786,-1.146064,-0.5992171,-0.6235877,0.03962625,6.080348,-0.4016562,-0.06447527,0.2340798,-0.3996723,-0.9091244,1.376236,-0.08328453,0.0268069,-0.09862054,-0.9524944,-2.879604,1.693103,-0.8180938,1.196865,0.02310455,297.4667,221.3836,13.4419
1,0.7222228,-0.6581343,-0.2147866,0.3607289,-1.265754,-1.14119,-0.5936612,-0.6240277,-0.04047989,6.080348,-0.4207641,-0.04962066,0.2523097,-0.3964563,-0.9078999,1.380257,-0.09607944,0.03963584,-0.1038089,-0.9536839,-2.878449,1.693847,-0.8183563,1.199796,0.01924105,297.0338,220.6017,13.72589
1,0.7333339,-0.6665981,-0.2202532,0.3479619,-1.265482,-1.136563,-0.5874246,-0.6246833,-0.05938738,6.080348,-0.433476,-0.03049901,0.2705298,-0.3930826,-0.9057352,1.383254,-0.1056884,0.05138844,-0.1100851,-0.9548562,-2.877284,1.694533,-0.8185987,1.202863,0.01551773,296.5516,219.8229,14.02109
1,0.7444451,-0.6782011,-0.2321474,0.3394838,-1.264711,-1.131551,-0.5810645,-0.6253651,-0.06173523,6.080348,-0.4419321,-0.01031557,0.2887346,-0.3895102,-0.9027067,1.385624,-0.1108412,0.06310008,-0.09510489,-0.9553744,-2.875966,1.695127,-0.8189144,1.205977,0.01190895,296.0816,219.0592,14.40241
1,0.7555562,-0.6876763,-0.245094,0.3309606,-1.263385,-1.126844,-0.5746239,-0.6249438,0.03910283,6.188925,-0.4440684,-0.01776266,0.2876626,-0.3862894,-0.9021607,1.390109,-0.1160643,0.07481167,-0.08757546,-0.955955,-2.874688,1.695809,-0.8193442,1.209031,0.008373827,295.6511,218.2138,14.93491
1,0.7666674,-0.6919124,-0.2473014,0.3224452,-1.262854,-1.122266,-0.568195,-0.6247691,0.01566211,6.188925,-0.4441704,-0.04537562,0.2598804,-0.3839208,-0.9045666,1.397266,-0.1266389,0.08442259,-0.08213586,-0.9565654,-2.873031,1.696557,-0.8198242,1.211999,0.004933123,295.2953,217.3791,15.47348
1,0.7777785,-0.6918677,-0.2547697,0.32141,-1.262266,-1.117399,-0.5616745,-0.6249049,-0.01242739,6.188925,-0.4431289,-0.05386782,0.2502494,-0.381534,-0.9056324,1.402955,-0.1352456,0.07700546,-0.09058747,-0.9576551,-2.872042,1.697407,-0.8202892,1.214874,0.001560748,294.9916,216.5359,16.05343
1,0.7888896,-0.6747316,-0.264235,0.3140064,-1.26132,-1.112693,-0.5560531,-0.6251035,-0.01790345,6.188925,-0.4409966,-0.0623897,0.250215,-0.3786717,-0.9068905,1.408959,-0.1395583,0.06956568,-0.09375437,-0.9587028,-2.871158,1.698563,-0.8207589,1.217676,-0.00177435,294.7496,215.6985,16.59489
1,0.8000008,-0.6575713,-0.2713782,0.307745,-1.262594,-1.108812,-0.5509111,-0.6250604,0.004132277,6.188925,-0.4377413,-0.05603376,0.2693801,-0.3754002,-0.9058284,1.412949,-0.1460079,0.06749052,-0.1021988,-0.9596051,-2.869718,1.699101,-0.8211209,1.220494,-0.005018064,294.5625,215.04,16.92616
1,0.8111119,-0.6361093,-0.2882482,0.3035734,-1.261184,-1.103855,-0.5459225,-0.6260804,-0.09322735,6.948968,-0.4386962,-0.04120135,0.2981963,-0.3713453,-0.9040212,1.416183,-0.1524038,0.07390594,-0.1042612,-0.9606816,-2.868283,1.700181,-0.8213306,1.223425,-0.00818947,294.4065,214.409,17.25403
1,0.8222231,-0.6307207,-0.2999034,0.2909056,-1.260409,-1.099385,-0.5395895,-0.6269252,-0.07641643,6.948968,-0.4471487,-0.03912771,0.3163457,-0.3673389,-0.9033656,1.420755,-0.1565707,0.08562705,-0.0978127,-0.9614198,-2.866614,1.701067,-0.8215382,1.226443,-0.01133515,294.1765,213.6177,17.65736
1,0.8333342,-0.6350555,-0.2946672,0.2727804,-1.259303,-1.095494,-0.5331094,-0.6267483,0.01659615,6.948968,-0.4555899,-0.02214956,0.3377444,-0.3630299,-0.9010054,1.423816,-0.1543624,0.08673164,-0.09140117,-0.961464,-2.864439,1.701183,-0.8218513,1.22954,-0.01437228,293.8521,212.887,17.93736
1,0.8444453,-0.6447904,-0.2745522,0.2620653,-1.258694,-1.091556,-0.5272489,-0.6254674,0.1169859,6.948968,-0.4640095,-0.01903662,0.3644193,-0.358266,-0.899259,1.427589,-0.1554173,0.08353572,-0.0892655,-0.9622688,-2.86325,1.702233,-0.8221791,1.23256,-0.01727659,293.4354,211.7915,18.72733
1,0.8555565,-0.6545793,-0.251268,0.2502321,-1.257863,-1.088038,-0.5208285,-0.6253752,0.007404862,6.188925,-0.4671623,-0.05103952,0.3771131,-0.3536641,-0.9017596,1.435302,-0.1565337,0.0760866,-0.09246238,-0.9632915,-2.862286,1.703432,-0.8224983,1.235395,-0.02007203,293.0319,210.7449,19.53285
1,0.8666676,-0.6557476,-0.2396576,0.2416926,-1.256616,-1.083777,-0.5146729,-0.6260357,-0.06028939,6.188925,-0.4672346,-0.08187124,0.3567784,-0.3499836,-0.9053704,1.443935,-0.1598305,0.07823488,-0.1052025,-0.964541,-2.861068,1.704429,-0.8228724,1.238105,-0.02282269,292.784,209.9236,20.11294
