loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,emg,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
2,0,0.02806709,-0.07207965,0.2095121,-1.240197,-1.168433,-0.7181326,-0.604088,-0.026431,5.320304,-0.03520287,0.09613643,-0.01414575,-0.4607844,-0.7798827,1.201459,-0.01098532,0.0304439,0.01984886,-0.9372308,-2.861119,1.681754,-0.8091787,1.145409,0.05821222,303.6213,225.0557,14.78564
2,0.01111111,0.02050128,-0.05824991,0.2158357,-1.241526,-1.166552,-0.7184809,-0.6038707,0.02009707,6.40608,-0.03411147,0.06418277,-0.01533499,-0.4609447,-0.7802849,1.202178,-0.008935256,0.01980333,0.01551938,-0.9373858,-2.861084,1.682334,-0.8088331,1.144936,0.05695005,303.2974,226.5476,12.89146
2,0.02222222,0.008668467,-0.04024156,0.2115159,-1.242974,-1.164767,-0.7191083,-0.603883,-0.001302921,6.40608,-0.03517166,0.04713191,-0.01646625,-0.4612318,-0.7806417,1.203016,-0.002568148,0.01874247,0.01121434,-0.9372559,-2.86084,1.681945,-0.8082963,1.143957,0.05500189,303.2791,226.8644,12.06002
2,0.03333334,-0.002083741,-0.02649536,0.2040105,-1.244326,-1.163218,-0.7193906,-0.6033685,0.04709539,6.40608,-0.03520169,0.04077613,-0.0260778,-0.4618369,-0.7805384,1.203299,-0.0004257727,0.01660112,0.01332222,-0.9370652,-2.860717,1.681812,-0.8073349,1.142756,0.05273427,303.4921,226.7001,11.56825
2,0.04444445,-0.007466793,-0.01911923,0.192267,-1.245483,-1.161779,-0.7197198,-0.6036736,-0.02825322,6.40608,-0.05225572,0.03225729,-0.03244696,-0.4625282,-0.7808788,1.204575,0.00490782,0.02085395,0.01330473,-0.9367893,-2.860338,1.681387,-0.8060158,1.141593,0.05044265,303.7869,226.5586,10.98157
2,0.05555556,-0.01713406,-0.009657905,0.1762555,-1.246576,-1.160739,-0.7196303,-0.6035042,0.01579921,6.40608,-0.05222874,0.03755184,-0.02390474,-0.462737,-0.7797555,1.20416,0.006994843,0.02401872,0.01327127,-0.9371024,-2.860413,1.682082,-0.8049169,1.140461,0.04820026,303.9921,226.444,10.41842
2,0.06666667,-0.02255216,-0.0001440533,0.162344,-1.247567,-1.160305,-0.7191765,-0.6036167,-0.01041203,6.623236,-0.04582719,0.04501686,-0.02496912,-0.4632766,-0.7786369,1.203125,0.005877167,0.01765059,0.006866242,-0.9371925,-2.860394,1.681982,-0.8040001,1.139524,0.04624736,304.1537,226.3623,9.92766
2,0.07777778,-0.02364713,0.004078198,0.1548854,-1.248796,-1.158975,-0.7194269,-0.6034004,0.01992568,6.623236,-0.04263632,0.04608918,-0.02604239,-0.4637586,-0.777781,1.202751,0.004729679,0.002737554,0.003601872,-0.937642,-2.861021,1.682934,-0.8033149,1.138857,0.04472197,304.2552,226.3001,9.575111
2,0.08888889,-0.02899233,0.007222895,0.1506202,-1.250024,-1.15779,-0.7194951,-0.6032747,0.01132243,6.623236,-0.03940056,0.04712578,-0.0186008,-0.4640532,-0.7769639,1.202193,0.004649593,-0.0004826612,-0.002821194,-0.9382237,-2.86194,1.683948,-0.802723,1.138577,0.04373736,304.341,226.3234,9.316645
2,0.1,-0.02900596,0.008267473,0.1452885,-1.251077,-1.156679,-0.7195169,-0.6037546,-0.04390609,6.623236,-0.03616273,0.04070131,-0.009049116,-0.4639935,-0.7762496,1.201855,0.004637679,0.001655381,-0.004944282,-0.9383355,-2.861829,1.683831,-0.8021616,1.138753,0.04331689,304.3673,226.3904,9.20046
2,0.1111111,-0.03220561,0.008211095,0.1357076,-1.252047,-1.155744,-0.7194423,-0.6037232,0.003316631,8.360477,-0.0222405,0.02041992,0.004670712,-0.4634614,-0.776745,1.202133,0.008838281,0.0005605752,-0.009270756,-0.9390503,-2.862494,1.684475,-0.8020324,1.139131,0.04315381,304.2153,226.4573,9.311821
2,0.1222222,-0.03220561,0.008211095,0.1357076,-1.252047,-1.155744,-0.7194423,-0.6037248,-0.0001756915,8.360477,-0.0222405,0.02041992,0.004670712,-0.4634614,-0.776745,1.202133,0.008838281,0.0005605752,-0.009270756,-0.9390503,-2.862494,1.684475,-0.8023407,1.139536,0.04304643,303.9816,226.5441,9.514773
2,0.1333333,-0.03652351,0.01133091,0.1218374,-1.253776,-1.154244,-0.7186327,-0.6040773,-0.03218554,8.360477,-0.007339142,-0.01574515,-0.008310317,-0.4634832,-0.7795706,1.204536,0.005511252,-0.0154189,-0.01679917,-0.9403366,-2.863792,1.686122,-0.8027505,1.139919,0.04296216,303.7703,226.5737,9.719328
2,0.1444445,-0.03442705,0.01558241,0.1154265,-1.25472,-1.153551,-0.7185539,-0.6026989,0.1263332,8.360477,-0.004185298,-0.0125112,-0.0189691,-0.4640217,-0.7801864,1.205082,0.002319997,-0.01221453,-0.01675058,-0.9402796,-2.863756,1.686139,-0.8029733,1.14029,0.04297698,303.6216,226.5967,9.859941
