loc,t,aDotS,bDotS,gDotS,aS,bS,gS,qE,qDotE,emg,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xHand,yHand,zHand,aHand,bHand,gHand
2,0,0.04308118,-0.004935089,0.095916,-1.190365,-1.1321,-0.745896,-0.6265784,0.02398929,4.777416,-0.03726164,0.02376217,-0.01207899,-0.4241467,-0.8416122,1.238298,-0.03361568,0.02544623,-0.03634474,-0.9522611,-2.944357,1.693967,-0.7879374,1.147948,0.05439463,305.4469,218.8525,20.35414
2,0.01111111,0.03446807,0.007751338,0.0884051,-1.191183,-1.13171,-0.7461885,-0.6267973,-0.02028007,5.103148,-0.0308884,0.002489492,-0.02069663,-0.4245196,-0.8428905,1.239559,-0.02946539,0.008407298,-0.03960899,-0.9528024,-2.944433,1.69462,-0.7872854,1.147381,0.05320099,304.8747,221.1238,17.4974
2,0.02222222,0.02898617,0.03109664,0.07019515,-1.192133,-1.132565,-0.7460904,-0.6270876,-0.02637585,5.103148,-0.02771955,-0.0006807745,-0.02817617,-0.4249691,-0.8434955,1.240333,-0.01676787,-0.005478279,-0.0440058,-0.9534836,-2.944975,1.694738,-0.7862023,1.146457,0.05134897,304.8432,221.4375,16.38823
2,0.03333334,0.007598387,0.04576709,0.04560071,-1.192617,-1.133532,-0.7452531,-0.6262402,0.07757534,5.103148,-0.02347538,0.005724402,-0.03349077,-0.425457,-0.8432735,1.240212,-0.01353666,0.007322939,-0.04293353,-0.9536503,-2.943766,1.694382,-0.7848983,1.145388,0.04925533,305.0284,221.0645,15.86807
2,0.04444445,-0.01598336,0.06683184,0.03058379,-1.193576,-1.134378,-0.7441943,-0.6261576,0.006822888,5.103148,-0.02450778,-0.007078752,-0.0271423,-0.4255012,-0.8443366,1.241393,-0.003876777,0.03925738,-0.04512125,-0.9545802,-2.941856,1.693418,-0.7835839,1.144353,0.04726099,305.2319,220.8232,15.27051
2,0.05555556,-0.02663382,0.07095658,0.009232849,-1.193976,-1.135787,-0.7431412,-0.6254599,0.06382032,4.12595,-0.03186648,-0.009299999,-0.0004899167,-0.4247667,-0.8441656,1.24178,-0.001781302,0.04139706,-0.05045607,-0.9551023,-2.941051,1.692894,-0.7824749,1.143505,0.04564709,305.3983,220.7228,14.67247
2,0.06666667,-0.03827574,0.07069694,-0.03978696,-1.193317,-1.137601,-0.7417979,-0.625168,0.02618702,4.12595,-0.02115034,-0.002976248,0.01866559,-0.424191,-0.843389,1.241132,0.007801322,0.03283273,-0.04735206,-0.9554282,-2.940868,1.692491,-0.7817414,1.142956,0.04459513,305.5323,220.6981,14.22717
2,0.07777778,-0.05203855,0.06834035,-0.08029416,-1.192679,-1.139896,-0.7401191,-0.6254413,-0.02509233,4.12595,-0.01688151,-0.02961145,0.01962565,-0.4236328,-0.8453747,1.24303,0.02154833,-0.001300925,-0.0433019,-0.9562511,-2.941649,1.692629,-0.7814368,1.142805,0.04414747,305.6124,220.7753,13.97426
2,0.08888889,-0.05943795,0.06076092,-0.1037264,-1.191915,-1.141789,-0.7379881,-0.6254135,0.002846851,4.12595,-0.007354781,-0.06684122,0.003483091,-0.4235523,-0.8497593,1.246992,0.02464967,-0.01301851,-0.0497408,-0.9570314,-2.94215,1.69254,-0.7815258,1.143077,0.04430229,305.6087,220.8288,13.97956
2,0.1,-0.06577051,0.061669,-0.1399558,-1.190955,-1.144389,-0.7362575,-0.625323,0.008234847,4.12595,0.01813372,-0.1210883,-0.02022986,-0.4234804,-0.8570015,1.252705,0.03510911,-0.02368688,-0.06688701,-0.9581792,-2.942722,1.692366,-0.781957,1.143747,0.04501458,305.5368,220.8374,14.2099
